"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.583025,12.8751375,-52.7208898871903,1.22267010017218e-10,1.00234494812115e-06,14.8430276638307,"ANXA1_HUMAN",23,-57.0243911811485,1.6605899112802e-11,1.36135160926751e-07,-1.583025,"Up in BDM",6.8660296909296,"ANXA1","Annexin A1","ANXA1_HUMAN"
-0.855525000000002,14.8622125,-37.1720400318211,1.52740906962752e-09,1.43849362659344e-06,12.8003322877185,"VIME_HUMAN",46,-50.325812118371,4.39070550440481e-11,1.61402382563221e-07,-0.855525000000002,"Up in BDM",6.79209005866957,"VIM","Vimentin","VIME_HUMAN"
-1.19865,11.445475,-43.6882406561912,4.75764290043944e-10,1.43849362659344e-06,13.7943800412334,"ANXA3_HUMAN",21,-46.5325149909361,8.07624307763223e-11,1.61402382563221e-07,-1.19865,"Up in BDM",6.79209005866957,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.895000000000003,17.58895,37.9473985075227,1.31598021849732e-09,1.43849362659344e-06,12.9316675508771,"BHMT1_HUMAN",31,46.2996632245305,8.3974638480402e-11,1.61402382563221e-07,0.895000000000003,"Up in BM1",6.79209005866957,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
1.177,15.940825,39.7099564278837,9.4821091441381e-10,1.43849362659344e-06,13.2162399848426,"ALDOC_HUMAN",31,45.3627225743201,9.84400967084785e-11,1.61402382563221e-07,1.177,"Up in BM1",6.79209005866957,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.888975,12.2853875,-32.3682321850303,4.14322602086716e-09,2.18130620141071e-06,11.8911950201586,"FLNC_HUMAN",102,-42.5995315078083,1.6043473361499e-10,1.69695258774413e-07,-0.888975,"Up in BDM",6.77033029154723,"FLNC","Filamin-C","FLNC_HUMAN"
0.779949999999999,14.80195,32.042967514211,4.45597678347249e-09,2.18130620141071e-06,11.8230212165248,"ACOHC_HUMAN",48,42.1511028898386,1.74183505511052e-10,1.69695258774413e-07,0.779949999999999,"Up in BM1",6.77033029154723,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.825899999999997,16.8329,33.4601726855662,3.26203632226238e-09,2.05709028999284e-06,12.1134933489246,"SBP1_HUMAN",39,42.1124260203167,1.75430266993497e-10,1.69695258774413e-07,0.825899999999997,"Up in BM1",6.77033029154723,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.319875,11.1720125,36.4281954130481,1.76726076441643e-09,1.44880037466859e-06,12.6705996913363,"DPYD_HUMAN",55,41.7879265365274,1.86296331906528e-10,1.69695258774413e-07,1.319875,"Up in BM1",6.77033029154723,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.53593,9.587685,-37.773564586803,1.36032176546374e-09,1.43849362659344e-06,12.9025600866652,"ITA3_HUMAN",23,-40.0680554166683,2.58214862152082e-10,2.11684543992277e-07,-1.53593,"Up in BDM",6.67431085054891,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
