"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BT_vs_B1"
0.407100000000003,11.878925,10.9779527622866,7.0151475118787e-06,0.0191700597674605,4.2487383969038,"TENS1_HUMAN",76,-15.8012190536451,2.57259213223156e-07,0.00210901103000343,-0.407100000000003,"Non-significant",2.67592114892002,"TNS1","Tensin-1","TENS1_HUMAN",0.407100000000003
0.646649999999999,11.0104,11.1698983580002,6.2028768906891e-06,0.0191700597674605,4.34808623537831,"MX1_HUMAN",43,-12.518964203487,1.55167817350869e-06,0.00636032883321213,-0.646649999999999,"Up in B1",2.19652043045886,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",0.646649999999999
0.706399999999999,12.822075,11.1198697253528,6.40387391778055e-06,0.0191700597674605,4.32242712237523,"EDF1_HUMAN",12,-10.5961144083169,5.50012889348901e-06,0.0116495908021463,-0.706399999999999,"Up in B1",1.93368932918654,"EDF1","Endothelial differentiation-related factor 1","EDF1_HUMAN",0.706399999999999
0.4709225,9.67632375,10.1875006220947,1.18931686350254e-05,0.022277782753866,3.81263765104956,"T2FB_HUMAN",16,-10.1599183624999,7.53908830620284e-06,0.0116495908021463,-0.4709225,"Non-significant",1.93368932918654,"GTF2F2","General transcription factor IIF subunit 2","T2FB_HUMAN",0.4709225
0.601780000000002,9.629345,9.188836844497,2.44571901420827e-05,0.022277782753866,3.19272288737735,"FIL1L_HUMAN",39,-10.056630821703,8.13762114498864e-06,0.0116495908021463,-0.601780000000002,"Up in B1",1.93368932918654,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",0.601780000000002
0.511374999999999,10.7268625,8.66570473197998,3.66669637757122e-05,0.0223360689574175,2.83327394634025,"KANK1_HUMAN",51,-9.77720508556456,1.00406235388078e-05,0.0116495908021463,-0.511374999999999,"Up in B1",1.93368932918654,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN",0.511374999999999
0.450120000000002,10.14074,8.88872942142171,3.07770850334544e-05,0.0223360689574175,2.98964199317891,"TRIP4_HUMAN",25,-9.65639698441443,1.10132740337358e-05,0.0116495908021463,-0.450120000000002,"Non-significant",1.93368932918654,"TRIP4","Activating signal cointegrator 1","TRIP4_HUMAN",0.450120000000002
-0.684975000000001,11.8013375,-9.25288513061426,2.3305784412571e-05,0.022277782753866,3.23500867679099,"ASM3A_HUMAN",18,9.5547411776563,1.1913565331272e-05,0.0116495908021463,0.684975000000001,"Up in BT",1.93368932918654,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN",-0.684975000000001
-0.586399999999999,12.22505,-9.2436663688321,2.34676963307805e-05,0.022277782753866,3.22894472721784,"H2AY_HUMAN",17,9.46376856944267,1.27892555768866e-05,0.0116495908021463,0.586399999999999,"Up in BT",1.93368932918654,"MACROH2A1","Core histone macro-H2A.1","H2AY_HUMAN",-0.586399999999999
0.540374999999997,13.6561125,8.49962677540749,4.18773556981042e-05,0.0223360689574175,2.71370093908064,"PLOD2_HUMAN",38,-9.32294353032947,1.42899465548224e-05,0.0117148981856434,-0.540374999999997,"Up in B1",1.9312614815105,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",0.540374999999997
0.298850000000002,10.85775,7.57730557364386,9.12995937962922e-05,0.0229594632178722,1.99740283068097,"RHG17_HUMAN",36,-9.20184965473403,1.5738434950111e-05,0.0117294263382736,-0.298850000000002,"Non-significant",1.93072322780046,"ARHGAP17","Rho GTPase-activating protein 17","RHG17_HUMAN",0.298850000000002
0.352749999999999,14.4092,7.75619696275984,7.80365828546274e-05,0.0229594632178722,2.14360088881741,"HNRPR_HUMAN",32,-8.86157058519209,2.07649904529942e-05,0.0141859493111372,-0.352749999999999,"Non-significant",1.84814159629439,"HNRNPR","Heterogeneous nuclear ribonucleoprotein R","HNRPR_HUMAN",0.352749999999999
-0.953292500000002,9.81730375,-8.7501140333037,3.43005496900613e-05,0.0223360689574175,2.89301476369809,"REEP3_HUMAN",11,8.70064568756042,2.37470204779682e-05,0.0146747927798308,0.953292500000002,"Up in BT",1.83342802263309,"REEP3","Receptor expression-enhancing protein 3","REEP3_HUMAN",-0.953292500000002
0.9090525,9.77814875,8.19872141445423,5.35749139746116e-05,0.0223360689574175,2.48998663802514,"PLIN2_HUMAN",25,-8.56071902638364,2.67308859601191e-05,0.0146747927798308,-0.9090525,"Up in B1",1.83342802263309,"PLIN2","Perilipin-2","PLIN2_HUMAN",0.9090525
0.272899999999996,13.701025,7.48443036561238,9.91672022732647e-05,0.0229594632178722,1.92004574262998,"IF5_HUMAN",25,-8.55546947277047,2.68506820806857e-05,0.0146747927798308,-0.272899999999996,"Non-significant",1.83342802263309,"EIF5","Eukaryotic translation initiation factor 5","IF5_HUMAN",0.272899999999996
0.324850000000001,12.18725,7.63377722499343,8.68583152810838e-05,0.0229594632178722,2.04394943704404,"DBNL_HUMAN",24,-8.40559633608927,3.05362396733869e-05,0.0152712333996097,-0.324850000000001,"Non-significant",1.81612588520865,"DBNL","Drebrin-like protein","DBNL_HUMAN",0.324850000000001
0.352149999999998,11.524825,8.05224148657817,6.05641104227959e-05,0.0223360689574175,2.37767604327074,"IN35_HUMAN",18,-8.29699529995348,3.35586716672946e-05,0.0152712333996097,-0.352149999999998,"Non-significant",1.81612588520865,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN",0.352149999999998
-0.613724999999999,14.6572625,-8.043704056782,6.10019276445321e-05,0.0223360689574175,2.37105962850467,"RL7_HUMAN",17,8.25984407712556,3.46678653704653e-05,0.0152712333996097,0.613724999999999,"Up in BT",1.81612588520865,"RPL7","Large ribosomal subunit protein uL30","RL7_HUMAN",-0.613724999999999
0.302775000000004,11.6550625,7.29547880556354,0.000117625939881756,0.0229594632178722,1.75951905982004,"K1C19_HUMAN",26,-8.20360193965164,3.64254549969681e-05,0.0152712333996097,-0.302775000000004,"Non-significant",1.81612588520865,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",0.302775000000004
-2.4720425,6.67405125,-8.02541218965397,6.19519593553788e-05,0.0223360689574175,2.35685724122064,"IGHG1_HUMAN",6,8.13065163308241,3.88545443960862e-05,0.0152712333996097,2.4720425,"Up in BT",1.81612588520865,"IGHG1","Immunoglobulin heavy constant gamma 1","IGHG1_HUMAN",-2.4720425
-0.554729999999998,8.3051525,-7.67963198869364,8.34294702437751e-05,0.0229594632178722,2.08147561467255,"NOC3L_HUMAN",19,7.97062251675351,4.48397199913044e-05,0.0152712333996097,0.554729999999998,"Up in BT",1.81612588520865,"NOC3L","Nucleolar complex protein 3 homolog","NOC3L_HUMAN",-0.554729999999998
0.398000000000003,12.125625,7.49293438483357,9.8416144941042e-05,0.0229594632178722,1.92717081161952,"ABI1_HUMAN",22,-7.96742228909176,4.49694279267245e-05,0.0152712333996097,-0.398000000000003,"Non-significant",1.81612588520865,"ABI1","Abl interactor 1","ABI1_HUMAN",0.398000000000003
0.427574999999999,14.4018375,7.30377946407735,0.00011673870959752,0.0229594632178722,1.76666089061289,"PRS4_HUMAN",30,-7.96084140464834,4.52374690686807e-05,0.0152712333996097,-0.427574999999999,"Non-significant",1.81612588520865,"PSMC1","26S proteasome regulatory subunit 4","PRS4_HUMAN",0.427574999999999
-2.0560075,8.29226375,-7.65380785478251,8.53414759712413e-05,0.0229594632178722,2.06037149809821,"FILA2_HUMAN",30,7.93160661879602,4.64498655808373e-05,0.0152712333996097,2.0560075,"Up in BT",1.81612588520865,"FLG2","Filaggrin-2","FILA2_HUMAN",-2.0560075
0.411360000000002,10.249545,7.51248691526536,9.6713311518408e-05,0.0229594632178722,1.94352066136135,"RT09_HUMAN",21,-7.92875612993035,4.65699969492855e-05,0.0152712333996097,-0.411360000000002,"Non-significant",1.81612588520865,"MRPS9","Small ribosomal subunit protein uS9m","RT09_HUMAN",0.411360000000002
0.397840000000002,9.812085,7.12722895302152,0.000137337777789724,0.0246768130235456,1.61294394430728,"NGEF_HUMAN",33,-7.87642250574557,4.88380555560137e-05,0.0153990145941616,-0.397840000000002,"Non-significant",1.81250706942396,"NGEF","Ephexin-1","NGEF_HUMAN",0.397840000000002
0.614967499999999,10.25159125,7.63946234469492,8.64247606499452e-05,0.0229594632178722,2.04861504301464,"TAGL_HUMAN",15,-7.74608988780264,5.5038811494419e-05,0.0164272052027711,-0.614967499999999,"Up in B1",1.78443631777364,"TAGLN","Transgelin","TAGL_HUMAN",0.614967499999999
0.379925,10.5486875,7.02011203304255,0.000151799816707327,0.0246768130235456,1.51779817701737,"SSH3_HUMAN",30,-7.72529893605143,5.61065803461319e-05,0.0164272052027711,-0.379925,"Non-significant",1.78443631777364,"SSH3","Protein phosphatase Slingshot homolog 3","SSH3_HUMAN",0.379925
-0.645225000000003,13.3902875,-8.80996553559064,3.27264541733271e-05,0.0223360689574175,2.93496020861101,"RL19_HUMAN",8,7.65321506568545,5.99906393238054e-05,0.0169587331440192,0.645225000000003,"Up in BT",1.77060659365427,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN",-0.645225000000003
0.485874999999997,11.0898375,7.04075327171436,0.000148885706752484,0.0246768130235456,1.53624468972575,"STAU1_HUMAN",31,-7.57053304075947,6.48176316325143e-05,0.0177124981374451,-0.485874999999997,"Non-significant",1.75172018241265,"STAU1","Double-stranded RNA-binding protein Staufen homolog 1","STAU1_HUMAN",0.485874999999997
-0.459252500000002,10.26122375,-7.42392252641184,0.000104699929020053,0.0229594632178722,1.86910328387196,"EST3_HUMAN",16,7.51999492252337,6.79795291312858e-05,0.0177443610208747,0.459252500000002,"Non-significant",1.75093963509377,"CES3","Carboxylesterase 3","EST3_HUMAN",-0.459252500000002
0.331254999999999,10.0876475,7.37397207941449,0.00010952800322822,0.0229594632178722,1.82672198679914,"HDAC7_HUMAN",17,-7.47823992193505,7.0721281717752e-05,0.0177443610208747,-0.331254999999999,"Non-significant",1.75093963509377,"HDAC7","Histone deacetylase 7","HDAC7_HUMAN",0.331254999999999
-0.278207499999999,9.61974375,-6.60920106858094,0.000225372206782015,0.0282797550394146,1.13914306137751,"MAGD2_HUMAN",27,7.46777297623324,7.14276547558997e-05,0.0177443610208747,0.278207499999999,"Non-significant",1.75093963509377,"MAGED2","Melanoma-associated antigen D2","MAGD2_HUMAN",-0.278207499999999
0.477725000000001,10.5284625,9.95927286269419,1.39449814112493e-05,0.022277782753866,3.67811822969524,"RRFM_HUMAN",8,-7.3348538368852,8.11129107967451e-05,0.0180187857126958,-0.477725000000001,"Non-significant",1.74427447950816,"MRRF","Ribosome-recycling factor, mitochondrial","RRFM_HUMAN",0.477725000000001
-1.9947,15.01665,-7.05362113104473,0.000147100656270665,0.0246768130235456,1.54771716416376,"K1C10_HUMAN",31,7.30865679407361,8.31888069900489e-05,0.0180187857126958,1.9947,"Up in BT",1.74427447950816,"KRT10","Keratin, type I cytoskeletal 10","K1C10_HUMAN",-1.9947
-0.728619999999999,10.07619,-6.97820871531824,0.000157913556878606,0.0246768130235456,1.48018447385249,"SPB1_HUMAN",26,7.30406392914769,8.35587874564367e-05,0.0180187857126958,0.728619999999999,"Up in BT",1.74427447950816,"FTSJ3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3","SPB1_HUMAN",-0.728619999999999
0.416299999999998,11.408875,6.72471759868123,0.000201306862164603,0.0282797550394146,1.2478274522758,"RTKN_HUMAN",29,-7.26912489696717,8.64337921397441e-05,0.0180187857126958,-0.416299999999998,"Non-significant",1.74427447950816,"RTKN","Rhotekin","RTKN_HUMAN",0.416299999999998
0.437322500000001,8.72816375,6.74968136038687,0.000196491224758531,0.0282797550394146,1.27108186707212,"STK10_HUMAN",28,-7.24947807201201,8.80985151199778e-05,0.0180187857126958,-0.437322500000001,"Non-significant",1.74427447950816,"STK10","Serine/threonine-protein kinase 10","STK10_HUMAN",0.437322500000001
-0.741300000000003,10.9456,-7.32234547331589,0.000114781190579268,0.0229594632178722,1.78260480735879,"CNBP_HUMAN",11,7.23821841359855,8.90685747397259e-05,0.0180187857126958,0.741300000000003,"Up in BT",1.74427447950816,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN",-0.741300000000003
-0.485675000000002,14.1530875,-9.36522857486318,2.14302617105722e-05,0.022277782753866,3.30830583403211,"RL27_HUMAN",8,7.15661023853043,9.64637828706271e-05,0.0180187857126958,0.485675000000002,"Non-significant",1.74427447950816,"RPL27","Large ribosomal subunit protein eL27","RL27_HUMAN",-0.485675000000002
0.30045,9.753805,6.50420107340294,0.000250052867342756,0.02880234813271,1.03879691218636,"RUFY2_HUMAN",25,-7.14142127409735,9.79139541498776e-05,0.0180187857126958,-0.30045,"Non-significant",1.74427447950816,"RUFY2","RUN and FYVE domain-containing protein 2","RUFY2_HUMAN",0.30045
0.327099999999996,10.794325,6.55503594689729,0.000237747097852399,0.0284856915983748,1.08756527554035,"DNJC1_HUMAN",25,-7.13225284622891,9.88009948072119e-05,0.0180187857126958,-0.327099999999996,"Non-significant",1.74427447950816,"DNAJC1","DnaJ homolog subfamily C member 1","DNJC1_HUMAN",0.327099999999996
0.225657499999997,9.77932125,5.49508995843885,0.00072554121562923,0.0382337922817178,-0.00562278064596899,"LAMB2_HUMAN",62,-7.12965878012295,9.90535826696388e-05,0.0180187857126958,-0.225657499999997,"Non-significant",1.74427447950816,"LAMB2","Laminin subunit beta-2","LAMB2_HUMAN",0.225657499999997
0.238274999999998,14.2030875,6.18725758456807,0.000344798254423061,0.0317601807838231,0.726676431312783,"RTCB_HUMAN",27,-7.12732283831139,9.92816489267067e-05,0.0180187857126958,-0.238274999999998,"Non-significant",1.74427447950816,"RTCB","RNA-splicing ligase RtcB homolog","RTCB_HUMAN",0.238274999999998
-0.514212499999999,8.83331625,-7.57775566675967,9.1263206341687e-05,0.0229594632178722,1.9977752747632,"RL7L_HUMAN",11,7.12560869891831,9.94493765212926e-05,0.0180187857126958,0.514212499999999,"Up in BT",1.74427447950816,"RPL7L1","Ribosomal protein uL30-like","RL7L_HUMAN",-0.514212499999999
-0.516224999999999,16.6346375,-8.15222494204968,5.569042787176e-05,0.0223360689574175,2.45458261926633,"COX5B_HUMAN",9,7.08050198255872,0.000103977867829888,0.0180187857126958,0.516224999999999,"Up in BT",1.74427447950816,"COX5B","Cytochrome c oxidase subunit 5B, mitochondrial","COX5B_HUMAN",-0.516224999999999
0.207549999999998,12.136125,5.26803269238586,0.000938668019813394,0.0413720453033882,-0.261750001456061,"ZO2_HUMAN",66,-7.0734032819516,0.000104711129004358,0.0180187857126958,-0.207549999999998,"Non-significant",1.74427447950816,"TJP2","Tight junction protein ZO-2","ZO2_HUMAN",0.207549999999998
0.505594999999998,10.0587775,6.60970227358278,0.000225261100791304,0.0282797550394146,1.1396184776389,"VLDLR_HUMAN",32,-7.06324545805293,0.000105770364860848,0.0180187857126958,-0.505594999999998,"Up in B1",1.74427447950816,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN",0.505594999999998
0.468607500000001,10.29772125,7.09655979463841,0.000141314797981751,0.0246768130235456,1.58584911851623,"RASF4_HUMAN",14,-7.04130523528881,0.000108098982842371,0.0180187857126958,-0.468607500000001,"Non-significant",1.74427447950816,"RASSF4","Ras association domain-containing protein 4","RASF4_HUMAN",0.468607500000001
0.364250000000002,11.419125,6.69729647148739,0.000206748725727984,0.0282797550394146,1.22218896111229,"CASP1_HUMAN",20,-7.02471536834204,0.000109897448845424,0.0180187857126958,-0.364250000000002,"Non-significant",1.74427447950816,"CASP1","Caspase-1","CASP1_HUMAN",0.364250000000002
0.413349999999998,10.67135,6.59888318330418,0.000227673070578356,0.0282797550394146,1.12934855654683,"NUP50_HUMAN",23,-6.98885629906768,0.000113899153818647,0.0182119220296091,-0.413349999999998,"Non-significant",1.73964421769742,"NUP50","Nuclear pore complex protein Nup50","NUP50_HUMAN",0.413349999999998
0.517624999999997,8.9059575,6.62028556169012,0.000222929210431063,0.0282797550394146,1.14964933421645,"PNKP_HUMAN",24,-6.96755618927084,0.000116352376387816,0.0182119220296091,-0.517624999999997,"Up in B1",1.73964421769742,"PNKP","Bifunctional polynucleotide phosphatase/kinase","PNKP_HUMAN",0.517624999999997
0.390425,14.1226375,6.42144002811149,0.000271633405390162,0.0289943922815445,0.958644066937,"OLA1_HUMAN",29,-6.95320561113848,0.00011803816032762,0.0182119220296091,-0.390425,"Non-significant",1.73964421769742,"OLA1","Obg-like ATPase 1","OLA1_HUMAN",0.390425
