"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_D"
4.26462166666666,12.30743,120.705011993131,1.2470188647718e-11,3.35988449465016e-08,15.9836911996117,"OAS2_HUMAN",31,-141.157807329079,8.52572099456434e-12,6.89134027990636e-08,-4.26462166666666,"Up in D",7.16169630500666,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN",4.26462166666666
2.26349166666666,13.2714571428571,82.0231195187546,1.34606553685136e-10,1.55432110490994e-07,14.7246198847108,"RIGI_HUMAN",56,-98.429681480467,7.41039732918437e-11,2.37958245284063e-07,-2.26349166666666,"Up in D",6.62349924224438,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN",2.26349166666666
5.2803,14.2522142857143,130.938679627259,7.55434069308375e-12,3.0530867911098e-08,16.1837194916258,"MX1_HUMAN",43,-95.5911461624432,8.83180422927364e-11,2.37958245284063e-07,-5.2803,"Up in D",6.62349924224438,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",5.2803
4.07730833333333,13.1643571428571,142.393431404166,4.50672130418528e-12,3.0530867911098e-08,16.368134469994,"IFIT1_HUMAN",34,-86.4716434395769,1.61119116045907e-10,2.82246997977922e-07,-4.07730833333333,"Up in D",6.54937066860071,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN",4.07730833333333
2.58994999999999,14.8048714285714,97.4959698153009,4.64498490675088e-11,7.50908260025348e-08,15.3528351434772,"STAT1_HUMAN",41,-85.3210704497355,1.74592971655277e-10,2.82246997977922e-07,-2.58994999999999,"Up in D",6.54937066860071,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN",2.58994999999999
3.91426666666666,14.8132571428571,70.8712289775718,3.30922601391622e-10,2.67484738704848e-07,14.1113068174967,"ISG15_HUMAN",15,-75.5343545093048,3.62441879090084e-10,4.88269618114191e-07,-3.91426666666666,"Up in D",6.31134029823453,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN",3.91426666666666
1.80829166666666,11.5925428571429,57.9123924199119,1.1463924219708e-09,8.42389995162723e-07,13.1477269133987,"STAT2_HUMAN",35,-67.4835752540005,7.12220125033581e-10,8.2241075294949e-07,-1.80829166666666,"Up in D",6.08491121994888,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN",1.80829166666666
3.6425,13.0347285714286,78.499400865911,1.76384396566909e-10,1.78214384681291e-07,14.5481126645038,"IFIT2_HUMAN",29,-60.7732565564172,1.33406868516149e-09,1.30356985580126e-06,-3.6425,"Up in D",5.8848656908661,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN",3.6425
2.17395666666667,11.2648542857143,53.8005563165907,1.80324256034389e-09,1.04111497251855e-06,12.7657167973056,"PLS1_HUMAN",7,-59.5460373617104,1.507506000337e-09,1.30356985580126e-06,-2.17395666666667,"Up in D",5.8848656908661,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",2.17395666666667
2.60144166666667,10.4158214285714,82.770523851083,1.27295834916274e-10,1.55432110490994e-07,14.7602365197567,"IFIH1_HUMAN",45,-58.8791827673577,1.61273024347552e-09,1.30356985580126e-06,-2.60144166666667,"Up in D",5.8848656908661,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN",2.60144166666667
1.10560833333333,11.9349428571429,40.4860981760112,1.03497161204244e-08,3.63725023484306e-06,11.1624883017653,"5NT3A_HUMAN",23,-56.9096581807436,1.97732392048671e-09,1.41128292664429e-06,-1.10560833333333,"Up in D",5.8503859124235,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN",1.10560833333333
3.23145,14.5922428571429,54.0793910540881,1.74681888815231e-09,1.04111497251855e-06,12.7930241317515,"OAS3_HUMAN",45,-56.3622466904887,2.09518682664004e-09,1.41128292664429e-06,-3.23145,"Up in D",5.8503859124235,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN",3.23145
0.717174999999996,11.7336142857143,28.6025813082348,8.71454086561087e-08,1.85367457412454e-05,8.99733164007759,"DSRAD_HUMAN",59,-53.2451470666598,2.94586855614804e-09,1.83165042610343e-06,-0.717174999999996,"Up in D",5.73715740867076,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN",0.717174999999996
3.31871,11.9946957142857,50.6357701434333,2.61789063757176e-09,1.25043855460075e-06,12.4401364073793,"OAS1_HUMAN",20,-52.0379441825858,3.37955689697069e-09,1.90794158405911e-06,-3.31871,"Up in D",5.71943492633484,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN",3.31871
1.04140833333333,11.3112571428571,37.2335553622308,1.73067843940602e-08,4.66302460857294e-06,10.6577130726084,"T23O_HUMAN",17,-51.6348454249298,3.54065616242566e-09,1.90794158405911e-06,-1.04140833333333,"Up in D",5.71943492633484,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",1.04140833333333
3.71606666666666,13.2764,100.725524923486,3.8004450600217e-11,7.50908260025348e-08,15.4593842298818,"IFIT3_HUMAN",30,-50.2397114763292,4.1717097136137e-09,2.10749560094622e-06,-3.71606666666666,"Up in D",5.67623332322126,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN",3.71606666666666
1.87595833333333,12.7763428571429,54.1843836812255,1.72610666405306e-09,1.04111497251855e-06,12.8032511532196,"HLAB_HUMAN",2,-46.7273286292547,6.43797834475932e-09,2.74564003464973e-06,-1.87595833333333,"Up in D",5.56135640126266,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN",1.87595833333333
2.40272166666666,9.91948714285714,43.616747636931,6.54998837120551e-09,2.52112171449782e-06,11.60012757576,"IRF9_HUMAN",16,-46.7241241645227,6.44062164540627e-09,2.74564003464973e-06,-2.40272166666666,"Up in D",5.56135640126266,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN",2.40272166666666
0.915874999999996,11.1566571428571,32.5985358717908,3.91162531070261e-08,9.03361925325978e-06,9.83256897775072,"PAR14_HUMAN",91,-46.7080071058348,6.45393550146541e-09,2.74564003464973e-06,-0.915874999999996,"Up in D",5.56135640126266,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN",0.915874999999996
0.804933333333333,11.6082285714286,29.0412272784642,7.93933549121724e-08,1.73442293987862e-05,9.09557141007662,"PARP9_HUMAN",37,-45.6312364061379,7.42078625126619e-09,2.77252913557095e-06,-0.804933333333333,"Up in D",5.557123881301,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN",0.804933333333333
1.73151666666667,11.1337714285714,41.3049323561546,9.15216467923498e-09,3.36258850464802e-06,11.2812359794078,"SLFN5_HUMAN",37,-45.5166272061422,7.53331944500042e-09,2.77252913557095e-06,-1.73151666666667,"Up in D",5.557123881301,"SLFN5","Schlafen family member 5","SLFN5_HUMAN",1.73151666666667
2.88656,8.23815285714286,44.9012237880238,5.48016641328045e-09,2.331378164134e-06,11.7675263401204,"XAF1_HUMAN",16,-45.4884979078162,7.5612426221455e-09,2.77252913557095e-06,-2.88656,"Up in D",5.557123881301,"XAF1","XIAP-associated factor 1","XAF1_HUMAN",2.88656
1.23316666666666,11.9169,38.1493536568218,1.49089245167081e-08,4.3038870310197e-06,10.805462445983,"TAP2_HUMAN",22,-45.1669445222918,7.88917111445403e-09,2.77252913557095e-06,-1.23316666666666,"Up in D",5.557123881301,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN",1.23316666666666
1.59575833333333,12.2026285714286,38.1634599860079,1.48751295387748e-08,4.3038870310197e-06,10.8077024949539,"BST2_HUMAN",7,-43.9037122616339,9.34873916319176e-09,3.14857744400329e-06,-1.59575833333333,"Up in D",5.50188562010381,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN",1.59575833333333
1.12745,10.9456571428571,39.0469657760784,1.29253736532356e-08,4.0182998168886e-06,10.9459013633438,"RN213_HUMAN",232,-43.0858291574258,1.04620836508599e-08,3.38260088599603e-06,-1.12745,"Up in D",5.47074924171393,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN",1.12745
1.50291666666666,11.7469428571429,39.7729678189279,1.15430501931129e-08,3.73209898843728e-06,11.0564498672138,"E2AK2_HUMAN",23,-42.5221882292204,1.13196570393671e-08,3.51910722496938e-06,-1.50291666666666,"Up in D",5.45356750028527,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",1.50291666666666
1.064425,12.0373428571429,36.3278703807238,2.01300516787652e-08,5.24874863611158e-06,10.5069545117246,"PML_HUMAN",44,-41.2902735496223,1.34962154247933e-08,4.04036701031867e-06,-1.064425,"Up in D",5.39357918357336,"PML","Protein PML","PML_HUMAN",1.064425
2.13166666666667,13.0731285714286,37.3831854587502,1.68859862607432e-08,4.66302460857294e-06,10.6821702817742,"UB2L6_HUMAN",12,-39.2984295309535,1.81397743041219e-08,5.23656413215062e-06,-2.13166666666667,"Up in D",5.28095357329722,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN",2.13166666666667
2.08488833333333,10.3530514285714,72.117691115497,2.97251804377277e-10,2.66965148309059e-07,14.1883251936592,"HELZ2_HUMAN",117,-38.9140620508352,1.92378287975977e-08,5.36204724727525e-06,-2.08488833333333,"Up in D",5.27066936358318,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN",2.08488833333333
1.82101666666667,11.8762142857143,35.0353097586456,2.51405164895193e-08,6.01126435952767e-06,10.283367175676,"SAMH1_HUMAN",38,-38.1580034102419,2.16322423513524e-08,5.82844716419937e-06,-1.82101666666667,"Up in D",5.234447136124,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN",1.82101666666667
2.237775,11.6838285714286,47.1982004971387,4.03309501997081e-09,1.81108372480134e-06,12.0508816388677,"DDX60_HUMAN",75,-36.8402400822723,2.66894740216726e-08,6.95906511345742e-06,-2.237775,"Up in D",5.15744909994945,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN",2.237775
3.16227666666667,10.2876885714286,51.6306467508426,2.3227175434486e-09,1.25043855460075e-06,12.5456803551586,"CMPK2_HUMAN",26,-35.5211108490871,3.31876049976989e-08,8.3829815998875e-06,-3.16227666666667,"Up in D",5.07660148708906,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN",3.16227666666667
1.38184333333333,9.54203142857143,30.7352291989565,5.61049083527837e-08,1.25971103948764e-05,9.45921469653389,"TREX1_HUMAN",15,-33.7962208836639,4.46808649166796e-08,1.09441039733794e-05,-1.38184333333333,"Up in D",4.96081978963251,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",1.38184333333333
3.173695,11.01302,35.7458789487169,2.22269451516175e-08,5.61438742689139e-06,10.4075403276792,"ISG20_HUMAN",11,-33.393942870415,4.79932109955344e-08,1.14096801316737e-05,-3.173695,"Up in D",4.94272653077866,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN",3.173695
1.001615,10.5822614285714,24.8617537419899,2.05332623140478e-07,3.9516752210583e-05,8.08189488371491,"PAR10_HUMAN",43,-28.766949137049,1.16870354627516e-07,2.69903736129775e-05,-1.001615,"Up in D",4.56879110370093,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",1.001615
0.601566666666661,15.1612857142857,21.2310104632098,5.37746371747339e-07,9.24809345283775e-05,7.03252680202728,"GBP1_HUMAN",22,-26.9874997760121,1.70991206324352e-07,3.74926086555587e-05,-0.601566666666661,"Up in D",4.42605434124556,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",0.601566666666661
1.19113333333333,11.3216142857143,50.5980991591409,2.62989674974796e-09,1.25043855460075e-06,12.4360800314557,"TAP1_HUMAN",24,-26.9708038596841,1.7162272921634e-07,3.74926086555587e-05,-1.19113333333333,"Up in D",4.42605434124556,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN",1.19113333333333
