"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.793070000000002,9.72499,-28.3324329523099,1.17513601001198e-08,5.10478006277266e-05,9.9270721416484,"FIL1L_HUMAN",39,-34.8513591921984,9.3983804240144e-10,6.05879108289727e-06,-0.793070000000002,"Up in BM2",5.21761402243484,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.701500000000003,12.026125,-24.7556165934455,3.08060235155358e-08,6.31369451950906e-05,9.28128536342978,"TENS1_HUMAN",76,-32.8492938771516,1.47811443837455e-09,6.05879108289727e-06,-0.701500000000003,"Up in BM2",5.21761402243484,"TNS1","Tensin-1","TENS1_HUMAN"
-0.851150000000002,13.8115,-26.4275368811391,1.9323025235117e-08,5.28033869591631e-05,9.602639859414,"PLOD2_HUMAN",38,-30.8746816929784,2.37474670940317e-09,6.4893911745624e-06,-0.851150000000002,"Up in BM2",5.18779604617819,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.675674999999998,10.6139125,-21.5226278421854,8.34493148976755e-08,9.77310690758777e-05,8.54155923626207,"AKA12_HUMAN",66,-26.7312720370765,7.13667804814896e-09,1.46266216596813e-05,-0.675674999999998,"Up in BM2",4.8348559721649,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-0.785495000000001,10.1987275,-21.8875450391718,7.40470597627393e-08,9.77310690758777e-05,8.63397487523978,"VLDLR_HUMAN",32,-24.4771717352687,1.39639413477198e-08,2.28952782337214e-05,-0.785495000000001,"Up in BM2",4.64025407436229,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
4.743295,10.6239025,23.4070184228535,4.59238045785076e-08,7.5296669986921e-05,8.9933995437322,"Q15194_HBV",5,23.2597647319781,2.05856896723466e-08,2.40883406004377e-05,4.743295,"Up in BT",4.61819311668473,"PreC-C","Capsid protein","Q15194_HBV"
-0.560950000000002,10.75165,-18.693143255545,2.26790897891121e-07,0.000232403972613926,7.73193863503209,"KANK1_HUMAN",51,-23.1496538991095,2.1341895617842e-08,2.40883406004377e-05,-0.560950000000002,"Up in BM2",4.61819311668473,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
4.309615,10.8239175,28.1033068799761,1.24537205727559e-08,5.10478006277266e-05,9.89018638380401,"Q6VBP1_HBV",1,22.8572851038431,2.35065534036963e-08,2.40883406004377e-05,4.309615,"Up in BT",4.61819311668473,"S","Large envelope protein","Q6VBP1_HBV"
-0.340099999999998,14.05025,-13.7752390853329,1.93903995084934e-06,0.000712958439477487,5.80300290392395,"VILI_HUMAN",46,-18.7582143155897,1.05094138575771e-07,8.66028646779183e-05,-0.340099999999998,"Non-significant",4.06246774200996,"VIL1","Villin-1","VILI_HUMAN"
-0.999402500000002,9.82332375,-17.8072462624508,3.19677069088505e-07,0.000291190290265285,7.4397221940797,"PLIN2_HUMAN",25,-18.7453738766373,1.05639015220686e-07,8.66028646779183e-05,-0.999402500000002,"Up in BM2",4.06246774200996,"PLIN2","Perilipin-2","PLIN2_HUMAN"
