"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.2735825,10.31088375,-16.3758015303587,5.07626386789479e-07,0.00416152111890015,4.37367584316431,"K1C19_HUMAN",26,-17.108317052414,2.10365910910114e-07,0.00172457973764111,-1.2735825,"Up in C",2.76331672079966,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.47495,11.530625,-11.4632335068869,6.27488178125099e-06,0.0171471602808985,3.27652482972523,"FLNC_HUMAN",102,-13.7113279929716,1.10126333845743e-06,0.00451407842433701,-0.47495,"Non-significant",2.34543090007417,"FLNC","Filamin-C","FLNC_HUMAN"
-0.515749999999999,12.580725,-11.4969015465783,6.1481567797025e-06,0.0171471602808985,3.28730117838732,"K2C7_HUMAN",37,-12.8280055774339,1.80380391972087e-06,0.00492919484462389,-0.515749999999999,"Up in C",2.30722401441324,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.262899999999998,12.857875,7.01229923135963,0.000172191296456245,0.169762036172032,1.12017146871325,"CO4B_HUMAN",83,8.65987017927641,3.10513778674844e-05,0.0636397989394093,0.262899999999998,"Non-significant",1.19627120111287,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.280649999999996,12.281675,7.13369321267515,0.000154100572493582,0.169762036172032,1.20473927966536,"CERU_HUMAN",44,8.31059997889277,4.14754431014662e-05,0.068003136509164,0.280649999999996,"Non-significant",1.16747105586423,"CP","Ceruloplasmin","CERU_HUMAN"
-2.473405,6.8699325,-8.03764085599321,7.04499946426011e-05,0.144387264020011,1.7785092892524,"TESK1_HUMAN",4,-8.04717096718702,5.19411635949518e-05,0.0700584231332323,-2.473405,"Non-significant",1.15453964195756,"TESK1","Dual specificity testis-specific protein kinase 1","TESK1_HUMAN"
0.141249999999998,15.250475,4.96051003772622,0.00144860367621896,0.273658922671796,-0.634514867094659,"CO3_HUMAN",111,7.71153527410357,6.97978948560986e-05,0.0700584231332323,0.141249999999998,"Non-significant",1.15453964195756,"C3","Complement C3","CO3_HUMAN"
0.178900000000002,11.52005,6.20178151576266,0.000376008604625851,0.171628320241841,0.504327175467395,"C1R_HUMAN",30,7.62061769464659,7.57482248146849e-05,0.0700584231332323,0.178900000000002,"Non-significant",1.15453964195756,"C1R","Complement C1r subcomponent","C1R_HUMAN"
-0.226950000000002,12.3217,-6.19960028849132,0.000376837004678352,0.171628320241841,0.502542709744114,"LIMC1_HUMAN",62,-7.60376587334712,7.69121503048415e-05,0.0700584231332323,-0.226950000000002,"Non-significant",1.15453964195756,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.255624999999998,10.3195875,-6.46162453496702,0.000290431859225025,0.169762036172032,0.711863460889589,"ANXA3_HUMAN",21,-6.88288542239001,0.000151575908866189,0.110868249034692,-0.255624999999998,"Non-significant",0.955192811320249,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.3174525,7.95596375,6.57097277054372,0.00026111729808446,0.169762036172032,0.796273965691956,"ITB2_HUMAN",19,6.83432805567024,0.000158968236001308,0.110868249034692,0.3174525,"Non-significant",0.955192811320249,"ITGB2","Integrin beta-2","ITB2_HUMAN"
0.21505,12.947925,5.86282183034101,0.000532938543433321,0.189957833872451,0.218281621168955,"PURA1_HUMAN",29,6.64390984315437,0.000192079570728713,0.110868249034692,0.21505,"Non-significant",0.955192811320249,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.243174999999999,14.5839125,6.64434219893574,0.000243304854176562,0.169762036172032,0.851964499238616,"NDRG1_HUMAN",15,6.5440561354836,0.000212455462537228,0.110868249034692,0.243174999999999,"Non-significant",0.955192811320249,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.205974999999997,13.9026125,5.4473389623375,0.000833332110568893,0.237490817808708,-0.157319235524856,"VIME_HUMAN",46,6.4476697198356,0.000234422426332763,0.110868249034692,0.205974999999997,"Non-significant",0.955192811320249,"VIM","Vimentin","VIME_HUMAN"
0.189675000000003,11.0359875,5.04830467518468,0.00130796307576568,0.273132588251213,-0.545401309487181,"SYNE2_HUMAN",160,6.37131940556141,0.000253616187264528,0.110868249034692,0.189675000000003,"Non-significant",0.955192811320249,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.619272499999998,6.54947125,6.68891038970444,0.000233149757056627,0.169762036172032,0.885427632294188,"ZN787_HUMAN",8,6.37059009822686,0.000253807736961967,0.110868249034692,0.619272499999998,"Non-significant",0.955192811320249,"ZNF787","Zinc finger protein 787","ZN787_HUMAN"
0.358165000000003,9.35196,5.99472500769575,0.000464531216123081,0.182980371164629,0.331708760307395,"PERM_HUMAN",27,6.35258225792484,0.000258588679061897,0.110868249034692,0.358165000000003,"Non-significant",0.955192811320249,"MPO","Myeloperoxidase","PERM_HUMAN"
-2.5350375,6.71035875,-6.41672845102962,0.000303517639092599,0.169762036172032,0.676710725862593,"CC171_HUMAN",1,-6.33425425645074,0.000263557367651719,0.110868249034692,-2.5350375,"Non-significant",0.955192811320249,"CCDC171","Coiled-coil domain-containing protein 171","CC171_HUMAN"
0.160099999999996,16.918425,5.20956793408916,0.00108727656151358,0.247816253184766,-0.385248741273099,"ALDOC_HUMAN",31,6.28762408716647,0.000276682655912988,0.110868249034692,0.160099999999996,"Non-significant",0.955192811320249,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.7602625,5.81076125,-6.39483813273187,0.000310135670264221,0.169762036172032,0.65946533155491,"DGCR6_HUMAN",3,-6.28549388514966,0.000277299326228397,0.110868249034692,-1.7602625,"Non-significant",0.955192811320249,"DGCR6","Protein DGCR6","DGCR6_HUMAN"
