"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.04870833333333,12.5336857142857,-82.7312674524495,1.14188934117115e-10,4.61494577234318e-07,13.9148730566721,"TSP1_HUMAN",50,-98.574364953857,7.34541124058088e-11,5.23055594717766e-07,-3.04870833333333,"Up in BDM",6.28145214823413,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-6.78669166666667,9.43059285714286,-88.8631445088004,7.33374753824304e-11,4.61494577234318e-07,14.1035944447119,"Q6VBP1_HBV",1,-89.6894613262564,1.29421154204569e-10,5.23055594717766e-07,-6.78669166666667,"Up in BDM",6.28145214823413,"S","Large envelope protein","Q6VBP1_HBV"
1.26354166666667,12.2066428571429,45.6536359827972,4.52177488112211e-09,5.22135805201572e-06,11.6550104001898,"PURA1_HUMAN",29,79.8478890922569,2.59806959916415e-10,7.00006552334795e-07,1.26354166666667,"Up in DM",6.1548978948007,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.985458333333337,14.8343142857143,36.0685128782605,1.93858024195493e-08,1.11925314969441e-05,10.4385727213791,"ACOHC_HUMAN",48,61.2769487943787,1.26969884465678e-09,2.5657439403402e-06,0.985458333333337,"Up in DM",5.5907866881194,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.09333333333333,12.1549285714286,-38.4573849883249,1.30482560740177e-08,9.89950570020012e-06,10.7849212235832,"PEG10_HUMAN",23,-57.7405855188768,1.81287067181546e-09,2.93068672805688e-06,-1.09333333333333,"Up in BDM",5.53303060242391,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-2.13811666666667,12.7503142857143,-47.1111432031014,3.72339467912423e-09,5.22135805201572e-06,11.8048000816202,"ANXA1_HUMAN",23,-52.7287716355195,3.12291552855279e-09,4.15906506813109e-06,-2.13811666666667,"Up in BDM",5.38100428509089,"ANXA1","Annexin A1","ANXA1_HUMAN"
-3.81740166666666,11.1513457142857,-59.797696077769,8.5189067447958e-10,2.29527744060615e-06,12.8344341626718,"TSP4_HUMAN",21,-51.4873883933931,3.60181312345882e-09,4.15906506813109e-06,-3.81740166666666,"Up in BDM",5.38100428509089,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.229275,14.7631428571429,-46.282614689247,4.15504366854122e-09,5.22135805201572e-06,11.7206134577539,"VIME_HUMAN",46,-48.1974619666362,5.34832665755256e-09,4.83978640299825e-06,-1.229275,"Up in BDM",5.31517380489406,"VIM","Vimentin","VIME_HUMAN"
-0.993141666666666,13.6003428571429,-34.3281032772895,2.63033477577033e-08,1.28826201249392e-05,10.1643939404088,"K2C7_HUMAN",37,-48.1367279763589,5.38885038067354e-09,4.83978640299825e-06,-0.993141666666666,"Up in BDM",5.31517380489406,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-1.66844166666666,11.9435285714286,-40.093210315827,1.00885721571172e-08,9.89950570020012e-06,11.0040134160194,"K1C19_HUMAN",26,-44.9743771885369,8.0934932763075e-09,6.2287152267877e-06,-1.66844166666666,"Up in BDM",5.20560152436134,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.13363333333334,17.9067428571429,34.1635951216782,2.70944627148295e-08,1.28826201249392e-05,10.1374486236295,"LDHA_HUMAN",24,44.628193783392,8.47653934116846e-09,6.2287152267877e-06,1.13363333333334,"Up in DM",5.20560152436134,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.725558333333337,13.9152285714286,27.0584707050013,1.13952769088244e-07,2.87837572668836e-05,8.77055106224652,"PGDH_HUMAN",12,43.7876910888502,9.49794076486028e-09,6.39765460019714e-06,0.725558333333337,"Up in DM",5.1939792105285,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
-1.12346666666667,11.5633142857143,-32.3416712247297,3.79893470419743e-08,1.5517328628709e-05,9.82628055391636,"ANXA3_HUMAN",21,-42.0578744111457,1.2088134096936e-08,7.51602983888723e-06,-1.12346666666667,"Up in BDM",5.12401150440462,"ANXA3","Annexin A3","ANXA3_HUMAN"
-1.61283333333333,14.8718857142857,-38.2588245356413,1.34720478414204e-08,9.89950570020012e-06,10.7573651007523,"FIBB_HUMAN",38,-41.1424911026187,1.37887940139448e-08,7.54463581980982e-06,-1.61283333333333,"Up in BDM",5.12236171881274,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.616900000000001,12.6648857142857,23.1810492587479,2.94721701867807e-07,4.29651181325088e-05,7.81119467334246,"SRBS1_HUMAN",46,41.0376077330938,1.40009324875847e-08,7.54463581980982e-06,0.616900000000001,"Up in DM",5.12236171881274,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
