"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.7492975,10.31197625,-23.8278109607068,2.50314153756093e-08,0.000102603771624623,5.43220066934557,"Q15194_HBV",5,-23.227324879153,1.48330772535429e-08,0.000121601567324545,-4.7492975,"Up in B1",3.91506082739869,"PreC-C","Capsid protein","Q15194_HBV"
-3.86278,10.533685,-25.1231090631648,1.69200355415094e-08,0.000102603771624623,5.51057639671443,"Q6VBP1_HBV",1,-19.7771161111202,5.18221319447973e-08,0.000212418918841724,-3.86278,"Up in B1",3.67280680593961,"S","Large envelope protein","Q6VBP1_HBV"
1.5329275,10.06723625,13.2365180873274,1.84809223111807e-06,0.00505022003690198,4.01642888932306,"NUA4L_HUMAN",5,11.7958746869497,2.71127552933675e-06,0.00740901226316757,1.5329275,"Up in BM1",2.13023968638622,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.354699999999998,16.351975,8.31704129275339,4.87366583450978e-05,0.0665905208521853,2.08917425435086,"ALDOC_HUMAN",31,9.58962474697129,1.26364446001388e-05,0.0258983932079845,0.354699999999998,"Non-significant",1.58672717964665,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.741025,10.7605625,8.80528017733989,3.29547106661237e-05,0.0540325436081764,2.36003737763613,"RCN2_HUMAN",17,9.07711111513996,1.88776860918075e-05,0.0309518541161275,0.741025,"Up in BM1",1.5093133302211,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.249925000000001,11.8385875,-6.40900431651527,0.000275677386118125,0.15066688075976,0.772420797261833,"HS74L_HUMAN",49,-8.06280155587585,4.4336807481825e-05,0.0605788579560002,-0.249925000000001,"Non-significant",1.21767891832707,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
-1.9057725,5.75471625,-7.4937360912125,9.8616683190096e-05,0.115494224113201,1.57572810954333,"RIF1_HUMAN",7,-7.5648940557663,6.9639951872569e-05,0.0815583322073315,-1.9057725,"Non-significant",1.08853166372468,"RIF1","Telomere-associated protein RIF1","RIF1_HUMAN"
-0.570225000000001,11.5496375,-6.98036970197421,0.000157990758739412,0.12952082401457,1.21504879010474,"DDB2_HUMAN",18,-7.22525951335932,9.60551932994683e-05,0.091649752813003,-0.570225000000001,"Non-significant",1.03786870202848,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.321125,16.1243875,-6.85544329670455,0.000177905549623659,0.132588154164978,1.12212148406,"STOM_HUMAN",17,-7.11754787245392,0.000106627325139338,0.091649752813003,-0.321125,"Non-significant",1.03786870202848,"STOM","Stomatin","STOM_HUMAN"
-1.734345,6.814805,-7.15380981766584,0.000134341411909135,0.122370099425677,1.34064667302778,"C1QB_HUMAN",4,-6.98973755603663,0.000120881293048393,0.091649752813003,-1.734345,"Non-significant",1.03786870202848,"C1QB","Complement C1q subcomponent subunit B","C1QB_HUMAN"
0.270674999999999,11.6966125,5.87535748056647,0.000479520846127002,0.218395105363842,0.315916007000992,"DPYD_HUMAN",55,6.97238252352562,0.000122974784208713,0.091649752813003,0.270674999999999,"Non-significant",1.03786870202848,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.36201,6.8057275,6.62939016032454,0.000221469456098663,0.15066688075976,0.948563383798803,"SMC5_HUMAN",19,6.82355371963375,0.000142672741454795,0.0974692612038673,1.36201,"Non-significant",1.01113232578207,"SMC5","Structural maintenance of chromosomes protein 5","SMC5_HUMAN"
0.229949999999999,12.19745,5.38475619765127,0.000823024347518862,0.258833814999363,-0.143731454938306,"TENS1_HUMAN",76,6.71840269014927,0.000158694713939824,0.100075328067591,0.229949999999999,"Non-significant",0.999672977513532,"TNS1","Tensin-1","TENS1_HUMAN"
1.58831,6.7709425,6.43964287783267,0.000267325125430929,0.15066688075976,0.797328334307458,"IBP1_HUMAN",3,6.1832869987891,0.000278146680677212,0.162874749156556,1.58831,"Non-significant",0.788146240135889,"IGFBP1","Insulin-like growth factor-binding protein 1","IBP1_HUMAN"
0.4693425,6.93711375,6.10713868428264,0.000375466852014545,0.192379828300952,0.519556197693428,"AFAM_HUMAN",13,6.11948707485126,0.000298067572956415,0.162903864206446,0.4693425,"Non-significant",0.788068613766186,"AFM","Afamin","AFAM_HUMAN"
0.393075000000003,10.5964375,5.46259858191568,0.00075383399297056,0.247197242974906,-0.068128472618735,"AKA12_HUMAN",66,5.94706605453818,0.000360241444502866,0.184578710127156,0.393075000000003,"Non-significant",0.733818393274957,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
1.330365,8.4337825,5.73599881920798,0.000557284784358249,0.232827004863868,0.189371462809353,"HBB_HUMAN",8,5.80219442720804,0.000423627164963222,0.192454696133314,1.330365,"Non-significant",0.71567148711602,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.274027499999999,10.16861125,5.66021616838871,0.00060537009340533,0.232827004863868,0.119234356743593,"EST3_HUMAN",16,5.7949436248901,0.000427107790050879,0.192454696133314,0.274027499999999,"Non-significant",0.71567148711602,"CES3","Carboxylesterase 3","EST3_HUMAN"
-0.908049999999998,7.5035175,-5.71538195439039,0.000569933389249994,0.232827004863868,0.170383450567009,"MIEAP_HUMAN",9,-5.73234187127853,0.000458502970547689,0.192454696133314,-0.908049999999998,"Non-significant",0.71567148711602,"SPATA18","Mitochondria-eating protein","MIEAP_HUMAN"
1.4207375,6.18756375,5.63145167508679,0.000624810210661758,0.232827004863868,0.0923659533807077,"FABPH_HUMAN",6,5.64752617386027,0.000505163289729856,0.192454696133314,1.4207375,"Non-significant",0.71567148711602,"FABP3","Fatty acid-binding protein, heart","FABPH_HUMAN"
1.07017,7.1497175,7.23122087333156,0.000125084560137491,0.122370099425677,1.39545155638271,"TBA3C_HUMAN;TBA3D_HUMAN",1,5.6013727154346,0.000532731173935709,0.192454696133314,1.07017,"Non-significant",0.71567148711602,"TUBA3C;TUBA3D","Tubulin alpha-3C chain;Tubulin alpha-3D chain","TBA3C_HUMAN;TBA3D_HUMAN"
-0.36965,12.3958,-5.30648235608357,0.000899741882466682,0.258833814999363,-0.220794133750815,"RIR2B_HUMAN",23,-5.59560351460489,0.000536291949992817,0.192454696133314,-0.36965,"Non-significant",0.71567148711602,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.461705000000001,6.830805,-5.90637608452838,0.000463899389211962,0.218395105363842,0.343658714206891,"LRWD1_HUMAN",9,-5.52790956462272,0.000580086296582394,0.192454696133314,-0.461705000000001,"Non-significant",0.71567148711602,"LRWD1","Leucine-rich repeat and WD repeat-containing protein 1","LRWD1_HUMAN"
0.434932500000002,10.01125875,5.26168048477067,0.000947184002193326,0.258833814999363,-0.265375955685137,"LX15B_HUMAN",22,5.49678345672722,0.000601530157666265,0.192454696133314,0.434932500000002,"Non-significant",0.71567148711602,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.140699999999995,16.200475,3.88085982064375,0.00531482478521336,0.431613592056437,-1.81420289512388,"AOXA_HUMAN",91,5.44753131483871,0.000637262732840945,0.192454696133314,0.140699999999995,"Non-significant",0.71567148711602,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.373312500000003,9.11465125,-5.29384552252527,0.000912852232659065,0.258833814999363,-0.233333902003545,"TREA_HUMAN",16,-5.43050105744371,0.000650155505254033,0.192454696133314,-0.373312500000003,"Non-significant",0.71567148711602,"TREH","Trehalase","TREA_HUMAN"
