"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-6.91259166666667,9.50253571428571,-77.0714763348581,7.90105879787761e-11,6.38642582632447e-07,9.59722910034444,"Q6VBP1_HBV",1,-79.9778617763984,1.39689039251051e-10,1.12910650426625e-06,-6.91259166666667,"Up in B1",5.94726509081766,"S","Large envelope protein","Q6VBP1_HBV"
-7.56679166666667,9.44371428571429,-23.1589138540292,1.82379387738696e-07,0.000491390863697293,7.25027399932132,"Q15194_HBV",5,-22.7234695630911,3.31486591283941e-07,0.00108825912913604,-7.56679166666667,"Up in B1",2.96326768096654,"PreC-C","Capsid protein","Q15194_HBV"
-0.816316666666669,11.4566,-16.4951836713496,1.58370217049872e-06,0.00160013308051764,5.76858042611017,"K1C19_HUMAN",26,-21.8384015175778,4.22941034520455e-07,0.00108825912913604,-0.816316666666669,"Up in B1",2.96326768096654,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-3.84450333333333,7.08413571428571,-21.7043733718792,2.76126438412476e-07,0.000557982500422011,6.99706116980935,"COL10_HUMAN",4,-20.9939565440787,5.38542189353477e-07,0.00108825912913604,-3.84450333333333,"Up in B1",2.96326768096654,"COLEC10","Collectin-10","COL10_HUMAN"
2.78579416666667,10.4946842857143,20.6780712876774,3.76223118022592e-07,0.000608202292595322,6.79836938879701,"NUA4L_HUMAN",5,20.0616696159475,7.11163507014259e-07,0.00114966692543925,2.78579416666667,"Up in DM",2.93942796259916,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.66093333333333,13.6003714285714,-23.8206852407541,1.52284895663723e-07,0.000491390863697293,7.35561450972202,"FGL1_HUMAN",17,-19.4584145065039,8.5713651916085e-07,0.00115470574739619,-1.66093333333333,"Up in B1",2.93752867253663,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.21865833333333,12.0593714285714,-18.4567567608709,7.76084904315362e-07,0.00104551571359685,6.30100470386906,"TSP1_HUMAN",50,-18.8577925887662,1.03810320769602e-06,0.00119871260397242,-2.21865833333333,"Up in B1",2.92128492821899,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.704149999999998,12.6620714285714,-12.7769074933577,7.90690772046288e-06,0.00532596125870845,4.42920327340139,"LG3BP_HUMAN",20,-16.8064171074155,2.09459627403493e-06,0.00188909487934648,-0.704149999999998,"Up in B1",2.72374622919207,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-2.61000166666667,10.4614028571429,-17.9975138955998,9.10923409857509e-07,0.00105185627455403,6.18500696484669,"TSP4_HUMAN",21,-16.7948212195307,2.10340887221556e-06,0.00188909487934648,-2.61000166666667,"Up in B1",2.72374622919207,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.9325675,6.85373428571429,-15.0831802322139,2.78852350467549e-06,0.00250440394314356,5.31811351927557,"C1QB_HUMAN",4,-15.3433248902143,3.64149823371799e-06,0.00275284408380226,-1.9325675,"Up in B1",2.56021838557793,"C1QB","Complement C1q subcomponent subunit B","C1QB_HUMAN"
-0.498233333333323,15.8137714285714,-10.7956842725155,2.25128524241385e-05,0.00905560266663647,3.47011916443359,"APOE_HUMAN",29,-15.2716537973993,3.74629282714646e-06,0.00275284408380226,-0.498233333333323,"Non-significant",2.56021838557793,"APOE","Apolipoprotein E","APOE_HUMAN"
