"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.838875,14.4378875,-69.9068173324955,1.70853026769034e-11,6.90502507687051e-08,13.8812494866756,"FIBB_HUMAN",38,-84.946048682301,8.25016859633388e-12,6.66861127641667e-08,-1.838875,"Up in BM2",7.17596459753524,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.9387,14.766425,-78.0795362996038,7.69402163265832e-12,6.21907768567772e-08,14.0944171455989,"FINC_HUMAN",120,-69.0036668381479,3.52927177723172e-11,1.11964641711183e-07,-1.9387,"Up in BM2",6.95091910531335,"FN1","Fibronectin","FINC_HUMAN"
-3.2014525,11.19342375,-63.8368133317857,3.28992080051257e-11,8.86414327684769e-08,13.6778826051807,"TSP1_HUMAN",50,-67.4099009742709,4.15556012784298e-11,1.11964641711183e-07,-3.2014525,"Up in BM2",6.95091910531335,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.044875,14.7623625,-45.8248456512037,3.58836938526369e-10,4.8341316235144e-07,12.6863374545103,"FIBA_HUMAN",43,-50.417522942113,3.16219678133996e-10,5.70967441095859e-07,-2.044875,"Up in BM2",6.2433886562998,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.77212499999999,15.1786125,-57.9638082645477,6.59852077374238e-11,1.33339608535399e-07,13.4312902626072,"FIBG_HUMAN",29,-49.6254508817469,3.53190301308832e-10,5.70967441095859e-07,-1.77212499999999,"Up in BM2",6.2433886562998,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.169575,13.4835375,-51.3424495893037,1.58192015004275e-10,2.55733211455911e-07,13.0733304257511,"FGL1_HUMAN",17,-42.0299580604024,1.12594934240487e-09,1.51684142244309e-06,-2.169575,"Up in BM2",5.81905981997645,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-0.849879999999999,10.064835,-25.6732341626722,2.30226020722063e-08,2.28352189822231e-05,9.92437008173654,"AGRIN_HUMAN",63,-30.513150714757,1.04771868431898e-08,1.17965813687108e-05,-0.849879999999999,"Up in BM2",4.92824383233918,"AGRN","Agrin","AGRIN_HUMAN"
-0.878399999999999,12.50625,-25.3193404164289,2.54258283855014e-08,2.28352189822231e-05,9.84329143735338,"LG3BP_HUMAN",20,-30.0416005795201,1.16754485895937e-08,1.17965813687108e-05,-0.878399999999999,"Up in BM2",4.92824383233918,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-1.99229,8.6434175,-29.4851252551154,8.54090690985652e-09,9.86230722176718e-06,10.6984296943074,"PGBM_HUMAN",106,-28.9182840908133,1.52161205153826e-08,1.36657669028708e-05,-1.99229,"Up in BM2",4.86436599131568,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.788425,10.5602625,-23.1386879733034,4.83902809764774e-08,3.91138641132866e-05,9.30308273283803,"LAMC1_HUMAN",52,-26.1770311134259,3.03807582940407e-08,2.45567669290731e-05,-0.788425,"Up in BM2",4.6098288116876,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.343000000000002,13.488575,-15.2742015934434,9.20250824453709e-07,0.000355043647831395,6.55984976096939,"MUC18_HUMAN",27,-22.6469303820408,8.28688302282636e-08,6.08935231577322e-05,-0.343000000000002,"Non-significant",4.21542889794913,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.438375000000001,10.7325625,-15.8573018657932,7.06974806096974e-07,0.000300761966193781,6.82024576474186,"AKA12_HUMAN",66,-21.190782875241,1.31172619157115e-07,8.83556900539131e-05,-0.438375000000001,"Non-significant",4.05376547695016,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-0.462999999999999,10.259575,-17.4809801866743,3.55226461381179e-07,0.000191419699156271,7.48801486085116,"ITA2_HUMAN",32,-20.1298744380751,1.86957220225596e-07,0.000115439793168846,-0.462999999999999,"Non-significant",3.93764446003055,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.536775,14.0680125,-18.76228731864,2.15205728644728e-07,0.000153988084947077,7.96222637699015,"VIME_HUMAN",46,-19.798502275861,2.09618113090042e-07,0.000115439793168846,-0.536775,"Up in BM2",3.93764446003055,"VIM","Vimentin","VIME_HUMAN"
