"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.8570725,10.36586375,-25.0695594840147,2.18508036671165e-08,8.95664442315105e-05,7.19338938890854,"Q15194_HBV",5,-24.8542357183106,1.0422455122758e-08,7.70243307121918e-05,-4.8570725,"Up in B2",4.11337206671131,"PreC-C","Capsid protein","Q15194_HBV"
-4.098155,10.6513725,-28.5116034913159,8.56401250868434e-09,7.02077745461942e-05,7.4763946974918,"Q6VBP1_HBV",1,-23.0240048252435,1.87910052969485e-08,7.70243307121918e-05,-4.098155,"Up in B2",4.11337206671131,"S","Large envelope protein","Q6VBP1_HBV"
-0.6685,11.598775,-13.5617209913486,1.82262601286419e-06,0.00498062935115355,5.03378851850098,"DDB2_HUMAN",18,-14.0396191168711,8.18018506064392e-07,0.00223537190423863,-0.6685,"Up in B2",2.65065021189581,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.275725,11.8514875,-10.0308269670386,1.50793238657051e-05,0.0135000988670522,3.49518559856658,"HS74L_HUMAN",49,-13.1347714707743,1.34959669199409e-06,0.00276599842024188,-0.275725,"Non-significant",2.55814807226735,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
-0.45715,12.43955,-10.7336298742523,9.4329689182535e-06,0.012888579865307,3.86272897212005,"RIR2B_HUMAN",23,-11.4695504941856,3.70737499542859e-06,0.00545726984304499,-0.45715,"Non-significant",2.26302457133175,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.431499999999993,16.179575,-11.0589562371556,7.6619195921241e-06,0.0125624833632467,4.02113727588605,"STOM_HUMAN",17,-11.3547275908771,3.99409844575139e-06,0.00545726984304499,-0.431499999999993,"Non-significant",2.26302457133175,"STOM","Stomatin","STOM_HUMAN"
0.671924999999998,10.7951125,10.0933451280227,1.44462621785844e-05,0.0135000988670522,3.52936005019484,"RCN2_HUMAN",17,10.3871052279486,7.69655370852002e-06,0.00901376390034959,0.671924999999998,"Up in BM1",2.04509382169418,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.342675,13.4345375,-8.88938894098642,3.44796187758188e-05,0.0201902796231545,2.81494148579281,"ADRO_HUMAN",35,-9.98861857318039,1.02442177277229e-05,0.00919097392214813,-0.342675,"Non-significant",2.0366384661325,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
-0.300389999999998,8.73017,-11.155106647021,7.21278235130062e-06,0.0125624833632467,4.06661946280417,"TSYL1_HUMAN",13,-9.97460466212267,1.03496170356499e-05,0.00919097392214813,-0.300389999999998,"Non-significant",2.0366384661325,"TSPYL1","Testis-specific Y-encoded-like protein 1","TSYL1_HUMAN"
1.09835,7.211175,9.90351853526378,1.64675516797416e-05,0.0135000988670522,3.42465993299712,"NSE2_HUMAN",9,9.8657111235384,1.12112392317006e-05,0.00919097392214813,1.09835,"Up in BM1",2.0366384661325,"NSMCE2","E3 SUMO-protein ligase NSE2","NSE2_HUMAN"
0.279325,10.6326875,9.91047399323477,1.63880887192237e-05,0.0135000988670522,3.42854579001617,"TAGL_HUMAN",15,9.62298476231939,1.34362271964153e-05,0.0100136536869284,0.279325,"Non-significant",1.9994074323556,"TAGLN","Transgelin","TAGL_HUMAN"
-0.400784999999999,9.1283875,-9.29868332130301,2.53755949288321e-05,0.0189117388387787,3.07168959328253,"TREA_HUMAN",16,-9.45176043935143,1.53029381734872e-05,0.0104544572621873,-0.400784999999999,"Non-significant",1.98069850843745,"TREH","Trehalase","TREA_HUMAN"
1.638635,6.667415,8.93448191487926,3.3315008260128e-05,0.0201902796231545,2.8439749974459,"SMC5_HUMAN",19,9.21255309555667,1.84157393066437e-05,0.0116132485258357,1.638635,"Up in BM1",1.93504627987336,"SMC5","Structural maintenance of chromosomes protein 5","SMC5_HUMAN"
0.206275000000003,12.8361375,7.28408831401678,0.000130271983635647,0.0427187888738014,1.64620327667429,"KBTBB_HUMAN",32,8.80263043801813,2.55390458781572e-05,0.0149549355792238,0.206275000000003,"Non-significant",1.82521545342156,"KBTBD11","Kelch repeat and BTB domain-containing protein 11","KBTBB_HUMAN"
