"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_B2"
3.220005,11.2614725,47.5592946533808,1.84470130783652e-10,7.56143066082188e-07,12.6141640484377,"TSP1_HUMAN",50,-50.9444738440466,3.9926200986638e-11,1.78464483359856e-07,-3.220005,"Up in B2",6.74844820092758,"THBS1","Thrombospondin-1","TSP1_HUMAN",3.220005
6.942215,9.2293425,76.9392296251495,5.31491588427077e-12,4.35716804192518e-08,13.6782805588785,"Q6VBP1_HBV",1,-50.3803724291803,4.35385419272642e-11,1.78464483359856e-07,-6.942215,"Up in B2",6.74844820092758,"S","Large envelope protein","Q6VBP1_HBV",6.942215
0.748699999999996,11.135975,25.2158415493452,1.94860023639958e-08,3.45025488754432e-05,9.88285188475468,"MX1_HUMAN",43,-33.0165791059079,1.15937693341307e-09,2.41965183225364e-06,-0.748699999999996,"Up in B2",5.61624712088289,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",0.748699999999996
1.904175,13.5398875,32.1359389928711,3.29642482974764e-09,9.00803025142371e-06,11.1166681983349,"FGL1_HUMAN",17,-32.9393690295133,1.18060591961631e-09,2.41965183225364e-06,-1.904175,"Up in B2",5.61624712088289,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN",1.904175
1.9624825,10.65533375,24.9520457854307,2.10432720635784e-08,3.45025488754432e-05,9.82441633890698,"K1C19_HUMAN",26,-26.0634728615054,7.22373378682852e-09,1.1844033916884e-05,-1.9624825,"Up in B2",4.92650035762397,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",1.9624825
1.0244775,10.51708625,22.3005354831657,4.77882356830629e-08,6.52946593549583e-05,9.17690112604853,"LAMC1_HUMAN",52,-25.2485577566662,9.2307279400499e-09,1.26122512754215e-05,-1.0244775,"Up in B2",4.89920738533597,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN",1.0244775
0.4937,13.277325,15.7611364631509,5.91464105700134e-07,0.000303051421158106,6.95161521105646,"FAT1_HUMAN",153,-22.2779881539181,2.42117837707945e-08,2.83554576218533e-05,-0.4937,"Non-significant",4.54736333934811,"FAT1","Protocadherin Fat 1","FAT1_HUMAN",0.4937
0.818974999999998,11.7026375,17.7718600665136,2.48644510256106e-07,0.00016986564125663,7.75414983582142,"FLNC_HUMAN",102,-20.52955694682,4.53653241816072e-08,4.18832381371045e-05,-0.818974999999998,"Up in B2",4.37795974889598,"FLNC","Filamin-C","FLNC_HUMAN",0.818974999999998
3.2363625,7.52385375,20.6139887479191,8.47333276307621e-08,9.92348314167125e-05,8.69999293049534,"MIME_HUMAN",7,-20.4935408939016,4.59806224974311e-08,4.18832381371045e-05,-3.2363625,"Up in B2",4.37795974889598,"OGN","Mimecan","MIME_HUMAN",3.2363625
4.3150625,6.83491125,19.5038531369059,1.26704890947897e-07,0.000129840836998858,8.35367846657604,"CLC11_HUMAN",7,-19.7051303909531,6.21163976169384e-08,4.95931646975621e-05,-4.3150625,"Up in B2",4.30457817711251,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",4.3150625
