"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.309505,11.3062225,-91.4559552214396,1.7916744498079e-12,1.46881471395251e-08,15.5499073452435,"TSP1_HUMAN",50,-112.229661875746,8.49959348354915e-14,6.9679667378136e-10,-3.309505,"Up in BT",9.15689393113738,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.030475,14.8510875,-64.9067690530328,2.20334002549906e-11,6.02099384301376e-08,14.7318610202694,"FINC_HUMAN",120,-95.8540666543824,2.90620722335311e-13,1.19125434085244e-09,-2.030475,"Up in BT",8.92399550381022,"FN1","Fibronectin","FINC_HUMAN"
-1.88835,14.883225,-53.0894967068909,9.57880788081413e-11,1.96317667517286e-07,14.0515601222333,"FIBA_HUMAN",43,-64.3837337492352,6.45455310596684e-12,1.76381421209054e-08,-1.88835,"Up in BT",7.75354716235228,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.85325,15.34295,-49.890033519647,1.50867634922025e-10,2.47362574218152e-07,13.8081083474191,"FIBG_HUMAN",29,-56.301668366317,1.83389988004023e-11,3.75857780414245e-08,-1.85325,"Up in BT",7.42497645524628,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-7.22049,9.36848,-82.2450484143415,3.89694011176814e-12,1.59735575181376e-08,15.3382545983716,"Q6VBP1_HBV",1,-49.9849637269224,4.62904505588635e-11,7.58978227363126e-08,-7.22049,"Up in BT",7.11977068243347,"S","Large envelope protein","Q6VBP1_HBV"
-2.0768,13.6262,-40.273249967686,7.20599179878127e-10,9.84578679440148e-07,12.8483925271507,"FGL1_HUMAN",17,-40.9508647409991,2.18006479605057e-10,2.97869519967042e-07,-2.0768,"Up in BT",6.52597393447332,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.6996525,10.17344875,35.8038261910072,1.69934214792938e-09,1.99017241838929e-06,12.2436935665429,"PLIN2_HUMAN",25,38.3484665131402,3.62993720082963e-10,4.25117502462876e-07,1.6996525,"Up in CM",6.37149101437757,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-1.722175,14.5639625,-32.451325416363,3.47807405845954e-09,3.56415639140642e-06,11.6989750805205,"FIBB_HUMAN",38,-35.539419524932,6.55050492038559e-10,6.51087148969274e-07,-1.722175,"Up in BT",6.186360876588,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.645375000000001,11.9980625,22.639570658223,4.74893907057906e-08,2.99475403850824e-05,9.44492328789765,"TENS1_HUMAN",76,35.1418205188124,7.1478218354763e-10,6.51087148969274e-07,0.645375000000001,"Up in CM",6.186360876588,"TNS1","Tensin-1","TENS1_HUMAN"
0.952145000000002,10.2820525,24.1961813781416,2.93439361661989e-08,2.40561588690499e-05,9.88759605833056,"VLDLR_HUMAN",32,27.392279109403,4.91982311308824e-09,4.03327098810974e-06,0.952145000000002,"Up in CM",5.39434259755921,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
2.399105,10.6385725,31.9178085475009,3.92421488878695e-09,3.57452373980838e-06,11.6037891907938,"NUA4L_HUMAN",5,25.3867721551829,8.84998521144214e-09,6.33448310107171e-06,2.399105,"Up in CM",5.19828881811458,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.822450000000003,16.58725,22.1231825574075,5.61132122209184e-08,3.28582938419349e-05,9.28899618708307,"ALDOC_HUMAN",31,25.2338790012953,9.27223679102958e-09,6.33448310107171e-06,0.822450000000003,"Up in CM",5.19828881811458,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.9974225,8.60908875,-23.1318267362081,4.06442856692453e-08,2.77668211597061e-05,9.58923441204142,"PGBM_HUMAN",106,-24.6935405214031,1.0957093205406e-08,6.90971154599373e-06,-1.9974225,"Up in BT",5.1605400823795,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-1.8295825,10.58888375,-23.2395669114934,3.92999338694586e-08,2.77668211597061e-05,9.62027297559441,"K1C19_HUMAN",26,-24.3362585075534,1.22602035215914e-08,7.17922489071474e-06,-1.8295825,"Up in BT",5.14392244208873,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.5854,10.838125,16.2256231772275,5.21956867159718e-07,0.000122257211342153,7.10192430793568,"SYNE2_HUMAN",160,21.6139074045495,3.05542555765657e-08,1.66989191477791e-05,0.5854,"Up in CM",4.77731163803484,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.952874999999999,14.2290625,21.653253895875,6.55329438735734e-08,3.58159382583703e-05,9.14288943848854,"NDRG1_HUMAN",15,21.2654708776846,3.46179293395943e-08,1.77373615453747e-05,0.952874999999999,"Up in CM",4.75111098154515,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.5143,13.287625,-15.0065053326106,9.11308306762043e-07,0.00016979330679171,6.53102524673235,"FAT1_HUMAN",153,-20.7102525024915,4.24149554942585e-08,1.92984736908271e-05,-0.5143,"Up in BT",4.71447703782455,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-6.090175,8.0755625,-20.1442398025068,1.1038469319331e-07,5.65583571749223e-05,8.64461432094834,"GPC3_HUMAN",10,-20.6837531812112,4.2833791115447e-08,1.92984736908271e-05,-6.090175,"Up in BT",4.71447703782455,"GPC3","Glypican-3","GPC3_HUMAN"
-0.828749999999999,11.707525,-17.5708354946923,2.95044287243543e-07,8.06257688940855e-05,7.67744070056923,"FLNC_HUMAN",102,-20.5117483658483,4.56683993919259e-08,1.92984736908271e-05,-0.828749999999999,"Up in BT",4.71447703782455,"FLNC","Filamin-C","FLNC_HUMAN"
-0.461024999999999,11.8100125,-15.4171037996531,7.51852683182977e-07,0.000150333860895952,6.72895869319562,"FPRP_HUMAN",40,-20.0373238827118,5.46462802005352e-08,1.92984736908271e-05,-0.461024999999999,"Non-significant",4.71447703782455,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
0.780824999999998,11.8207125,18.9913842651302,1.68760775980825e-07,6.57917341985281e-05,8.23115623447327,"VTDB_HUMAN",21,20.0119748067125,5.5179189611006e-08,1.92984736908271e-05,0.780824999999998,"Up in CM",4.71447703782455,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.733674999999996,11.2938125,-18.8725491616322,1.76557471623276e-07,6.57917341985281e-05,8.18678310413812,"IGSF8_HUMAN",21,-19.9375484683142,5.67779637987006e-08,1.92984736908271e-05,-0.733674999999996,"Up in BT",4.71447703782455,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-3.252015,7.53168,-19.934130240646,1.19051798901244e-07,5.74109792583762e-05,8.57148654463921,"MIME_HUMAN",7,-19.7924928455184,6.00461209788193e-08,1.92984736908271e-05,-3.252015,"Up in BT",4.71447703782455,"OGN","Mimecan","MIME_HUMAN"
-4.3627675,6.85876375,-19.562955067953,1.36318359888265e-07,6.20854396868886e-05,8.43991869417505,"CLC11_HUMAN",7,-19.7670779680806,6.06402662590929e-08,1.92984736908271e-05,-4.3627675,"Up in BT",4.71447703782455,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.66835,11.49195,17.7576464807583,2.73480965355123e-07,7.73102397924585e-05,7.7532659875532,"ACO12_HUMAN",27,19.7492557615549,6.10608596305903e-08,1.92984736908271e-05,0.66835,"Up in CM",4.71447703782455,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.558024999999999,10.7501875,15.8577867919358,6.14881396810169e-07,0.000130228814180182,6.93491861738612,"KANK1_HUMAN",51,19.7431708802713,6.12052105344602e-08,1.92984736908271e-05,0.558024999999999,"Up in CM",4.71447703782455,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.629625000000001,12.4411875,-18.0208863660471,2.4606090814441e-07,7.20431187488526e-05,7.85851779338878,"RIR2B_HUMAN",23,-19.5747148568421,6.53581774111495e-08,1.948387614526e-05,-0.629625000000001,"Up in BT",4.71032463980654,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-6.0697075,8.83132125,-18.9200330990245,1.73394089146422e-07,6.57917341985281e-05,8.20455448624994,"TSP4_HUMAN",21,-19.5287218041385,6.65465396520224e-08,1.948387614526e-05,-6.0697075,"Up in BT",4.71032463980654,"THBS4","Thrombospondin-4","TSP4_HUMAN"
0.6631,12.7239,17.3032151798741,3.2937833839531e-07,8.43826130676486e-05,7.56713806770146,"PURA1_HUMAN",29,19.4122300703054,6.96668015659875e-08,1.9694084111654e-05,0.6631,"Up in CM",4.70566421158009,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.555735000000002,10.1215825,-15.1521934886524,8.50710557896166e-07,0.000162188957061227,6.60193976731384,"AGRIN_HUMAN",63,-18.915407857156,8.49592171104739e-08,2.25038239283559e-05,-0.555735000000002,"Up in BT",4.64774367878289,"AGRN","Agrin","AGRIN_HUMAN"
-3.0857725,5.94552875,-18.4974347298742,2.03981954855228e-07,6.98591525124485e-05,8.04445150443985,"CO6A3_HUMAN",12,-18.9114254434458,8.50961870918559e-08,2.25038239283559e-05,-3.0857725,"Up in BT",4.64774367878289,"COL6A3","Collagen alpha-3(VI) chain","CO6A3_HUMAN"
0.727525,10.4326125,18.2762600419251,2.22402922548794e-07,6.98591525124485e-05,7.95888180113589,"T23O_HUMAN",17,18.4045448628856,1.04744537925938e-07,2.68342413099014e-05,0.727525,"Up in CM",4.57131067910179,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-4.6567075,7.79118625,-17.3358211938703,3.249619682917e-07,8.43826130676486e-05,7.58068418863976,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-17.823828206874,1.33805192784705e-07,3.32404536499701e-05,-4.6567075,"Up in BT",4.47833305780206,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
0.658999999999999,11.788975,15.2296038139843,8.20377424499676e-07,0.000160129860144008,6.63931145307632,"DPYD_HUMAN",55,17.7360799375068,1.38940691479705e-07,3.35010526103124e-05,0.658999999999999,"Up in CM",4.47494154712231,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-3.0751525,7.17080625,-18.4823836536102,2.05179151163706e-07,6.98591525124485e-05,8.0386676899879,"TESK1_HUMAN",4,-17.4617778819997,1.56481768359116e-07,3.66525010573724e-05,-3.0751525,"Up in BT",4.43589638505135,"TESK1","Dual specificity testis-specific protein kinase 1","TESK1_HUMAN"
-0.683125,14.3975625,-16.9238897010145,3.86086709742144e-07,9.59132983777606e-05,7.40731342430593,"VNN1_HUMAN",18,-17.2937406424349,1.68453109659924e-07,3.83605164720015e-05,-0.683125,"Up in BT",4.41611555427952,"VNN1","Pantetheinase","VNN1_HUMAN"
0.348274999999996,14.3948375,12.3217525666443,3.67594598033605e-06,0.000436745002127462,5.07166763846849,"PFKAL_HUMAN",43,16.9479621860699,1.96473039702624e-07,4.35320534995165e-05,0.348274999999996,"Non-significant",4.36119084576533,"PFKL","ATP-dependent 6-phosphofructokinase, liver type","PFKAL_HUMAN"
0.794695000000003,9.32598,16.072987108309,5.58436120359941e-07,0.000127168314297522,7.03315348522474,"PDK1_HUMAN",21,16.8256797373244,2.07609009222606e-07,4.47889120422875e-05,0.794695000000003,"Up in CM",4.34882948677991,"PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","PDK1_HUMAN"
1.3168775,8.42975625,18.2300265604386,2.26487763890648e-07,6.98591525124485e-05,7.94083692682402,"PP13G_HUMAN",8,16.4659313003023,2.44713694325719e-07,5.14400734892883e-05,1.3168775,"Up in CM",4.28869841963341,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-7.8124175,9.08934125,-15.9272150782367,5.95993326201671e-07,0.000130228814180182,6.96677615066095,"Q15194_HBV",5,-16.3038539203747,2.63825795064291e-07,5.40710966984265e-05,-7.8124175,"Up in BT",4.26703482174591,"PreC-C","Capsid protein","Q15194_HBV"
-0.807525,11.6078375,-15.8410624332553,6.1953205086937e-07,0.000130228814180182,6.92722089247135,"DDB2_HUMAN",18,-16.2456184565091,2.71098513130331e-07,5.42064783083525e-05,-0.807525,"Up in BT",4.26594880708818,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.5869325,9.82450875,-14.592479063927,1.11201001772315e-06,0.000198179524462922,6.32525781764663,"PERM_HUMAN",27,-16.068257103182,2.94675564792643e-07,5.75178638135735e-05,-0.5869325,"Up in BT",4.24019725181858,"MPO","Myeloperoxidase","PERM_HUMAN"
0.36825,15.257675,11.9998805695028,4.42624738708752e-06,0.000503977445546438,4.87457975529555,"ACOHC_HUMAN",48,15.9602176307806,3.1016427534882e-07,5.91331797513866e-05,0.36825,"Non-significant",4.22816876718132,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-3.94009,7.82787,-15.4655130514561,7.35230261302705e-07,0.000150333860895952,6.75190571583401,"FMOD_HUMAN",7,-15.7023584891017,3.50971605220164e-07,6.53923913544297e-05,-3.94009,"Up in BT",4.18447278049863,"FMOD","Fibromodulin","FMOD_HUMAN"
-0.336425,11.8235125,-10.5172859549655,1.10920251400377e-05,0.000851195157743918,3.89238939081116,"GOGB1_HUMAN",194,-15.642836510875,3.61228001824142e-07,6.58077146434293e-05,-0.336425,"Non-significant",4.18172319102619,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
-0.470224999999999,11.5463875,-12.7233199727154,2.93359409015647e-06,0.000364387944713678,5.31025798261697,"MDR1_HUMAN",52,-15.5450135191458,3.78824760750293e-07,6.7345899594735e-05,-0.470224999999999,"Non-significant",4.1716888414791,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.88325,12.620225,-14.9400189765804,9.40576473377911e-07,0.000171352131750047,6.49840809829012,"LG3BP_HUMAN",20,-15.5060464346223,3.86101156495797e-07,6.7345899594735e-05,-0.88325,"Up in BT",4.1716888414791,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.529049999999998,13.727375,-14.5452255752801,1.13794440269411e-06,0.000198486557729496,6.30136522674445,"ANX13_HUMAN",21,-15.4190868657001,4.02912973666705e-07,6.88141782941594e-05,-0.529049999999998,"Up in BT",4.16232207164052,"ANXA13","Annexin A13","ANX13_HUMAN"
-0.776765000000001,9.6438025,-19.2293037801446,1.54295934971043e-07,6.57917341985281e-05,8.31898231351972,"COTL1_HUMAN",9,-15.0977013482357,4.72591322252338e-07,7.90674216290748e-05,-0.776765000000001,"Up in BT",4.10200242321746,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.258749999999999,12.71285,9.46571832731383,2.28885957035169e-05,0.00137971108512818,3.11077430173066,"OPLA_HUMAN",65,15.0171856562112,4.92105524696417e-07,8.06856218292246e-05,0.258749999999999,"Non-significant",4.093203849622,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
-0.970127500000002,9.60694125,-13.775944728927,1.67326240944887e-06,0.000268968730052193,5.90005511403954,"PTPRF_HUMAN",57,-14.8396164963011,5.38428070403651e-07,8.65496729641006e-05,-0.970127500000002,"Up in BT",4.06273456880713,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.595612500000003,9.91489375,13.9377973464584,1.54035185388998e-06,0.0002525560899638,5.98647118188425,"LX15B_HUMAN",22,14.7725440910434,5.57185158878919e-07,8.78423833171035e-05,0.595612500000003,"Up in CM",4.0562958895672,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-0.779402499999998,10.39454875,-13.3152304637546,2.12852541920455e-06,0.000314858161401428,5.64799228498928,"LAMC1_HUMAN",52,-14.5987335504445,6.09305301059392e-07,9.36636437839808e-05,-0.779402499999998,"Up in BT",4.0284289509262,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.594424999999998,12.1247875,12.8921209798647,2.67341829412316e-06,0.00035349488992293,5.40822560263554,"CERU_HUMAN",44,14.5746203262051,6.16959839513902e-07,9.36636437839808e-05,0.594424999999998,"Up in CM",4.0284289509262,"CP","Ceruloplasmin","CERU_HUMAN"
-4.51874,7.58004,-14.3412691601735,1.2580279976367e-06,0.000214860698429701,6.19725538293763,"COMP_HUMAN",5,-14.5182237101637,6.35288117572736e-07,9.4692581597478e-05,-4.51874,"Up in BT",4.02368404314537,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-0.400699999999997,13.43745,-10.8868928982768,8.73016823837662e-06,0.000758656006340446,4.14946742136607,"APOB_HUMAN",239,-14.4801100609358,6.48021080918563e-07,9.48656575244711e-05,-0.400699999999997,"Non-significant",4.0228909787945,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.389100000000001,12.76815,-13.6260074751598,1.80807171176124e-06,0.000274492072092938,5.81902271944237,"SQSTM_HUMAN",20,-14.4244145474531,6.67146884925948e-07,9.59521081161917e-05,-0.389100000000001,"Non-significant",4.01794547915496,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
0.453224999999996,16.2290125,12.5489913275324,3.23277602201117e-06,0.00039555668400668,5.20765203452448,"ALDOA_HUMAN",29,14.2428117055544,7.34057406203224e-07,0.000103755217518173,0.453224999999996,"Non-significant",3.98399005478573,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-3.22051,6.807725,-13.6867542670874,1.7520251534413e-06,0.000271001928451166,5.85196736924592,"CEMIP_HUMAN",47,-14.1697666810429,7.63071639195128e-07,0.000106028157595282,-3.22051,"Up in BT",3.97457878507162,"CEMIP","Cell migration-inducing and hyaluronan-binding protein","CEMIP_HUMAN"
0.870549999999996,11.253125,13.7277845959861,1.71528225244936e-06,0.000270420844338074,5.874130793098,"APOL3_HUMAN",18,14.1087133179793,7.88313612085776e-07,0.00010770991653132,0.870549999999996,"Up in CM",3.96774431066141,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-0.812925,10.8116375,-13.0865477660683,2.40553531457407e-06,0.000334247093370817,5.51941582696645,"TRFL_HUMAN",33,-14.0067175080841,8.32604055418777e-07,0.00011189652534956,-0.812925,"Up in BT",3.95118339912797,"LTF","Lactotransferrin","TRFL_HUMAN"
0.430475000000001,10.7317125,11.930341064847,4.61023679232955e-06,0.000510739475993482,4.8312914080606,"IFIT1_HUMAN",34,13.910440055956,8.76991288954381e-07,0.000115960880433033,0.430475000000001,"Non-significant",3.93568849592349,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-0.664874999999999,11.8113875,-13.284103830216,2.16401798016204e-06,0.000314858161401428,5.63062917057439,"ASM3A_HUMAN",18,-13.6202701158831,1.02770386881649e-06,0.000133732005024723,-0.664874999999999,"Up in BT",3.87376464403004,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.433209999999999,10.171595,-11.77366685021,5.0573266494288e-06,0.000538441089246978,4.7328166453834,"ITA2_HUMAN",32,-13.5285273055111,1.08125222522745e-06,0.000138501652225229,-0.433209999999999,"Non-significant",3.8585450457474,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.650325000000008,16.2189375,-13.2623830241646,2.18918214197138e-06,0.000314858161401428,5.61848730158158,"STOM_HUMAN",17,-13.4649580259061,1.12019427088394e-06,0.000141282348195485,-0.650325000000008,"Up in BT",3.84991209547753,"STOM","Stomatin","STOM_HUMAN"
-0.368250000000002,11.647025,-10.9698454251344,8.28168580879765e-06,0.000746079783082672,4.20599445831543,"NEP_HUMAN",39,-13.4069445080622,1.1571121651632e-06,0.000143727356515271,-0.368250000000002,"Non-significant",3.84246056204752,"MME","Neprilysin","NEP_HUMAN"
0.197024999999996,16.5239875,7.19633128824727,0.00014298971218763,0.00424720891490648,1.11641001525304,"FAS_HUMAN",149,13.3115620347496,1.22081959768326e-06,0.000148249764182609,0.197024999999996,"Non-significant",3.8290059887851,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.7311625,9.65589375,-12.8546231639032,2.72887886340346e-06,0.000355100776542564,5.38657904135226,"CO6A1_HUMAN",22,-13.2987284757054,1.22968821229781e-06,0.000148249764182609,-1.7311625,"Up in BT",3.8290059887851,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
0.435049999999997,18.252575,12.1274089326839,4.10998852644958e-06,0.000481338370569052,4.9533066795324,"LDHA_HUMAN",24,13.2640647515422,1.25400640688287e-06,0.000148990500342403,0.435049999999997,"Non-significant",3.82684142138905,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-0.722275000000005,12.2117375,-12.4944149132921,3.3334224599347e-06,0.000401873490096245,5.17522567360311,"MA1A1_HUMAN",24,-13.1740543304962,1.31971473490769e-06,0.000154557448525332,-0.722275000000005,"Up in BT",3.81091006031597,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.412175,11.4127375,10.5949196223364,1.05414695243773e-05,0.000847244776086715,3.94710648841551,"CGNL1_HUMAN",84,13.1407686714249,1.34498594232274e-06,0.000155298517678336,0.412175,"Non-significant",3.80883268958497,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.3712,13.728325,11.8465333538523,4.84356822544116e-06,0.000529434297495555,4.7787795494979,"BUP1_HUMAN",23,13.0408282067489,1.42418892768584e-06,0.000162159733738452,0.3712,"Non-significant",3.79005697741332,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.598950000000002,13.447775,-11.6343709159642,5.49631084682091e-06,0.000570364004078959,4.64414689169261,"ITIH2_HUMAN",47,-12.9427834767333,1.50701374597616e-06,0.000169239708075515,-0.598950000000002,"Up in BT",3.77149773246212,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.40685,11.081925,11.2936087837882,6.76379031273164e-06,0.000662776600104182,4.4226650258861,"IFIT3_HUMAN",30,12.9022985693668,1.54278099530565e-06,0.000170915116209672,0.40685,"Non-significant",3.7672195253651,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.328824999999998,16.1024625,10.2108992090568,1.36052793345402e-05,0.00097838666653123,3.67258444316022,"TKFC_HUMAN",40,12.7652630513963,1.67111178435405e-06,0.00018105387886871,0.328824999999998,"Non-significant",3.7421921664933,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.364825000000002,12.8107375,10.3564968043174,1.23386629831845e-05,0.000914108235256116,3.77781471681793,"XDH_HUMAN",47,12.7577672243541,1.6784697235938e-06,0.00018105387886871,0.364825000000002,"Non-significant",3.7421921664933,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
0.512389999999996,9.954855,13.1228609956999,2.35894242117628e-06,0.000333424309806951,5.53999046603143,"MET17_HUMAN",15,12.7270951838362,1.70895883156615e-06,0.000181948629885446,0.512389999999996,"Up in CM",3.74005121040163,"METTL17","Ribosome assembly protein METTL17, mitochondrial","MET17_HUMAN"
-0.323857500000003,8.64279125,-10.5156158426147,1.11042205518049e-05,0.000851195157743918,3.89120799624502,"DNLI4_HUMAN",31,-12.6532755511013,1.78492025550669e-06,0.000187599695572357,-0.323857500000003,"Non-significant",3.7267678707083,"LIG4","DNA ligase 4","DNLI4_HUMAN"
-2.737,6.549865,-12.0886349944679,4.20335776278645e-06,0.000485339816046807,4.92946007679937,"LAMB1_HUMAN",30,-12.5025257825056,1.95211260403205e-06,0.000202574925669047,-2.737,"Up in BT",3.69341431177678,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
0.508974999999998,13.6404125,10.8910106274733,8.70726953469482e-06,0.000758656006340446,4.15228333658038,"PLOD2_HUMAN",38,12.1520935278746,2.4131358474855e-06,0.00024429126017943,0.508974999999998,"Up in CM",3.61209207016837,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
