"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_BM1"
3.30378,11.30336,109.592771153286,4.45532256527857e-13,3.60123722951467e-09,14.8837391036827,"TSP1_HUMAN",50,-148.635067254136,1.14956439998085e-13,9.29192904504524e-10,-3.30378,"Up in BM1",9.03189411521521,"THBS1","Thrombospondin-1","TSP1_HUMAN",3.30378
1.84655,14.759125,44.8282555907315,3.13918544240979e-10,1.26870179654992e-06,12.8771959853529,"FINC_HUMAN",120,-42.3367368290572,8.47064540235851e-10,3.08834624076381e-06,-1.84655,"Up in BM1",5.51027401597113,"FN1","Fibronectin","FINC_HUMAN",1.84655
-3.8545075,7.68603125,-40.7651776480257,6.29332884978169e-10,1.69563256975951e-06,12.4962727590803,"CAYP1_HUMAN",5,40.5646893385688,1.1462376249278e-09,3.08834624076381e-06,3.8545075,"Up in CM",5.51027401597113,"CAPS","Calcyphosin","CAYP1_HUMAN",-3.8545075
1.858225,14.8681625,34.6143261447151,2.08126508650695e-09,3.36457313884713e-06,11.7542720609869,"FIBA_HUMAN",43,-37.6732539380945,1.93353391797584e-09,3.90718866474968e-06,-1.858225,"Up in BM1",5.40813561767681,"FGA","Fibrinogen alpha chain","FIBA_HUMAN",1.858225
1.6811,15.256875,35.7411184311027,1.64685441300105e-09,3.32788105507187e-06,11.9080761207924,"FIBG_HUMAN",29,-32.8510517573466,5.08786974934367e-09,8.22505023678897e-06,-1.6811,"Up in BM1",5.08486144079518,"FGG","Fibrinogen gamma chain","FIBG_HUMAN",1.6811
1.8456,13.5106,32.9340530992477,2.99357032971593e-09,4.03283816251564e-06,11.5073627335028,"FGL1_HUMAN",17,-28.5294814757422,1.37571613873707e-08,1.85331892490195e-05,-1.8456,"Up in BM1",4.73204983950086,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN",1.8456
2.0518075,10.69999625,25.7621849345947,1.79371953425256e-08,2.0712335707662e-05,10.154825911644,"K1C19_HUMAN",26,-26.172340682982,2.52464714734787e-08,2.9152461274304e-05,-2.0518075,"Up in BM1",4.53532477288698,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",2.0518075
0.549149999999999,12.4828,17.2317570415485,3.29428214790773e-07,0.000139018488006806,7.55258186483784,"LIMC1_HUMAN",62,-23.2594663778966,5.78471501294165e-08,5.80076140423e-05,-0.549149999999999,"Up in BM1",4.23651499747971,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN",0.549149999999999
1.734,14.569875,22.5646350045394,4.69753957025242e-08,4.21891248292781e-05,9.34267140538124,"FIBB_HUMAN",38,-22.8079085674945,6.63777474777181e-08,5.80076140423e-05,-1.734,"Up in BM1",4.23651499747971,"FGB","Fibrinogen beta chain","FIBB_HUMAN",1.734
1.821785,8.52127,22.9609791586202,4.14006206497042e-08,4.18301520889449e-05,9.45227758783911,"PGBM_HUMAN",106,-22.5555629146954,7.17649561329951e-08,5.80076140423e-05,-1.821785,"Up in BM1",4.23651499747971,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN",1.821785
