"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.03134,10.68478,-26.2267418912063,1.56652278650673e-08,6.64751513763886e-05,7.35486048978128,"Q6VBP1_HBV",1,-25.9159556253369,2.70567496340271e-08,0.000117381779000968,-4.03134,"Up in B2",3.93039931274331,"S","Large envelope protein","Q6VBP1_HBV"
-4.542145,10.5233275,-26.0516333406186,1.6448138408113e-08,6.64751513763886e-05,7.33940805183231,"Q15194_HBV",5,-25.656091573343,2.90441120873359e-08,0.000117381779000968,-4.542145,"Up in B2",3.93039931274331,"PreC-C","Capsid protein","Q15194_HBV"
0.448450000000001,10.727525,14.1871751427994,1.31894399814753e-06,0.00266525608425662,5.26896589853296,"AKA12_HUMAN",66,17.6773416085684,3.94036770038281e-07,0.00106166640407314,0.448450000000001,"Non-significant",2.97401192546707,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-0.70505,11.5805,-15.4596452193714,7.14506614541592e-07,0.00192511898844656,5.64457157589551,"DDB2_HUMAN",18,-16.7949242363407,5.6253237555358e-07,0.0011367372978999,-0.70505,"Up in B2",2.94433988997775,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.639674999999997,10.7789875,13.0010670049385,2.45105067641737e-06,0.00396236852349632,4.86071708256612,"RCN2_HUMAN",17,13.9965389830747,1.98342247697162e-06,0.00320640077627232,0.639674999999997,"Up in BM2",2.4939821950058,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.431094999999999,9.3490525,-10.1783248412063,1.3601541683377e-05,0.0109941261426736,3.59110383977984,"TRI22_HUMAN",15,-11.20231463941,9.06532462175085e-06,0.00943887963296929,-0.431094999999999,"Non-significant",2.02507955211032,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN"
-2.8029925,7.35756375,-11.1596797364238,7.17400753197318e-06,0.00828392898299131,4.08809043603772,"HMCN1_HUMAN",9,-10.9047874554272,1.08723427632926e-05,0.00943887963296929,-2.8029925,"Up in B2",2.02507955211032,"HMCN1","Hemicentin-1","HMCN1_HUMAN"
0.410299999999999,12.201875,9.76062551148613,1.81594483637684e-05,0.0112909862403339,3.35821749368793,"ATTY_HUMAN",28,10.8796281837081,1.10430012630959e-05,0.00943887963296929,0.410299999999999,"Non-significant",2.02507955211032,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.552825,12.3917125,-10.916280844865,8.3670018968984e-06,0.00845380954157872,3.97098377122082,"RIR2B_HUMAN",23,-10.8641048046903,1.11498122487922e-05,0.00943887963296929,-0.552825,"Up in B2",2.02507955211032,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.669964999999999,8.5856525,10.5779060178138,1.0415968459116e-05,0.00935469700611492,3.80158042086313,"FETUA_HUMAN",5,10.7898169083,1.16774460385615e-05,0.00943887963296929,0.669964999999999,"Up in BM2",2.02507955211032,"AHSG","Alpha-2-HS-glycoprotein","FETUA_HUMAN"
-0.387774999999994,16.2014375,-9.88782590346028,1.6610751329796e-05,0.0111887252498951,3.43058365870706,"STOM_HUMAN",17,-10.425590035176,1.47105846277227e-05,0.0105895554593013,-0.387774999999994,"Non-significant",1.97512227082969,"STOM","Stomatin","STOM_HUMAN"
-0.347137499999999,9.15521125,-8.9698555463419,3.23656161851003e-05,0.0186865196874404,2.87794697120054,"TREA_HUMAN",16,-10.3228373047139,1.57212254746524e-05,0.0105895554593013,-0.347137499999999,"Non-significant",1.97512227082969,"TREH","Trehalase","TREA_HUMAN"
0.248050000000003,10.61705,7.87274716834099,7.78606549655639e-05,0.0328308715545033,2.11446533997996,"TAGL_HUMAN",15,9.94170159842838,2.02207508411198e-05,0.0125726406960593,0.248050000000003,"Non-significant",1.90057349564099,"TAGLN","Transgelin","TAGL_HUMAN"
-0.128550000000001,11.446375,-5.29307562476924,0.000967514751634924,0.144393205952403,-0.252019705961446,"S12A4_HUMAN",38,-9.24566718573497,3.2756001667226e-05,0.0189119115340134,-0.128550000000001,"Non-significant",1.7232645723333,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
0.511560000000001,8.551,9.89073629799971,1.65771019759343e-05,0.0111887252498951,3.43222436895562,"NSE1_HUMAN",9,8.98778620842489,3.94816951912492e-05,0.0212753694820578,0.511560000000001,"Up in BM2",1.6721228889343,"NSMCE1","Non-structural maintenance of chromosomes element 1 homolog","NSE1_HUMAN"
0.134499999999999,10.7326,5.32836856563615,0.000929777171786658,0.144393205952403,-0.213164962064369,"WNK1_HUMAN",48,8.85725875126202,4.34721749367443e-05,0.0219615993758565,0.134499999999999,"Non-significant",1.65833603513197,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN"
1.52488,6.6105375,8.69345398603731,4.00212622538161e-05,0.0215661241865064,2.69687690976777,"SMC5_HUMAN",19,8.599326009657,5.27727466479657e-05,0.0250918888915004,1.52488,"Up in BM2",1.60046664421437,"SMC5","Structural maintenance of chromosomes protein 5","SMC5_HUMAN"
-0.317674999999998,11.3165125,-7.83582053659576,8.03332186516239e-05,0.0328308715545033,2.08658346041774,"TIGAR_HUMAN",12,-8.47726876317026,5.7942993909136e-05,0.0260196233204193,-0.317674999999998,"Non-significant",1.58469899490155,"TIGAR","Fructose-2,6-bisphosphatase TIGAR","TIGAR_HUMAN"
-0.334049999999998,11.3433,-11.6208195879226,5.40398909648927e-06,0.00728007397782047,4.29966089924334,"MX1_HUMAN",43,-8.30014596631502,6.64947071111523e-05,0.0282882482936549,-0.334049999999998,"Non-significant",1.54839394472942,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.209674999999997,13.2711125,6.91114431270192,0.000183128440500539,0.0643577036767763,1.33643285851827,"S22A1_HUMAN",13,8.08800078797089,7.86705366585582e-05,0.0304667644985394,0.209674999999997,"Non-significant",1.51617366441994,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
-0.341250000000002,13.43525,-8.51953749724984,4.58759224837454e-05,0.0231759425897571,2.57919113721265,"ADRO_HUMAN",35,-8.08035626617681,7.91540337089356e-05,0.0304667644985394,-0.341250000000002,"Non-significant",1.51617366441994,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
-0.223197500000003,10.10920125,-6.5018823019647,0.000271058473247177,0.0755505392847218,0.970051762172791,"M1IP1_HUMAN",10,-7.81941325112415,9.78522651806425e-05,0.0359518117934152,-0.223197500000003,"Non-significant",1.44427921843672,"MID1IP1","Mid1-interacting protein 1","M1IP1_HUMAN"
-0.139600000000002,14.759275,-6.09802767439569,0.000406499555343426,0.102679247057528,0.58590468716966,"THRB_HUMAN",42,-7.6404935058706,0.00011354856626214,0.0399049156998641,-0.139600000000002,"Non-significant",1.39897360231254,"F2","Prothrombin","THRB_HUMAN"
