"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.545349999999999,11.94805,-19.401013896612,1.3907661646176e-07,0.000570075050876755,7.61950428015325,"TENS1_HUMAN",76,-28.0266276677476,3.41823727162054e-09,2.68369577728827e-05,-0.545349999999999,"Up in B2",4.57126671716674,"TNS1","Tensin-1","TENS1_HUMAN"
-1.0223025,9.83477375,-23.9985612543044,2.97656857275933e-08,0.00024401909159481,8.56566605707097,"PLIN2_HUMAN",25,-25.7923850379962,6.54719633395529e-09,2.68369577728827e-05,-1.0223025,"Up in B2",4.57126671716674,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.823249999999998,11.0987,-16.2234598351355,5.04265433413024e-07,0.000826793604623994,6.6944592277248,"MX1_HUMAN",43,-17.8554993040226,1.1436455666315e-07,0.000246646289969989,-0.823249999999998,"Up in B2",3.60792541276896,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.752475,13.7621625,-15.7147823222863,6.33617177766607e-07,0.000865732270555107,6.51851584510846,"PLOD2_HUMAN",38,-17.3087029938035,1.45414620752114e-07,0.000246646289969989,-0.752475,"Up in B2",3.60792541276896,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.759,11.764325,16.8289281742704,3.87622289131927e-07,0.000826793604623994,6.89283253600504,"ASM3A_HUMAN",18,17.2328001975151,1.50430769681623e-07,0.000246646289969989,0.759,"Up in BT",3.60792541276896,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.74207,10.177015,-15.2666029637826,7.79393695835548e-07,0.000912781359779975,6.35601443656234,"VLDLR_HUMAN",32,-16.5978981571493,2.0091595096928e-07,0.000274518161007694,-0.74207,"Up in B2",3.56142891910268,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-0.641052499999999,9.64898125,-14.5398041440144,1.10417266594254e-06,0.00113150093942462,6.0765127296674,"FIL1L_HUMAN",39,-16.2340671423617,2.38292066179602e-07,0.000279074051220054,-0.641052499999999,"Up in B2",3.55428054307372,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.287850000000001,10.68935,-10.039360915145,1.49255270951139e-05,0.00528237246707527,3.77564564269251,"SYNE2_HUMAN",160,-15.3625558408463,3.64077097496133e-07,0.000373088005659163,-0.287850000000001,"Non-significant",3.42818871279185,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.434000000000001,10.688175,-12.0617411861767,4.15026629930238e-06,0.00370819184575061,4.94922665213506,"KANK1_HUMAN",51,-14.4443597088148,5.83574029534013e-07,0.000531571099346648,-0.434000000000001,"Non-significant",3.27443863896984,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.321649999999998,11.349825,-11.2547274964702,6.74567268191729e-06,0.00425392497279677,4.51256379595796,"S12A4_HUMAN",38,-14.1554756645097,6.80909765988812e-07,0.000558209826157628,-0.321649999999998,"Non-significant",3.25320252290207,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
