"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.1463,10.7267,6.10134509932145,0.000431839604015183,0.161067608979584,0.439617593463805,"WNK1_HUMAN",48,9.34160625508489,3.34571241033408e-05,0.107348556841114,0.1463,"Non-significant",0.969203789701451,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN"
-0.117624999999999,14.9660625,-5.28117906893173,0.0010331518531898,0.161067608979584,-0.313945350211326,"SAMP_HUMAN",11,-8.71893027740505,5.24095510447163e-05,0.107348556841114,-0.117624999999999,"Non-significant",0.969203789701451,"APCS","Serum amyloid P-component","SAMP_HUMAN"
-0.245649999999999,11.9608,-7.45159285386273,0.00012157364434925,0.158123330232806,1.46445880496691,"ANXA1_HUMAN",23,-8.70088600583863,5.31171466227957e-05,0.107348556841114,-0.245649999999999,"Non-significant",0.969203789701451,"ANXA1","Annexin A1","ANXA1_HUMAN"
-0.259699999999999,13.02625,-7.44906352837674,0.000121841655025429,0.158123330232806,1.46276030621574,"K2C7_HUMAN",37,-8.39830523037819,6.67511900491192e-05,0.107348556841114,-0.259699999999999,"Non-significant",0.969203789701451,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-1.229765,8.4840825,-8.15423497749004,6.74165411227467e-05,0.158123330232806,1.9080281510982,"HBB_HUMAN",8,-8.02995501330061,8.89990801207145e-05,0.107348556841114,-1.229765,"Non-significant",0.969203789701451,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.149149999999999,14.479025,-5.99795327347079,0.000479813409835459,0.161067608979584,0.350510868407538,"VNN1_HUMAN",18,-7.97996923907813,9.26197171058461e-05,0.107348556841114,-0.149149999999999,"Non-significant",0.969203789701451,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.137850000000002,12.4603,-5.49738254327767,0.000814073622578234,0.161067608979584,-0.104673341600433,"IDH3G_HUMAN",17,-7.97531162884958,9.29654704797473e-05,0.107348556841114,-0.137850000000002,"Non-significant",0.969203789701451,"IDH3G","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","IDH3G_HUMAN"
-0.427,11.5124,-7.31588022753567,0.000136937190601218,0.158123330232806,1.37223759847623,"K1C19_HUMAN",26,-7.50671805912143,0.000136530274018914,0.132859984425873,-0.427,"Non-significant",0.876605802803381,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.344757499999998,9.27520875,-8.24595436093891,6.26161020739674e-05,0.158123330232806,1.96197908016804,"ISG20_HUMAN",11,-7.26251680789991,0.000168102388534098,0.132859984425873,-0.344757499999998,"Non-significant",0.876605802803381,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
0.363725000000001,13.1362625,7.38548354008744,0.000128801536923963,0.158123330232806,1.41981321537809,"RL10_HUMAN",12,7.08801593990893,0.000195714356182635,0.132859984425873,0.363725000000001,"Non-significant",0.876605802803381,"RPL10","Large ribosomal subunit protein uL16","RL10_HUMAN"
0.493352500000002,7.43992875,6.91052032340289,0.000197472403705588,0.161067608979584,1.08313621792332,"KRI1_HUMAN",13,6.93078153635017,0.00022502890632226,0.132859984425873,0.493352500000002,"Non-significant",0.876605802803381,"KRI1","Protein KRI1 homolog","KRI1_HUMAN"
-0.108299999999998,12.594125,-4.44691193635636,0.00275392733721323,0.193412905760451,-1.19742117686712,"RMD1_HUMAN",16,-6.84496236372393,0.000243094301225961,0.132859984425873,-0.108299999999998,"Non-significant",0.876605802803381,"RMDN1","Regulator of microtubule dynamics protein 1","RMD1_HUMAN"
-0.163377500000001,8.89971625,-5.61202428608544,0.000719226371159043,0.161067608979584,0.00313750619908149,"MIGA1_HUMAN",16,-6.71535468723776,0.000273553504176059,0.132859984425873,-0.163377500000001,"Non-significant",0.876605802803381,"MIGA1","Mitoguardin 1","MIGA1_HUMAN"
