"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.611024165569273,21.8481815351834,-20.6592823571741,6.16570049386121e-08,0.000220146336133315,8.64308442461107,"P49327;A0A0U1RQF0",146,-26.9712650503349,3.7907390676375e-10,2.70696676819994e-06,0.61102416556928,"Up in C",5.56751707576846,"FASN","Fatty acid synthase","P49327;A0A0U1RQF0"
-0.575695511346058,20.7375544423244,-17.892809187001,1.79666293370013e-07,0.000320749250238816,7.81424422773032,"Q68CK6;Q08AH3;F5GWL3;H3BTX9;A0A087WU25",30,-21.2929714231285,3.3076060331484e-09,1.18098073413564e-05,0.575695511346055,"Up in C",4.92775718716788,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial","Q68CK6;Q08AH3;F5GWL3;H3BTX9;A0A087WU25"
4.55120277404783,16.9805960655212,17.1303208367185,2.48116082477232e-07,0.000354359388993983,7.55023433371625,"P03138",3,18.391031934446,1.25520869841399e-08,2.08154464525007e-05,-4.55120277404783,"Up in B",4.68161426987073,"S","Large envelope protein","P03138"
-0.61853889581992,21.3235964206755,-15.4157990008407,5.40689437873312e-07,0.000477468865211749,6.88892116804164,"P08319;P00325;A0A0D9SFB5;D6R9K8;D6RHZ6;H0Y9N0;D6RIB1;V9HW50",27,-17.7301997279389,1.74895222958975e-08,2.08154464525007e-05,0.618538895819913,"Up in C",4.68161426987073,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","P08319;P00325;A0A0D9SFB5;D6R9K8;D6RHZ6;H0Y9N0;D6RIB1;V9HW50"
0.616868514016179,21.1443988411542,15.1933513360874,6.01767229646512e-07,0.000477468865211749,6.79552771508838,"P21980",37,17.7938281260338,1.69311760877807e-08,2.08154464525007e-05,-0.616868514016179,"Up in B",4.68161426987073,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","P21980"
-0.792429341297918,20.1267798545324,-18.1499224416715,1.61615296943197e-07,0.000320749250238816,7.89949513291873,"Q02338;E9PCG9;C9K0G7;H7C2W1",12,-18.896643008409,9.81248134377639e-09,2.08154464525007e-05,0.792429341297915,"Up in C",4.68161426987073,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","Q02338;E9PCG9;C9K0G7;H7C2W1"
5.53384351730342,17.6315052509308,15.6611138888619,4.81302627439191e-07,0.000477468865211749,6.98977892894098,"P03146;P0C573",5,17.2233669817275,2.27383789354258e-08,2.31963948539822e-05,-5.53384351730342,"Up in B",4.63457950720757,"C","Capsid protein","P03146;P0C573"
-1.21772792976251,22.3956093419998,-14.7731364812549,7.39623730545859e-07,0.000528165305982798,6.61389717713866,"GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85",14,-16.2003014640462,3.95196850851001e-08,3.12258946072265e-05,1.21772792976251,"Up in C",4.50548511044249,"GSTA2","Glutathione S-transferase A2","GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85"
-0.338958255546743,19.815120825756,-12.3552775549381,2.72873725755299e-06,0.00108255070867699,5.41871790894537,"O75891;Q3SY69;A0A494C1M4",49,-16.0717273482121,4.24604250626191e-08,3.12258946072265e-05,0.338958255546736,"Non-significant",4.50548511044249,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
-0.421251847270781,20.5746588092036,-13.2313023549676,1.65778246559944e-06,0.000864676977498389,5.88375226813419,"O95954",35,-16.019323808504,4.37276216317413e-08,3.12258946072265e-05,0.421251847270785,"Non-significant",4.50548511044249,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
-1.39393599188944,19.9615313286995,-25.6788722597101,1.21182225588319e-08,8.65362272926188e-05,9.7555069281991,"GSTA1_HUMAN;P08263",2,-15.442783437382,6.08003791695121e-08,3.94705006954078e-05,1.39393599188945,"Up in C",4.40372736441083,"GSTA1","Glutathione S-transferase A1","GSTA1_HUMAN;P08263"
