"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.418163165840554,19.497515588526,-9.63136079735765,1.63441751055693e-05,0.0583568772144353,2.48042129500317,"P16444",10,-9.54713018802924,4.48533078670413e-06,0.0195171099974123,0.418163165840554,"Non-significant",1.70958449020916,"DPEP1","Dipeptidase 1","P16444"
0.513536843828206,20.814946631794,12.4577215853114,2.58715836594944e-06,0.018474897891245,3.38867490270713,"Q9BVK6",5,9.32534318226934,5.4662120143992e-06,0.0195171099974123,-0.513536843828202,"Up in C",1.70958449020916,"TMED9","Transmembrane emp24 domain-containing protein 9","Q9BVK6"
-0.317873895817865,22.0216936785904,-7.68188666128446,7.84492591564998e-05,0.131425537695869,1.51592860614421,"P19224;C9JMY5",19,-8.54750221389432,1.12929744323377e-05,0.0215461439769137,0.317873895817865,"Non-significant",1.66663044241239,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224;C9JMY5"
0.285159442196445,19.4622140479902,7.50323040428113,9.2021802055643e-05,0.131425537695869,1.40824034427042,"P32754;A0A0B4J1R4",21,8.4789631028826,1.20689785614977e-05,0.0215461439769137,-0.285159442196449,"Non-significant",1.66663044241239,"HPD","4-hydroxyphenylpyruvate dioxygenase","P32754;A0A0B4J1R4"
0.179065765028067,20.1048446010703,6.06468486978095,0.00037464097898985,0.250696367700204,0.39061264632551,"P21397",26,7.26381441451528,4.22889578518484e-05,0.0538936565904661,-0.179065765028064,"Non-significant",1.26846234928228,"MAOA","Amine oxidase [flavin-containing] A","P21397"
0.120793583755095,20.0020876068227,5.20214075282034,0.000977358894077965,0.286832779377886,-0.369539884451163,"P28288;A0A3B3ITW3",31,6.94384966260076,6.03765932955789e-05,0.0538936565904661,-0.120793583755098,"Non-significant",1.26846234928228,"ABCD3","ATP-binding cassette sub-family D member 3","P28288;A0A3B3ITW3"
0.138201683335875,21.1958229397393,5.39624457653032,0.000780960992200666,0.250696367700204,-0.187490729656957,"Q15067;K7ENF1;K7ESC7",37,7.14350442083619,4.82819632904159e-05,0.0538936565904661,-0.138201683335883,"Non-significant",1.26846234928228,"ACOX1","Peroxisomal acyl-coenzyme A oxidase 1","Q15067;K7ENF1;K7ESC7"
0.166453209805532,23.5597317753619,5.69743625237815,0.000556926868234432,0.250696367700204,0.0821408539822706,"Q9H3G5;C9JLV0",30,6.99314099376753,5.71105195312037e-05,0.0538936565904661,-0.166453209805532,"Non-significant",1.26846234928228,"CPVL","Probable serine carboxypeptidase CPVL","Q9H3G5;C9JLV0"
0.363596792386765,25.7670213899631,6.51652074370957,0.000235238461334436,0.209979731548651,0.741340695710694,"P07148;A8MW49",11,6.82170414191317,6.93822111388988e-05,0.0550509299714307,-0.363596792386769,"Non-significant",1.25923534012458,"FABP1","Fatty acid-binding protein, liver","P07148;A8MW49"
0.183050522067788,19.8930746924955,4.82879145299382,0.0015270471703503,0.286832779377886,-0.73860584133363,"O75891;Q3SY69;A0A494C1M4",49,5.81896335297772,0.000232849677100049,0.0983901682868926,-0.183050522067781,"Non-significant",1.0070482966101,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
0.157511486396309,25.4383982880759,4.77375515578724,0.00163361922521416,0.291641872181357,-0.795157155323284,"P10809",72,6.03219164397948,0.000178062039633227,0.0983901682868926,-0.157511486396317,"Non-significant",1.0070482966101,"HSPD1","60 kDa heat shock protein, mitochondrial","P10809"
0.161188232318615,21.2579861986801,4.72653555499618,0.00173156952550402,0.301588731259127,-0.844121556241674,"P15144",45,5.80441276652715,0.000237204090943887,0.0983901682868926,-0.161188232318615,"Non-significant",1.0070482966101,"ANPEP","Aminopeptidase N","P15144"
0.142616948650513,18.7338048314181,4.94792914827612,0.001321533683583,0.286832779377886,-0.61809119035252,"P82675",23,5.81430635141882,0.000234233835902291,0.0983901682868926,-0.142616948650513,"Non-significant",1.0070482966101,"MRPS5","28S ribosomal protein S5, mitochondrial","P82675"
0.30290739729579,20.5057115871375,5.46148181649616,0.000725075832841594,0.250696367700204,-0.127778255014567,"Q00266",16,5.97197889950618,0.000191957238084211,0.0983901682868926,-0.302907397295787,"Non-significant",1.0070482966101,"MAT1A","S-adenosylmethionine synthase isoform type-1","Q00266"
0.103646667473072,21.3534834169275,4.42883961939546,0.00251848578542983,0.326991036250081,-1.16234041801827,"Q12931;I3L239;I3L0K7;I3L2D5",34,6.02337111619683,0.000180027466708031,0.0983901682868926,-0.103646667473072,"Non-significant",1.0070482966101,"TRAP1","Heat shock protein 75 kDa, mitochondrial","Q12931;I3L239;I3L0K7;I3L2D5"
-0.173306445541591,21.4812062329853,-4.96634764271526,0.00129256412157673,0.286832779377886,-0.599690981269253,"Q16658;C9JPH9;C9JFC0;A0A0A0MSB2",32,-5.92311311924658,0.000204099189937025,0.0983901682868926,0.173306445541595,"Non-significant",1.0070482966101,"FSCN1","Fascin","Q16658;C9JPH9;C9JFC0;A0A0A0MSB2"
0.378021177028607,19.2433294054172,5.3670972718379,0.000807452241577466,0.250696367700204,-0.21440750446599,"Q92947;K7EKT3",12,5.76952630356582,0.000248007706086552,0.0983901682868926,-0.378021177028604,"Non-significant",1.0070482966101,"GCDH","Glutaryl-CoA dehydrogenase, mitochondrial","Q92947;K7EKT3"
0.286908575420561,22.8312873150022,5.37756442449923,0.000797826525196809,0.250696367700204,-0.204724393314468,"Q9HDC9;H0Y512",31,6.11525609341672,0.000160654527036272,0.0983901682868926,-0.286908575420561,"Non-significant",1.0070482966101,"APMAP","Adipocyte plasma membrane-associated protein","Q9HDC9;H0Y512"
