Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	S:\LUMOS\2024_05\240510_Zabransky\240510_C_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_4.mzML
	0.124236779543116	-0.070427417755127	A0A024R4E5;C9J5E5;C9JBS3;C9JEJ8;C9JES8;C9JHN6;C9JHS7;C9JHZ8;C9JIZ1;C9JK79;C9JT62;C9JZI8	C9JIZ1;C9JHN6;C9J5E5;C9JK79;C9JZI8;A0A024R4E5;C9JEJ8;C9JHS7;C9JHZ8;C9JBS3;C9JT62;C9JES8	A0A024R4E5_HUMAN;C9J5E5_HUMAN;C9JBS3_HUMAN;C9JEJ8_HUMAN;C9JES8_HUMAN;C9JHN6_HUMAN;C9JHS7_HUMAN;C9JHZ8_HUMAN;C9JIZ1_HUMAN;C9JK79_HUMAN;C9JT62_HUMAN;C9JZI8_HUMAN	HDLBP	High density lipoprotein binding protein (Vigilin), isoform CRA_a	Color2 [DarkGray]	1	4		19.0260124206543	18.6306838989258	18.7912673950195	19.0328521728516	18.7729816436768	18.7726364135742	18.8530025482178	18.294059753418	18.8821926116943	18.8932800292969	18.7546558380127	18.6999111175537	19.0040473937988	18.757926940918	19.1481838226318	18.288948059082
	1.76874656355579	0.181210517883301	A0A024R6I7;A0A0G2JRN3	A0A024R6I7;A0A0G2JRN3	A0A024R6I7_HUMAN;A0A0G2JRN3_HUMAN	SERPINA1	Alpha-1-antitrypsin	Color2 [DarkGray]	1	4		19.484956741333	19.4686222076416	19.3440952301025	19.3248310089111	19.6186180114746	19.6037693023682	19.5892143249512	19.6109104156494	19.3799362182617	19.5633544921875	19.566068649292	19.4513931274414	19.6489295959473	19.6514492034912	19.5338592529297	19.5131092071533
	0.709733774882844	-0.0835294723510742	A0A087WT39;V9GYI1	V9GYI1;A0A0J9YYD9;A0A087WT39;A0A087WZP9	A0A087WT39_HUMAN;V9GYI1_HUMAN	LIME1	Lck-interacting transmembrane adapter 1	Color2 [DarkGray]	1	4		17.5607872009277	17.566722869873	17.5960578918457	17.7128620147705	17.416467666626	17.5729808807373	17.4041767120361	17.2716445922852	17.5854835510254	17.4436073303223	17.3352680206299	17.3083209991455	17.5618762969971	17.4663238525391	17.6351013183594	17.4390106201172
	1.55370701858875	-0.217384576797485	A0A087WTA5	A0A087WTA5	A0A087WTA5_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	Color2 [DarkGray]	1	4		15.500431060791	15.5865993499756	15.7106857299805	15.7196855545044	15.2975149154663	15.1208372116089	15.0614051818848	15.4113359451294	15.4789972305298	15.4101266860962	15.2204160690308	15.5568408966064	15.3774032592773	15.304949760437	15.4042434692383	15.5612668991089
	0.283839103695609	0.161482334136963	A0A087WWI0	A0A087WWI0	A0A087WWI0_HUMAN	LRMDA	Leucine-rich melanocyte differentiation-associated protein	Color2 [DarkGray]	1	4		16.8990745544434	15.9947052001953	16.3504333496094	16.088472366333	16.3037986755371	15.8237800598145	15.8119945526123	15.8356609344482	16.0976581573486	16.1272125244141	15.6811561584473	16.0568237304688	16.6921119689941	16.5801010131836	16.5651245117188	16.1412773132324
	0.895268577541637	-0.0972995758056641	A0A087WWU8	A0A087WWU8;J3KN67	A0A087WWU8_HUMAN	TPM3	Tropomyosin alpha-3 chain	Color2 [DarkGray]	1	4		22.0638961791992	21.8864154815674	22.0855350494385	21.9872531890869	21.9735221862793	21.9588718414307	21.9959373474121	22.0070190429688	22.0258884429932	21.9970970153809	21.9042015075684	21.9831047058105	21.9616794586182	21.834680557251	21.9604778289795	21.8770637512207
	0.366122024102251	-0.0689840316772461	A0A087WZE9	A0A087WZE9	A0A087WZE9_HUMAN	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	Color2 [DarkGray]	1	4		17.4734039306641	17.7625179290771	17.5052070617676	17.6074028015137	17.6369285583496	17.4872436523438	17.369026184082	17.326868057251	17.3318176269531	17.4985065460205	17.1369113922119	17.4805374145508	17.4015121459961	17.6425170898438	17.5174541473389	17.5111122131348
	0.472198941629348	-0.344498634338379	A0A087WZG9;B4DSP0	A0A087WZG9;A0A087WX23;A0A087WUL4;B4DSP0	A0A087WZG9_HUMAN;B4DSP0_HUMAN	PEG10	Retrotransposon-derived protein PEG10	Color2 [DarkGray]	1	4		18.0976161956787	17.2299270629883	16.9687576293945	16.9890289306641	17.1894474029541	16.5592880249023	14.8552751541138	15.7351722717285	17.1138229370117	16.3801765441895	16.0894412994385	16.0617504119873	17.2417030334473	17.3330326080322	16.8580169677734	16.4745826721191
	0.961279948572492	0.206352710723877	A0A087X2D8	A0A087X2D8	A0A087X2D8_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	Color2 [DarkGray]	1	4		17.4704608917236	17.5917778015137	17.6111698150635	17.309778213501	17.6271915435791	17.7478847503662	17.7973575592041	17.5944042205811	17.5527973175049	18.1807498931885	17.7367382049561	17.9415111541748	17.8117694854736	17.6923160552979	17.8391857147217	17.4653263092041
	0.0883255639383534	-0.0368084907531738	A0A096LP01	A0A096LP01;A0A087WZV9;A0A096LPB8;A0A096LPB2	SIM26_HUMAN	SMIM26	Small integral membrane protein 26	Color2 [DarkGray]	1	4		16.8220977783203	16.3969135284424	16.6408939361572	16.816858291626	16.6041049957275	16.6709880828857	16.6974964141846	16.1560173034668	16.5810642242432	16.7211799621582	16.6537818908691	16.6702556610107	16.7319812774658	16.7990036010742	16.7013874053955	16.2971572875977
