"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
7.66150784492492,17.8244293928146,39.6999932707799,1.76001960690624e-11,1.62977815599518e-08,15.5080711288079,"P03146",8,40.7483455409641,1.04382210446298e-11,9.66579268732716e-09,-7.66150784492492,"Up in HBV",8.01476252387905,"C","Capsid protein","P03146"
6.67075848579402,17.829931139946,13.4189496865437,2.74748285302822e-07,7.86702541878547e-05,7.57165525684848,"P03138",4,13.5334481709018,2.20564652367717e-07,0.000102121434046253,-6.67075848579402,"Up in HBV",3.99088309521912,"S","Large envelope protein","P03138"
-2.2428292972159,17.3414735877149,-14.1920462500435,1.68848641861166e-07,7.81769211817196e-05,8.05388212654488,"Q9UPZ9",1,-12.8490491962927,3.47841909722928e-07,0.000107367202801144,2.2428292972159,"Up in CTRL.myr",3.96912836125982,"CILK1","Serine/threonine-protein kise ICK","Q9UPZ9"
-2.5745399337531,19.9377878511422,-13.0936208545245,3.39828311826586e-07,7.86702541878547e-05,7.35952577764862,"Q9C099",1,-12.2796120528828,5.16890910742086e-07,0.000119660245836793,2.5745399337531,"Up in CTRL.myr",3.92205010925385,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1","Q9C099"
-1.70086745056524,20.4469387092821,-10.6239183704854,2.0331868353175e-06,0.00032234885890768,5.54263258961173,"P25705",5,-10.8907363243354,1.46143108880272e-06,0.000270657037646265,1.70086745056525,"Up in CTRL.myr",3.56758067586573,"ATP5F1A","ATP synthase subunit alpha, mitochondrial","P25705"
-2.39251972247149,19.1139474755068,-9.55621472905832,4.94376085309411e-06,0.00057167575001495,4.62321458153532,"P49411",4,-9.67226962916414,4.0184851374477e-06,0.000620186206212762,2.3925197224715,"Up in CTRL.myr",3.20747789729299,"TUFM","Elongation factor Tu, mitochondrial","P49411"
-1.56268487453141,18.629208736585,-10.590137097979,2.08865351344069e-06,0.00032234885890768,5.51492327718734,"A4D2H0",1,-9.45537190692915,4.86549239098379e-06,0.000643635136292999,1.5626848745314,"Up in CTRL.myr",3.19136025562079,"CTAGE15;CTAGE6","cTAGE family member 15","A4D2H0"
-1.99633487964938,18.2077477122279,-9.42286453591111,5.55624379064207e-06,0.00057167575001495,4.50170039353492,"O15498",1,-8.91981022502846,7.92852230454639e-06,0.000862883206066648,1.99633487964937,"Up in CTRL.myr",3.06404798341964,"YKT6","Syptobrevin homolog YKT6","O15498"
-2.76512166833173,18.7441000381519,-9.07240573410233,7.60304967605234e-06,0.00064003854545677,4.17473984603604,"Q86WN2",1,-8.85983688389065,8.38655383866073e-06,0.000862883206066648,2.76512166833172,"Up in CTRL.myr",3.06404798341964,"IFNE","Interferon epsilon","Q86WN2"
-2.16994851586387,16.7537407298409,-8.85341483641244,9.29631868199636e-06,0.000717365924960719,3.96464631541049,"A0A6Q8PFV8",1,-8.50740965603032,1.17400259164758e-05,0.000988296727150595,2.16994851586387,"Up in CTRL.myr",3.00511264284493,"GNB4","Guanine nucleotide-binding protein subunit beta-4","A0A6Q8PFV8"
-1.41968302795112,19.2279789153805,-9.51589199497563,5.1207406871204e-06,0.00057167575001495,4.58663564126498,"Q9UPN3",1,-8.51609848710756,1.16415189276883e-05,0.000988296727150595,1.41968302795112,"Up in CTRL.myr",3.00511264284493,"MACF1","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5","Q9UPN3"
-1.66319705576973,14.9135910884235,-8.41369682484971,1.40950995772115e-05,0.00100400478526907,3.52869130786409,"P05388",2,-8.33266343510273,1.39284592211364e-05,0.00107481276989769,1.66319705576973,"Up in CTRL.myr",2.96866718233641,"RPLP0;RPLP0P6","60S acidic ribosomal protein P0","P05388"
-1.24405571708978,18.3772698025251,-9.15132694993825,7.07849217334962e-06,0.00064003854545677,4.24934960706678,"P48382",1,-8.01899159831837,1.90670041729535e-05,0.00135815737416576,1.24405571708978,"Up in CTRL.myr",2.8670499040085,"RFX5","D-binding protein RFX5","P48382"
-1.45799774765845,20.018822907644,-7.56091033611918,3.32647670583983e-05,0.00197910160040589,2.62550735493163,"P0CG47",5,-7.70822179674743,2.62744420828369e-05,0.00173786666919336,1.45799774765845,"Up in CTRL.myr",2.7599835461007,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B","P0CG47"
