"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.983023756666423,17.272041691241,7.3756371354237,4.53386364037703e-05,0.0419835773098913,2.45474248964865,"P10619",3,7.36193838001818,4.27264884492505e-05,0.0392871341046875,-0.983023756666427,"Up in CTRL.myr",1.40574965069737,"CTSA","Lysosomal protective protein","P10619"
0.975651476620342,20.36902594529,6.21629981200061,0.000165212870223085,0.0509957059421923,1.30749164649971,"P18428",8,6.47062905971651,0.000115329466717891,0.0392871341046875,-0.975651476620349,"Up in CTRL.myr",1.40574965069737,"LBP","Lipopolysaccharide-binding protein","P18428"
0.938423893218724,15.0841936930875,6.6859242668741,9.60103520862531e-05,0.0444527930159352,1.79576053210219,"P80188",2,6.38648373913261,0.00012728013208862,0.0392871341046875,-0.938423893218724,"Up in CTRL.myr",1.40574965069737,"LCN2","Neutrophil gelatise-associated lipocalin","P80188"
1.02450764860778,17.0850647974944,5.48612133598792,0.000406401683074751,0.05491691948579,0.479638060953206,"H7BYY1",4,5.57007690907525,0.000347347054814584,0.0425281788879344,-1.02450764860777,"Up in CTRL.myr",1.37132321394373,"TPM1","Tropomyosin 1 (Alpha), isoform CRA_m","H7BYY1"
-1.06443991374212,16.571818745864,-5.88066115481137,0.000247692338025348,0.05491691948579,0.937627347168362,"P00739",3,-5.89334609750186,0.000230969281150927,0.0425281788879344,1.06443991374212,"Up in HBV.myr",1.37132321394373,"HPR","Haptoglobin-related protein","P00739"
0.927834470609774,20.3627582439013,5.3732668272785,0.000470081978849746,0.05491691948579,0.343912374426028,"P02792",10,5.57306618274522,0.000346016360382163,0.0425281788879344,-0.927834470609778,"Up in CTRL.myr",1.37132321394373,"FTL","Ferritin light chain","P02792"
0.834619413572646,17.5464731534519,4.86829238750963,0.0009218235290151,0.05491691948579,-0.289565810409743,"P02794",10,5.0515415633951,0.000688901385873667,0.0425281788879344,-0.83461941357265,"Up in CTRL.myr",1.37132321394373,"FTH1","Ferritin heavy chain","P02794"
1.20071392234611,23.2149902976444,5.00715364277529,0.000763199291207996,0.05491691948579,-0.111087917606112,"P04179",19,5.15100823498401,0.000602319213889338,0.0425281788879344,-1.20071392234613,"Up in CTRL.myr",1.37132321394373,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179"
0.80487696134325,17.9408659313101,5.09295735282912,0.000680091431880423,0.05491691948579,-0.00242900804700952,"P04792",7,5.28820400637304,0.000501623789421306,0.0425281788879344,-0.804876961343247,"Up in CTRL.myr",1.37132321394373,"HSPB1","Heat shock protein beta-1","P04792"
0.660225006721351,19.9074808109315,5.09408113809099,0.000679070035849992,0.05491691948579,-0.00101411633048087,"P07602",14,5.4710322967236,0.000394729917906272,0.0425281788879344,-0.660225006721351,"Up in CTRL.myr",1.37132321394373,"PSAP","Prosaposin","P07602"
