"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-2.0538280832393,19.2832932951228,-16.6254399824245,2.0316289268671e-08,9.53856226116705e-06,9.9524086670575,"P49411",4,-17.1587688906413,6.53480502013622e-09,6.05122944864614e-06,2.0538280832393,"Up in CTRL.myr",5.21815637931156,"TUFM","Elongation factor Tu, mitochondrial","P49411"
-2.75038319376649,18.7514692754345,-16.600638191474,2.06016463524126e-08,9.53856226116705e-06,9.93990005454204,"Q86WN2",1,-14.5424204142154,3.37449523643442e-08,1.56239129446914e-05,2.7503831937665,"Up in CTRL.myr",4.80621018957078,"IFNE","Interferon epsilon","Q86WN2"
-1.64653668330737,20.474104092911,-10.7102299354849,1.1482285468324e-06,0.00021265192687336,6.10896914780354,"P25705",5,-11.2542683475012,4.09089908157664e-07,0.000124653112594926,1.64653668330737,"Up in CTRL.myr",3.90429687266824,"ATP5F1A","ATP synthase subunit alpha, mitochondrial","P25705"
-2.08937263639227,20.1803714998226,-12.4344550307164,2.9769778385404e-07,9.18893826162802e-05,7.4383182114894,"Q9C099",1,-10.9356789370813,5.384583697405e-07,0.000124653112594926,2.08937263639228,"Up in CTRL.myr",3.90429687266824,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1","Q9C099"
-2.12103711922625,17.4023696767097,-11.264485460432,7.29608867713347e-07,0.00016890445287564,6.55942294362999,"Q9UPZ9",1,-10.1975411454855,1.0457722195588e-06,0.00019367701506229,2.12103711922625,"Up in CTRL.myr",3.71292191683339,"CILK1","Serine/threonine-protein kise ICK","Q9UPZ9"
0.898143962273522,24.4163811050299,7.84071055934842,1.74278329875737e-05,0.00146710666786302,3.34516300815472,"P10809",28,8.98371749536511,3.41615981759589e-06,0.000527227331848965,-0.898143962273522,"Up in CTRL",3.27800208368813,"HSPD1","60 kDa heat shock protein, mitochondrial","P10809"
-0.946058047232249,19.3304412133912,-7.4742697610666,2.60436019878425e-05,0.0017225982457673,2.93035551045403,"P02671",24,-8.37264796976679,6.51193020979593e-06,0.000776273254839406,0.946058047232249,"Up in CTRL.myr",3.10998537644866,"FGA","Fibrinogen alpha chain","P02671"
-1.0043806978024,20.1420375866922,-7.550614901965,2.39242822347845e-05,0.00170414502687772,3.01810299543242,"P02749",14,-8.33455763470126,6.78723044207907e-06,0.000776273254839406,1.0043806978024,"Up in CTRL.myr",3.10998537644866,"APOH","Beta-2-glycoprotein 1","P02749"
-1.2840003434844,18.4667337972443,-7.85473958878829,1.71666925090146e-05,0.00146710666786302,3.36072846420475,"P29622",5,-8.23782237871411,7.54477245524261e-06,0.000776273254839406,1.2840003434844,"Up in CTRL.myr",3.10998537644866,"SERPI4","Kallistatin","P29622"
-0.863226953144622,20.0596366019528,-7.15473540155008,3.74135648607545e-05,0.00205360045037545,2.55530306647709,"P02679",25,-8.09139158955879,8.87141508142158e-06,0.000810989020674119,0.863226953144625,"Up in CTRL.myr",3.09098502531156,"FGG","Fibrinogen gamma chain","P02679"
-1.06056556197073,31.410952200677,-7.23101963814925,3.42779943196286e-05,0.00205360045037545,2.64600016898861,"P02768",82,-8.01762172570099,9.63377886329947e-06,0.000810989020674119,1.06056556197073,"Up in CTRL.myr",3.09098502531156,"ALB","Albumin","P02768"
-1.53544667674543,18.4381918136799,-8.74440991495081,6.85724772100515e-06,0.00105830189827513,4.30293394246185,"O15498",1,-7.7814540782634,1.25920552983833e-05,0.000971686933858578,1.53544667674543,"Up in CTRL.myr",3.01247363712945,"YKT6","Syptobrevin homolog YKT6","O15498"
-1.7151473044571,16.9811413355443,-8.12954777044275,1.2823540017313e-05,0.00146710666786302,3.66107788454985,"A0A6Q8PFV8",1,-7.54040367261261,1.66536191787785e-05,0.00102794045391754,1.7151473044571,"Up in CTRL.myr",2.98803204223183,"GNB4","Guanine nucleotide-binding protein subunit beta-4","A0A6Q8PFV8"
-0.809452116180481,20.4511302195369,-6.6469361822764,6.81752182266406e-05,0.00274479356860301,1.9324181656423,"P02675",18,-7.46750862719727,1.81458519716853e-05,0.00102794045391754,0.809452116180477,"Up in CTRL.myr",2.98803204223183,"FGB","Fibrinogen beta chain","P02675"
-1.24699931469533,27.4707312870897,-7.09088034296411,4.02783940051032e-05,0.00205360045037545,2.47881587929578,"P02765",14,-7.60208636421051,1.54943979104713e-05,0.00102794045391754,1.24699931469533,"Up in CTRL.myr",2.98803204223183,"AHSG","Alpha-2-HS-glycoprotein","P02765"
-0.992376916393454,17.3463263920504,-7.05204851368044,4.21365103208785e-05,0.00205360045037545,2.4320474067663,"P36980",5,-7.43437084731434,1.88714770157648e-05,0.00102794045391754,0.992376916393447,"Up in CTRL.myr",2.98803204223183,"CFHR2","Complement factor H-related protein 2","P36980"
1.08376271775125,16.0952869985725,8.29815565530225,1.07622427143192e-05,0.00142369096477994,3.84115261797743,"P80188",2,7.54297673465783,1.6603431587974e-05,0.00102794045391754,-1.08376271775125,"Up in CTRL",2.98803204223183,"LCN2","Neutrophil gelatise-associated lipocalin","P80188"
-0.847156288965355,24.3009855570071,-6.65248114004537,6.77186100126285e-05,0.00274479356860301,1.93940356388983,"P04217",13,-7.3804117535518,2.0121030011079e-05,0.00103511521056995,0.847156288965348,"Up in CTRL.myr",2.98501130959821,"A1BG","Alpha-1B-glycoprotein","P04217"
-1.1125445713234,20.0909311780395,-6.71794348816573,6.25715742190065e-05,0.00274479356860301,2.02155976264313,"P00747",28,-7.27551402085711,2.28137353100797e-05,0.00111186941563862,1.1125445713234,"Up in CTRL.myr",2.95394621580948,"PLG","Plasminogen","P00747"
-0.840783959873498,22.3862489325292,-6.31738604714465,0.000102348716381818,0.00394895464039846,1.50975424441673,"P04004",19,-6.99891055255551,3.1968169475755e-05,0.00148012624672746,0.840783959873502,"Up in CTRL.myr",2.82970124006535,"VTN","Vitronectin","P04004"
-0.923992352968519,16.804300744817,-7.59455685416377,2.27901233637622e-05,0.00170414502687772,3.06828809008552,"M0R1Q1",2,-6.78724616146706,4.16433103082928e-05,0.00183627168311805,0.923992352968526,"Up in CTRL.myr",2.73606306292236,"C3","Complement C3 (Fragment)","M0R1Q1"
