"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.7535722255707,13.6384121179581,196.919094270508,1.93828246861638e-15,1.57524216224453e-11,21.2614229555751,"MX1_HUMAN",43,263.537521620459,2.12502352846773e-17,1.72700662158573e-13,0.038757801055926,"Non-significant",12.7627059972834,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
3.96480035781862,12.9293627738953,141.420675231057,2.43159421170966e-14,9.88078307928219e-11,20.6031062592812,"IFIT1_HUMAN",34,181.520301049154,4.51726116164548e-16,1.83558907303464e-12,-0.0380330085754501,"Non-significant",11.7362245362546,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
2.40318059921268,13.0399277210236,86.7270728476144,1.01817328938031e-12,1.37911572046562e-09,18.8981624342748,"RIGI_HUMAN",56,129.663730471825,7.12141970806577e-15,1.92919259891502e-11,0.0846464633942006,"Non-significant",10.7146244128587,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
3.54190611839295,12.824867606163,104.508923676397,2.4506873038403e-13,5.24998548607162e-10,19.6651600513668,"IFIT2_HUMAN",29,119.970717598958,1.34626222307911e-14,2.2573485195965e-11,-0.0357592105865248,"Non-significant",10.6464013835662,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
3.5836453437805,13.0771715641022,103.786736963598,2.5839721846052e-13,5.24998548607162e-10,19.639304736741,"IFIT3_HUMAN",30,119.516262702596,1.38879569311954e-14,2.2573485195965e-11,0.2017340660095,"Non-significant",10.6464013835662,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
2.63195538520815,14.5988701581955,87.0291443298678,9.91499109189348e-13,1.37911572046562e-09,18.9138282717752,"STAT1_HUMAN",41,112.754084530547,2.23841825759618e-14,3.03193752991403e-11,0.0621597766876256,"Non-significant",10.5182797511578,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
2.49985241889954,10.2808221578598,72.2946730869499,4.08562369984862e-12,4.74340911552424e-09,18.0064029149392,"IFIH1_HUMAN",45,89.2229823876454,1.52369765182016e-13,1.76901297376321e-10,0.119814872741674,"Non-significant",9.75226898200655,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
1.80359983444218,10.9740293025971,56.1061485917314,2.82614009259342e-11,2.08800368477334e-08,16.5433342363522,"SLFN5_HUMAN",37,69.0312696854206,1.24601754804505e-12,1.26579807662027e-09,0.0998685359954816,"Non-significant",8.89763556857128,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
4.03958654403685,14.4709875583649,62.4079172617564,1.25485632552473e-11,1.27477716969243e-08,17.1871144763928,"ISG15_HUMAN",15,62.9360335654976,2.6556156479724e-12,2.39802093011908e-09,-0.036463975906349,"Non-significant",8.62014703066355,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
2.25674176216128,11.5145143270493,48.7351180597775,8.26951938383485e-11,5.16972184864814e-08,15.63278051359,"DDX60_HUMAN",75,56.7056417018376,6.23211741133404e-12,5.06484182019117e-09,0.648727178573613,"Up in HDV",8.29543411352006,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.89578557014467,9.37312328815461,61.0299808014397,1.48786229340518e-11,1.34353965094488e-08,17.0554703298275,"HLAF_HUMAN",14,55.0757971896205,7.91128789680001e-12,5.84500333975397e-09,0.161444425582875,"Non-significant",8.23321523635222,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
3.28851294517516,11.7727380990982,50.9638476349816,5.88134331348248e-11,3.98313975905601e-08,15.9286465974282,"OAS1_HUMAN",20,52.8533805802012,1.1080445024148e-11,7.09939627765768e-09,0.147054910659801,"Non-significant",8.14877858148231,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.25927448272705,12.857054233551,59.285224978508,1.85629567805921e-11,1.50861149755872e-08,16.8817245500966,"UB2L6_HUMAN",12,52.6947323425033,1.13562386624277e-11,7.09939627765768e-09,0.0489597320556641,"Non-significant",8.14877858148231,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.36266064643863,11.1507719755173,45.073610342601,1.49931571709498e-10,8.70352773773633e-08,15.1020795798743,"TAP1_HUMAN",24,50.1077452200308,1.7139765712727e-11,9.94963399623801e-09,0.0887837409973002,"Non-significant",8.00219289476561,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
1.5936131477356,11.8598363399505,39.4522153490102,4.1333089512711e-10,1.97596481452825e-07,14.1601885855754,"SAMH1_HUMAN",38,45.3868470266701,3.84817490777529e-11,1.90302344064691e-08,-0.0773756504058873,"Non-significant",7.72055586222222,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
2.944442987442,10.1707268953323,43.0441777668149,2.12940721312818e-10,1.15371282807285e-07,14.7812825152449,"CMPK2_HUMAN",26,45.383567806426,3.85044737181315e-11,1.90302344064691e-08,0.240003585815399,"Non-significant",7.72055586222222,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
1.0574958324432,11.0204101800919,32.5605235584745,1.77869674009176e-09,6.57066745760262e-07,12.7351596752232,"PAR14_HUMAN",91,45.199110818168,3.98073071133228e-11,1.90302344064691e-08,0.277150154113768,"Non-significant",7.72055586222222,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.44849705696108,11.666813492775,40.5087746708454,3.38031930182477e-10,1.71699093537062e-07,14.3504501338682,"E2AK2_HUMAN",23,43.6375592829978,5.30523353735387e-11,2.39531294211527e-08,-0.1655304431915,"Non-significant",7.62063773896953,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.01518774032592,10.1590645313263,30.91797316158,2.63474992495116e-09,7.48239239447824e-07,12.3398297134221,"TSP1_HUMAN",50,39.7126544470265,1.14528924786696e-10,4.89882406179724e-08,0.0161731243133554,"Non-significant",7.30990815767833,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.13857126235963,11.9242434501648,30.7676070652439,2.73403762927552e-09,7.48239239447824e-07,12.3023865466057,"PML_HUMAN",44,36.9019461090751,2.08456301381838e-10,8.47062180665098e-08,0.114772558212278,"Non-significant",7.07208470805355,"PML","Protein PML","PML_HUMAN"
1.20364665985108,11.8069295883179,33.6034638249132,1.39994588027454e-09,5.68868008449558e-07,12.9738506746667,"5NT3A_HUMAN",23,36.1938408610062,2.44137734946356e-10,9.44813034242396e-08,-0.2353329658508,"Non-significant",7.02465412400959,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
2.154709815979,10.1692156791687,32.5769327108883,1.77190503980085e-09,6.57066745760262e-07,12.73898691188,"HELZ2_HUMAN",117,35.8101125461147,2.66303782878577e-10,9.83750383388269e-08,-0.12939500808718,"Non-significant",7.00711508537913,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.20571851730345,12.0085737705231,-31.4414998171855,2.31953385086013e-09,7.48239239447824e-07,12.4685190771452,"APOA5_HUMAN",23,-33.6912249775657,4.37786817031462e-10,1.54691020087595e-07,-0.239917278289798,"Non-significant",6.81053489664064,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
3.27576804161072,14.3392678499222,31.263837062572,2.42146277315361e-09,7.48239239447824e-07,12.425136361698,"OAS3_HUMAN",45,32.91894382449,5.28807193272226e-10,1.79067335821807e-07,-0.155971765518174,"Non-significant",6.74698362780875,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
1.87316036224364,10.8801081180573,34.6548225150828,1.10779596835285e-09,4.93485743152439e-07,13.205439357888,"NAT8_HUMAN",11,32.3812061053742,6.04709759547783e-10,1.92242624986814e-07,-0.64778983592987,"Up in CTRL.myr",6.71615031206732,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
2.47551584243773,9.71146631240844,31.5634536302927,2.25237279607919e-09,7.48239239447824e-07,12.4981287883759,"IRF9_HUMAN",16,32.2585928836563,6.23680810723961e-10,1.92242624986814e-07,-0.134537935256958,"Non-significant",6.71615031206732,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
4.28665637969974,11.9918022155762,30.8570455718226,2.67448146816632e-09,7.48239239447824e-07,12.3246841154328,"OAS2_HUMAN",31,32.1645750653352,6.3867981723194e-10,1.92242624986814e-07,0.648947477340673,"Up in HDV",6.71615031206732,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
0.893845558166497,10.564608335495,26.0254268080607,9.71913179785621e-09,2.13479416543723e-06,10.9978956286574,"PAR10_HUMAN",43,31.9973161741082,6.6637359095471e-10,1.93414934774605e-07,0.0269448757171702,"Non-significant",6.71350999436999,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.800268173217802,11.2186725139618,-23.6458179105454,2.00617441804162e-08,3.79166965009866e-06,10.2369624706632,"CGNL1_HUMAN",84,-31.6337198815886,7.31343992951889e-10,2.03527956665428e-07,-0.0798680782317991,"Non-significant",6.69137592751191,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.28421473503115,16.2965799570084,31.4600492724581,2.3091741005688e-09,7.48239239447824e-07,12.473031654767,"HLAA_HUMAN",17,31.5292526423501,7.51302903896006e-10,2.03527956665428e-07,1.20364665985108,"Up in HDV",6.69137592751191,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
0.997740745544426,11.9930231571197,27.8334017889945,5.84528563098643e-09,1.43953443403111e-06,11.5254092197775,"RO52_HUMAN",27,31.106527711977,8.38542488290486e-10,2.19833380720541e-07,-0.100132942199707,"Non-significant",6.6579063612209,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
1.58230280876159,10.2593871355057,28.8425586468824,4.46272651449867e-09,1.13339307447908e-06,11.8030133340364,"GBP4_HUMAN",27,30.818318490218,9.0452535212841e-10,2.29721173023362e-07,0.0263516902923762,"Non-significant",6.63879897475082,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.783584833145124,11.6849571466446,22.1434832917872,3.29171629382535e-08,5.1445727538305e-06,9.7116902845907,"FLNC_HUMAN",102,29.1819373817807,1.40972306566958e-09,3.47176344081718e-07,0.942255020141625,"Up in HDV",6.45944987446553,"FLNC","Filamin-C","FLNC_HUMAN"
4.61374557018282,8.76343137025834,27.4425034820484,6.50625707918426e-09,1.55518680242737e-06,11.4147403355145,"OASL_HUMAN",28,28.5265219482763,1.69557636919844e-09,3.96062401540806e-07,-0.087877750396725,"Non-significant",6.40223638349418,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
0.735988140106173,11.7506799697876,22.6319780352814,2.79239159798285e-08,4.73085577319315e-06,9.88664038712141,"UBA7_HUMAN",43,28.5056424104087,1.70569509707496e-09,3.96062401540806e-07,0.0393736362457258,"Non-significant",6.40223638349418,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.75097346305847,8.83655440807343,26.1459514825471,9.38524227640728e-09,2.11871844389894e-06,11.0343409733999,"SAMD9_HUMAN",42,28.1596620422978,1.88361665151707e-09,4.2522645907998e-07,0.1749107837677,"Non-significant",6.37137971998384,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-0.540354251861547,16.3523199558258,-17.9412104980092,1.5994437120416e-07,1.79785433278351e-05,8.01162060273656,"FAS_HUMAN",149,-27.9430488573332,2.00556422625329e-09,4.40519472074608e-07,0.29260110855102,"Non-significant",6.35603488991334,"FASN","Fatty acid synthase","FAS_HUMAN"
3.13636350631712,10.8049821853638,27.3248097852003,6.7215106989127e-09,1.56073478428753e-06,11.3810646496,"ISG20_HUMAN",11,27.6122242181937,2.2092653193873e-09,4.6456041583786e-07,-0.647095203399649,"Up in CTRL.myr",6.33295779822838,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
2.26777005195615,11.0626474618912,30.7262981616322,2.7620496103648e-09,7.48239239447824e-07,12.2920619294099,"PLS1_HUMAN",7,27.5814844248802,2.22934123510232e-09,4.6456041583786e-07,-0.199110031127951,"Non-significant",6.33295779822838,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
0.805855989456225,13.0925189256668,23.8464172822354,1.88220665545318e-08,3.64206987830191e-06,10.3043244813889,"HOIL1_HUMAN",29,27.3924610841933,2.35737849729622e-09,4.7896037618816e-07,0.162096977233876,"Non-significant",6.31970041375585,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
0.872359752655024,11.9951841831207,24.3602818263247,1.60225314149573e-08,3.17851559183136e-06,10.4740680495121,"NUB1_HUMAN",27,27.2294902554196,2.4744090611959e-09,4.90476157081441e-07,-0.424278736114527,"Non-significant",6.30938209959829,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
