"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
3.22002053260804,11.2614809274674,47.6684226010628,8.12915617225267e-11,6.59599731816582e-07,12.8147966014676,"TSP1_HUMAN",50,51.689760507506,1.04044697497554e-11,8.44218675495151e-08,-0.0673680305480744,"Non-significant",7.07354504477249,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.90418052673338,13.539874792099,32.021802301865,1.72837567869859e-09,7.0120201284802e-06,11.3847680509646,"FGL1_HUMAN",17,32.6341784248386,4.64951336073995e-10,1.8863075704522e-06,-0.0953035354614755,"Non-significant",5.72438749226703,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
0.748694896698002,11.1359734535217,23.4335208215789,1.88242311103556e-08,3.81849528073563e-05,9.80307683170831,"MX1_HUMAN",43,30.0384987403345,9.20224752103257e-10,2.48890121285528e-06,-0.0123093128204008,"Non-significant",5.60399234066069,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
1.96244573593142,10.6553144454956,25.1321327799274,1.10367414837404e-08,2.98507067996898e-05,10.191131210257,"K1C19_HUMAN",26,26.410594529626,2.65163946393232e-09,5.3788506525867e-06,-0.0303499698639005,"Non-significant",5.26931051402972,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.0244936943054,10.5170843601227,21.8597550903047,3.1964783681782e-08,5.18724509587958e-05,9.39989129212038,"LAMC1_HUMAN",52,25.0579148610569,4.0823437913572e-09,6.62482750461446e-06,0.16333174705505,"Non-significant",5.17882542528087,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.493681192398105,13.2773281335831,14.7739604060383,6.16471542539358e-07,0.000358172128649615,6.85523246230018,"FAT1_HUMAN",153,21.0818139298164,1.67870379035563e-08,2.03882123669565e-05,0.071047306060775,"Non-significant",4.69062085137738,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
3.23636400699615,7.52385205030441,20.9931414333466,4.34779318433552e-08,5.8796656496164e-05,9.15760582828688,"MIME_HUMAN",7,20.961612349665,1.75890419729721e-08,2.03882123669565e-05,0.0292377471923508,"Non-significant",4.69062085137738,"OGN","Mimecan","MIME_HUMAN"
0.818985223770124,11.7026573419571,17.4230236472265,1.78450765479629e-07,0.000180993688887714,7.97564623912904,"FLNC_HUMAN",102,20.5332647891319,2.08158340192884e-08,2.11124596540633e-05,-0.0303348302841231,"Non-significant",4.67546116735744,"FLNC","Filamin-C","FLNC_HUMAN"
2.17132186889647,8.69604015350341,18.0574010148979,1.36207978388348e-07,0.000157884505234722,8.2100956471666,"PGBM_HUMAN",106,19.058432337939,3.81968222685783e-08,3.44365573208049e-05,-0.0675010681152237,"Non-significant",4.46298027218094,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.6481273174286,10.1677788496017,15.1468320113565,5.11510310525725e-07,0.000358172128649615,7.02826133842203,"AGRIN_HUMAN",63,17.9968407747129,6.08429784124106e-08,4.936799268383e-05,0.438652515411378,"Non-significant",4.30655453095464,"AGRN","Agrin","AGRIN_HUMAN"
