"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.03330254554747,12.1817754507065,36.3092067466819,7.31691221811931e-10,1.75391190445197e-06,13.2739951280337,"PURA1_HUMAN",29,42.8787222527615,4.88188709344695e-11,2.13649275617648e-07,-0.0208964347839249,"Non-significant",6.67029857532884,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.732646465301528,16.6991550922394,26.686403576227,7.63341004148649e-09,3.36996481296487e-06,11.2220134143761,"AL1L1_HUMAN",79,39.784832502473,9.06479712584474e-11,2.13649275617648e-07,0.163259983062702,"Non-significant",6.67029857532884,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.1746497154236,15.9396574497223,34.4991531977485,1.08079363104016e-09,1.75391190445197e-06,12.9527739128981,"ALDOC_HUMAN",31,39.5427381876458,9.53356688152546e-11,2.13649275617648e-07,-0.0280282497405757,"Non-significant",6.67029857532884,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.285523891449,11.1548366546631,33.095938952344,1.48333523573003e-09,2.00596368378557e-06,12.68571672565,"DPYD_HUMAN",55,39.0686214172029,1.05323774028912e-10,2.13649275617648e-07,-0.0273640155792005,"Non-significant",6.67029857532884,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.29114770889283,10.8524696826935,-35.4000904706338,8.87865196584479e-10,1.75391190445197e-06,13.1157931508438,"ANGL3_HUMAN",22,-37.6709946823312,1.42290399749744e-10,2.30908860713884e-07,-0.43442797660825,"Non-significant",6.63655940149031,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.89943122863767,10.3835783004761,26.8301164568927,7.32820421208898e-09,3.36996481296487e-06,11.2599810617505,"SYNE2_HUMAN",160,35.8267219246419,2.15335997171909e-10,2.60686171880502e-07,-0.139080762863175,"Non-significant",6.58388200540732,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-2.01965272426605,8.29278761148453,-36.5476544638197,6.96041946837556e-10,1.75391190445197e-06,13.3144814639258,"KCRB_HUMAN",12,-35.2318660908185,2.4723698279132e-10,2.60686171880502e-07,-0.0586681365966975,"Non-significant",6.58388200540732,"CKB","Creatine kinase B-type","KCRB_HUMAN"
0.849453687667827,15.4979468584061,27.9129950816038,5.4248821613795e-09,3.36996481296487e-06,11.5375936132806,"TKFC_HUMAN",40,34.6106133949589,2.86319299444604e-10,2.60686171880502e-07,0.119336724281307,"Non-significant",6.58388200540732,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-1.99648261070254,10.2518790960312,-39.0359540687913,4.20994633094814e-10,1.75391190445197e-06,13.7135845264991,"SYUG_HUMAN",9,-34.3467302247806,3.04976399915534e-10,2.60686171880502e-07,0.0873181819916002,"Non-significant",6.58388200540732,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.785745620727546,14.8048474788666,26.3911589104393,8.30654378349735e-09,3.36996481296487e-06,11.1431561944414,"ACOHC_HUMAN",48,34.1305336134661,3.21279482228867e-10,2.60686171880502e-07,0.214670300483705,"Non-significant",6.58388200540732,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.2150940895081,11.4372606277466,-31.1807607222915,2.33611424054886e-09,2.19653725140117e-06,12.2931372438,"ANXA3_HUMAN",21,-32.8045173738252,4.4542217164751e-10,3.28559590977081e-07,-0.0306961536407737,"Non-significant",6.48338585080606,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.902443647384676,14.8387418985367,-25.4461199705609,1.09563005783547e-08,4.23330585203667e-06,10.8827434986419,"VIME_HUMAN",46,-30.4064946615224,8.32452297459746e-10,5.62876495132365e-07,-0.0448858737946018,"Non-significant",6.24958688643919,"VIM","Vimentin","VIME_HUMAN"
0.723654270172073,15.0249533653259,27.1370773658323,6.72135004475403e-09,3.36996481296487e-06,11.3401790611501,"PBLD_HUMAN",23,30.0077899672713,9.28005382247888e-10,5.7921812858149e-07,-0.134021043777466,"Non-significant",6.23715785389016,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-1.48540830612182,9.61294245719909,-28.1383459566608,5.10313310393735e-09,3.36996481296487e-06,11.5935459886426,"ITA3_HUMAN",23,-29.7098802108471,1.00743198103293e-09,5.83878792435799e-07,-0.0446033477783239,"Non-significant",6.23367729884594,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-1.08911108970643,12.0789328813553,-27.282348483375,6.4540903843182e-09,3.36996481296487e-06,11.3777124702197,"PEG10_HUMAN",23,-29.1378537591529,1.18220944378208e-09,6.09323490141367e-07,0.0561807155609095,"Non-significant",6.21515207898676,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-1.02206397056577,12.1475692987442,-26.6098858780562,7.801751392767e-09,3.36996481296487e-06,11.2016873609144,"K1C19_HUMAN",26,-29.0805124984368,1.20152524553388e-09,6.09323490141367e-07,-0.092426538467425,"Non-significant",6.21515207898676,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-1.30380558967589,10.5100158452988,-31.0091763442615,2.43638590862836e-09,2.19653725140117e-06,12.2562693906445,"AMY1B_HUMAN",12,-28.4665673087281,1.43205295529662e-09,6.83510451722162e-07,-0.0657291412353498,"Non-significant",6.16525484014436,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
2.75194668769836,9.38644301891327,31.0841263935745,2.39200000360772e-09,2.19653725140117e-06,12.2724094225115,"NUA4L_HUMAN",5,27.7277576095007,1.77769452336274e-09,7.74610063192135e-07,0.623593807220498,"Up in B2",6.11091686526315,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.06560420989993,13.1823692321777,28.6398269868457,4.46158416588493e-09,3.36996481296487e-06,11.7158986366416,"GNMT_HUMAN",15,27.6599185584972,1.81385151597863e-09,7.74610063192135e-07,0.155901670455933,"Non-significant",6.11091686526315,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.678825139999375,12.4553626775742,-21.4647892350167,3.97548089662321e-08,8.26957650870779e-06,9.63294930019015,"HKDC1_HUMAN",55,-27.4244225762035,1.94590544639155e-09,7.88132591233717e-07,-0.236633300781246,"Non-significant",6.10340071297098,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.692649364471428,16.7662618160248,22.2795525474956,2.99945643249322e-08,7.88964473644181e-06,9.9110031719291,"SBP1_HUMAN",39,27.267638371165,2.03978117031157e-09,7.88132591233717e-07,0.531384706497199,"Up in B2",6.10340071297098,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.684077978134146,14.9392515420914,21.5891441085455,3.80563742260579e-08,8.26957650870779e-06,9.6762082415453,"KPYR_HUMAN",45,26.8216189322905,2.33577053650099e-09,8.61474642416776e-07,-0.0260438919067241,"Non-significant",6.06475750152477,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
0.590227365493776,16.2698601484299,21.7293874365732,3.62384179360889e-08,8.26957650870779e-06,9.72463424954536,"GLYC_HUMAN",30,26.3150102515139,2.73177323483362e-09,9.34982131491852e-07,0.0469273328781146,"Non-significant",6.02919668888004,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
0.890730381011975,13.2536644935608,24.4092737476519,1.50219050356624e-08,5.25513600927525e-06,10.5822146324694,"BUP1_HUMAN",23,26.2092608126041,2.82360260434262e-09,9.34982131491852e-07,0.0316939353943244,"Non-significant",6.02919668888004,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
