"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.98859834671022,14.0208990573883,197.289790548275,4.15014782475081e-15,1.6837149725014e-11,22.7384212442157,"MX1_HUMAN",43,254.394706482925,6.3820500379003e-17,2.66310211543321e-13,0.0852293968200755,"Non-significant",12.5746121804184,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
4.72670030593875,12.5484127998352,200.147635538484,3.72908677577396e-15,1.6837149725014e-11,22.7758989289636,"IFIT1_HUMAN",34,253.501231641036,6.56421522167416e-17,2.66310211543321e-13,0.220530509948727,"Non-significant",12.5746121804184,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
4.21269369125368,12.4894738197327,172.220942533668,1.14044377312489e-14,3.08452025837847e-11,22.346259925458,"IFIT2_HUMAN",29,205.253790222408,3.5529711143185e-16,9.60960254052677e-13,0.0689275264740257,"Non-significant",12.017294574665,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
2.50311207771303,14.6632918119431,110.181157422487,3.16042051994828e-13,4.27394201647673e-10,20.5298441986899,"STAT1_HUMAN",41,150.415079191439,4.26907979188412e-15,8.65982835783693e-12,-0.0327732563018248,"Non-significant",11.0624907158329,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
4.2334895133972,12.7522494792938,119.757937954795,1.70049969993186e-13,2.75957091304942e-10,20.9319725180281,"IFIT3_HUMAN",30,132.65448575729,1.16608949293029e-14,1.89233002912727e-11,-0.3960256576538,"Non-significant",10.7230031188172,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
3.46670150756837,11.6836438179016,122.255496321188,1.45852676969262e-13,2.75957091304942e-10,21.0271114339234,"OAS1_HUMAN",20,127.076063549372,1.64412046876826e-14,2.22339891393094e-11,-0.147968292236325,"Non-significant",10.6529826108159,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.42994928359987,13.02654337883,91.0142186193957,1.30868669927604e-12,1.15779304863212e-09,19.5030275839214,"RIGI_HUMAN",56,118.495457021839,2.87550338728009e-14,3.33311921205581e-11,0.0319089889526261,"Non-significant",10.4771491531225,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
-3.1735942363739,12.2534555196762,-91.0959931135551,1.29997861132123e-12,1.15779304863212e-09,19.5081782847539,"TSP1_HUMAN",50,-105.848492155468,7.08964746535343e-14,7.19067494173471e-11,0.249540090560912,"Non-significant",10.1432303433148,"THBS1","Thrombospondin-1","TSP1_HUMAN"
4.14173507690433,12.0642628669739,95.5331599649927,9.12813745879613e-13,1.05808153343817e-09,19.7766842300304,"OAS2_HUMAN",31,103.655279238666,8.38152281258877e-14,7.55640845570503e-11,0.118355274200475,"Non-significant",10.1216845746697,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
3.1925525665283,10.0466721057892,89.9615020163279,1.42690787359148e-12,1.15779304863212e-09,19.4360384136427,"CMPK2_HUMAN",26,97.7427437314755,1.34039607898604e-13,1.08759737848927e-10,0.42474496364594,"Non-significant",9.96353184789312,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
2.24712300300598,10.1230090856552,74.7993663400403,5.62577012957258e-12,3.62219660387516e-09,18.3106897067415,"HELZ2_HUMAN",117,96.2124203943787,1.52061156966645e-13,1.12165838875214e-10,0.0780775547027019,"Non-significant",9.95013939127039,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
2.44198417663575,11.421893119812,76.4165615525755,4.79897229041926e-12,3.53989646949654e-09,18.4468287578212,"DDX60_HUMAN",75,93.5349116824412,1.9054567354602e-13,1.28840632929367e-10,-0.0182859897613756,"Non-significant",9.88994715037628,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.97324037551883,10.8892090320587,65.675834743665,1.47881150497115e-11,7.49942284458493e-09,17.4537937163057,"SLFN5_HUMAN",37,77.2143364289248,8.82140935788690e-13,5.50591657922264e-10,-0.133838653564451,"Non-significant",9.25917037293864,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
1.6088192462921,11.8522332906723,61.0234066022874,2.5522431685839e-11,1.21817065116998e-08,16.9496163405518,"SAMH1_HUMAN",38,75.3861735456979,1.06827995644071e-12,6.19144540468563e-10,0.0552730560302752,"Non-significant",9.20820795227215,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-1.8024184703827,13.6057635545731,-74.4871648961392,5.80337143830134e-12,3.62219660387516e-09,18.2839044456098,"FGL1_HUMAN",17,-71.8839383334669,1.56222799181934e-12,8.45061195041472e-10,-0.135844945907596,"Non-significant",9.07311184051003,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
3.73067641258238,14.6254426240921,67.7469153640842,1.17420166485278e-11,6.35164820574361e-09,17.6626454155932,"ISG15_HUMAN",15,68.2140857830357,2.37432295763192e-12,1.19428604544112e-09,0.0984179973602242,"Non-significant",8.92289164215268,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
0.879830121994003,11.1092430353164,40.0211719601323,5.83661952864521e-10,1.30904936709927e-07,13.8415668529008,"PAR14_HUMAN",91,67.7675551003119,2.50220147553599e-12,1.19428604544112e-09,0.0933191776275635,"Non-significant",8.92289164215268,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-0.98954606056215,13.2052952051163,-41.8303761451648,4.20595703511768e-10,9.75061010941282e-08,14.1807505971864,"FAT1_HUMAN",153,-67.2802664724533,2.65067002772894e-12,1.19486314472181e-09,0.622067451477074,"Up in D",8.92268183437758,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
3.77101731300353,10.4876552820206,70.0401227653502,9.16918992954383e-12,5.31420050630847e-09,17.8836411275047,"ISG20_HUMAN",11,66.6693910024814,2.85098286622042e-12,1.21751973560592e-09,0.0995696783065805,"Non-significant",8.91452399028148,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
3.18224263191222,14.3860305547714,58.7969914885494,3.36349508534838e-11,1.45606769338932e-08,16.6895719813282,"OAS3_HUMAN",45,63.5458320603122,4.18241412140338e-12,1.69680540905335e-09,-0.0806481838226283,"Non-significant",8.77036796005121,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-1.87156891822815,12.7308677434921,-58.2853387229844,3.58902561841095e-11,1.45606769338932e-08,16.6279576846671,"ANXA1_HUMAN",23,-62.5133784346298,4.76690922071287e-12,1.84184292461258e-09,0.480647563934324,"Non-significant",8.73474740990613,"ANXA1","Annexin A1","ANXA1_HUMAN"
4.25763559341433,8.94148635864259,58.615396233105,3.44164752299504e-11,1.45606769338932e-08,16.6677852585958,"OASL_HUMAN",28,61.5766025090601,5.37770452507127e-12,1.95241403823762e-09,-0.0105786323547505,"Non-significant",8.70942807834228,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
2.79814505577088,10.1316758394241,56.3121263670737,4.63483158330538e-11,1.79081064128285e-08,16.3835132297998,"IFIH1_HUMAN",45,61.3556097205627,5.53432621142042e-12,1.95241403823762e-09,-0.225720167160038,"Non-significant",8.70942807834228,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-1.16530442237855,14.7073115110397,-45.6573103529933,2.19781368820452e-10,6.14195763971853e-08,14.8445262525927,"VIME_HUMAN",46,-59.2749512576891,7.28941180266882e-12,2.46442864028562e-09,-0.0759248733520241,"Non-significant",8.60828375270864,"VIM","Vimentin","VIME_HUMAN"
