"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.9134819507599,13.3554788827896,-32.938359311182,1.02857710147387e-09,6.24571012169369e-06,10.6232322649351,"FGL1_HUMAN",17,-33.621890629925,2.97198044628901e-10,1.35694078602805e-06,0.0199470520019496,"Non-significant",5.86743910360214,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-3.41751122474668,11.3014544248581,-31.2816278071932,1.53948980076255e-09,6.24571012169369e-06,10.4542482231021,"TSP1_HUMAN",50,-33.1491363708011,3.34469013070755e-10,1.35694078602805e-06,0.144582271575949,"Non-significant",5.86743910360214,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.85879778862,11.377054810524,-20.2680632779014,4.50266807329677e-08,0.000101153524120792,8.59521744182438,"K1C19_HUMAN",26,-22.7359670970092,7.68965265836668e-09,2.07979472233291e-05,-0.0418918132782249,"Non-significant",4.68197952818992,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.896790266036977,12.5154436826706,-18.6648195796485,8.50920601199504e-08,0.000116261089524013,8.15549463088258,"LG3BP_HUMAN",20,-19.6263379545354,2.59093243791655e-08,5.25570645031372e-05,0.142536401748675,"Non-significant",4.27936889964484,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.796609878540021,10.5643532276154,-14.7746944089225,5.11025803135689e-07,0.000539716639020727,6.77831908320609,"LAMC1_HUMAN",52,-17.1422476665587,7.87467038449985e-08,9.95168382834958e-05,-0.172366857528701,"Non-significant",4.0021034302602,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.663769721984849,16.5065050125122,14.6964302337474,5.32133733320904e-07,0.000539716639020727,6.74503950310144,"ALDOC_HUMAN",31,16.8203421020452,9.19641931551796e-08,9.95168382834958e-05,-0.0824799537658496,"Non-significant",4.0021034302602,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.74846577644345,11.8123735189438,-20.0022621142576,4.98661691500082e-08,0.000101153524120792,8.52652952746966,"Q15194_HBV",5,-16.699902810255,9.75317121703963e-08,9.95168382834958e-05,-0.0582931041717458,"Non-significant",4.0021034302602,"PreC-C","Capsid protein","Q15194_HBV"
2.06169366836549,10.3316202163696,18.6399711012898,8.59707341809314e-08,0.000116261089524013,8.14817548216946,"NUA4L_HUMAN",5,16.6876549023098,9.81186475558253e-08,9.95168382834958e-05,0.120054125785829,"Non-significant",4.0021034302602,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.14971947669983,8.69011342525482,-14.0100835172065,7.65660642505697e-07,0.000621257045329122,6.44189653019748,"LAMA5_HUMAN",58,-15.2120701275642,2.08782943190701e-07,0.000188229422338816,-0.0491726398468,"Non-significant",3.72531249057575,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.613058567047103,11.3688097000122,14.4151205827205,6.16501966689354e-07,0.000555810773079713,6.62328061779023,"APOL3_HUMAN",18,14.8212424148804,2.5796542955259e-07,0.000209313149538972,-0.0878806114196777,"Non-significant",3.67920348741464,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
