"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.47259330749513,10.9497153759003,54.244439636639,5.20849446967975e-11,2.28509485657653e-07,15.3816064149583,"TRFM_HUMAN",39,69.7122951287139,1.5144188580522e-12,1.22879946142356e-08,-0.140017032623298,"Non-significant",7.91051898766154,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.45604252815247,11.3167864084244,53.6803105993532,5.63247438150487e-11,2.28509485657653e-07,15.3293669123778,"ANXA3_HUMAN",21,56.4762001338081,8.3092416740037e-12,3.19942940894772e-08,-0.27959060668945,"Non-significant",7.49492746750542,"ANXA3","Annexin A3","ANXA3_HUMAN"
1.11938357353212,14.730271935463,40.6088836959037,4.5414604086848e-10,6.92143158416537e-07,13.7784062070889,"VIME_HUMAN",46,53.8560313331585,1.21975723470909e-11,3.19942940894772e-08,-0.13090109825135,"Non-significant",7.49492746750542,"VIM","Vimentin","VIME_HUMAN"
-0.880366802215597,16.7730152606964,-32.772216462996,2.25066863812564e-09,1.63063062248675e-06,12.406045465892,"AL1L1_HUMAN",79,-49.5054275725412,2.40865274007722e-11,3.19942940894772e-08,-0.0303814411163508,"Non-significant",7.49492746750542,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.33815002441407,13.3569083213806,41.1972620620913,4.07858054976507e-10,6.92143158416537e-07,13.8652994266169,"K2C7_HUMAN",37,48.7471972388483,2.72838821832561e-11,3.19942940894772e-08,0.489044666290225,"Non-significant",7.49492746750542,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.864840745925903,15.5056403875351,-35.2434538667562,1.30854924550074e-09,1.51679551114186e-06,12.8866914856518,"TKFC_HUMAN",40,-48.6904646912759,2.75416550891233e-11,3.19942940894772e-08,0.0672717094421511,"Non-significant",7.49492746750542,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.898373365402202,12.6923779249191,33.5953040128291,1.87056468787805e-09,1.63063062248675e-06,12.5716818940547,"LIMC1_HUMAN",62,48.6773388242759,2.76016833406878e-11,3.19942940894772e-08,-0.054456233978275,"Non-significant",7.49492746750542,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
1.49680757522583,10.749639749527,42.8297683865344,3.05040395908175e-10,6.92143158416537e-07,14.0964881793002,"ANGL3_HUMAN",22,45.3075575921895,4.9256982139334e-11,4.99588941348195e-08,-0.199604153633118,"Non-significant",7.3013871835177,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
1.0602102279663,13.9160289764404,34.4227513850487,1.56007494637533e-09,1.58230601436118e-06,12.7325233057536,"PLOD2_HUMAN",38,41.6349809075791,9.74294626562328e-11,8.78380733325192e-08,-0.13652539253235,"Non-significant",7.05631719873907,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.521203756332421,15.0330065488815,-21.4419321228344,5.26299717755389e-08,7.23795916926649e-06,9.36506107379577,"GDE_HUMAN",104,-40.1385870617468,1.30885187174549e-10,1.06200240873429e-07,0.21731305122375,"Non-significant",6.97387449822741,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
