"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HDV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.21821880340576,10.2018082141876,23.8583516431437,2.50164925451043e-08,0.000188061141797374,9.12913683459969,"TSP1_HUMAN",50,26.6683347951837,4.20494822290763e-09,2.67719192905087e-05,0.0573592185974228,"Non-significant",4.57232049293716,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.420969009399373,14.0075480937958,14.8145144225324,8.23565064768005e-07,0.000956159040195654,6.47896722560712,"FINC_HUMAN",120,24.3231814783324,8.71069445926069e-09,2.67719192905087e-05,-0.0231275558471751,"Non-significant",4.57232049293716,"FN1","Fibronectin","FINC_HUMAN"
0.655294418334977,12.1762254238129,21.9506168521522,4.62805812224374e-08,0.000188061141797374,8.72253586690261,"PAI1_HUMAN",22,23.9377608484475,9.88258371742662e-09,2.67719192905087e-05,0.0786588191986244,"Non-significant",4.57232049293716,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.577133417129549,14.2528866529465,18.4073753992059,1.68903058102909e-07,0.000457558384400781,7.77929427475453,"PLOD2_HUMAN",38,23.0131315357365,1.34886627216206e-08,2.74055904846527e-05,0.0197165012359246,"Non-significant",4.56216083612184,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.496590614318851,17.2189807891846,-16.8263785453788,3.25876276755993e-07,0.000662099125298988,7.25804328677538,"SBP1_HUMAN",39,-21.8249474148792,2.04902989368262e-08,3.33049318919173e-05,0.148113965988175,"Non-significant",4.47749145013187,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.354660511016846,11.4345984458923,-11.7668724211867,4.32265417518102e-06,0.00145706434741254,4.97636621183809,"CGNL1_HUMAN",84,-17.1950361834883,1.33119964274622e-07,0.000180310991609976,0.166544675827025,"Non-significant",3.74397779823567,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.443238019943223,13.7400768995285,13.4414535922662,1.66436907670046e-06,0.00116217586179291,5.85700190851535,"FIBB_HUMAN",38,16.4451311381387,1.88508119662875e-07,0.00019724500455083,0.194964885711673,"Non-significant",3.70499398697016,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.85308361053465,12.0655336380005,-15.5354394806215,5.83133765269746e-07,0.00078985468505787,6.77473055665715,"APOA5_HUMAN",23,-16.382874657642,1.94162672130754e-07,0.00019724500455083,0.240286350250242,"Non-significant",3.70499398697016,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.521643877029396,10.0243095159531,13.5226702801251,1.59361155183386e-06,0.00116217586179291,5.89611452768119,"CDHR2_HUMAN",30,15.2452632822823,3.39792376515559e-07,0.00030683251599355,-0.0624608993530238,"Non-significant",3.51309861875078,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.284396886825554,12.5608202219009,-9.81920768179852,1.55285232208003e-05,0.0030236828574573,3.74105373443563,"CING_HUMAN",80,-14.871467910321,4.11921916912222e-07,0.000329635875706325,0.305206060409542,"Non-significant",3.48196552824492,"CGN","Cingulin","CING_HUMAN"
0.424082756042424,12.6472103595734,11.7072311557678,4.48217161133425e-06,0.00145706434741254,4.94217495572062,"LIMC1_HUMAN",62,14.6252027114067,4.68788400156486e-07,0.000329635875706325,0.204714775085401,"Non-significant",3.48196552824492,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.709209680557276,11.5502828359604,13.3845888726645,1.71602194432323e-06,0.00116217586179291,5.82943232929627,"EHD2_HUMAN",32,14.529488698728,4.93223753227717e-07,0.000329635875706325,0.0725321769714,"Non-significant",3.48196552824492,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
0.817679643630974,9.08666408061981,16.1664892202708,4.36352410925877e-07,0.00070924720871892,7.01802753720452,"LBP_HUMAN",10,14.2793942904429,5.64093691807786e-07,0.000329635875706325,0.120194435119629,"Non-significant",3.48196552824492,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.483799219131498,12.2274528741837,-13.4554788637629,1.65190063466772e-06,0.00116217586179291,5.86377832098507,"HRG_HUMAN",21,-14.2671416811829,5.67848192431223e-07,0.000329635875706325,0.00515794754032584,"Non-significant",3.48196552824492,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.41888523101807,17.0696310997009,-12.6688486994906,2.54806601885648e-06,0.00139658187140327,5.46894326970051,"GSTM1_HUMAN",24,-14.0093493154848,6.53715044947342e-07,0.00035418281135247,-0.116273641586313,"Non-significant",3.45077251913665,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.480892658233625,10.4482192993164,11.9975705589214,3.76313441504016e-06,0.00143931608479462,5.10667108290438,"TRFM_HUMAN",39,13.8525257244521,7.13026807098201e-07,0.000362173053830443,0.0654780864715754,"Non-significant",3.44108386492224,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.547149658203125,9.66170620918274,13.0005260780907,2.11623447767473e-06,0.00132297212308174,5.63915977435517,"DREB_HUMAN",21,13.6914165625369,7.80313151939285e-07,0.000373035587400622,0.0806131362915021,"Non-significant",3.42824973474769,"DBN1","Drebrin","DREB_HUMAN"
0.392275333404525,13.7079627513886,11.4137313662475,5.370462146451e-06,0.0015587766380074,4.7708172845122,"PFKAP_HUMAN",34,13.4999179555275,8.69717812551694e-07,0.00039267759236709,0.156896114349376,"Non-significant",3.40596388046877,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.211867809295651,15.0739076137543,-7.73960406809293,7.96856774807391e-05,0.00622010564044331,2.09204561395143,"CO3_HUMAN",111,-13.3690098509255,9.37430802316257e-07,0.000400973691074959,-0.233640313148503,"Non-significant",3.39688412163368,"C3","Complement C3","CO3_HUMAN"
0.470465660095197,10.6826176643372,12.4158316753052,2.94475760693051e-06,0.00139658187140327,5.33526241387823,"ANXA3_HUMAN",21,13.1317008959888,1.07577777747203e-06,0.000437142299875758,0.0377960205078125,"Non-significant",3.35937716716904,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.601823806762702,10.3289840221405,11.8254936399473,4.1720754018654e-06,0.00145706434741254,5.00976926101248,"ITA2_HUMAN",32,12.8919630121999,1.23918505127695e-06,0.000479564614844181,-0.212263584136952,"Non-significant",3.3191528692447,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.431385040283203,17.646863937378,-10.962714475703,7.14994599119867e-06,0.00198073728851546,4.49706973221345,"SCP2_HUMAN",39,-12.716516879178,1.37641059837382e-06,0.000508458587862911,-0.000204563140901115,"Non-significant",3.29374441303624,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.460503339767451,14.1973422765732,-11.9393257565446,3.89626601027213e-06,0.00143931608479462,5.07406213671114,"GLNA_HUMAN",20,-12.485586418106,1.58369107320149e-06,0.000547895508855528,-0.0268648862838754,"Non-significant",3.26130225949823,"GLUL","Glutamine synthetase","GLNA_HUMAN"
0.340320587158201,13.4872374534607,10.8027744454594,7.93383300683118e-06,0.00198073728851546,4.39682844805143,"MUC18_HUMAN",27,12.4506421643851,1.61800076443124e-06,0.000547895508855528,-0.0112218856811506,"Non-significant",3.26130225949823,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
