"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.0772756735484,13.1643590927124,133.046438154242,2.67851722046845e-12,1.42114927593179e-08,16.9285906042876,"IFIT1_HUMAN",34,168.288091377667,6.90347234926913e-14,5.60147746419697e-10,-0.0525719324747804,"Non-significant",9.25169740693701,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
5.28030570348106,14.2522100721087,127.60309864574,3.50295606589053e-12,1.42114927593179e-08,16.8290596173454,"MX1_HUMAN",43,150.583364029089,1.50286231883011e-13,6.09711242749377e-10,-0.0697668393452879,"Non-significant",9.21487579674617,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
4.26462761561078,12.3074328558786,116.08386966896,6.43235817523055e-12,1.73973847446069e-08,16.5822386251356,"OAS2_HUMAN",31,135.067370180695,3.21664958408171e-13,8.699964908413e-10,-0.0600620905558156,"Non-significant",9.06048249911855,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
2.58992465337117,14.8048801422119,89.9268337760339,3.31513771056187e-11,5.37980547669981e-08,15.7582193845943,"STAT1_HUMAN",41,124.717492606789,5.61921544061406e-13,1.13985785212856e-09,-0.0995719432830242,"Non-significant",8.9431493047033,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
3.71603918075562,13.2764060156686,97.3511235124988,1.99187187286117e-11,4.04051209409888e-08,16.0396891560953,"IFIT3_HUMAN",30,111.610256804982,1.22204556690913e-12,1.66910343368856e-09,-0.0128938357035508,"Non-significant",8.77751674942723,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
2.26350402832033,13.2714448656355,76.1523240466815,9.64066281628616e-11,9.77804226141824e-08,15.0929957187009,"RIGI_HUMAN",56,111.451979227745,1.23423966010985e-12,1.66910343368856e-09,-0.093867540359474,"Non-significant",8.77751674942723,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
2.08488432566324,10.3530487333025,67.4885961672906,2.09310975049077e-10,1.69834925154821e-07,14.5472646388408,"HELZ2_HUMAN",117,106.064046095547,1.74565085312298e-12,2.02345871746283e-09,-0.0780355135599997,"Non-significant",8.69390565164354,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
2.60146617889405,10.4158342906407,78.446750512767,7.9678982760988e-11,9.77804226141824e-08,15.2191821841334,"IFIH1_HUMAN",45,101.550558492738,2.36636731298643e-12,2.40008804719649e-09,-0.142122308413187,"Non-significant",8.61977282590915,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
3.64252018928529,13.0347405842373,77.3759898511838,8.70287298729656e-11,9.77804226141824e-08,15.1611556434151,"IFIT2_HUMAN",29,85.3925075295313,7.95317226327694e-12,7.17022663824767e-09,0.0340779622396088,"Non-significant",8.14446711683084,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
3.91421031951907,14.813262122018,70.5639846410649,1.5724648399041e-10,1.41766441233132e-07,14.7545664384033,"ISG15_HUMAN",15,69.8782224135168,3.23181645755072e-11,2.62229587365665e-08,0.286013682683313,"Non-significant",7.58131830843273,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
1.80824263890582,11.5925444194249,54.8320115117228,7.93401960764914e-10,5.85242137240592e-07,13.4949569324612,"STAT2_HUMAN",35,67.6807847005435,4.04067852939214e-11,2.98055141704435e-08,0.0541965961456334,"Non-significant",7.52570338182107,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.12741382916768,10.945657321385,36.5264701589766,1.07130007079714e-08,3.09993024740984e-06,11.0980799078973,"RN213_HUMAN",232,60.6328141672043,8.71466822540582e-11,5.89256816507857e-08,0.0723385810852086,"Non-significant",7.22969538486707,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
3.23145103454588,14.5922442844936,54.019305995887,8.73146165855868e-10,5.90392332479542e-07,13.4141794558816,"OAS3_HUMAN",45,59.6811970655616,9.73329126641029e-11,6.07507117966562e-08,0.0530683994293213,"Non-significant",7.21644862921032,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
3.1622745990753,10.2876878465925,51.6462230758211,1.16467648641566e-09,6.30012334051778e-07,13.1673417296289,"CMPK2_HUMAN",26,55.2285362003072,1.67314343867533e-10,9.69706132957975e-08,0.108006954193108,"Non-significant",7.01335985766263,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
2.23779074350993,11.6838320323399,46.5814593123282,2.2572125794464e-09,1.07735428644871e-06,12.5796849475997,"DDX60_HUMAN",75,54.6802737630537,1.79391057605144e-10,9.70386027605425e-08,-0.0624921321868879,"Non-significant",7.01305546541596,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
3.31869808832805,11.9946953909738,50.7759051331132,1.29876956274231e-09,6.58638514505692e-07,13.0725043264931,"OAS1_HUMAN",20,52.9568890574624,2.24362132075172e-10,1.09788157782162e-07,0.210314909617091,"Non-significant",6.95944450221037,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
1.19111776351927,11.3216232572283,45.5361663645567,2.61060799193171e-09,1.17680406925189e-06,12.4468627564276,"TAP1_HUMAN",24,52.7683275514899,2.30022021480989e-10,1.09788157782162e-07,0.224150339762369,"Non-significant",6.95944450221037,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
0.91587702433265,11.1566393715995,30.3609359493916,3.49324811450105e-08,8.0983472003033e-06,9.90028739669215,"PAR14_HUMAN",91,47.6855147008701,4.66569982302436e-10,2.10319379800109e-07,-0.2050865491231,"Non-significant",6.67712070756824,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.73152335484825,11.133747782026,40.3839742137212,5.63385300362818e-09,2.07786742142905e-06,11.7246055445309,"SLFN5_HUMAN",37,46.5091973664072,5.55440831291717e-10,2.37202468689526e-07,0.0317783355712935,"Non-significant",6.62488079535559,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
2.88656020164489,8.2381522996085,44.9957775733178,2.81816434271392e-09,1.20350449877793e-06,12.3765032782505,"XAF1_HUMAN",16,45.6099029757769,6.36534747246302e-10,2.5128119785926e-07,0.0650026003519688,"Non-significant",6.59984000631973,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
1.06440711021426,12.0373546055385,34.0713869970718,1.67189427913192e-08,4.11083338814437e-06,10.6533866108549,"PML_HUMAN",44,45.4698389067232,6.50345717900475e-10,2.5128119785926e-07,-0.0531759262084925,"Non-significant",6.59984000631973,"PML","Protein PML","PML_HUMAN"
2.40271862347919,9.91948768070765,43.4164506684819,3.54316908747727e-09,1.43746369878953e-06,12.1639487966126,"IRF9_HUMAN",16,43.5856909058436,8.73771735745694e-10,3.22262902901844e-07,-0.117049694061276,"Non-significant",6.49178968515566,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
0.717144330342599,11.7336213248117,26.0851548283226,9.20068620245464e-08,1.96458862754518e-05,8.88364847078246,"DSRAD_HUMAN",59,42.3999201113111,1.05917799399813e-09,3.71919960246385e-07,-0.146885077158613,"Non-significant",6.42955051324564,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
1.24989573160806,10.0967728751046,33.6972648376369,1.7942003735975e-08,4.28180642099121e-06,10.5821039535034,"TDRD7_HUMAN",52,42.1702224449308,1.10008368818256e-09,3.71919960246385e-07,0.0465488433838086,"Non-significant",6.42955051324564,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
1.10557635625206,11.9349344798497,37.5270780904857,9.01156274892164e-09,2.93460395848502e-06,11.2685794182503,"5NT3A_HUMAN",23,41.6601843160294,1.19753480732643e-09,3.77041567875642e-07,-0.083166837692259,"Non-significant",6.42361076729063,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.5029044946035,11.7469600949969,38.522711171171,7.620949520617e-09,2.68853845262114e-06,11.4325116117214,"E2AK2_HUMAN",23,41.6074144226896,1.20816869173856e-09,3.77041567875642e-07,0.259580731391904,"Non-significant",6.42361076729063,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.23314889272054,11.916905948094,36.285636385946,1.11761962406317e-08,3.09993024740984e-06,11.056149486608,"TAP2_HUMAN",22,39.0600779028891,1.87697381499231e-09,5.54442901265079e-07,0.187934637069683,"Non-significant",6.25614317258486,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.63740833600364,9.6192696435111,42.5901556468806,4.00731067609722e-09,1.5483485155168e-06,12.0484508067029,"HLAF_HUMAN",14,38.916140014608,1.92590966878163e-09,5.54442901265079e-07,-0.006693045298233,"Non-significant",6.25614317258486,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
1.82102203369142,11.8762048993792,34.7772164709605,1.46641903381479e-08,3.80002227230507e-06,10.7852580291754,"SAMH1_HUMAN",38,38.7572837229633,1.98161746816457e-09,5.54442901265079e-07,-0.222043434778858,"Non-significant",6.25614317258486,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
3.17368419965107,11.0130135672433,36.1430056037259,1.14614132884268e-08,3.09993024740984e-06,11.0311494024807,"ISG20_HUMAN",11,35.5383413258175,3.62599107411483e-09,9.624516838913e-07,1.10557635625206,"Up in D",6.01662106332188,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
0.804943243662521,11.608216558184,26.9875094273696,7.40747670430427e-08,1.62443962104662e-05,9.1135530772209,"PARP9_HUMAN",37,35.4670000548104,3.67710157759802e-09,9.624516838913e-07,-0.0832351843516062,"Non-significant",6.01662106332188,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
1.08607546488443,16.473226411002,36.8881809641891,1.00583388628703e-08,3.02271709382701e-06,11.1603973800103,"HLAA_HUMAN",17,35.2062728953779,3.87101891515353e-09,9.81461429327659e-07,-0.0390892028808238,"Non-significant",6.00812676316465,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
2.13163534800211,13.0731334686279,37.278295800149,9.403463510058e-09,2.93460395848502e-06,11.2267374370903,"UB2L6_HUMAN",12,35.0515006818068,3.9916474202382e-09,9.81461429327659e-07,0.688543160756408,"Up in D",6.00812676316465,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
2.17394725481668,11.2648408072335,52.4432921114494,1.05573101226227e-09,6.30012334051778e-07,13.2521271620613,"PLS1_HUMAN",7,34.864204645339,4.14340783604777e-09,9.88812093579165e-07,0.0170038541158082,"Non-significant",6.00488623062239,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
1.04142864545189,11.3112530027117,34.6591888704538,1.49865310221546e-08,3.80002227230507e-06,10.7634403598278,"T23O_HUMAN",17,33.1875082083549,5.83972188167054e-09,1.35381438136785e-06,-0.0368085702260075,"Non-significant",5.86844087676888,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.683187405268342,12.0001219340733,23.1366034309548,1.97448803055101e-07,3.72581299532345e-05,8.06467219685662,"DTX3L_HUMAN",43,31.9200413478474,7.65736867282648e-09,1.72588581698095e-06,-0.0972239176432286,"Non-significant",5.76298794019407,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
1.07416923840841,10.4098473957607,25.6784645865712,1.01696421777603e-07,2.06291191575868e-05,8.7770495004432,"CMTR1_HUMAN",42,30.1425528910809,1.14062892438674e-08,2.50136840337136e-06,0.0684723854064941,"Non-significant",5.60182234034923,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
1.38185922304789,9.54204027993338,30.2150973410277,3.60233950704753e-08,8.11927298893991e-06,9.86844435563305,"TREX1_HUMAN",15,29.2421448413097,1.40829660909101e-08,3.00708386478012e-06,-0.300159136454299,"Non-significant",5.52185445966026,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.79285279909767,11.7788799830845,23.0000413204481,2.05022568385032e-07,3.78080254517307e-05,8.0239669546434,"UBA7_HUMAN",43,28.9794503723728,1.49943579111376e-08,3.11959538694796e-06,0.0964005788166826,"Non-significant",5.50590173053633,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.00163515408833,10.5822589056832,24.2329968747241,1.47074172959898e-07,2.91063375462588e-05,8.38215366916939,"PAR10_HUMAN",43,28.6062564485112,1.64073466155236e-08,3.32823026095897e-06,0.125209331512426,"Non-significant",5.47778663502418,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.21140178044636,10.5515537261963,25.8861976944615,9.66072730375429e-08,2.0099267010939e-05,8.83173663076004,"IFIT5_HUMAN",24,27.8517119315092,1.97548157183553e-08,3.90952621313989e-06,-0.199915568033852,"Non-significant",5.40787587060578,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-0.470338980356924,12.9120960235596,-15.7938765521551,2.20968242145575e-06,0.000275836356426031,5.40561120993101,"FAT1_HUMAN",153,-26.90197228694,2.5135021957137e-08,4.85584686095738e-06,-0.177309751510617,"Non-significant",5.31373501807981,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
1.71661671002706,8.97634826387678,23.6261428902176,1.72830657372438e-07,3.33892369980943e-05,8.20844274952292,"SAMD9_HUMAN",42,25.5621536138301,3.58256491529763e-08,6.67812801415885e-06,-0.109246969223042,"Non-significant",5.1753452601379,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
0.819328705469752,12.1407526561192,22.5430838914889,2.32916867366402e-07,4.19974991513553e-05,7.88580551926456,"RO52_HUMAN",27,25.5224720882906,3.62136594309822e-08,6.67812801415885e-06,-0.141004959742226,"Non-significant",5.1753452601379,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
1.59579094250996,12.2026335852487,37.3182910979052,9.33915183691843e-09,2.93460395848502e-06,11.2334883379007,"BST2_HUMAN",7,25.2656294343254,3.8844285766331e-08,7.00405632684465e-06,-0.283552964528409,"Non-significant",5.15465036996445,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-0.429205179214488,11.4108115604946,-14.2343607237056,4.23977539239829e-06,0.000446481873343779,4.6761273717065,"VP13C_HUMAN",153,-23.7646301116089,5.93761043553073e-08,1.04734284943253e-05,0.088433027267401,"Non-significant",4.97991112802214,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.928823550542212,10.6549243927002,20.7523022039336,3.9394104932786e-07,6.6592451546797e-05,7.31334711054663,"PAR12_HUMAN",33,23.4117402192643,6.58553052093305e-08,1.13691477972023e-05,-0.22060481707255,"Non-significant",4.94427208771713,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
0.393410444259667,12.905264036996,13.8514743991855,5.02712605499757e-06,0.000491446997713858,4.48488658227469,"CO4B_HUMAN",83,23.3341903401337,6.73851231792256e-08,1.13908935307549e-05,-0.157186031341558,"Non-significant",4.94344220741731,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.917506933212325,12.7839923586164,21.9501142469059,2.75898906728905e-07,4.86661680260507e-05,7.70188429267115,"LG3BP_HUMAN",20,22.8688671990991,7.74632280725332e-08,1.28272782159293e-05,-0.0883611043293921,"Non-significant",4.89186548557383,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
2.36458667119343,9.1033125604902,21.1654361555514,3.47631184140312e-07,6.00144559173295e-05,7.45002934356991,"ESIP1_HUMAN",18,21.9977607803511,1.01325286688183e-07,1.64430675237583e-05,0.0522809823354073,"Non-significant",4.78401715976622,"EPSTI1","Epithelial-stromal interaction protein 1","ESIP1_HUMAN"
0.486990928649924,11.3779652459281,16.7104679987515,1.5495198927223e-06,0.000199568323961091,5.80123651223232,"PCKGC_HUMAN",35,21.8860690564129,1.04953183731555e-07,1.66978457411341e-05,0.00484792391459976,"Non-significant",4.77733955538458,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
0.601575692494677,15.1612935747419,19.8017186226266,5.30283153592761e-07,8.60543501650333e-05,6.98746914228576,"GBP1_HUMAN",22,21.4886140253707,1.19119965548938e-07,1.83407954040562e-05,0.0496589342753104,"Non-significant",4.73658183376404,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.429419120152801,11.0025751931327,-14.0489233126303,4.6018568571603e-06,0.0004609810683827,4.58414777451461,"CGNL1_HUMAN",84,-21.4708950103285,1.19800610847298e-07,1.83407954040562e-05,0.252830664316809,"Non-significant",4.73658183376404,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.05402962366739,8.77749770028251,18.4196357802864,8.38180035077254e-07,0.000125944311196608,6.48285411504997,"TRNK1_HUMAN",78,20.8435660991921,1.47018264046157e-07,2.20908554531577e-05,-0.093957026799476,"Non-significant",4.65578746604833,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
0.571993192036945,13.5511504581996,17.436693853258,1.18504405070244e-06,0.000165783576334476,6.09926758968483,"CN37_HUMAN",30,20.764444293277,1.50927938110937e-07,2.22659870878572e-05,-0.0628509521484339,"Non-significant",4.65235804711676,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
1.70051495234171,10.3217464174543,19.3890309391939,6.059421488263e-07,9.45502806841653e-05,6.84077884134949,"GBP4_HUMAN",27,20.5026549739251,1.64735153414763e-07,2.38689470501318e-05,-0.127022425333658,"Non-significant",4.62216673894899,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-0.415542761484781,12.4050780705043,-14.2159947228314,4.27413409490897e-06,0.000446481873343779,4.66707048577907,"CSDE1_HUMAN",47,-20.2493126523905,1.7948480753605e-07,2.55498197955703e-05,0.00921877225240664,"Non-significant",4.59261215862381,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
1.87592061360674,12.7763496126447,51.983978819637,1.11699736504571e-09,6.30012334051778e-07,13.2035072353826,"HLAB_HUMAN",2,19.924780033335,2.00631946573078e-07,2.8067717491275e-05,0.0151802698770904,"Non-significant",4.55179290340579,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-0.230050643285116,9.36088957105364,-8.59125669473974,9.3773284467977e-05,0.00460354780991066,1.17922806283607,"AKAP9_HUMAN",185,-19.4862453556062,2.33879483562743e-07,3.21643750784424e-05,-0.129725774129232,"Non-significant",4.49262488208798,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
-0.482545296351116,11.1845284870693,-14.5124647781827,3.75648215281963e-06,0.000417337539466684,4.81187496662109,"CBPD_HUMAN",54,-19.3310092983987,2.47122968855871e-07,3.34192628216089e-05,-0.0617442925771172,"Non-significant",4.47600313421637,"CPD","Carboxypeptidase D","CBPD_HUMAN"
0.989615678787246,9.77711691175189,17.5266508674534,1.14718819780521e-06,0.000163303246263008,6.13529258082936,"KPCD2_HUMAN",30,19.0535102955797,2.7298626650473e-07,3.63116486298259e-05,0.150370041529342,"Non-significant",4.43995403270148,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.797454913457267,10.8722269875663,-18.8016250118976,7.36164030633077e-07,0.000112702546123713,6.62620228277311,"FSTL1_HUMAN",17,-18.7580979693894,3.03971403092085e-07,3.97810316885351e-05,-0.105614026387549,"Non-significant",4.40032395799319,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
1.2985971768697,9.45755985804966,17.9148813001669,9.99018136394869e-07,0.000144750592119785,6.28860454448381,"MLKL_HUMAN",19,18.6058296855732,3.21497642314938e-07,4.14068550752922e-05,0.0433677832285753,"Non-significant",4.38292775368776,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
0.734120766321833,13.7011045728411,19.8088207449593,5.29079944436209e-07,8.60543501650333e-05,6.98996517093369,"PSB9_HUMAN",15,18.5047900029274,3.33763332665892e-07,4.19196192762012e-05,-0.0403782526651835,"Non-significant",4.3775826703706,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-0.258828639984138,14.213540485927,-9.67046708763727,4.60061362041696e-05,0.00270502745768574,1.98573140544534,"LPPRC_HUMAN",87,-18.488330257004,3.35811591441099e-07,4.19196192762012e-05,-0.0704006354014055,"Non-significant",4.3775826703706,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
0.388804594675694,13.7778784888131,14.1775687192496,4.34706285360593e-06,0.000446481873343779,4.64808391518394,"EHD4_HUMAN",31,18.3619039461714,3.52030887757875e-07,4.32784639889e-05,0.0264193216959914,"Non-significant",4.3637281613253,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
0.413737773895264,15.4731426239013,13.232354557153,6.68524871834316e-06,0.000630745443030656,4.16440557398666,"AMPN_HUMAN",49,18.0543063890306,3.9536172690552e-07,4.7738288242244e-05,0.0371981461842417,"Non-significant",4.32113315760149,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.688543160756405,11.5198176247733,16.9043497311351,1.44090600538727e-06,0.000191664120126432,5.88208387477403,"5NTD_HUMAN",22,18.0231881717005,4.00074390001552e-07,4.7738288242244e-05,-0.0400633017222507,"Non-significant",4.32113315760149,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.510440508524571,16.2982218606132,14.4820438889119,3.80613481889754e-06,0.000417337539466684,4.79715205683442,"AMPL_HUMAN",38,17.7061731031099,4.5191766909757e-07,5.31428980732997e-05,-0.0639986991882466,"Non-significant",4.2745547656404,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.518876314163213,14.3857303346906,17.1798989421932,1.30128783140663e-06,0.000178960160407345,5.99536540888521,"SNAA_HUMAN",19,17.4389117503594,5.01631814086574e-07,5.81462934214066e-05,0.0955890019734689,"Non-significant",4.23547796447699,"NAPA","Alpha-soluble NSF attachment protein","SNAA_HUMAN"
-0.509373188018827,11.6837478365217,-16.2104277489553,1.87606936532028e-06,0.000237850419222012,5.58822100576113,"HRG_HUMAN",21,-17.216599745396,5.47770638729625e-07,6.26001544035517e-05,-0.084060351053882,"Non-significant",4.20342459559903,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
