"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.35873937606809,11.3308403491974,-32.748255697189,9.85618666615137e-10,7.99730986091522e-06,11.0917064597473,"TSP1_HUMAN",50,-34.8275578461532,2.21485923933721e-10,1.79713678679821e-06,0.0174527168273748,"Non-significant",5.74541886585663,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.13236212730406,10.7402726411819,-27.0442035175792,4.42580965779695e-09,1.79555097816822e-05,10.3224527827542,"K1C19_HUMAN",26,-28.5714470185771,1.15389957194877e-09,4.68137056339615e-06,0.122152805328401,"Non-significant",5.32962698004999,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-1.72443532943723,13.4500021934509,-24.7545205746983,8.84607671395155e-09,2.26320819429651e-05,9.91411446125387,"FGL1_HUMAN",17,-25.3220924327768,3.14790637401464e-09,8.51403743958492e-06,-0.0616779327393004,"Non-significant",5.06986444439034,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
2.53735113143921,10.5694489479065,24.0304223601237,1.1157052966707e-08,2.26320819429651e-05,9.76970600981698,"NUA4L_HUMAN",5,21.3474365007946,1.29496289345672e-08,2.62683222937696e-05,0.115322351455699,"Non-significant",4.58056766386507,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.823871612548828,16.5865559577942,17.5529273611277,1.28414076127904e-07,0.000173658635616969,8.03009097041598,"ALDOC_HUMAN",31,20.0935542481777,2.1342619524613e-08,3.46348029645419e-05,-0.218691110610951,"Non-significant",4.46048727869715,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-3.13802516460419,7.47468262910843,-18.7910010773916,7.57476342554642e-08,0.000122923260869767,8.4383484561906,"MIME_HUMAN",7,-18.5816499453702,4.06381660836992e-08,5.49563466005225e-05,-0.058042764663675,"Non-significant",4.25998214610809,"OGN","Mimecan","MIME_HUMAN"
-0.957820653915398,10.4837478399277,-14.9762413307703,4.36202982059769e-07,0.000505621570918995,7.02313432714397,"LAMC1_HUMAN",52,-16.8463711510322,9.08081200447466e-08,0.000105259583720439,-0.039642095565771,"Non-significant",3.97773835185887,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.572072744369525,11.0476623773575,-13.1023875792505,1.21034441624974e-06,0.000771641808452033,6.12456153714585,"MX1_HUMAN",43,-16.2148931765691,1.2409061100114e-07,0.000125858902207906,0.194329738616945,"Non-significant",3.9001160606636,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-2.75219297409058,8.48369574546814,-14.1206485942589,6.84305864686058e-07,0.000616939754006964,6.6326762156294,"AMY1B_HUMAN",12,-14.4246915501301,3.21450640761737e-07,0.000268467438797892,-0.0108168125152499,"Non-significant",3.571108380385,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.453680515289301,13.2573277950287,-10.2776299782606,7.50268033587458e-06,0.00215628566728852,4.41153349752399,"FAT1_HUMAN",153,-14.2440262150358,3.56008704525352e-07,0.000268467438797892,-0.177005171775821,"Non-significant",3.571108380385,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.24547147750855,8.64223742485046,-13.2348253416777,1.12127031699652e-06,0.000771641808452033,6.19351600096372,"LAMA5_HUMAN",58,-14.2052396190259,3.6395635035455e-07,0.000268467438797892,0.0279452800750768,"Non-significant",3.571108380385,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.619681835174577,12.7456274032593,12.4911476404101,1.73877375940355e-06,0.000993992136351147,5.79440949205531,"PURA1_HUMAN",29,13.9870289037584,4.12526077945082e-07,0.000278936383037199,-0.177912712097175,"Non-significant",3.55449483488509,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.464801073074351,11.5436602830887,-10.5538118960621,6.16143009565805e-06,0.00202014046082896,4.6020533324008,"MDR1_HUMAN",52,-13.3788726009026,5.90633862304319e-07,0.000368646396825942,-0.104073047637939,"Non-significant",3.43339000656289,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
1.21607255935669,8.48015856742859,14.3488523369755,6.05381595347562e-07,0.000614008283081265,6.7399121231964,"PP13G_HUMAN",8,13.1657585192666,6.72179135399911e-07,0.000389575821759634,-0.0164256095886248,"Non-significant",3.40940800457117,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
