"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.24755382537841,11.7164757251739,81.1267181288818,2.56333573952432e-12,2.07989061905003e-08,18.1275827125917,"TSP1_HUMAN",50,89.2168749786582,2.05806242374832e-13,1.66991185062939e-09,-0.0489659309387243,"Non-significant",8.77730645328094,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.10823488235475,13.452855348587,73.0151229015395,5.64456089274456e-12,2.28999835418647e-08,17.622109024876,"FGL1_HUMAN",17,71.3875765405698,1.24977243855384e-12,4.95193562975631e-09,-0.280992984771725,"Non-significant",8.30522500934806,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.49034285545355,14.5447922945023,52.8236689576613,6.37376596227005e-11,1.143483208607e-07,15.7961907746264,"VIME_HUMAN",46,68.0955950969626,1.83088573937256e-12,4.95193562975631e-09,-0.00406718254090066,"Non-significant",8.30522500934806,"VIM","Vimentin","VIME_HUMAN"
2.04462361335755,14.5407696962357,56.4572188189303,3.87391643876669e-11,1.04776526613843e-07,16.202642230858,"FIBB_HUMAN",38,64.8687802712063,2.71115360482394e-12,5.49957508738535e-09,-0.0302000045776758,"Non-significant",8.25967086402077,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.48605728149413,16.0953612327576,-48.5894286593987,1.19096829928366e-10,1.38050239719824e-07,15.2653030507246,"ALDOC_HUMAN",31,-56.385415579761,8.41797796012633e-12,1.20526020171393e-08,0.551435470581049,"Up in BDM",7.9189191838198,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.918880939483653,14.8714151382446,-38.0369418763215,7.42497509906958e-10,3.18178280526179e-07,13.5964067706598,"ACOHC_HUMAN",48,-55.410043210226,9.69279350019863e-12,1.20526020171393e-08,0.234565258026125,"Non-significant",7.9189191838198,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.59742283821105,11.2460962533951,52.1202648784262,7.04635943188934e-11,1.143483208607e-07,15.7125023815571,"ANXA3_HUMAN",21,54.9306403950062,1.03978572984934e-11,1.20526020171393e-08,0.106556892395023,"Non-significant",7.9189191838198,"ANXA3","Annexin A3","ANXA3_HUMAN"
1.71094536781313,11.8031286001205,48.6403422104218,1.18167443554048e-10,1.38050239719824e-07,15.2720908725423,"K1C19_HUMAN",26,53.2890749340563,1.32864187310176e-11,1.34757501979346e-08,-0.0753959417343149,"Non-significant",7.87044704820027,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.47823905944822,10.9468924999237,41.9879200802517,3.54876852505243e-10,2.87947078122754e-07,14.2884412531743,"TRFM_HUMAN",39,48.7034654447488,2.74823435069025e-11,2.47768594683341e-08,-0.116463422775274,"Non-significant",7.60595374243167,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.09673333168028,13.6994611024857,34.6941486990746,1.47525686252125e-09,3.81394354760886e-07,12.9331005037148,"APOB_HUMAN",239,47.7052974547069,3.24841187760741e-11,2.57298141848094e-08,0.13485765457153,"Non-significant",7.58956335015978,"APOB","Apolipoprotein B-100","APOB_HUMAN"
1.30252480506896,12.4998406171799,44.1902170807897,2.42172943993351e-10,2.45623908445256e-07,14.6370411836737,"PAI1_HUMAN",22,47.2864353669491,3.48814340686349e-11,2.57298141848094e-08,0.15188121795655,"Non-significant",7.58956335015978,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.10975265502928,14.1263539791107,-40.7177739267679,4.46439306494397e-10,2.91587211761246e-07,14.0758041814346,"AL8A1_HUMAN",26,-46.3653516565249,4.08849300772533e-11,2.60705074344615e-08,0.162534475326526,"Non-significant",7.58385051567318,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
