"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-5.75357222557071,13.6384121179581,-197.761432844477,1.96740167422032e-15,1.59634971846236e-11,21.2443066888404,"MX1_HUMAN",43,-263.330911517157,2.1387325932179e-17,1.735367626137e-13,-0.038757801055926,"Non-significant",12.7606085087173,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-3.96480035781862,12.9293627738953,-142.088122883105,2.44979446165998e-14,9.93881613095455e-11,20.5902907737049,"IFIT1_HUMAN",34,-181.341543240223,4.55389651577071e-16,1.84751581644818e-12,0.0380330085754501,"Non-significant",11.7334118349538,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-2.40318059921268,13.0399277210236,-87.1478332519786,1.01860017051109e-12,1.37748696392116e-09,18.8937115093893,"RIGI_HUMAN",56,-129.559185892894,7.16865687258044e-15,1.93888272880392e-11,-0.0846464633942006,"Non-significant",10.7124484579525,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
-3.54190611839295,12.824867606163,-104.81863109175,2.49285197497485e-13,5.33694966682767e-10,19.650406514459,"IFIT2_HUMAN",29,-119.910335925058,1.35182838405249e-14,2.26305836374447e-11,0.0357592105865248,"Non-significant",10.645304245548,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
-3.5836453437805,13.0771715641022,-104.079880372785,2.63098332108833e-13,5.33694966682767e-10,19.6240980716346,"IFIT3_HUMAN",30,-119.456092982696,1.39453929242326e-14,2.26305836374447e-11,-0.2017340660095,"Non-significant",10.645304245548,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
-2.63195538520815,14.5988701581955,-87.3717137431474,9.98872019556957e-13,1.37748696392116e-09,18.905228991217,"STAT1_HUMAN",41,-112.672787834848,2.25168864954417e-14,3.0450336170669e-11,-0.0621597766876256,"Non-significant",10.5164079084084,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
-2.49985241889954,10.2808221578598,-72.4981082881282,4.14176784710704e-12,4.80090061591807e-09,17.9946929562293,"IFIH1_HUMAN",45,-89.1825097203811,1.52937179379721e-13,1.7727603906958e-10,-0.119814872741674,"Non-significant",9.75134996041197,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-1.80359983444217,10.9740293025971,-56.2961819673046,2.84367238434694e-11,2.09759615696283e-08,16.5380096983055,"SLFN5_HUMAN",37,-68.9871752995368,1.25255301764506e-12,1.2704018981465e-09,-0.0998685359954816,"Non-significant",8.89605886602377,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-4.03958654403685,14.4709875583649,-62.4215801701848,1.29511032286208e-11,1.31356564496286e-08,17.1618683410748,"ISG15_HUMAN",15,-62.9109567229299,2.66429200111322e-12,2.40200725522585e-09,0.036463975906349,"Non-significant",8.61942568515135,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
-2.25674176216128,11.5145143270493,-48.7938510586085,8.44523947012086e-11,5.2711286969662e-08,15.6148260748474,"DDX60_HUMAN",75,-56.6989649333695,6.23812398228828e-12,5.06161379922871e-09,-0.648727178573613,"Up in D",8.29571099455161,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-1.89578557014467,9.37312328815461,-61.2549943771447,1.49522872983563e-11,1.34803176820959e-08,17.0507849762597,"HLAF_HUMAN",14,-54.9602220254032,8.04840699173476e-12,5.93679766644871e-09,-0.161444425582875,"Non-significant",8.22644775212535,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-3.28851294517516,11.7727380990982,-50.9753356073296,6.05455605363106e-11,4.0938889849302e-08,15.9039782916443,"OAS1_HUMAN",20,-52.8500035289584,1.10862368455926e-11,7.2971129378235e-09,-0.147054910659801,"Non-significant",8.13684893209542,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-2.25927448272705,12.857054233551,-59.4139048660404,1.88641891386367e-11,1.53064030670898e-08,16.868341559466,"UB2L6_HUMAN",12,-52.5077568791943,1.16912087985834e-11,7.2971129378235e-09,-0.0489597320556641,"Non-significant",8.13684893209542,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.36266064643863,11.1507719755173,-45.2511792235059,1.49830981831633e-10,8.68377561844196e-08,15.1034909432024,"TAP1_HUMAN",24,-50.0780619592395,1.72230050765144e-11,9.98196165648844e-09,-0.0887837409973002,"Non-significant",8.00078410271348,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-2.944442987442,10.1707268953323,-43.0489543172516,2.18947150807708e-10,1.18435812110249e-07,14.7565802229656,"CMPK2_HUMAN",26,-45.3791835943911,3.85348793472042e-11,1.90378050293224e-08,0.0773756504058873,"Non-significant",7.72038312520599,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-1.5936131477356,11.8598363399505,-39.5248610332659,4.18996250580987e-10,1.99984445718478e-07,14.148448548388,"SAMH1_HUMAN",38,-45.3712090559361,3.859025386603e-11,1.90378050293224e-08,-0.240003585815399,"Non-significant",7.72038312520599,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-1.0574958324432,11.0204101800919,-32.6680120973488,1.77913884043371e-09,6.69325375891482e-07,12.7363876639918,"PAR14_HUMAN",91,-45.1880556760788,3.98869466968796e-11,1.90378050293224e-08,-0.277150154113768,"Non-significant",7.72038312520599,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.44849705696107,11.666813492775,-40.6131912331166,3.40867404864566e-10,1.72862382691943e-07,14.343712934518,"E2AK2_HUMAN",23,-43.6197704677476,5.32293190609328e-11,2.39945941589116e-08,0.1655304431915,"Non-significant",7.61988659126337,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.01518774032592,10.1590645313263,-31.0172723391506,2.63556353562812e-09,7.65701788863115e-07,12.3410245234747,"TSP1_HUMAN",50,-39.6934074432272,1.14982966650626e-10,4.91037784949043e-08,-0.0161731243133554,"Non-significant",7.30888508799212,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.13857126235963,11.9242434501648,-30.8399668921648,2.7525457325357e-09,7.65701788863115e-07,12.2970629287768,"PML_HUMAN",44,-36.8878029341838,2.09109036056311e-10,8.48355359280453e-08,-0.114772558212278,"Non-significant",7.07142219226325,"PML","Protein PML","PML_HUMAN"
-1.20364665985107,11.8069295883179,-33.6896882277314,1.40863092759997e-09,5.71481567327307e-07,12.9691579021982,"5NT3A_HUMAN",23,-36.1791411811534,2.44947734553668e-10,9.4643138960403e-08,0.2353329658508,"Non-significant",7.02391086421091,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-2.154709815979,10.1692156791687,-32.5826429148612,1.81478411013219e-09,6.69325375891482e-07,12.716537278325,"HELZ2_HUMAN",117,-35.8093983751374,2.66347087174317e-10,9.82336484242004e-08,0.12939500808718,"Non-significant",7.00773972583948,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.20571851730345,12.0085737705231,31.5085718410346,2.33970530013798e-09,7.59374752212781e-07,12.46128827322,"APOA5_HUMAN",23,33.6794082685971,4.39039765640198e-10,1.54885593843677e-07,0.239917278289798,"Non-significant",6.80998897478535,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-3.27576804161073,14.3392678499222,-31.2507440823176,2.48999905393935e-09,7.65701788863115e-07,12.3984571801897,"OAS3_HUMAN",45,-32.9177593004103,5.28962192073738e-10,1.78833301103596e-07,0.155971765518174,"Non-significant",6.74755160668721,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-1.87316036224364,10.8801081180573,-34.6779484715513,1.13123344234968e-09,5.03941739198997e-07,13.1862155697103,"NAT8_HUMAN",11,-32.2863955588117,6.19321309024479e-10,1.91975970236536e-07,0.64778983592987,"Up in CM",6.7167531288318,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-2.47551584243772,9.71146631240844,-31.5599793688585,2.31098020580297e-09,7.59374752212781e-07,12.4737423548793,"IRF9_HUMAN",16,-32.2535381543421,6.24477090251566e-10,1.91975970236536e-07,0.134537935256958,"Non-significant",6.7167531288318,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
