"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.77280592918395,14.3967238664627,203.579767946732,1.45125018388336e-15,1.17754439920296e-11,23.4118920006088,"MX1_HUMAN",43,263.814347691758,1.40137442128011e-17,1.13707520542668e-13,0.129854679107648,"Non-significant",12.9442108104031,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
5.33596682548522,13.3139861822128,179.602972491215,3.78489936391744e-15,1.5355336719413e-11,23.066700724509,"IFIT1_HUMAN",34,217.578903567045,6.93458479021045e-17,2.81336104938838e-13,-0.0203099250792995,"Non-significant",12.5507745295855,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
5.42394495010375,13.5547540187836,159.224766548219,9.50914819745183e-15,2.57190761580414e-11,22.6772142477598,"IFIT2_HUMAN",29,180.517995746867,3.2658064635732e-16,8.83291788181097e-13,0.175910949707026,"Non-significant",12.0538958071089,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
5.05439591407778,13.5509685277939,142.357863315374,2.23925491586431e-14,4.54232859683074e-11,22.2611751072176,"IFIT3_HUMAN",30,161.090391247745,8.40091640818403e-16,1.70412589340013e-12,0.141009092330952,"Non-significant",11.768498324599,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
3.0960488319397,14.9327161312103,114.816802194926,1.15943503141386e-13,1.56794264081535e-10,21.3115937565604,"STAT1_HUMAN",41,151.62165668031,1.3887349181151e-15,2.25363902511718e-12,0.354059934616075,"Non-significant",11.6471156455012,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
4.85113930702211,15.0225194692611,122.95842059915,6.86610105780133e-14,1.11423087966e-10,21.6357581557355,"ISG15_HUMAN",15,119.45072758325,1.00441147931831e-14,1.35829912386479e-11,0.123623847961426,"Non-significant",10.8670045794379,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
2.5891225337982,11.443985581398,90.9688848648228,6.87659636321029e-13,6.97458786138604e-10,20.0641882810079,"SLFN5_HUMAN",37,114.111976914386,1.46770544583788e-14,1.70128028393265e-11,0.149052143096924,"Non-significant",10.7692241309861,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
4.30309486389159,11.4337210655212,110.778309576699,1.52463170827838e-13,1.7672659544244e-10,21.134220941961,"ISG20_HUMAN",11,95.9855919332808,6.1623942470467e-14,6.25020836506711e-11,-0.039216279983517,"Non-significant",10.2041055042094,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
2.91950607299803,13.3613951206207,75.8354568528327,2.76297684621197e-12,2.03014479084043e-09,18.9454217228083,"RIGI_HUMAN",56,89.607776844814,1.08986932866669e-13,9.82577748089058e-11,0.213709354400624,"Non-significant",10.0076330753239,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
3.2926380634308,10.6651977300644,76.7987774972414,2.50889412264102e-12,2.03014479084043e-09,19.0267151129311,"IFIH1_HUMAN",45,87.2598447815084,1.35828935332546e-13,1.10211598128827e-10,0.332633614540103,"Non-significant",9.95777270005496,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
2.71083569526674,10.7400447130203,75.0151477700274,3.0024325228106e-12,2.03014479084043e-09,18.8749646986167,"GBP4_HUMAN",27,83.2050688064319,2.01526426202921e-13,1.46005218878291e-10,0.105351448059075,"Non-significant",9.83563162031464,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
3.79244446754454,10.56394135952,76.9245459635438,2.47771518507506e-12,2.03014479084043e-09,19.0372151110741,"CMPK2_HUMAN",26,82.5151089876193,2.15930814214874e-13,1.46005218878291e-10,0.113966941833526,"Non-significant",9.83563162031464,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
2.1702950000763,11.7135609388351,69.6805131648664,5.2757019672476e-12,3.05764612587479e-09,18.3872881495036,"TAP1_HUMAN",24,76.7822065139441,3.92258811086427e-13,2.3776831079519e-10,-0.0283050537109357,"Non-significant",9.62384602761412,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
3.46902108192442,11.9694799184799,73.2417412062438,3.60473357564396e-12,2.24990832559809e-09,18.7186478758467,"OAS1_HUMAN",20,76.3679775201038,4.10248502727712e-13,2.3776831079519e-10,0.20966696739195,"Non-significant",9.62384602761412,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.2452964782715,11.4809267520905,59.2001729146822,1.83230647901217e-11,8.74549104159101e-09,17.2546757802422,"DDX60_HUMAN",75,71.460926545215,7.11397732859909e-13,3.84818746961687e-10,-0.167837619781491,"Non-significant",9.41474377888034,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.75832414627075,12.3873274326324,55.6251722128666,2.94813123914533e-11,1.32895204857918e-08,16.8041761717818,"PML_HUMAN",44,68.7307467057931,9.82459029215695e-13,4.98229535191009e-10,0.451481103897125,"Non-significant",9.30257053093384,"PML","Protein PML","PML_HUMAN"
2.20838809013367,12.2984486818314,60.0068914972536,1.65237812304385e-11,8.37962255648614e-09,17.3513591275384,"TAP2_HUMAN",22,63.9235201441134,1.79159238921402e-12,8.5511650859309e-10,0.131658315658564,"Non-significant",9.06797470914096,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
2.27795958518979,10.2451189756393,50.580128171814,6.09129230378626e-11,2.24657935240553e-08,16.1003012691763,"HELZ2_HUMAN",117,58.8763784234485,3.54096893945932e-12,1.5961901097096e-09,-0.787642240524324,"Up in B2",8.79691538448849,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
2.85223031044005,13.3053983449936,62.6298890791445,1.19180161161628e-11,6.44685218443631e-09,17.6539774171859,"UB2L6_HUMAN",12,58.2986395910252,3.84229610549657e-12,1.64086266315785e-09,-0.00359916687011719,"Non-significant",8.7849277669839,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
4.80350136756897,12.4074863195419,52.9835710557901,4.27409097000148e-11,1.651427339552e-08,16.4462998692324,"OAS2_HUMAN",31,55.879395815333,5.45777864551663e-12,2.2142207964861e-09,-0.037545919418335,"Non-significant",8.65477907455288,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
1.39155769348148,12.2403037548065,46.3029064848617,1.1952072898605e-10,4.04079664580336e-08,15.4306626908759,"RO52_HUMAN",27,52.9660647002989,8.50230112051366e-12,3.28512720437371e-09,-0.380594730377199,"Non-significant",8.48344780933464,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
2.24751114845275,12.1637820005417,45.5461408474813,1.35526230678995e-10,4.22946090665141e-08,15.3042823140275,"SAMH1_HUMAN",38,50.1689054890189,1.332170771667e-11,4.91328801877548e-09,0.0349802970886017,"Non-significant",8.30862777661451,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.01169657707212,11.0459886789322,34.9266207221147,1.02411071682595e-09,1.56785553892939e-07,13.2161027958596,"PAR14_HUMAN",91,49.5060495783604,1.48716598498002e-11,5.24646295744689e-09,-0.178044915199282,"Non-significant",8.28013338911865,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.26894688606257,11.9448302984238,39.6966538058935,3.86416302710906e-10,8.85940556964448e-08,14.2341996008285,"UBA7_HUMAN",43,48.6780893746484,1.70988312440697e-11,5.56686020637843e-09,-0.184391260147098,"Non-significant",8.25438968445213,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.9783937931061,12.165226817131,45.6783857860712,1.32562538098974e-10,4.22946090665141e-08,15.3265500086672,"5NT3A_HUMAN",23,48.6598193483891,1.71520218338009e-11,5.56686020637843e-09,-0.319547891616823,"Non-significant",8.25438968445213,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.69134855270384,10.3251512050629,41.5979453287477,2.70545385637006e-10,6.93002151172613e-08,14.6013850295711,"TDRD7_HUMAN",52,48.2287136797293,1.84625289522819e-11,5.76172922764675e-09,-0.190203428268435,"Non-significant",8.23944715523679,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-0.958911418914775,10.3538382053375,-32.582924308317,1.73690443167866e-09,2.38868517943062e-07,12.6567525062552,"SYNE2_HUMAN",160,-47.2991859987142,2.16876868765272e-11,6.51755153022747e-09,0.73285627365115,"Up in BD",8.18591552644963,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.70171880722045,12.3223531246185,42.0297388727612,2.50068893431842e-10,6.87349172320988e-08,14.6820394038665,"NUB1_HUMAN",27,45.9953187505548,2.73293730811961e-11,7.91966189931517e-09,0.108190298080459,"Non-significant",8.10129335861202,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
