"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.00256911913552,11.9358904702323,57.7179548239,5.16714599320069e-10,2.91396994506649e-06,10.6010263370238,"TSP1_HUMAN",50,74.9923254270713,1.47463487024882e-11,6.24073409655616e-08,-0.130690733591706,"Non-significant",7.2047643213221,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.51323723793032,15.0872373580933,47.5728585248136,1.79760021363904e-09,3.64643203336679e-06,10.2329065724826,"FINC_HUMAN",120,74.5469590435264,1.53826327250583e-11,6.24073409655616e-08,-0.0898650487264128,"Non-significant",7.2047643213221,"FN1","Fibronectin","FINC_HUMAN"
1.70808903376259,15.0527504512242,52.5568164437348,9.45541887473347e-10,2.91396994506649e-06,10.4357566450715,"FIBA_HUMAN",43,68.7928002861022,2.7190851864821e-11,7.35421906770525e-08,-0.0926911036173408,"Non-significant",7.133463437497,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.57236226399739,15.3907952989851,51.5037583724462,1.07738597919639e-09,2.91396994506649e-06,10.3968885713448,"FIBG_HUMAN",29,61.9488304740925,5.71562432516345e-11,1.15941439435941e-07,-0.0327613353728999,"Non-significant",6.93576131207974,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.40701842308043,14.7543088368007,41.2325740141744,4.5185098074713e-09,7.33263771556442e-06,9.88796049160109,"FIBB_HUMAN",38,51.3264455470489,2.16730114661465e-10,3.51709630072625e-07,-0.189001480738327,"Non-significant",6.45381574021265,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
2.74370837211607,10.5378069196429,39.6649950659582,5.79973400255125e-09,7.8431736161168e-06,9.78284203757996,"TSP4_HUMAN",21,41.6142323400153,9.56759661370377e-10,1.29385798205987e-06,-0.0910177230834996,"Non-significant",5.88811339058584,"THBS4","Thrombospondin-4","TSP4_HUMAN"
1.9170598983765,13.7467241287232,36.106750809938,1.06211418052903e-08,1.23114206583036e-05,9.50629694923554,"FGL1_HUMAN",17,36.5561486795896,2.3919059820867e-09,2.77256073409307e-06,-0.159365812937427,"Non-significant",5.55711893167381,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
2.42063919703165,8.76242651258196,34.0577086044438,1.54667190929054e-08,1.56871198399793e-05,9.31859045076857,"AMY1B_HUMAN",12,33.1152470129547,4.80816810239856e-09,4.87668449785774e-06,-0.186843792597451,"Non-significant",5.31187534062981,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
2.56359426180522,7.9217289515904,30.642834235314,3.05032531083249e-08,2.75003773023276e-05,8.94778446048873,"CLC11_HUMAN",7,27.2460854871481,1.90244492530017e-08,1.71515979154285e-05,0.0815194447835346,"Non-significant",4.76569541302496,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.378702640533465,12.8968595777239,12.5322538304846,8.96306015629118e-06,0.003985404184794,4.39457571386231,"CO4B_HUMAN",83,19.9325755004806,1.70538954409695e-07,0.000138375307608027,-0.245663444201152,"Non-significant",3.8589414006764,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.570312976837142,10.2453648703439,14.3111214430115,3.90275210226668e-06,0.00242771493417708,5.19295812137811,"AGRIN_HUMAN",63,17.8864226473879,3.63069235329692e-07,0.000267813070496829,0.0747499465942578,"Non-significant",3.5721682312593,"AGRN","Agrin","AGRIN_HUMAN"
0.544857581456501,10.7209461757115,13.9556597170592,4.57103292966872e-06,0.00247262407942213,5.04375767423449,"LAMC1_HUMAN",52,17.2639502,4.64541431031719e-07,0.000295153778227741,0.0739507675170827,"Non-significant",3.52995165305618,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.485188325246174,15.8063286372593,14.5327708310671,3.54307113238206e-06,0.00239570659734567,5.28359135352243,"APOE_HUMAN",29,17.0432435063393,5.08002947980972e-07,0.000295153778227741,0.106090784072878,"Non-significant",3.52995165305618,"APOE","Apolipoprotein E","APOE_HUMAN"
0.685752391815198,12.6515611921038,16.4032700560466,1.64998301348963e-06,0.00121708747013226,5.98172564249662,"LG3BP_HUMAN",20,17.037172920781,5.09262126594575e-07,0.000295153778227741,0.0539484024047585,"Non-significant",3.52995165305618,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.300856669743798,13.3527792521886,9.69088619988082,4.38172125871965e-05,0.0104568489097798,2.79281328841222,"FAT1_HUMAN",153,16.0782369585224,7.61289544512149e-07,0.000411806890944772,0.107689619064333,"Non-significant",3.38530639041772,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
1.64494649569194,8.93458529881068,14.1509980428073,4.18881058398807e-06,0.00242771493417708,5.12634475601326,"PGBM_HUMAN",106,15.1415360260675,1.15335324538546e-06,0.000570780969350001,-0.0625470479329842,"Non-significant",3.24353051531223,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.215818166732781,12.6786511284964,7.54449994755482,0.000196581148933705,0.0238068573499713,1.21200807393725,"LRP1_HUMAN",189,15.0624117127847,1.19586843467464e-06,0.000570780969350001,-0.162762959798178,"Non-significant",3.24353051531223,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.290130774180099,17.1403329031808,10.1990659672986,3.20602064274661e-05,0.00839150048233743,3.1148549347585,"SBP1_HUMAN",39,14.1569327526861,1.83384828470697e-06,0.000826658054561797,-0.0895901521046998,"Non-significant",3.08267409833994,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.274726311365765,15.1212945665632,8.78180117176372,7.9591712024024e-05,0.0140392858991942,2.17017824950753,"CO3_HUMAN",111,13.9322201845732,2.04726064412424e-06,0.000874288045601269,0.132211923599243,"Non-significant",3.05834545980776,"C3","Complement C3","CO3_HUMAN"
-3.56531914075216,9.78024959564209,-13.1032518587287,6.78547491962815e-06,0.00344108396861643,4.66545550797399,"Q15194_HBV",5,-13.3395418699766,2.75944698915574e-06,0.00107230547280236,-0.0431016286214181,"Non-significant",2.96968147746586,"PreC-C","Capsid protein","Q15194_HBV"
0.759257396062239,12.0328009469169,12.4995030503096,9.11054033427358e-06,0.003985404184794,4.37858635968345,"APOA5_HUMAN",23,13.243965178377,2.89888789100342e-06,0.00107230547280236,0.0506918430328085,"Non-significant",2.96968147746586,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-0.503119150797513,9.85995919363839,-12.451376362449,9.33234896611857e-06,0.003985404184794,4.35499862494603,"FMO1_HUMAN",22,-13.2382944115101,2.90740946532561e-06,0.00107230547280236,-0.0964322090148997,"Non-significant",2.96968147746586,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
0.342491944630973,14.8247529438564,11.5280121598235,1.50670028921659e-05,0.00582569167194118,3.88032525089258,"APOA1_HUMAN",25,13.1504393846641,3.04313397924626e-06,0.00107356474380888,0.017305215199789,"Non-significant",2.96917175930313,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
0.83524616559346,10.6024968283517,11.5267064322017,1.50775850518566e-05,0.00582569167194118,3.87962289253525,"TRFL_HUMAN",33,12.4231373960106,4.48995906371061e-06,0.0015179803267895,0.145675420761158,"Non-significant",2.81873385691361,"LTF","Lactotransferrin","TRFL_HUMAN"
1.6177605787913,8.5472081048148,17.079029103747,1.27767882857538e-06,0.00103670860150606,6.20756719225835,"DMBT1_HUMAN",1,12.1423225060791,5.24708802028846e-06,0.00170299488786482,0.343835115432738,"Non-significant",2.76878665572233,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.429706652959174,11.991361618042,10.5903266939244,2.54432654343389e-05,0.00736770360341894,3.35123345663635,"A0AAG2UXZ5_HUMAN",30,12.0157744988385,5.63491849706854e-06,0.00174719738500766,0.558114409446715,"Up in BM2",2.75765802897398,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
0.393325249354039,13.3568138395037,10.8583782452041,2.18127520998017e-05,0.00736770360341894,3.50769720918484,"SERB1_HUMAN",24,11.888746189944,6.0572665221598e-06,0.00174719738500766,-0.138099193573018,"Non-significant",2.75765802897398,"SERBP1","SERPINE1 mRNA-binding protein 1","SERB1_HUMAN"
-1.01364994049072,8.26530633653913,-11.1321830801138,1.87044075149387e-05,0.00659858967722664,3.66312681813053,"LAMB1_HUMAN",30,-11.8416129373393,6.22302559422099e-06,0.00174719738500766,0.0616482098897517,"Non-significant",2.75765802897398,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
-0.316294113794964,14.3726258959089,-9.42461635590482,5.19134636798721e-05,0.0111327904412306,2.6168782092876,"PLOD2_HUMAN",38,-11.8141983421668,6.3218023086554e-06,0.00174719738500766,-0.132824341456107,"Non-significant",2.75765802897398,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.275717178980472,14.2182600838797,8.71637169951478,8.32558237148964e-05,0.0143731436940993,2.12287589219193,"VIME_HUMAN",46,11.7766649043216,6.45993610429256e-06,0.00174719738500766,-0.0930422941843663,"Non-significant",2.75765802897398,"VIM","Vimentin","VIME_HUMAN"
0.834754387537627,9.66818210056849,10.7258919609446,2.35270951383205e-05,0.00736770360341894,3.4309062860731,"PTPRF_HUMAN",57,11.6854733027159,6.81004643824817e-06,0.00178247473548212,-0.00647656122843543,"Non-significant",2.74897661705448,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
