"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBVHDV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
4.24755382537841,11.7164757251739,81.1189440798235,2.61616875835379e-12,2.12616034991413e-08,18.1059861395305,"TSP1_HUMAN",50,89.214139157608,2.05857321893798e-13,1.6730024550309e-09,-0.0489659309387243,"Non-significant",8.776503421736,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.10823488235475,13.452855348587,73.0664813270463,5.72253601827315e-12,2.32535251102529e-08,17.6054600850619,"FGL1_HUMAN",17,71.470546286968,1.23808547784877e-12,4.96405698728773e-09,-0.280992984771725,"Non-significant",8.3041632414516,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.49034285545355,14.5447922945023,52.8637019655749,6.44534842256985e-11,1.15966666051934e-07,15.7838007951057,"VIME_HUMAN",46,68.0884895485054,1.8324315198552e-12,4.96405698728773e-09,-0.00406718254090066,"Non-significant",8.3041632414516,"VIM","Vimentin","VIME_HUMAN"
2.04462361335755,14.5407696962357,56.473292298868,3.93303383112029e-11,1.06545886485049e-07,16.1866261368992,"FIBB_HUMAN",38,64.8701124925814,2.71070342413253e-12,5.50747168198128e-09,-0.0302000045776758,"Non-significant",8.25904772720323,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.48605728149412,16.0953612327576,-48.6175340366031,1.20529388854474e-10,1.39934620460044e-07,15.2527260397707,"ALDOC_HUMAN",31,-56.3982949962469,8.40245492844615e-12,1.19940464919969e-08,0.551435470581049,"Up in HBVHDV.myr",7.92103427205831,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.918880939483651,14.8714151382446,-38.0824563086595,7.46769104096857e-10,3.22132729318043e-07,13.5907650384732,"ACOHC_HUMAN",48,-55.3978210486918,9.7100875804331e-12,1.19940464919969e-08,0.234565258026125,"Non-significant",7.92103427205831,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.59742283821105,11.2460962533951,52.150186944025,7.13465399605842e-11,1.15966666051934e-07,15.6991222867761,"ANXA3_HUMAN",21,54.9746479148964,1.03307893987914e-11,1.19940464919969e-08,0.106556892395023,"Non-significant",7.92103427205831,"ANXA3","Annexin A3","ANXA3_HUMAN"
1.71094536781312,11.8031286001205,48.6563211290575,1.19813132373689e-10,1.39934620460044e-07,15.2578863959835,"K1C19_HUMAN",26,53.307774892654,1.32488099030017e-11,1.34591347602118e-08,-0.0753959417343149,"Non-significant",7.87098285845853,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.47823905944823,10.9468924999237,42.0016566656171,3.59473352004312e-10,2.92143993173904e-07,14.2756883843808,"TRFM_HUMAN",39,48.703908193891,2.74803261396014e-11,2.48147345040601e-08,-0.116463422775274,"Non-significant",7.60529036701264,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.09673333168027,13.6994611024857,34.7119437203094,1.49042537257736e-09,3.86713797122597e-07,12.9234817688185,"APOB_HUMAN",239,47.7097672848346,3.24595543859059e-11,2.56059023819231e-08,0.13485765457153,"Non-significant",7.59165991451483,"APOB","Apolipoprotein B-100","APOB_HUMAN"
1.30252480506895,12.4998406171799,44.2192477395225,2.44788991641689e-10,2.48675016884001e-07,14.6260114495255,"PAI1_HUMAN",22,47.3241006561542,3.46579212749052e-11,2.56059023819231e-08,0.15188121795655,"Non-significant",7.59165991451483,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.10975265502927,14.1263539791107,-40.752144349483,4.50389742580414e-10,2.96409905367329e-07,14.0669373090594,"AL8A1_HUMAN",26,-46.3946409900412,4.06770321938372e-11,2.60615308248844e-08,0.162534475326526,"Non-significant",7.58400007790686,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-1.04733896255493,16.9436066150665,-36.5164905582487,1.02143443937318e-09,3.27844454602966e-07,13.2905772122862,"SBP1_HUMAN",39,-45.2284620405587,4.99565600633123e-11,2.60615308248844e-08,0.26647114753723,"Non-significant",7.58400007790686,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.89929199218748,14.7467095851898,39.5796529739167,5.6004330314341e-10,2.96409905367329e-07,13.8630632538638,"FINC_HUMAN",120,45.1690094239698,5.0489749456116e-11,2.60615308248844e-08,0.0476205348968755,"Non-significant",7.58400007790686,"FN1","Fibronectin","FINC_HUMAN"
-1.19553828239443,11.5235685110092,-42.7079435243962,3.17385826035251e-10,2.86599400909832e-07,14.3899809035953,"VTDB_HUMAN",21,-45.1471027683392,5.06878239789461e-11,2.60615308248844e-08,-0.0583801269531286,"Non-significant",7.58400007790686,"GC","Vitamin D-binding protein","VTDB_HUMAN"
1.04663205146793,10.5513881444931,37.5750384659659,8.25364120855956e-10,3.22132729318043e-07,13.4952754791462,"ITA2_HUMAN",32,45.0790706272989,5.13085385995017e-11,2.60615308248844e-08,0.163342475891126,"Non-significant",7.58400007790686,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.980692625045776,14.432021021843,-36.9328170356277,9.38623922988688e-10,3.22132729318043e-07,13.3719881861928,"SERA_HUMAN",27,-42.8007900023081,7.79721977130120e-11,3.55910709753844e-08,0.138322591781614,"Non-significant",7.44865894338976,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-1.08752012252812,16.8765919208527,-33.1936768630614,2.07993415676025e-09,4.4275526059802e-07,12.595491462872,"AL1L1_HUMAN",79,-42.1794954546988,8.77346240641711e-11,3.55910709753844e-08,-0.706252813339223,"Up in CTRL",7.44865894338976,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-1.109810590744,15.6281253099441,-35.1420854239779,1.35969358091287e-09,3.81042404554444e-07,13.0131490597109,"TKFC_HUMAN",40,-42.1665436370051,8.79522508816635e-11,3.55910709753844e-08,-0.177756190299988,"Non-significant",7.44865894338976,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-1.17528128623965,12.2527648210525,-36.8664686121389,9.51296358266647e-10,3.22132729318043e-07,13.3590934022745,"PURA1_HUMAN",29,-41.8227279702048,9.39569787274266e-11,3.55910709753844e-08,0.151216506958004,"Non-significant",7.44865894338976,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
1.80345630645753,12.7649240493774,39.3621423205779,5.83555861434387e-10,2.96409905367329e-07,13.8243558260977,"ANXA1_HUMAN",23,41.6197256777704,9.77178875847853e-11,3.55910709753844e-08,-0.729090452194201,"Up in CTRL",7.44865894338976,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.97765827178955,8.63610315322876,37.1644018824544,8.95866838195362e-10,3.22132729318043e-07,13.4167632879408,"PGBM_HUMAN",106,41.5427031659081,9.91888431806551e-11,3.55910709753844e-08,-0.0943760871887278,"Non-significant",7.44865894338976,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.743950128555321,16.2325090169907,-27.0171667759315,9.62106078360211e-09,1.01592576122048e-06,11.0445329793754,"FAS_HUMAN",149,-41.1956593958378,1.06132462375882e-10,3.55910709753844e-08,-0.00997328758239746,"Non-significant",7.44865894338976,"FASN","Fatty acid synthase","FAS_HUMAN"
1.24764776229858,14.6075568199158,40.7555289877907,4.50110600343226e-10,2.96409905367329e-07,14.0675144181832,"VNN1_HUMAN",18,40.9590788581484,1.11178643622189e-10,3.55910709753844e-08,0.0492463111877246,"Non-significant",7.44865894338976,"VNN1","Pantetheinase","VNN1_HUMAN"
-1.0072591304779,10.4374922513962,-30.7094648336615,3.71194769622339e-09,6.24355249985645e-07,12.0168506595695,"SYNE2_HUMAN",160,-40.5724644320123,1.20015621066232e-10,3.55910709753844e-08,-0.216636180877687,"Non-significant",7.44865894338976,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.8294727802277,15.2073029279709,37.6152674435482,8.18802017377011e-10,3.22132729318043e-07,13.5029071980887,"FIBG_HUMAN",29,40.5236602807077,1.21186187827488e-10,3.55910709753844e-08,0.0169337987899798,"Non-significant",7.44865894338976,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.47993397712708,11.2520416975021,-35.376179458149,1.29403370617266e-09,3.75593283216613e-07,13.0613675667531,"DPYD_HUMAN",55,-40.5091689727364,1.21536226070313e-10,3.55910709753844e-08,0.953518390655526,"Up in HBVHDV.myr",7.44865894338976,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.01367497444154,10.1467305421829,31.8766462908963,2.8119283255203e-09,5.0993102249709e-07,12.2955636837662,"AGRIN_HUMAN",63,40.3002902447336,1.26709926623873e-10,3.55910709753844e-08,0.208699703216555,"Non-significant",7.44865894338976,"AGRN","Agrin","AGRIN_HUMAN"
0.910532474517799,11.8819439411163,32.9866247981973,2.17918179204144e-09,4.4275526059802e-07,12.5493185883967,"TFR1_HUMAN",34,40.2888054830518,1.27001483731531e-10,3.55910709753844e-08,0.0722720623016482,"Non-significant",7.44865894338976,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
2.13918018341063,14.8095126152039,36.3870542445349,1.04884407772574e-09,3.27844454602966e-07,13.2650229729622,"FIBA_HUMAN",43,39.359301347867,1.53300136716608e-10,4.15290070365292e-08,0.0457561016082746,"Non-significant",7.38164845279842,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.51061367988585,13.4048739671707,-40.2318399251533,4.95729873223525e-10,2.96409905367329e-07,13.9774475206516,"GNMT_HUMAN",15,-38.9152110098857,1.67984827736564e-10,4.2786563982443e-08,-0.242914915084837,"Non-significant",7.36869258856587,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
1.15939617156982,11.3215711116791,38.0188612208316,7.56138886859342e-10,3.22132729318043e-07,13.5788884588179,"PRS23_HUMAN",19,38.8957278233529,1.68664333746622e-10,4.2786563982443e-08,0.160648822784426,"Non-significant",7.36869258856587,"PRSS23","Serine protease 23","PRS23_HUMAN"
