"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.22976589202881,8.4840829372406,-8.29283732573697,4.83092778020161e-05,0.144067274001041,2.14126748286972,"HBB_HUMAN",8,-8.37980495154545,2.89958838563882e-05,0.0693031291973227,-0.0494437217712225,"Non-significant",1.15924715554045,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.259743690490701,13.0262541770935,-7.24937163754458,0.00012002345302351,0.144067274001041,1.45938136239619,"K2C7_HUMAN",37,-8.27263927284728,3.18667691657892e-05,0.0693031291973227,0.000971794128425074,"Non-significant",1.15924715554045,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.264486551284786,8.86999094486237,7.72176043755484,7.85309984936075e-05,0.144067274001041,1.78361493893122,"RN123_HUMAN",22,8.22251267501107,3.33169037753922e-05,0.0693031291973227,-0.025296926498374,"Non-significant",1.15924715554045,"RNF123","E3 ubiquitin-protein ligase RNF123","RN123_HUMAN"
-0.1942629814148,11.2734060287476,-6.40187921679544,0.000271857738019832,0.165870291233616,0.80526516137794,"MX1_HUMAN",43,-7.77858886916693,4.9898212098437e-05,0.0693031291973227,0.0666251182556241,"Non-significant",1.15924715554045,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.427004337310777,11.5124087333679,-7.33239795075856,0.00011122838312163,0.144067274001041,1.51834413666031,"K1C19_HUMAN",26,-7.75643359035454,5.09385391114975e-05,0.0693031291973227,-0.0721700191497767,"Non-significant",1.15924715554045,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.245675086975096,11.9608194828033,-7.21152835880168,0.00012428776411231,0.144067274001041,1.43221772429374,"ANXA1_HUMAN",23,-7.74995920958838,5.12470760640789e-05,0.0693031291973227,-0.0154087543488011,"Non-significant",1.15924715554045,"ANXA1","Annexin A1","ANXA1_HUMAN"
0.146265745162975,10.7266923189163,5.65855619884297,0.000595736940160378,0.165870291233616,0.145267587143673,"WNK1_HUMAN",48,7.56687571884745,6.08910402658793e-05,0.0705814143881921,-0.0283370018005513,"Non-significant",1.15130964301724,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN"
-0.344756126403812,9.27521061897278,-8.13441190409453,5.51251757636988e-05,0.144067274001041,2.04560718047473,"ISG20_HUMAN",11,-7.34511938224531,7.5364538666199e-05,0.0764384833421923,-0.0857415199279767,"Non-significant",1.11668793860618,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
0.363686561584476,13.1362779140472,7.35055973772549,0.000109401914896632,0.144067274001041,1.53112716600265,"RL10_HUMAN",12,7.02081204757525,0.000103881774265718,0.0861857285804696,0.122680187225351,"Non-significant",1.06456464266581,"RPL10","Large ribosomal subunit protein uL16","RL10_HUMAN"
0.493354320526123,7.4399276971817,6.9652162421022,0.000156547573817093,0.158778376743987,1.25090226738202,"KRI1_HUMAN",13,6.99873930042564,0.000106218546438834,0.0861857285804696,-0.00506210327148438,"Non-significant",1.06456464266581,"KRI1","Protein KRI1 homolog","KRI1_HUMAN"
0.31972861289978,9.47307336330414,6.22264759173936,0.000326470976313022,0.165870291233616,0.653919157673521,"GTPB4_HUMAN",25,6.59999479497043,0.00016022625705547,0.103228687320634,0.3097460269928,"Non-significant",0.986199595211282,"GTPBP4","GTP-binding protein 4","GTPB4_HUMAN"
0.4037265777588,14.341655254364,6.26492694752458,0.000312567434658597,0.165870291233616,0.690052908137766,"RL4_HUMAN",23,6.56454771978185,0.000166334233943376,0.103228687320634,0.0883059501648003,"Non-significant",0.986199595211282,"RPL4","Large ribosomal subunit protein uL4","RL4_HUMAN"
-0.19887900352478,9.43036758899689,-6.06213627017816,0.000385870355993228,0.165870291233616,0.514264093159448,"MICU1_HUMAN",23,-6.53319413896345,0.000171951457925596,0.103228687320634,0.134961128234865,"Non-significant",0.986199595211282,"MICU1","Calcium uptake protein 1, mitochondrial","MICU1_HUMAN"
0.283876538276674,7.82725030183792,6.02901848224132,0.000399565432905836,0.165870291233616,0.484955841782316,"POP1_HUMAN",29,6.50008108946347,0.000178112105310435,0.103228687320634,0.00996971130367541,"Non-significant",0.986199595211282,"POP1","Ribonucleases P/MRP protein subunit POP1","POP1_HUMAN"
-0.134028434753398,11.3913955688476,-5.25067984646136,0.000944010027466516,0.166730888706873,-0.254822732897034,"SYSM_HUMAN",30,-6.35298145031889,0.000208585102222368,0.107413991725929,0.0833084583282435,"Non-significant",0.968939143835882,"SARS2","Serine--tRNA ligase, mitochondrial","SYSM_HUMAN"
0.286820888519301,10.7962357997894,6.29960721773533,0.000301653280542033,0.165870291233616,0.719491742012368,"AUP1_HUMAN",16,6.33881918571123,0.00021180969529392,0.107413991725929,-0.0635440349579,"Non-significant",0.968939143835882,"AUP1","Lipid droplet-regulating VLDL assembly factor AUP1","AUP1_HUMAN"
0.30543065071106,9.00227749347687,5.72887719828101,0.000551502395892787,0.165870291233616,0.211445486446548,"VIP2_HUMAN",35,6.17916160509869,0.000252222750009686,0.109090380844767,-0.293756484985352,"Non-significant",0.962213542080884,"PPIP5K2","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2","VIP2_HUMAN"
-0.161134719848626,12.8747017383575,-5.07930961609658,0.00115318608152871,0.166730888706873,-0.431399594625564,"TSP1_HUMAN",50,-6.16845059353357,0.00025522336217027,0.109090380844767,0.0469121932983256,"Non-significant",0.962213542080884,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.23874044418335,9.71539974212646,5.57516645685798,0.00065335498634614,0.165870291233616,0.0657378139206628,"PACS1_HUMAN",31,6.09551934126437,0.000276730044436042,0.109090380844767,0.229882717132562,"Non-significant",0.962213542080884,"PACS1","Phosphofurin acidic cluster sorting protein 1","PACS1_HUMAN"
0.221531867980957,9.59675264358521,5.42950848787237,0.000769370354630853,0.165870291233616,-0.0759543513846435,"TCOF_HUMAN",37,6.05299482067995,0.000290185600540019,0.109090380844767,-0.116828918457028,"Non-significant",0.962213542080884,"TCOF1","Treacle protein","TCOF_HUMAN"
0.246345996856652,13.1990947723389,5.64433847513519,0.000605149654200708,0.165870291233616,0.131789078955656,"FBRL_HUMAN",22,5.95065490566508,0.000325614662848915,0.109090380844767,-0.019599437713623,"Non-significant",0.962213542080884,"FBL","rRNA 2'-O-methyltransferase fibrillarin","FBRL_HUMAN"
0.388304233551029,9.54194593429565,6.1788274815585,0.000341610362015985,0.165870291233616,0.616183475229346,"EMC3_HUMAN",10,5.88602457417711,0.0003504255907112,0.109090380844767,0.0501265525817729,"Non-significant",0.962213542080884,"EMC3","ER membrane protein complex subunit 3","EMC3_HUMAN"
0.312793493270874,14.7328640222549,5.61604793160383,0.000624372565144808,0.165870291233616,0.104870438249749,"RL6_HUMAN",20,5.84112561783539,0.000368882753598075,0.109090380844767,-0.0173565149307251,"Non-significant",0.962213542080884,"RPL6","Large ribosomal subunit protein eL6","RL6_HUMAN"
0.481582164764404,8.58799695968628,5.99670614126495,0.000413449100668576,0.165870291233616,0.456195732358421,"RM02_HUMAN",9,5.81413613354108,0.000380489970804113,0.109090380844767,-0.0246431827545006,"Non-significant",0.962213542080884,"MRPL2","Large ribosomal subunit protein uL2m","RM02_HUMAN"
0.134356975555452,18.9474151134491,4.82824064503926,0.00155770376914192,0.171867581314578,-0.699398424997819,"ALDOB_HUMAN",33,5.80331772972152,0.000385254709908097,0.109090380844767,0.309386253356929,"Non-significant",0.962213542080884,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-0.161172151565573,11.4473367929459,-5.02900551624776,0.00122391847851895,0.166730888706873,-0.484204792927288,"S12A7_HUMAN",32,-5.77967471983855,0.000395897486557765,0.109090380844767,0.132741212844845,"Non-significant",0.962213542080884,"SLC12A7","Solute carrier family 12 member 7","S12A7_HUMAN"
0.165397882461548,9.47144258022309,5.14837330931259,0.00106329996200398,0.166730888706873,-0.359623409148386,"RAD21_HUMAN",27,5.74598248141786,0.000411625777253253,0.109090380844767,-0.0959780216217254,"Non-significant",0.962213542080884,"RAD21","Double-strand-break repair protein rad21 homolog","RAD21_HUMAN"
0.387500047683716,8.84766733646393,5.38229848872786,0.00081172067645067,0.165870291233616,-0.122645321914452,"RRP12_HUMAN",42,5.7234043622064,0.000422549088348414,0.109090380844767,-0.0368247032165545,"Non-significant",0.962213542080884,"RRP12","RRP12-like protein","RRP12_HUMAN"
0.471793413162242,9.71074759960175,6.42034992604909,0.000266833444038721,0.165870291233616,0.820591714422791,"RN181_HUMAN",6,5.69100992719313,0.000438781203167403,0.109090380844767,-0.0641086101532,"Non-significant",0.962213542080884,"RNF181","E3 ubiquitin-protein ligase RNF181","RN181_HUMAN"
-0.118139028549173,12.3075970411301,-4.41620579230038,0.0026023989668167,0.182033320834057,-1.16357902658297,"PCSK6_HUMAN",41,-5.62747118883624,0.00047264283337967,0.109090380844767,0.00358128547669878,"Non-significant",0.962213542080884,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
-0.149147987365701,14.4790196418762,-5.59695865641635,0.000637724772153136,0.165870291233616,0.0866322133275954,"VNN1_HUMAN",18,-5.62428981653798,0.000474412048535848,0.109090380844767,0.0617575645446777,"Non-significant",0.962213542080884,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.18180775642395,10.7552779912949,-5.3063299839467,0.000885376192740571,0.165870291233616,-0.198574446487796,"ANXA3_HUMAN",21,-5.59654443290151,0.000490153251349331,0.109090380844767,-0.00743269920352319,"Non-significant",0.962213542080884,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.424400806427002,14.3336341381073,5.66091524397842,0.000594190883660247,0.165870291233616,0.147500766795228,"TMT1B_HUMAN",11,5.59544843210824,0.000490786710064406,0.109090380844767,-0.111890077590999,"Non-significant",0.962213542080884,"TMT1B","Thiol S-methyltransferase TMT1B","TMT1B_HUMAN"
0.158792495727523,10.8723647594452,4.63589169949869,0.00197329061839866,0.171867581314578,-0.912301988421917,"AKA12_HUMAN",66,5.58541932627566,0.000496625125167465,0.109090380844767,0.0394449234008754,"Non-significant",0.962213542080884,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
0.40594446659088,6.98342019319534,5.8361434050585,0.000490868178432244,0.165870291233616,0.310845106456917,"ORC2_HUMAN",9,5.54208603815591,0.000522741534094859,0.109090380844767,0.0150790214539001,"Non-significant",0.962213542080884,"ORC2","Origin recognition complex subunit 2","ORC2_HUMAN"
