Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-2.6791224479675275,1.4078395961997765e-10,7.085845472243014e-7,13.414218425750738,-43.96985242502202,2.8837214993463885e-10,2.25930490876621e-6,11.339237105292916,1166,7,-39.77729512514876,1.4078395961997765e-10,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,6.149608322971502
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-3.376646757125851,1.6813015712998016e-10,7.085845472243014e-7,11.948900103569025,-40.44289384657854,5.360789912839507e-10,2.25930490876621e-6,11.124707995351002,1167,7,-38.9110366117082,1.6813015712998016e-10,Peptidyl-prolyl cis-trans isomerase A-like 4H,6.149608322971502
A0A096LP01,SIM26_HUMAN,SMIM26,4,-0.7221341133117498,6.907849854790358e-10,1.940875547534264e-6,12.62404108047485,-30.718573387479964,4.106409968746477e-9,1.1537643208854683e-5,10.233625547611506,4599,23,-32.64904528182877,6.907849854790358e-10,Small integral membrane protein 26,5.7120023114699325
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,1.2085441350936925,2.699307102850126e-8,5.688114892480928e-5,7.560039341449738,19.720706316198854,1.0717071392793848e-7,2.2583548692464836e-4,8.164931644644042,4939,24,20.660519857705818,2.699307102850126e-8,Protein PIGBOS1,4.2450316400092065
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-1.082374095916764,4.170572519501597e-8,7.030751153375791e-5,10.45225834846497,-19.034809878192494,1.3884082811160078e-7,2.3405786803053658e-4,7.968025973636473,5550,17,-19.561140314368714,4.170572519501597e-8,Negative regulator of P-body association,4.152998273224975
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-2.167300142954671,7.758402967299011e-8,1.0899263101893894e-4,7.964113752985558,-18.292723487289088,1.8563330875626946e-7,2.6078385991776585e-4,7.741902751855007,1168,6,-18.089531522582124,7.758402967299011e-8,Calpastatin,3.9626028636740176
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,1.0413222312927228,1.7235389951176395e-7,2.008352334262177e-4,8.83172273635864,17.20923269689125,2.8969867302800837e-7,3.0523376436913534e-4,7.3850411492768435,6112,9,16.352192702309654,1.7235389951176395e-7,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,3.6971600946132486
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-0.40967535972595215,1.9061358018860382e-7,2.008352334262177e-4,11.47095024585725,-15.56384935299974,6.010801988988468e-7,5.629449996131533e-4,6.774217872862848,5257,21,-16.144626937363785,1.9061358018860382e-7,NF-kappa-B-repressing factor,3.6971600946132486
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-0.3003320693969709,2.3441416731512246e-7,2.1954189069990746e-4,12.826924800872787,-12.791954616660254,2.4682305998277804e-6,0.0011942195340356257,5.512138776818083,1006,51,-15.726059235347817,2.3441416731512246e-7,Collagen type XVIII alpha 1 chain,3.658482599959388
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-2.262963179577328,3.082311143366565e-7,2.519663855609391e-4,8.139896450525056,-17.219044518818514,2.8849904634962873e-7,3.0523376436913534e-4,7.388424599282163,6905,1,-15.187786082203425,3.082311143366565e-7,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,3.5986573938975788
A0ABB0MV19,A0ABB0MV19_HUMAN,NA,11,0.396320343017571,3.2882076654055406e-7,2.519663855609391e-4,11.134087085723888,13.02559954199332,2.1682776758159452e-6,0.0011942195340356257,5.631844984461366,3106,65,15.063198036539328,3.2882076654055406e-7,Small ribosomal subunit protein bS6m,3.5986573938975788
A0AV96,RBM47_HUMAN,RBM47,29,0.589265346527073,4.188707850667889e-7,2.942218206106636e-4,11.955007076263414,14.184977867711064,1.1750221405328954e-06,9.117519613191657e-4,6.187503409030692,3542,19,14.605284912078584,4.188707850667889e-7,RNA-binding protein 47,3.5313251214814154
A0AVI4,TM129_HUMAN,TMEM129,4,-0.7377045154571391,5.602166129195769e-7,3.632358330999318e-4,10.264251828193656,-13.89633761035068,1.3625039561814555e-6,9.117519613191657e-4,6.054858822899317,4962,15,-14.07241158787921,5.602166129195769e-7,E3 ubiquitin-protein ligase TM129,3.4398113150244503
A0AVT1,UBA6_HUMAN,UBA6,62,-1.8322416284345708,7.107729421515787e-7,4.2793608067111835e-4,7.59933061705713,-13.8355169808162,1.406189998475401e-6,9.117519613191657e-4,6.026443514932322,5350,5,-13.649693852641983,7.107729421515787e-7,Ubiquitin-like modifier-activating enzyme 6,3.3686210952039084
A0FGR8,ESYT2_HUMAN,ESYT2,38,-0.23426294326782582,8.00909004763743e-7,4.5005746674357263e-4,14.195613861083988,-11.10884852699146,6.730461367461712e-6,0.0021819638025513373,4.562157297037326,1821,36,-13.442117332908056,8.00909004763743e-7,Extended synaptotagmin-2,3.346732028677594
A0JLT2,MED19_HUMAN,MED19,4,0.2526240348815971,8.639784256004648e-7,4.551546343366449e-4,13.856326341629025,10.885825432071806,7.766042003746137e-6,0.002337856001770578,4.423553591148479,1361,47,13.311848744416093,8.639784256004648e-7,Mediator of RNA polymerase II transcription subunit 19,3.3418410309695123
A0JNW5,BLT3B_HUMAN,BLTP3B,53,-0.33802080154417347,1.1605870149041772e-6,5.441317454851277e-4,12.191322088241563,-11.816285748931945,4.3457788776877724e-6,0.0015926334852187057,4.981235655556934,6278,27,-12.81562748905642,1.1605870149041772e-6,Bridge-like lipid transfer protein family member 3B,3.264295935945163
A0MZ66,SHOT1_HUMAN,SHTN1,50,-0.22241592407224786,1.1619849826470874e-6,5.441317454851277e-4,17.36504220962525,-9.680703591328236,1.766133302184599e-5,0.003721684401028496,3.6150087738372276,2394,166,-12.813638699188513,1.1619849826470874e-6,Shootin-1,3.264295935945163
A0PJW6,TM223_HUMAN,TMEM223,5,0.29914641380310236,1.5996674688745364e-6,6.693627623300057e-4,12.796373963356,10.808664670968527,8.16525248349407e-6,0.002346239997808736,4.374841082539203,1158,38,12.295388758599683,1.5996674688745364e-6,Transmembrane protein 223,3.1743384517697395
A0PJX8,TMM82_HUMAN,TMEM82,5,-0.2779750823974627,1.6622999310445078e-6,6.693627623300057e-4,9.407172679901123,-12.000788755999608,3.8924147848547135e-6,0.0015623411534066848,5.0856475751877666,6230,20,-12.23442551930724,1.6622999310445078e-6,Transmembrane protein 82,3.1743384517697395
A0PK00,T120B_HUMAN,TMEM120B,5,0.2582027912139999,1.6676495443030157e-6,6.693627623300057e-4,10.82095777988435,10.160642560713145,1.2602727071524175e-5,0.003131902716450217,3.9496226628985474,8033,55,12.229337868263476,1.6676495443030157e-6,Transmembrane protein 120B,3.1743384517697395
A1A4S6,RHG10_HUMAN,ARHGAP10,20,-0.20071387290954945,1.750327177142322e-6,6.706139898242106e-4,11.776536822319025,-9.769404153986338,1.657546919626672e-5,0.003676700785666636,3.678178529558388,8024,39,-12.15295077457339,1.750327177142322e-6,Rho GTPase-activating protein 10,3.1735273909011092
A1IGU5,ARH37_HUMAN,ARHGEF37,20,-0.1855673789977743,2.6720629609201256e-6,9.198244430715397e-4,15.936959028244011,-8.7807278673263,3.464739256056338e-5,0.0051235591560173455,2.9375766634083247,1786,57,-11.503243215100099,2.6720629609201256e-6,Rho guanine nucleotide exchange factor 37,3.036295053829123
