Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,0.3570091724395539,6.222295783263276e-8,5.244773115712615e-4,10.635019183158875,14.665503969166641,1.1052576334514984e-6,0.00931621659236268,4.916141914610573,3545,88,19.700722757693462,6.222295783263276e-8,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,3.280273294262658
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-0.2369146347046005,6.369211135553094e-6,0.016542409097550358,11.962004661560075,-9.743034676639192,1.9180662919630627e-5,0.037550284714406,3.100877324593129,3125,24,-10.65852964132505,6.369211135553094e-6,Peptidyl-prolyl cis-trans isomerase A-like 4H,1.7814012431761752
A0A096LP01,SIM26_HUMAN,SMIM26,4,-2.773394030746294,7.454956347390088e-6,0.016542409097550358,8.68751458206948,-10.533066144742671,1.1226933998404421e-5,0.03154394222418362,3.4869692340487743,1157,2,-10.43240447330058,7.454956347390088e-6,Small integral membrane protein 26,1.7814012431761752
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,0.25897192955014603,7.850235661430944e-6,0.016542409097550358,10.694574236869826,9.101396941138368,3.0495633285342164e-5,0.037550284714406,2.75097012837709,3952,33,10.359111075755118,7.850235661430944e-6,Protein PIGBOS1,1.7814012431761752
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-0.3235745429992516,1.1022582482084576e-5,0.01726252331586465,11.878875732421875,-9.18541224971399,2.8654044427386094e-5,0.037550284714406,2.798792319566547,6278,27,-9.888733800302727,1.1022582482084576e-5,Negative regulator of P-body association,1.7628957218270982
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-0.2648906707763743,1.2287951108694731e-5,0.01726252331586465,13.252868890762338,-8.894045053993558,3.5639136044044135e-5,0.037550284714406,2.6302235649734103,4429,27,-9.742107986466188,1.2287951108694731e-5,Calpastatin,1.7628957218270982
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,0.2974720001220845,1.8008515703602846e-5,0.02168482555223834,9.90701627731324,8.695705271307682,4.1489853527676314e-5,0.038857552820531514,2.5109944957414987,6940,24,9.241164140772954,1.8008515703602846e-5,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,1.6638440672668913
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,0.3244559764862007,2.233777867861319e-5,0.023535642060253822,11.331924796104426,8.98808837529877,3.3194179675419224e-5,0.037550284714406,2.685472959053741,3079,17,8.968620765924612,2.233777867861319e-5,NF-kappa-B-repressing factor,1.6282739494958236
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-0.19877290725710317,2.9646549224357525e-5,0.027765640379123286,12.285635709762575,-8.370733760800853,5.356707609405814e-5,0.045151688439681606,2.3074065993135138,1084,20,-8.620823590433861,2.9646549224357525e-5,Collagen type XVIII alpha 1 chain,1.5564923056269493
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-0.16430306434632413,3.890533761221916e-5,0.03272698116221467,10.487741827964788,-6.443112609692179,2.949804026418299e-4,0.09940077080127435,0.8559507190568523,5613,72,-8.297502956653386,3.890533761221916e-5,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,1.485094053508323
