Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,0.24855899810792437,7.454379835879042e-9,6.283296763662444e-5,15.098958253860463,15.096485258847565,8.616189386964852e-7,7.003573800721211e-4,6.488637052176113,1192,250,24.807118732088256,7.454379835879042e-9,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,4.201812427825462
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,0.12806797027587358,7.09635348358787e-8,2.1621937095756984e-4,11.564375877380362,8.933126077863383,3.365028647853376e-5,0.0030830246166039244,2.97119905232398,3561,154,18.63462540179834,7.09635348358787e-8,Peptidyl-prolyl cis-trans isomerase A-like 4H,3.665105400470006
A0A096LP01,SIM26_HUMAN,SMIM26,4,-0.31618380546570357,8.383201577571115e-8,2.1621937095756984e-4,13.4882389307022,-15.598102251459578,6.823034534263578e-7,6.751240798798056e-4,6.693244343620281,2130,38,-18.24242544711636,8.383201577571115e-8,Small integral membrane protein 26,3.665105400470006
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,0.4178826808929248,1.0369749218631836e-7,2.1621937095756984e-4,14.010044217109687,15.82486650287205,6.154256976174854e-7,6.751240798798056e-4,6.782772274371343,2691,42,17.753403538756903,1.0369749218631836e-7,Protein PIGBOS1,3.665105400470006
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,0.3604958057403227,1.5449458312484144e-7,2.1621937095756984e-4,13.642601370811462,18.233571016551366,2.2272737830702229e-7,6.751240798798056e-4,7.63222915428085,7140,16,16.87015761455889,1.5449458312484144e-7,Negative regulator of P-body association,3.665105400470006
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-0.931590914726252,1.7295428243688328e-7,2.1621937095756984e-4,7.723040163516999,-15.890739940398877,5.974136534403544e-7,6.751240798798056e-4,6.808443611895651,4939,24,-16.62780715721783,1.7295428243688328e-7,Calpastatin,3.665105400470006
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,0.5675787925720055,2.7212772178890894e-7,2.1621937095756984e-4,13.767116308212275,15.478533654339307,7.208585501148714e-7,6.751240798798056e-4,6.645304793753867,3123,17,15.687437222324867,2.7212772178890894e-7,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,3.665105400470006
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,0.2067406177520752,2.8112218073031275e-7,2.1621937095756984e-4,14.838784098625187,11.691408003930903,5.2531331910474605e-6,0.001514182514389327,4.81569643911765,6451,62,15.621940754898228,2.8112218073031275e-7,NF-kappa-B-repressing factor,3.665105400470006
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,0.671122074127176,3.1194215806676104e-7,2.1621937095756984e-4,11.190658807754513,15.8607742890916,6.055321848444749e-7,6.751240798798056e-4,6.796784349758672,4324,12,15.414137080222867,3.1194215806676104e-7,Collagen type XVIII alpha 1 chain,3.665105400470006
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,0.28199124336241965,3.1759758298790946e-7,2.1621937095756984e-4,13.541525244712838,13.430507931521209,1.9780771454522734e-6,9.262895699454007e-4,5.737648476706569,4748,35,15.378510864426188,3.1759758298790946e-7,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,3.665105400470006
