Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-0.8570609092712491,2.196298360165837e-8,1.851259887783784e-4,10.828444719314575,-22.783364908177813,3.892528598556058e-8,3.2810123557229016e-4,9.092753070067367,7983,13,-21.633557787100113,2.196298360165837e-8,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,3.7325326088496857
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-0.8724119663238223,6.397808998536519e-8,2.696356602433216e-4,11.942056298255913,-19.096297854083957,1.4133673373526812e-7,5.956636643272875e-4,8.0956260576047,8372,14,-18.88256806715957,6.397808998536519e-8,Peptidyl-prolyl cis-trans isomerase A-like 4H,3.5692226713995323
A0A096LP01,SIM26_HUMAN,SMIM26,4,-0.689772367477417,1.0197972648829148e-7,2.865290381899363e-4,9.246844172477722,-16.67291235109853,3.7881157986034857e-7,6.54960590809644e-4,7.264086780357924,4500,29,-17.791356144274435,1.0197972648829148e-7,Small integral membrane protein 26,3.5428313580365667
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-0.49404263496399636,2.460293045681189e-7,3.064323570892731e-4,10.118549704551702,-14.552473103975275,1.011290495438912e-6,6.54960590809644e-4,6.384420934245738,7387,32,-15.89215879807338,2.460293045681189e-7,Protein PIGBOS1,3.5136653781929157
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-0.2813975811004479,2.959071705411916e-7,3.064323570892731e-4,14.2032321691513,-12.352524520600038,3.2657411075746005e-6,7.439711296147651e-4,5.277783319252948,3465,47,-15.51922495454826,2.959071705411916e-7,Negative regulator of P-body association,3.5136653781929157
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-0.5040104389190709,2.970687187641575e-7,3.064323570892731e-4,14.935702443122862,-13.637311653140932,1.6118559795103768e-6,6.54960590809644e-4,5.951074596929753,1192,250,-15.511400289729409,2.970687187641575e-7,Calpastatin,3.5136653781929157
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-0.4740250110626256,3.2513151851952867e-7,3.064323570892731e-4,14.653441071510313,-13.52274391570101,1.712217403705325e-6,6.54960590809644e-4,5.8942468955441045,3133,71,-15.332140586719891,3.2513151851952867e-7,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,3.5136653781929157
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-0.3017196655273242,3.258183874982605e-7,3.064323570892731e-4,10.747685909271262,-12.15208026774371,3.6682148383475725e-6,8.136679703271497e-4,5.165176862571173,4644,72,-15.327973048431145,3.258183874982605e-7,NF-kappa-B-repressing factor,3.5136653781929157
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-0.6508295536041082,3.7017516070896077e-7,3.064323570892731e-4,10.281289935111998,-15.639011132046347,6.018740277305593e-7,6.54960590809644e-4,6.855230245317691,5673,13,-15.077888073996327,3.7017516070896077e-7,Collagen type XVIII alpha 1 chain,3.5136653781929157
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-0.3166403770446973,4.009243819092787e-7,3.064323570892731e-4,12.067684888839725,-13.390104262096095,1.8373380396762283e-6,6.54960590809644e-4,5.8277039359795095,7767,27,-14.923490360390412,4.009243819092787e-7,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,3.5136653781929157
