Protein.Ids,Protein.Names,Genes,Peptides,logFC,sca.pval,sca.adj.pval,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,ProtDesc,negLog10_sca_adjPval
A0A024R1R8;Q9Y2S6,TMA7B_HUMAN;TMA7_HUMAN,TMA7B;TMA7,2,-3.926951408386177,1.156154282724677e-15,9.745224449086301e-12,12.729291200637812,-140.3870819724225,5.150398543394893e-14,4.341270932227555e-10,20.72371341016306,1324,52,-169.2088607331067,1.156154282724677e-15,Translation machinery-associated protein 7B;Translation machinery-associated protein 7,11.011208153890935
A0A075B767,PAL4H_HUMAN,PPIAL4H,3,-3.7091214656830047,4.570914982036026e-15,1.926412119179083e-11,16.2951475381851,-117.88250700726132,1.8897761282179712e-13,7.621032594029538e-10,20.13065672862092,1149,161,-142.79026215282815,4.570914982036026e-15,Peptidyl-prolyl cis-trans isomerase A-like 4H,10.715250798239937
A0A096LP01,SIM26_HUMAN,SMIM26,4,-2.74172592163087,1.622623527411092e-14,4.000811966284203e-11,11.743379116058337,-98.73712427471811,7.063185906255106e-13,1.130072797550625e-9,19.399913340368684,169,69,-122.10749227451078,1.622623527411092e-14,Small integral membrane protein 26,10.397851859499324
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,1,-3.1316921710968266,1.8985938860050792e-14,4.000811966284203e-11,11.181220173835763,-112.29320599505104,2.712433002976464e-13,7.621032594029538e-10,19.94349590898917,1514,24,-119.76132429834523,1.8985938860050792e-14,Protein PIGBOS1,10.397851859499324
A0A0U1RRE5,NBDY_HUMAN,NBDY,2,-3.2020211219787527,3.1482882117641035e-14,5.3073842673919256e-11,16.333710908889774,-97.02580666765002,8.044176990513407e-13,1.130072797550625e-9,19.320672058097355,1138,58,-112.50855517154773,3.1482882117641035e-14,Negative regulator of P-body association,10.275119467266734
A0A6Q8PH20,A0A6Q8PH20_HUMAN,CAST,52,-7.092405908327506,6.167705656503775e-14,8.664598496445053e-11,10.639991942534246,-103.82866023079752,4.859187691059354e-13,1.0239523261984822e-9,19.620650375142507,2522,12,-103.5398384945091,6.167705656503775e-14,Calpastatin,10.06225155699142
A0AAG2TUN3;A0AAG2TVJ1;A8MZA4;H0YM25;P0DX00;P0DX01;P0DX02;Q8N7Z2;Q8N9W4,A0AAG2TUN3_HUMAN;A0AAG2TVJ1_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN;GG6LX_HUMAN;GG6LY_HUMAN;GG6LZ_HUMAN;GG6L1_HUMAN;GG6L2_HUMAN,GOLGA6L26;GOLGA6L2;GOLGA6L6;GOLGA6L22;GOLGA6L24;GOLGA6L25;GOLGA6L26;GOLGA6L1;GOLGA6L2,1,-2.2130060195922905,1.576464755782617e-13,1.898288775213097e-10,10.75909733772278,-88.35757486572732,1.6135301599446836e-12,1.7000557147717172e-9,18.87492892193439,4393,22,-92.20464696489677,1.576464755782617e-13,Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 2;Golgin subfamily A member 6-like protein 6;Golgin subfamily A member 6-like protein 22;Golgin subfamily A member 6-like protein 24;Golgin subfamily A member 6-like protein 25;Golgin subfamily A member 6-like protein 26;Golgin subfamily A member 6-like protein 1;Golgin subfamily A member 6-like protein 2,9.721637720284976
A0AAG2UWQ9,A0AAG2UWQ9_HUMAN,NKRF,33,-1.7765023708343506,3.6390721666908987e-13,3.8342174116296983e-10,11.28661477565765,-74.47190955941151,5.753166215619848e-12,4.849343803145969e-9,17.969592197565802,4429,27,-83.14907061417138,3.6390721666908987e-13,NF-kappa-B-repressing factor,9.416323264959766
A0AAG2UXZ5,A0AAG2UXZ5_HUMAN,COL18A1,37,-4.206935644149791,4.3702538402625453e-13,4.0929855132858883e-10,10.951187014579778,-93.7718277331494,1.0367543069251246e-12,1.2484002932959822e-9,19.16239340220557,4467,9,-81.28866859744811,4.3702538402625453e-13,Collagen type XVIII alpha 1 chain,9.387959792494025
A0AAQ5BIG5;Q9HDB9,A0AAQ5BIG5_HUMAN;GAK5_HUMAN,LOC124906262;ERVK-5,1,-2.104036569595298,6.211753828718297e-13,4.769042501103732e-10,10.485359072685224,-65.85522431767632,1.4350520678520638e-11,1.0996412618113678e-8,17.250594376118908,1458,72,-77.8315128803458,6.211753828718297e-13,CCHC-type domain-containing protein;Endogenous retrovirus group K member 5 Gag polyprotein,9.32156880717138
