"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV.myr_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-7.46316242218018,17.22,-16.7302762989591,2.8872495488764e-07,0.000134401466500197,7.5867246963146,"CAPSD_HBVD3;HBEAG_HBVD3",4,-16.8271641057675,2.38282420464065e-07,0.000110920466726022,7.46,"Up in HBV",3.955,"C","Capsid protein"
-6.29481244087218,16.42,-17.5190957452057,2.05117253726325e-07,0.000134401466500197,7.89506208712534,"HBSAG_HBVD3",2,-17.3063715990301,1.92912584939392e-07,0.000110920466726022,6.29,"Up in HBV",3.955,"S","Large envelope protein"
4.48601722717282,16.4,12.8802376024276,1.97828650358629e-06,0.000460446183709708,5.76032548683976,"AFG32_HUMAN",1,12.5381817495353,2.13537595939827e-06,0.000630397113047538,-4.49,"Up in HBV.myr",3.2,"AFG3L2","AFG3-like protein 2"
2.00423431396485,19.29,14.4929102812022,8.33591987822771e-07,0.000258691380221,6.59796382534272,"CNN2_HUMAN",1,12.1400244403743,2.70847309580038e-06,0.000630397113047538,-2,"Up in HBV.myr",3.2,"CNN2","Calponin-2"
3.58267402648925,14.76,11.5283603100431,4.42542616740259e-06,0.000686678626975302,4.95874970800265,"A0A6Q8PFV8_HUMAN",1,11.1291400081318,5.12120218552787e-06,0.000953567846945289,-3.58,"Up in HBV.myr",3.021,"GNB4","Guanine nucleotide-binding protein subunit beta-4"
1.8429021835327,18.89,12.3967348214559,2.61408628147567e-06,0.00048674286561077,5.48499991352371,"LRCC1_HUMAN",1,10.6064879112675,7.26737429602601e-06,0.00112765424493337,-1.84,"Up in HBV.myr",2.948,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1"
1.37598752975466,19.27,9.29868143512389,2.05307490990264e-05,0.0023892659263992,3.38671038500759,"ATPA_HUMAN",11,10.0190182226725,1.09738431447347e-05,0.0012770809959685,-1.38,"Up in HBV.myr",2.894,"ATP5F1A","ATP synthase subunit alpha, mitochondrial"
2.7545099258423,18.62,10.6634297427385,7.75713798877196e-06,0.00103169935250667,4.38977004485223,"IFNE_HUMAN",1,10.1124865623263,1.02630397276123e-05,0.0012770809959685,-2.75,"Up in HBV.myr",2.894,"IFNE","Interferon epsilon"
2.68936419487002,15.33,8.23318617071297,4.79909745871636e-05,0.00496439970451659,2.49817254104157,"YKT6_HUMAN",1,7.97880077373538,5.51186823085058e-05,0.00570172146991321,-2.69,"Up in HBV.myr",2.244,"YKT6","Synaptobrevin homolog YKT6"
1.92888736724855,17.93,6.46049939746771,0.000245714673573938,0.0185926488308042,0.765581604503595,"AL4A1_HUMAN",6,6.54314143469877,0.000212652875572625,0.0197979827158113,-1.93,"Up in HBV.myr",1.703,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
2.58394861221312,16.23,6.36709915231807,0.000270226455457518,0.0185926488308042,0.664082502986527,"F8VZY6_HUMAN",1,6.25227748715999,0.000287114826560695,0.0222753252940006,-2.58,"Up in HBV.myr",1.652,"CDK17","Cyclin-dependent kinase 17 (Fragment)"
1.9031949043274,15.14,6.40760552217421,0.000259277325330109,0.0185926488308042,0.708238214383496,"RYR3_HUMAN",2,6.27518949594628,0.000280303919258031,0.0222753252940006,-1.9,"Up in HBV.myr",1.652,"RYR3","Ryanodine receptor 3"
2.69507455825806,14.88,6.26698044187738,0.000299559325952807,0.0185926488308042,0.554035640493982,"GBRA6_HUMAN",1,6.17058900731834,0.00031293237156322,0.0224107721481044,-2.7,"Up in HBV.myr",1.65,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
-0.882513999938947,16.32,-6.26831187151555,0.000299146774004681,0.0185926488308042,0.555507637405962,"PPGB_HUMAN",2,-5.63397861478321,0.000562332392092514,0.0373951040741522,0.88,"Up in HBV",1.427,"CTSA","Lysosomal protective protein"
0.801438331604,18.25,6.92347990043741,0.00015558633353667,0.014485087652264,1.25263233850675,"RFX5_HUMAN",1,5.45174612158833,0.000691984278686652,0.0429491575638182,-0.8,"Up in HBV.myr",1.367,"RFX5","DNA-binding protein RFX5"
2.0426437854767,15.46,5.36150378255649,0.000804632025710109,0.0468195259960069,-0.50264139119681,"NDUV1_HUMAN",1,5.24747195056059,0.00087781755732283,0.0510780091167222,-2.04,"Non-significant",1.292,"NDUFV1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
-0.591224670410149,21.62,-4.0081195159266,0.00434644565467862,0.155636188634838,-2.30214741253882,"APOB_HUMAN",111,-5.03999661536334,0.00112432653650768,0.0615734120875679,0.59,"Non-significant",1.211,"APOB","Apolipoprotein B-100"
-0.826051712036175,19.28,-4.56500409228255,0.002102198778987,0.0978573531618447,-1.52915396889648,"SAA1_HUMAN",7,-4.70521649587838,0.00169798644694708,0.0878236323393184,0.83,"Non-significant",1.056,"SAA1","Serum amyloid A-1 protein"
0.538484573364283,18.43,4.20220783923333,0.00335671689061522,0.148814448817275,-2.02769318964449,"CO2_HUMAN",9,4.55213623006333,0.00206137286242308,0.0913875302340897,-0.54,"Non-significant",1.039,"C2","Complement C2"
1.5670738220215,19.57,4.6479621890198,0.0018940333816026,0.0978573531618447,-1.417867490903,"EFTU_HUMAN",2,4.57981192124355,0.00198984450695782,0.0913875302340897,-1.57,"Non-significant",1.039,"TUFM","Elongation factor Tu, mitochondrial"
0.417492866516103,19.53,3.7593294692673,0.0061026353416636,0.198227406669611,-2.66144598080826,"POSTN_HUMAN",17,4.57591361596424,0.00199975390460065,0.0913875302340897,-0.42,"Non-significant",1.039,"POSTN","Periostin"
-0.752398014068596,18.59,-4.12535240342896,0.00371587159242694,0.155636188634838,-2.13574073601035,"CH60_HUMAN",25,-4.49561849980197,0.00221630805080063,0.0937901270588811,0.75,"Non-significant",1.028,"HSPD1","60 kDa heat shock protein, mitochondrial"
-0.888868093490625,14.9,-4.58561931032251,0.00204823175387239,0.0978573531618447,-1.50140413837644,"CRP_HUMAN",2,-4.33512370636715,0.00272976746870453,0.110496239711475,0.89,"Non-significant",0.957,"CRP","C-reactive protein"
0.741645812988299,18.86,5.01379400907084,0.00121021525419939,0.0662770824505666,-0.939266941983612,"GPR84_HUMAN",1,4.28377262803754,0.00292032164586681,0.113284143845917,-0.74,"Non-significant",0.946,"GPR84","G-protein coupled receptor 84"
3.40833473205567,16.43,4.06086031991043,0.00404948328679542,0.155636188634838,-2.22704825894441,"KIF1A_HUMAN",1,4.06492929547686,0.00391045831382711,0.145625467606922,-3.41,"Non-significant",0.837,"KIF1A","Kinesin-like protein KIF1A"
-0.550448417663574,19.21,-3.72385339208261,0.00640992386208712,0.198227406669611,-2.71333259526857,"CATB_HUMAN",10,-3.98680484340814,0.00434749657953712,0.15567381982881,0.55,"Non-significant",0.808,"CTSB","Cathepsin B"
-1.14166426658633,17.07,-4.01547733958415,0.00430363806745024,0.155636188634838,-2.29164741952883,"SAA2_HUMAN",2,-3.92278418777246,0.00474499256430078,0.163614373235705,1.14,"Non-significant",0.786,"SAA2","Serum amyloid A-2 protein"
0.916282176971444,13.77,4.0660820846899,0.00402129917651847,0.155636188634838,-2.21963374612387,"CISY_HUMAN",1,3.78925872144378,0.00570585018896736,0.180908605609402,-0.92,"Non-significant",0.743,"CS","Citrate synthase, mitochondrial"
-0.561579227447496,18.67,-3.78925812666174,0.00585571167353603,0.198227406669611,-2.61779608167819,"LAMP2_HUMAN",4,-3.77385590670014,0.00582949319901403,0.180908605609402,0.56,"Non-significant",0.743,"LAMP2","Lysosome-associated membrane glycoprotein 2"
