"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
0.728954792022698,16.92,6.16492352840753,0.000303385138189613,0.0313835070727255,0.832085231063943,"ANXA5_HUMAN",6,6.83078400085596,0.00015027457994165,0.0221906462149577,-0.73,"Up in CTRL.myr",1.654,"ANXA5","Annexin A5"
0.734100818634055,19.3,6.22598004072521,0.000284301222210416,0.0313835070727255,0.893827840309209,"CATB_HUMAN",10,7.07597370187627,0.00011813281178433,0.0221906462149577,-0.73,"Up in CTRL.myr",1.654,"CTSB","Cathepsin B"
1.54080200195318,16,8.40916909228457,3.61812913526035e-05,0.0182964484519719,2.77801426867874,"CREG1_HUMAN",1,7.70304116567823,6.56407665960134e-05,0.0221906462149577,-1.54,"Up in CTRL.myr",1.654,"CREG1","Protein CREG1"
0.905600070953348,16.67,6.69281850693134,0.000175516707321542,0.0313835070727255,1.34825190130442,"DPP4_HUMAN",7,7.27113814159199,9.79777580308242e-05,0.0221906462149577,-0.91,"Up in CTRL.myr",1.654,"DPP4","Dipeptidyl peptidase 4"
0.890434265136729,16.71,6.49534879123285,0.000214579775412989,0.0313835070727255,1.15978759622252,"HSPB1_HUMAN",6,6.99977624033988,0.000127219637544569,0.0221906462149577,-0.89,"Up in CTRL.myr",1.654,"HSPB1","Heat shock protein beta-1"
1.05013322830199,16.41,8.31127021944609,3.93049375982211e-05,0.0182964484519719,2.7055977383266,"PPGB_HUMAN",2,7.55757326587462,7.49702580303954e-05,0.0221906462149577,-1.05,"Up in CTRL.myr",1.654,"CTSA","Lysosomal protective protein"
0.73472023010255,19.64,6.05682111287434,0.000340747694747235,0.0317236103809676,0.721419959540446,"SAP_HUMAN",7,6.72620649100757,0.000166846964022239,0.0221906462149577,-0.73,"Up in CTRL.myr",1.654,"PSAP","Prosaposin"
0.95289325714112,18.72,6.27333478194693,0.000270413777400116,0.0313835070727255,0.941339794566512,"RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN",4,6.51502816374936,0.000206858203534462,0.024073123436323,-0.95,"Up in CTRL.myr",1.618,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B"
1.384575843811,17.7,6.47695352763866,0.000218683664354995,0.0313835070727255,1.14195426084268,"S10AA_HUMAN",2,6.25943352605102,0.000270169527959031,0.0279475367255397,-1.38,"Up in CTRL.myr",1.554,"S100A10","Protein S100-A10"
1.06905961036678,15.52,6.56543274875493,0.000199708554187693,0.0313835070727255,1.22729553159074,"APT_HUMAN",1,5.88695028064679,0.000404333643159107,0.0302551803592173,-1.07,"Up in CTRL.myr",1.519,"APRT","Adenine phosphoribosyltransferase"
0.892012119293224,16.98,5.54809021243767,0.000600303097701153,0.0399201559971267,0.176842063779576,"HEXB_HUMAN",7,5.87859480143838,0.000408087879829848,0.0302551803592173,-0.89,"Up in CTRL.myr",1.519,"HEXB","Beta-hexosaminidase subunit beta"
0.954712390899651,20.44,5.39165333439632,0.000719369887385632,0.0409021287640283,0.00126490296501558,"K22E_HUMAN",36,5.84735794421185,0.000422467609742025,0.0302551803592173,-0.95,"Up in CTRL.myr",1.519,"KRT2","Keratin, type II cytoskeletal 2 epidermal"
0.858148574829155,19.29,5.64734768416785,0.00053610063579821,0.0383930532252411,0.28623604341709,"SAA1_HUMAN",7,6.02657216715062,0.000346922764947929,0.0302551803592173,-0.86,"Up in CTRL.myr",1.519,"SAA1","Serum amyloid A-1 protein"
0.589782714843754,22.5,4.77394395616504,0.00151920263911267,0.0486603451170031,-0.730717399631605,"AACT_HUMAN",18,5.47094034234232,0.000647663922074815,0.0322908537627079,-0.59,"Up in CTRL.myr",1.491,"SERPINA3","Alpha-1-antichymotrypsin"
0.676878929138169,20.45,5.03112858478219,0.00110559880950001,0.047262359757253,-0.418371870539752,"CATD_HUMAN",18,5.63114914235707,0.000538749669564929,0.0322908537627079,-0.68,"Up in CTRL.myr",1.491,"CTSD","Cathepsin D"
1.60109710693358,14.29,5.6504280902738,0.0005342331017155,0.0383930532252411,0.289606299727989,"FUCO2_HUMAN",2,5.54436894642376,0.000594998835621674,0.0322908537627079,-1.6,"Up in CTRL.myr",1.491,"FUCA2","Plasma alpha-L-fucosidase"
0.616147279739376,16.3,5.03387381245468,0.0011019109573807,0.047262359757253,-0.415096532825921,"HEXA_HUMAN",5,5.45599837768029,0.000658997015565468,0.0322908537627079,-0.62,"Up in CTRL.myr",1.491,"HEXA","Beta-hexosaminidase subunit alpha"
1.00771474838258,18.33,5.39899768289106,0.000713232224253108,0.0409021287640283,0.00959513024873981,"LBP_HUMAN",4,5.53778618181216,0.000599522400144974,0.0322908537627079,-1.01,"Up in CTRL.myr",1.491,"LBP","Lipopolysaccharide-binding protein"
