"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.27356433868407,10.3108737468719,16.4846781004876,3.06080139892718e-07,0.00248353425508951,4.4579414616434,"K1C19_HUMAN",26,17.2850702534542,1.11212576493243e-07,0.000902378845666171,0.00249433517457476,"Non-significant",3.04461109434271,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.474938392639149,11.5306339263916,11.1198983780233,5.52831559608767e-06,0.0149522509155518,3.2483261304998,"FLNC_HUMAN",102,13.6304466442833,7.18634459842339e-07,0.00291550000358037,0.0224294662475479,"Non-significant",2.5352869537096,"FLNC","Filamin-C","FLNC_HUMAN"
0.515741109847999,12.5807257890701,11.2344799416317,5.13306582483411e-06,0.0149522509155518,3.28657808631525,"K2C7_HUMAN",37,12.6516450784883,1.28243779974767e-06,0.00346856676905087,0.0197861194610756,"Non-significant",2.45984994102281,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.262931346893302,12.8578667640686,-6.72893243761905,0.000183873884179292,0.186494087028847,1.00165606243493,"CO4B_HUMAN",83,-8.50122327121126,2.60852436594522e-05,0.0529139167631987,0.0272140502929759,"Non-significant",1.27643009018432,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.280646324157704,12.2816655635834,-6.88163106130046,0.000158349543684789,0.186494087028847,1.1139877160626,"CERU_HUMAN",44,-8.11261929610797,3.67595365401623e-05,0.0596533758973754,0.0463242530822505,"Non-significant",1.22436497375198,"CP","Ceruloplasmin","CERU_HUMAN"
0.226929903030397,12.3217040300369,5.93016798349978,0.000419498495899932,0.203292443989826,0.358865686923971,"LIMC1_HUMAN",62,7.40264000011973,7.12753214524157e-05,0.0963879930441502,-0.0244371891021746,"Non-significant",1.01597706235695,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.141270637512219,15.2504768371582,-4.56449925082683,0.00207724247666722,0.329171277966053,-0.982602642144306,"CO3_HUMAN",111,-7.15184263032494,9.11283032743079e-05,0.105630721823962,-0.0186510086059748,"Non-significant",0.976209752463372,"C3","Complement C3","CO3_HUMAN"
-0.178895711898804,11.5200425386429,-5.71984021303695,0.000527988878845613,0.214205088147665,0.173143458097404,"C1R_HUMAN",30,-6.92126670248935,0.000114892094327833,0.116529306672005,-0.0742756128311157,"Non-significant",0.93356483751081,"C1R","Complement C1r subcomponent","C1R_HUMAN"
-0.317454099655149,7.95596373081207,-6.45984959223097,0.000240768846985102,0.195359842443712,0.795724371466474,"ITB2_HUMAN",19,-6.69068671918504,0.000145696102187081,0.12351028132385,-0.0383558273315501,"Non-significant",0.908296889073424,"ITGB2","Integrin beta-2","ITB2_HUMAN"
0.255609750747697,10.3195799589157,6.23762255712438,0.000302689127000662,0.203292443989826,0.617670229175911,"ANXA3_HUMAN",21,6.60398357119225,0.000159554581550044,0.12351028132385,0.0891245603561428,"Non-significant",0.908296889073424,"ANXA3","Annexin A3","ANXA3_HUMAN"
