"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.14266371726989,11.2228025197983,-91.4165986805769,6.74483161650365e-13,5.47275637363106e-09,14.9630339842918,"TSP1_HUMAN",50,-114.627372193597,1.95566814921444e-14,1.5868291362726e-10,0.0393610000609996,"Non-significant",9.79946983390608,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.89991664886478,14.7858092784882,-60.9446807307826,1.49118471639866e-11,6.04973639442936e-08,14.1988843789098,"FINC_HUMAN",120,-89.667624964095,1.46289082395827e-13,5.93494807279869e-10,0.0581312179565749,"Non-significant",9.22658307650647,"FN1","Fibronectin","FINC_HUMAN"
-1.8457374572754,14.8619198799133,-50.2054976704201,6.54188053327999e-11,1.76936062156779e-07,13.6407315228115,"FIBA_HUMAN",43,-60.1116499749279,3.86687402580709e-12,1.04586052817996e-08,-0.0520174503326754,"Non-significant",7.98052622740035,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.64836597442625,15.2404818534851,-45.6535131594578,1.35001132110452e-10,2.73849796486052e-07,13.312920834599,"FIBG_HUMAN",29,-51.6042187835505,1.34742592703718e-11,2.73325349299492e-08,-0.0310513973235995,"Non-significant",7.56332008821088,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.6544380187988,14.5300977230072,-33.3118179868952,1.48603416936003e-09,2.00961354169788e-06,11.9549913710374,"FIBB_HUMAN",38,-36.8628700878432,2.10265323717374e-10,3.41218567328555e-07,-0.0256264209747243,"Non-significant",6.46696734482884,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.98053669929505,13.5780528783799,-33.7655289347228,1.34085762334153e-09,2.00961354169788e-06,12.0218307675144,"FGL1_HUMAN",17,-34.4341468957587,3.66504893666444e-10,4.95636784534922e-07,-0.0650095939636,"Non-significant",6.30483646918923,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.02918314933777,8.62497079372406,-23.0270468908821,2.43751064515195e-08,2.82542305353756e-05,9.8606981914723,"PGBM_HUMAN",106,-24.621940044679,5.59807736557901e-09,6.48897139204401e-06,-0.0384845733642472,"Non-significant",5.18782414051297,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.949619054794322,10.4796470403671,-18.8372641964567,1.10497721754653e-07,8.74971347518098e-05,8.53697721721006,"LAMC1_HUMAN",52,-21.1727002783021,1.89661771829099e-08,1.92364452077664e-05,-0.0551470518112174,"Non-significant",4.7158751801822,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.451230287551871,13.25610268116,-13.9463698990931,1.03713973703027e-06,0.000321774171214069,6.39429111275806,"FAT1_HUMAN",153,-20.074592094684,2.91340961828102e-08,2.59931076251427e-05,-0.0109775066375768,"Non-significant",4.58514179499801,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.646069526672353,10.1667499542236,-16.2810647332664,3.28832335834632e-07,0.000156949739586012,7.51651428083619,"AGRIN_HUMAN",63,-19.6784447162472,3.42040881766177e-08,2.59931076251427e-05,-0.117050051689148,"Non-significant",4.58514179499801,"AGRN","Agrin","AGRIN_HUMAN"
-3.04400169849396,7.42767089605332,-19.5027334000908,8.5150516436148e-08,7.67679211514339e-05,8.77325062095559,"MIME_HUMAN",7,-19.4962269784196,3.68622737008834e-08,2.59931076251427e-05,-0.181997776031499,"Non-significant",4.58514179499801,"OGN","Mimecan","MIME_HUMAN"
-1.62481498718261,10.4864990711212,-18.5128224170514,1.25871983246444e-07,8.74971347518098e-05,8.41770213978385,"K1C19_HUMAN",26,-19.3732717502572,3.87864916120708e-08,2.59931076251427e-05,-0.148667097091675,"Non-significant",4.58514179499801,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.734090566635139,10.2952772378922,-18.1522641017312,1.45858416105923e-07,9.10380914064197e-05,8.28187062474039,"CCN1_HUMAN",22,-19.202670439209,4.1645353602028e-08,2.59931076251427e-05,-0.101982116699221,"Non-significant",4.58514179499801,"CCN1","CCN family member 1","CCN1_HUMAN"
1.67007637023925,8.70423817634583,19.5334593393941,8.41496949417357e-08,7.67679211514339e-05,8.78389656963522,"HBB_HUMAN",8,18.5419503617813,5.51727065175801e-08,3.19765243345461e-05,-0.0347251892089506,"Non-significant",4.49516874335275,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.730700731277476,11.0647858381271,-17.4930670902724,1.9238115258347e-07,0.000111498619433019,8.02420622799997,"FSTL1_HUMAN",17,-17.5820255712735,8.44968747870231e-08,4.57071761347937e-05,-0.0928061008453334,"Non-significant",4.34001560931579,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.573527097702023,12.6096187829971,-14.8137448638733,6.636164296996e-07,0.000269229185529128,6.83564219792744,"K2C7_HUMAN",37,-17.1406794025872,1.03564673229827e-07,5.25202349116763e-05,0.032858371734676,"Non-significant",4.27967334007272,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.414648532867449,10.9689502716065,-13.0718636030187,1.67141564202566e-06,0.000423808328731132,5.91620665234223,"MX1_HUMAN",43,-16.6418976819474,1.31137231567975e-07,6.25910292319147e-05,0.109763145446779,"Non-significant",4.2034879069534,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.632571458816532,10.2715104818344,-14.5225328434519,7.68793570382972e-07,0.000297047191908926,6.69090289317846,"TRFM_HUMAN",39,-16.4631362608716,1.42947872490317e-07,6.44377242992463e-05,0.0500340461730993,"Non-significant",4.19085980564779,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.19836330413819,8.61868333816528,-15.0548224241293,5.88722803438826e-07,0.000263457183322957,6.95294379114228,"LAMA5_HUMAN",58,-16.1143161071115,1.69582005533288e-07,7.24204417314261e-05,-0.116606712341305,"Non-significant",4.1401388305141,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.525545835494974,13.4998806715012,-12.8273568316936,1.92010996056406e-06,0.000454798680330408,5.77609403923384,"APOB_HUMAN",239,-15.9866013454816,1.80687419849014e-07,7.33048862327449e-05,-0.0066683292388916,"Non-significant",4.13486707592924,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.706447601318356,9.50595426559448,-14.9602023620881,6.16919704601451e-07,0.000263457183322957,6.90717188698396,"DREB_HUMAN",21,-15.6376171495756,2.15415350596209e-07,7.85873396000759e-05,0.131465196609499,"Non-significant",4.10464741305337,"DBN1","Drebrin","DREB_HUMAN"
0.567238330841066,9.03476238250732,14.1083261214758,9.5232977371756e-07,0.000321774171214069,6.47908069670012,"MDR3_HUMAN",28,15.5748397204408,2.22423611525855e-07,7.85873396000759e-05,0.108777523040803,"Non-significant",4.10464741305337,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-0.536089658737181,10.2230299711227,-13.7502050475558,1.1514732708304e-06,0.000333680504268496,6.29006568490035,"ITA2_HUMAN",32,-15.5718453192663,2.22764211338643e-07,7.85873396000759e-05,0.0757269859313956,"Non-significant",4.10464741305337,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.509753465652425,12.463115811348,-12.633845443219,2.14663299527028e-06,0.000483827225656197,5.66309606521906,"LIMC1_HUMAN",62,-15.1641278340962,2.75086386123256e-07,9.3002122375171e-05,0.0568451881408247,"Non-significant",4.03150714042125,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.904057741165149,9.57390511035919,-13.5115378818837,1.31017910997169e-06,0.000354331054459668,6.16094818605712,"PTPRF_HUMAN",57,-14.6660608017382,3.58578369900452e-07,0.000116380195734891,0.220787882804872,"Non-significant",3.93412091672062,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
