"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.93870401382445,14.7664155960083,-72.1491920299934,5.9820124350617e-12,4.25208384814708e-08,14.4081240979916,"FINC_HUMAN",120,-110.385161569216,3.67334232669444e-14,2.98054996387987e-10,0.0418553352355744,"Non-significant",9.52570359356091,"FN1","Fibronectin","FINC_HUMAN"
-1.8388588428497,14.4378873109818,-65.2415957773175,1.27274102773766e-11,4.25208384814708e-08,14.192068365799,"FIBB_HUMAN",38,-81.4096722219888,4.31797239281311e-13,1.75180139976428e-09,0.0805606842041229,"Non-significant",8.75651513097353,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-3.20143556594848,11.193416595459,-63.4296813753589,1.57212861035756e-11,4.25208384814708e-08,14.1256594509538,"TSP1_HUMAN",50,-70.0968905062887,1.44850818630626e-12,3.91773180789633e-09,-0.0322313308715998,"Non-significant",8.40696529737071,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.7720983028412,15.1786156892776,-55.2525458740726,4.42530423658811e-11,8.97672964391897e-08,13.7596865253865,"FIBG_HUMAN",29,-62.7149027880568,3.56227739867728e-12,7.22607970321686e-09,-0.00383734703062366,"Non-significant",8.14109725250002,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.16958332061773,13.4835295677185,-50.4758866444195,8.71462256202841e-11,1.41420894936597e-07,13.4811374442068,"FGL1_HUMAN",17,-50.9358152105486,1.91365087959874e-11,2.81149999418441e-08,0.0206978321075262,"Non-significant",7.55106191305292,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.04486608505247,14.7623555660248,-45.222646275312,1.98502164087689e-10,2.68441093234585e-07,13.098670031949,"FIBA_HUMAN",43,-50.4158653606874,2.07899925623693e-11,2.81149999418441e-08,-0.0894467830657746,"Non-significant",7.55106191305292,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.99228835105896,8.64341819286346,-29.635423818501,4.67326777235799e-09,5.41698495784467e-06,11.1640391903671,"PGBM_HUMAN",106,-32.1595687214078,7.80035740528898e-10,9.04172856950211e-07,-0.0571355819702219,"Non-significant",6.04374853452101,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.849891662597644,10.064838886261,-24.7078379190992,1.80939456285043e-08,1.74522286420274e-05,10.1185941219275,"AGRIN_HUMAN",63,-30.2524012846181,1.27517963392053e-09,1.29335094370389e-06,-0.129422664642333,"Non-significant",5.88828361569657,"AGRN","Agrin","AGRIN_HUMAN"
-0.788408279418945,10.5602524280548,-22.3400034511342,3.82184463229963e-08,3.10104473464792e-05,9.49268450841491,"LAMC1_HUMAN",52,-26.6930879985806,3.48293371632735e-09,3.14005824158668e-06,-0.0493333339691269,"Non-significant",5.50306229658757,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.878406524658178,12.5062518119812,-24.4843209436835,1.9357907046863e-08,1.74522286420274e-05,10.0634115270345,"LG3BP_HUMAN",20,-25.415849077792,5.15933314988657e-09,4.18628291781797e-06,-0.0279254913330051,"Non-significant",5.37817142446958,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.611559152603125,13.4568740129471,-17.7130612096483,2.12202040127537e-07,0.000132446719507295,7.94769397124262,"APOB_HUMAN",239,-22.7710696493516,1.24256123994338e-08,9.16558354627325e-06,-0.250512123107876,"Non-significant",5.03783987954425,"APOB","Apolipoprotein B-100","APOB_HUMAN"
