"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-5.18149948120117,13.9244484901428,-126.770112644238,2.45637136166032e-14,1.99309972285118e-10,19.481755408073,"MX1_HUMAN",43,-157.659909279329,7.03821104815352e-16,5.71080444447176e-12,-0.0562105178833008,"Non-significant",11.2433027111609,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-4.36070013046267,12.7314128875732,-90.7017813620156,3.43772597462954e-13,1.08693085034937e-09,18.6123306232345,"IFIT1_HUMAN",34,-103.522492176694,2.40599465923537e-14,8.17199130295623e-11,-0.084119796752951,"Non-significant",10.0876721042374,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-3.81981801986695,12.6859116554261,-87.4996374076216,4.56315572301542e-13,1.08693085034937e-09,18.4934201271488,"IFIT2_HUMAN",29,-99.6629330262137,3.30979865181089e-14,8.17199130295623e-11,-0.0229685306549001,"Non-significant",10.0876721042374,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
-3.89626359939575,12.9208624362946,-85.7338109391924,5.35829849814825e-13,1.08693085034937e-09,18.4235792566658,"IFIT3_HUMAN",30,-97.3564754768176,4.02858826864985e-14,8.17199130295623e-11,-0.0795631408691744,"Non-significant",10.0876721042374,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
-2.38586807250978,13.048583984375,-62.111791768968,6.78364210675079e-12,9.17374534236266e-09,17.0802892801763,"RIGI_HUMAN",56,-83.5478522649854,1.45424902217358e-13,2.35995531318329e-10,0.0169570446014511,"Non-significant",9.62709622051364,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
-4.01001691818237,14.4857723712921,-71.1806645323319,2.31968920558317e-12,3.76439164282037e-09,17.7038761057445,"ISG15_HUMAN",15,-70.8614660898306,5.78998200484136e-13,7.61444108157318e-10,-0.00411701202395065,"Non-significant",9.11836196942539,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
-2.32076382637025,11.4825032949448,-53.849593288961,2.08602272559236e-11,2.41799834220806e-08,16.3406275955045,"DDX60_HUMAN",75,-69.8029001996084,6.56902730724824e-13,7.61444108157318e-10,-0.0801727771759033,"Non-significant",9.11836196942539,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-2.52172946929935,14.6539831161499,-47.939942644766,5.20442720252611e-11,5.2785902901621e-08,15.6758157184661,"STAT1_HUMAN",41,-54.6847076179183,5.0836997240704e-12,5.1561424451384e-09,-0.294198274612427,"Non-significant",8.28767509320322,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
-4.53061378002168,8.80499726533891,-44.5139673732724,9.32147369665035e-11,8.4038263971801e-08,15.2243408750668,"OASL_HUMAN",28,-46.6702493875114,1.91688006884056e-11,1.72817387539692e-08,0.0472807884215989,"Non-significant",7.7624125643302,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
-2.5095648765564,10.2759659290314,-40.8890703259345,1.81668015306193e-10,1.34004934199495e-07,14.6827129804666,"IFIH1_HUMAN",45,-45.570877422047,2.34017649915623e-11,1.89881921141537e-08,-0.471722006797792,"Non-significant",7.72151638293141,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-3.03943061828612,10.8534486293793,-42.8410727401262,1.25949753186979e-10,1.02195629735914e-07,14.9832032434985,"ISG20_HUMAN",11,-40.9633861705242,5.70847469187378e-11,4.21077851362399e-08,-0.189389705657952,"Non-significant",7.37563760180953,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-1.85734128952028,10.947158575058,-33.8093248029518,8.07472160053200e-10,4.36788607111444e-07,13.3860988658373,"SLFN5_HUMAN",37,-37.8984164882296,1.09357046779234e-10,7.24702187390826e-08,0.0308578014373744,"Non-significant",7.1398404278354,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-2.21695804595948,12.8782124519348,-40.0366693599733,2.14349687867252e-10,1.4493611394624e-07,14.5445593445091,"UB2L6_HUMAN",12,-37.6276264121798,1.16109544442701e-10,7.24702187390826e-08,0.0551133155822754,"Non-significant",7.1398404278354,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.76247429847717,10.1693013906479,-33.0430290496124,9.66396171673404e-10,4.90083658559875e-07,13.2227439369964,"GBP4_HUMAN",27,-36.0564325149176,1.65807569606155e-10,9.60973299845958e-08,-0.0723581314086754,"Non-significant",7.01728867881497,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
1.60766553878785,13.5083870887756,28.704059592879,2.90883450828901e-09,1.38836960001512e-06,12.191575921652,"FGL1_HUMAN",17,29.2902109325521,9.38305230838426e-10,5.07560576201532e-07,0.141444206237795,"Non-significant",6.29451211826184,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.10417222976684,11.1444463729858,-36.3247904803454,4.59986252299164e-10,2.66594889368244e-07,13.8881780461089,"PLS1_HUMAN",7,-28.9904916763152,1.02219555423125e-09,5.18380920439522e-07,-0.193457603454599,"Non-significant",6.28535099151308,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
0.773645877838147,13.0973451137542,19.0340936282376,7.11637711993973e-08,1.51953378818924e-05,8.98011133896328,"FAT1_HUMAN",153,27.1861259253711,1.74472504284707e-09,8.21092846693982e-07,-0.202594280242922,"Non-significant",6.08560773139824,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.21619057655338,11.8006576299667,-25.1070831125802,8.27593090454219e-09,3.19766206473597e-06,11.1724018679572,"5NT3A_HUMAN",23,-27.0456755308756,1.82150249451463e-09,8.21092846693982e-07,-0.213514566421525,"Non-significant",6.08560773139824,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-1.07803225517267,11.601296544075,-25.9706431512302,6.3567873968172e-09,2.74220739841271e-06,11.432887414436,"APOL3_HUMAN",18,-26.7364337984318,2.00422665321406e-09,8.49161318974645e-07,0.16923916339874,"Non-significant",6.07100979705252,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-1.20270204544066,10.0310914516449,-22.8817667715331,1.70536717699635e-08,5.322057413134e-06,10.4483040059233,"TDRD7_HUMAN",52,-26.5972598028662,2.09307695088648e-09,8.49161318974645e-07,-0.106356620788574,"Non-significant",6.07100979705252,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.67590355873108,9.29631388187408,-25.9370946856279,6.42123990261788e-09,2.74220739841271e-06,11.4229663141793,"TREX1_HUMAN",15,-26.0388263014007,2.49664417792466e-09,9.64655755222891e-07,0.0340044498443515,"Non-significant",6.01562764031393,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.8584263324737,11.6894608736038,-20.8296215294481,3.53942396122497e-08,8.97465188168107e-06,9.70347365363518,"UBA7_HUMAN",43,-25.8098160502547,2.68672715271487e-09,9.9091382350584e-07,0.102012157440203,"Non-significant",6.00396411302556,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-0.950190782547025,11.9562686681747,-22.2781378933765,2.09956995245738e-08,5.94000620308544e-06,10.2374778502888,"NUB1_HUMAN",27,-25.1607579990819,3.31943985397283e-09,1.17104065109285e-06,0.219744801521307,"Non-significant",5.93142802872023,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-0.970621109008771,12.0065829753876,-22.2463640923264,2.12299950566278e-08,5.94000620308544e-06,10.2261969594468,"RO52_HUMAN",27,-25.015442049787,3.48292196915635e-09,1.17751786907228e-06,0.0591614246368231,"Non-significant",5.92903249364229,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
