"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.94942808151242,14.3084127902985,144.295370230399,8.41558348432353e-15,6.82840443918011e-11,21.6122489238925,"MX1_HUMAN",43,177.483902546648,1.80390998457969e-16,1.46369256148796e-12,0.0799393653869487,"Non-significant",11.8345501342549,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
5.49072384834287,13.521364569664,119.370692725529,3.76258194646618e-14,1.10902540361136e-10,21.0328612144107,"IFIT2_HUMAN",29,133.902546691526,1.97706092896177e-15,6.03789549345722e-12,0.00653934478762608,"Non-significant",11.2191144082072,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
5.10543584823613,13.5254485607147,114.814151233518,5.11633744453373e-14,1.10902540361136e-10,20.8957018529752,"IFIT3_HUMAN",30,130.290515458216,2.49414596457507e-15,6.03789549345722e-12,0.101923704147325,"Non-significant",11.2191144082072,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
5.43090677261355,13.2665162086487,112.328195268553,6.08174638874784e-14,1.10902540361136e-10,20.8157136770847,"IFIT1_HUMAN",34,127.607046544508,2.97653216340016e-15,6.03789549345722e-12,0.225981473922751,"Non-significant",11.2191144082072,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
4.96732521057127,14.9644265174866,110.68139927969,6.83402393154646e-14,1.10902540361136e-10,20.7605784169856,"ISG15_HUMAN",15,107.109588403389,1.31746427853688e-14,2.13798103120965e-11,0.298700571060174,"Non-significant",10.6699961522973,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
2.9654982089996,13.3383990526199,72.3161159404767,1.96666771296006e-12,2.65959030382632e-09,18.7604950137487,"RIGI_HUMAN",56,92.7734800014092,4.46442505972794e-14,6.03739082243875e-11,0.136628389358526,"Non-significant",10.2191507097628,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
2.8073983192444,10.6917634010315,61.6099521073414,6.96027555947503e-12,7.05945948619755e-09,17.8094171800393,"GBP4_HUMAN",27,68.4170669777987,5.92364534042822e-13,6.43022720837856e-10,0.138647794723504,"Non-significant",9.19177368125903,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
2.28145360946655,11.4628481864929,52.6692838932539,2.3957564274971e-11,1.38851197519368e-08,16.7874589371987,"DDX60_HUMAN",75,67.8717472752503,6.33988386332616e-13,6.43022720837856e-10,0.124778628349305,"Non-significant",9.19177368125903,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
3.08762216567995,14.9369294643402,58.5844325536966,1.03530368326838e-11,8.94687520579278e-09,17.4904624451933,"STAT1_HUMAN",41,66.697827807233,7.35155933718981e-13,6.62783916243979e-10,0.13539147377015,"Non-significant",9.17862803913508,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
3.29033327102662,10.6663501262665,53.553156340506,2.10126808986883e-11,1.31151456009197e-08,16.8998426506665,"IFIH1_HUMAN",45,59.7134610566062,1.87899811789963e-12,1.49482688229e-09,0.59428095817566,"Up in BD",8.8254091005968,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
