"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.837557315826402,13.8047025203705,-24.4893964381283,1.83008554883394e-08,6.7188456494298e-05,9.82393328633597,"PLOD2_HUMAN",38,-28.8653932014103,1.5404105308629e-09,9.59388389270554e-06,0.0834627151489258,"Non-significant",5.01800554176573,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
4.37643766403197,10.790515422821,31.1776592958211,3.00873046334813e-09,2.44128389796067e-05,11.0318814645601,"Q6VBP1_HBV",1,27.3818980643,2.36477295851751e-09,9.59388389270554e-06,0.0801301002502726,"Non-significant",5.01800554176573,"S","Large envelope protein","Q6VBP1_HBV"
-0.514191389083827,12.5002869367599,-18.0739683345442,1.74795261695892e-07,0.000141828875340047,8.00870487653916,"LIMC1_HUMAN",62,-25.2054900999255,4.63023210632074e-09,1.23218353539726e-05,0.0693056583404754,"Non-significant",4.90932459860533,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.80891990661619,9.73291540145873,-21.092875185118,5.56290107473575e-08,9.02747586408118e-05,8.96834408813361,"FIL1L_HUMAN",39,-24.2527629571286,6.32676915465679e-09,1.23218353539726e-05,0.0629692077636754,"Non-significant",4.90932459860533,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
5.05821824073789,10.4664367437363,23.50606893601,2.48416772840639e-08,6.7188456494298e-05,9.59680164852225,"Q15194_HBV",5,23.7123771941339,7.59294759303216e-09,1.23218353539726e-05,0.0109186172485742,"Non-significant",4.90932459860533,"PreC-C","Capsid protein","Q15194_HBV"
-0.637037992477405,11.9939032793045,-18.3033818221731,1.59232316198248e-07,0.000141828875340047,8.08958980697809,"TENS1_HUMAN",76,-23.1150872151211,9.3337142700771e-09,1.26222929312343e-05,0.0624380111693981,"Non-significant",4.89886174517674,"TNS1","Tensin-1","TENS1_HUMAN"
-0.951342582702649,9.79929280281068,-21.177575252471,5.39966715174497e-08,9.02747586408118e-05,8.99228799746273,"PLIN2_HUMAN",25,-22.6658752571968,1.09388519923123e-08,1.26796921522318e-05,0.0755405426025249,"Non-significant",4.89689129047716,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.769679546356199,10.1908206939697,-19.0347685279242,1.19151916594632e-07,0.000138114093035549,8.33812340851403,"VLDLR_HUMAN",32,-21.2024271940259,1.87527151622128e-08,1.90199413532743e-05,-0.090955972671507,"Non-significant",4.72079082651473,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-0.531452655792249,10.4791450500488,-16.092752072208,4.11416256418209e-07,0.000223403612835172,7.24576172996182,"TRFM_HUMAN",39,-19.2430665543785,4.09476881414894e-08,3.37354043970667e-05,0.0934088230133003,"Non-significant",4.47191407945083,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.611655473709076,9.92291629314421,-18.1346911862981,1.70514930679795e-07,0.000141828875340047,8.03025430493787,"LX15B_HUMAN",22,-19.2066069193123,4.15767862916769e-08,3.37354043970667e-05,-0.115442991256709,"Non-significant",4.47191407945083,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.852199077606203,9.08001685142517,16.8550073524481,2.92642479096856e-07,0.000197875089615991,7.5536680371539,"RRP12_HUMAN",42,18.6235019690774,5.3262643939298e-08,3.92884629930422e-05,-0.00282716751097567,"Non-significant",4.40573496092342,"RRP12","RRP12-like protein","RRP12_HUMAN"
