"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.84070372581483,13.7030920301165,33.1803590634913,1.25716867687782e-08,3.99632554148378e-05,9.03461551761031,"FGL1_HUMAN",17,33.6142532611781,2.84345904009411e-09,1.14798559172014e-05,-0.158697764078781,"Non-significant",4.94006356270085,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
2.47890893618265,8.79572350638253,32.3784020071901,1.47756675184266e-08,3.99632554148378e-05,8.96142361704083,"AMY1B_HUMAN",12,31.5493992384121,4.50407961289522e-09,1.14798559172014e-05,-0.127037366231313,"Non-significant",4.94006356270085,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
2.73180866241455,10.5310070855277,30.0369207232321,2.42469940172709e-08,4.9185027364034e-05,8.7234196965607,"TSP4_HUMAN",21,31.5434302857763,4.51026465972246e-09,1.14798559172014e-05,-0.157017866770417,"Non-significant",4.94006356270085,"THBS4","Thrombospondin-4","TSP4_HUMAN"
2.53562800089518,7.90574823107038,35.6736336317372,7.79006868538887e-09,3.99632554148378e-05,9.23898427679612,"CLC11_HUMAN",7,29.7244381698353,6.93758284704154e-09,1.14798559172014e-05,-0.0941627025603999,"Non-significant",4.94006356270085,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
2.07992593447367,11.9800943647112,27.0027202481779,4.89168242152347e-08,7.93822223364828e-05,8.3504416506687,"TSP1_HUMAN",50,29.6446098469906,7.07410396672507e-09,1.14798559172014e-05,-0.0512961546580009,"Non-significant",4.94006356270085,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.619732220967574,10.7637316840036,17.8323244696735,7.4283816519467e-07,0.000891456451460591,6.51073626523768,"LAMC1_HUMAN",52,24.9979961883733,2.42906352608397e-08,3.28490357510756e-05,-0.0849800109863246,"Non-significant",4.48347737417523,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.752048492431674,12.6894446781703,17.1005586212414,9.75930184814471e-07,0.000989837189948078,6.29370465731094,"LG3BP_HUMAN",20,17.824148472691,2.76738222083037e-07,0.000320779133425966,-0.168612639109323,"Non-significant",3.49379389017809,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.475456078847248,15.8007673536028,14.1069267732367,3.3963687124064e-06,0.00211985659480504,5.23711436768319,"APOE_HUMAN",29,17.0075270274404,3.86927852648838e-07,0.000392441574549084,-0.272325674692792,"Non-significant",3.40622499048467,"APOE","Apolipoprotein E","APOE_HUMAN"
0.343307574590025,13.3770369121007,9.88892336730662,3.26034039720817e-05,0.00732403573829293,3.10015271378187,"FAT1_HUMAN",153,16.3952510688865,5.02597320136611e-07,0.000453119406176495,0.00304087003073406,"Non-significant",3.34378733747897,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.529891570409124,11.5950179781233,-13.2390885782803,5.11091890360594e-06,0.00230388866576992,4.86987255380356,"EHD2_HUMAN",32,-15.6037292229763,7.14836886499819e-07,0.00050877931286578,0.0759390195210781,"Non-significant",3.29347055555714,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
