"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.64380669593811,15.1618484769549,-47.4418785021421,1.73815205608573e-09,2.92297871137576e-06,11.3392627761813,"FINC_HUMAN",120,-77.4232428045978,1.17604583537252e-11,5.8410348109293e-08,-0.00221570332844223,"Non-significant",7.23351020547928,"FN1","Fibronectin","FINC_HUMAN"
-1.75074044863381,15.0771226882935,-52.8049782466084,8.69379941196966e-10,2.7845180772981e-06,11.6583598062911,"FIBA_HUMAN",43,-72.672559149338,1.84272901277719e-11,5.8410348109293e-08,0.0107067426045653,"Non-significant",7.23351020547928,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-2.16937534014382,12.0312083108085,-55.3033852517197,6.44608720672536e-10,2.7845180772981e-06,11.7836770452833,"TSP1_HUMAN",50,-71.0644336176992,2.15961356085629e-11,5.8410348109293e-08,-0.00191148122150864,"Non-significant",7.23351020547928,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.77728684743246,15.507895060948,-51.4429465824891,1.02952356814078e-09,2.7845180772981e-06,11.5842473456184,"FIBG_HUMAN",29,-61.1347022746662,6.27751027116813e-11,1.27339295850645e-07,0.0364172458648486,"Non-significant",6.895037555988,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.01335310935976,13.8017488207136,-47.1812314999104,1.80119467055445e-09,2.92297871137576e-06,11.3217385573394,"FGL1_HUMAN",17,-46.4077159584048,4.42311447261443e-10,7.1778301661587e-07,0.105912844339976,"Non-significant",6.14400682167465,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.47477889060976,14.7930291039603,-35.5802261958537,1.11544321180944e-08,1.2929580315174e-05,10.2753503290685,"FIBB_HUMAN",38,-42.6987507248328,7.97542147185005e-10,1.07854283037652e-06,0.0131709575653005,"Non-significant",5.96716260380498,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.812548875808705,12.0236195155552,24.5669293820023,1.21182301146993e-07,8.19394326255581e-05,8.47950383619961,"TENS1_HUMAN",76,39.4815102447495,1.38804308271887e-09,1.58180032167308e-06,0.0554882685343507,"Non-significant",5.80084834047728,"TNS1","Tensin-1","TENS1_HUMAN"
-2.89618372917172,10.6249356951032,-37.0809716775204,8.54319298226531e-09,1.15532446430168e-05,10.4467590954511,"TSP4_HUMAN",21,-38.8362341116446,1.55957635856355e-09,1.58180032167308e-06,0.192058245340982,"Non-significant",5.80084834047728,"THBS4","Thrombospondin-4","TSP4_HUMAN"
1.16744152704876,13.8862559454782,29.70104189166,3.57472041887505e-08,3.22280905319469e-05,9.45539958106938,"PLOD2_HUMAN",38,36.2895183915188,2.51889270322163e-09,2.27092171043781e-06,-0.0522480805714842,"Non-significant",5.64379783773576,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.700269540150977,10.7712950025286,21.2370573307528,3.08393258144808e-07,0.000177256868284472,7.66223533738851,"KANK1_HUMAN",51,30.8970970858533,7.84242439416472e-09,6.36334315342525e-06,0.356044332186377,"Non-significant",5.1963146561099,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-2.58332935969035,7.9330061503819,-34.8290264711653,1.28013680622015e-08,1.29837875570879e-05,10.184409630065,"CLC11_HUMAN",7,-29.1589792007194,1.17961142391883e-08,8.70124281243397e-06,0.237823247909517,"Non-significant",5.06041871197519,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.632596810658747,12.5143041610718,18.8201831101766,6.67564692686348e-07,0.000292198288500829,6.94699704040235,"LIMC1_HUMAN",62,28.2834685825146,1.46226489912475e-08,9.88734782624852e-06,0.0158870220184415,"Non-significant",5.00492018756295,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
1.05469171206154,10.2579916545323,23.0551433780714,1.82174022168321e-07,0.000113704616605673,8.12975539834153,"VLDLR_HUMAN",32,26.258871533478,2.46669547512655e-08,1.52049222330237e-05,-0.00973176956176758,"Non-significant",4.81801579675333,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
0.419103781382244,10.7250532422747,13.0996101557976,6.62558491233903e-06,0.0010971427750759,4.65919312615836,"SYNE2_HUMAN",160,26.0298692591929,2.62347684572752e-08,1.52049222330237e-05,-0.0324997901916326,"Non-significant",4.81801579675333,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-2.74034873644509,8.94511767796107,-25.6306740783788,9.2290583202759e-08,6.80768901915624e-05,8.70678948870148,"AMY1B_HUMAN",12,-25.7478990320259,2.83235799456614e-08,1.53211685119398e-05,0.113682508468623,"Non-significant",4.81470811075205,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
0.653948227564536,13.5367477961949,19.3123979563288,5.66138430816757e-07,0.000270214542802775,7.10235545433394,"PFKAP_HUMAN",34,24.3733263489649,4.16518259755056e-08,2.11226822478283e-05,-0.0140504042307157,"Non-significant",4.67525093408014,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
2.64752483367921,10.57367174966,26.4007683190097,7.62957470686015e-08,6.19063691714633e-05,8.86246105480886,"NUA4L_HUMAN",5,22.6649485585947,6.93708125959165e-08,3.2459834779386e-05,-0.233629862467446,"Non-significant",4.48865369506381,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.28043230374655,9.87237821306501,21.0366951387886,3.27687087043021e-07,0.000177256868284472,7.60725210109527,"PLIN2_HUMAN",25,22.5156497669475,7.26618749574735e-08,3.2459834779386e-05,0.610272010167424,"Up in DM",4.48865369506381,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.348370075225882,12.7543950762068,-10.8866890230917,2.09964908585547e-05,0.00218417342085016,3.44411608180771,"LRP1_HUMAN",189,-22.219827192396,7.97222476078136e-08,3.2459834779386e-05,-0.103939056396488,"Non-significant",4.48865369506381,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-0.612088521321624,15.8788430350167,-18.4557479091308,7.56244029888762e-07,0.000292198288500829,6.82848651859429,"APOE_HUMAN",29,-22.2084320094195,8.00094522538476e-08,3.2459834779386e-05,0.10075338681539,"Non-significant",4.48865369506381,"APOE","Apolipoprotein E","APOE_HUMAN"
0.687032461166389,16.2968478884016,18.6631854677315,7.04212085431165e-07,0.000292198288500829,6.89631406809304,"ALDOA_HUMAN",29,21.8060598929277,9.09483627054999e-08,3.51407149996394e-05,-0.148611068725607,"Non-significant",4.45418940626591,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
