"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.09322714805605,13.4453514814377,46.7532385534169,1.11920721594183e-10,9.08124735015198e-07,12.6261879668363,"FGL1_HUMAN",17,47.3766627107376,2.71004234035699e-11,1.59702115869927e-07,-0.0698623657226491,"Non-significant",6.79668932991946,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
3.27879238128664,11.2320950031281,42.3765323241301,2.36724187633978e-10,9.60390029231049e-07,12.328461468784,"TSP1_HUMAN",50,45.2610230023045,3.93645836504627e-11,1.59702115869927e-07,-0.117733001709023,"Non-significant",6.79668932991946,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.863282918930025,10.5976897478104,27.8647039067284,5.7336690501558e-09,1.55076635576547e-05,10.6146474637657,"LAMC1_HUMAN",52,36.7192992436947,2.17064705506213e-10,5.87087673492471e-07,-0.0320954322814764,"Non-significant",6.23129703798446,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.851949453353892,10.0658677816391,22.0262391032452,3.39386117948148e-08,4.58963160171878e-05,9.34205631083739,"AGRIN_HUMAN",63,26.6289012921319,2.96549730081217e-09,4.83611570979017e-06,-0.0575640201568763,"Non-significant",5.31550331667764,"AGRN","Agrin","AGRIN_HUMAN"
0.944702625274646,12.5393998622895,25.4376683999439,1.14343878485352e-08,1.85557246006029e-05,10.1463184610687,"LG3BP_HUMAN",20,26.6127817164801,2.98010581081475e-09,4.83611570979017e-06,0.1170074939728,"Non-significant",5.31550331667764,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.704472064971926,11.1580848693848,20.9569277253138,4.93820511097502e-08,5.72408518149305e-05,9.04710881126285,"MX1_HUMAN",43,25.7645444025524,3.87576675500064e-09,5.24132857501254e-06,0.0954844951629497,"Non-significant",5.28055861384407,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
1.85625886917112,11.8662700653076,26.5834528201989,8.19116180353764e-09,1.66157717184761e-05,10.3768322577744,"Q15194_HBV",5,21.7895880298091,1.5042318612496e-08,1.74361961745418e-05,0.0478887557983256,"Non-significant",4.75854825338218,"PreC-C","Capsid protein","Q15194_HBV"
2.13442707061766,8.71448755264282,20.0519049781287,6.88403905301548e-08,6.98213660952095e-05,8.77870949395091,"PGBM_HUMAN",106,21.1927839507252,1.88216647594704e-08,1.90898734822929e-05,0.0439407825469926,"Non-significant",4.71919694987371,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.588454723358153,13.4453217983246,15.6558109940647,4.38671915913489e-07,0.000245412775295668,7.17199931001901,"APOB_HUMAN",239,20.0288038045746,2.96747440444473e-08,2.67440612060098e-05,-0.0291452407836736,"Non-significant",4.57277264249529,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.427311658859303,13.3105129003525,13.5936421067048,1.24916171732817e-06,0.000482652294019086,6.19361906795867,"FAT1_HUMAN",153,19.5551279095824,3.59785352169496e-08,2.67440612060098e-05,0.349527955055235,"Non-significant",4.57277264249529,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.573161602020274,13.4379231929779,16.080252816129,3.59452664206109e-07,0.000243049909780697,7.35296355594058,"ITIH2_HUMAN",47,19.5364332654622,3.62564300303312e-08,2.67440612060098e-05,0.121185064315776,"Non-significant",4.57277264249529,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.68888139724735,11.2920966148377,17.4774773017915,1.92964974892754e-07,0.00015657178062798,7.90616533937524,"K1C19_HUMAN",26,19.1555190421453,4.24765726151833e-08,2.87212425166331e-05,0.117648601531924,"Non-significant",4.54179677590449,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.587899208068874,14.0935704708099,15.478875068787,4.77370115142312e-07,0.000245412775295668,7.09465019888247,"VIME_HUMAN",46,18.3596418079935,5.97262708202086e-08,3.72783816488595e-05,0.132450103759764,"Non-significant",4.42854294975759,"VIM","Vimentin","VIME_HUMAN"
-0.523422718048103,17.6008450984955,-14.9497480511945,6.18108826809668e-07,0.000278629723374092,6.85633596655708,"SCP2_HUMAN",39,-17.859119688772,7.45473441749265e-08,4.32055107596681e-05,0.00301718711855159,"Non-significant",4.36446085642863,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.576748371124266,10.0982778072357,17.509243275426,1.90361456418861e-07,0.00015657178062798,7.918033206251,"SIL1_HUMAN",14,16.1681803555499,1.65128870916598e-07,8.9323710574485e-05,-0.00219941139221902,"Non-significant",4.04903324430467,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.8074951171875,11.5292778015137,15.4504902903211,4.83929554440557e-07,0.000245412775295668,7.08213438371756,"DDB2_HUMAN",18,15.8726829933819,1.91282858443724e-07,9.14572606090216e-05,0.0709159374237007,"Non-significant",4.03878181104852,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.575129270553628,16.1077591180801,15.8312835288513,4.03751075564145e-07,0.000245412775295668,7.24758780085451,"STOM_HUMAN",17,15.8692148816744,1.91616148675544e-07,9.14572606090216e-05,0.0725934505462646,"Non-significant",4.03878181104852,"STOM","Stomatin","STOM_HUMAN"
0.515116214752176,12.1061363220215,14.0782747894851,9.64446485308329e-07,0.00040116218615045,6.43951612757008,"PAI1_HUMAN",22,15.0527460755614,2.91676472532475e-07,0.00013148127211825,-0.0826590061187247,"Non-significant",3.88113610264895,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.592641115188625,14.2800534963608,14.0308327859875,9.88814853710748e-07,0.00040116218615045,6.41590604091578,"VNN1_HUMAN",18,14.354652771888,4.25038570649789e-07,0.000181513840118547,-0.0266100168228149,"Non-significant",3.74109025515704,"VNN1","Pantetheinase","VNN1_HUMAN"
0.88004684448242,9.11784768104553,15.0201980455329,5.96912844500062e-07,0.000278629723374092,6.88868642447977,"LBP_HUMAN",10,13.9512056820927,5.32534095513307e-07,0.000210285607767034,-0.0854167938232422,"Non-significant",3.67719045000151,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
0.488480806350722,10.2723125219345,12.3308007470643,2.55723274894691e-06,0.000745506324185004,5.50015406157211,"ITA2_HUMAN",32,13.91284648606,5.44244239968907e-07,0.000210285607767034,-0.197705745697002,"Non-significant",3.67719045000151,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
1.0446264743805,9.53927338123322,12.5158500497166,2.2929329576758e-06,0.000745506324185004,5.60685546095723,"PTPRF_HUMAN",57,13.3315056345581,7.62053383649423e-07,0.000264329052137527,-0.120419979095452,"Non-significant",3.57785510137976,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.495625257492051,10.9896856546402,12.8738148558729,1.86438891132956e-06,0.000657723983762091,5.80815398423651,"PRS23_HUMAN",19,13.3081740158724,7.72635465675132e-07,0.000264329052137527,0.0369540452957171,"Non-significant",3.57785510137976,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.4173135757446,11.1176900863647,12.3394301914191,2.54417163311431e-06,0.000745506324185004,5.50517082866842,"5NTD_HUMAN",22,13.2687011009097,7.90914259370574e-07,0.000264329052137527,0.080940246582049,"Non-significant",3.57785510137976,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.361843824386577,14.7012940645218,-12.3350419994336,2.55080398938334e-06,0.000745506324185004,5.50262023752424,"PUR6_HUMAN",21,-13.2194068116722,8.14422763549195e-07,0.000264329052137527,-0.0824592113494891,"Non-significant",3.57785510137976,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.695486783981329,9.95821392536164,16.5987650474795,2.83703967271905e-07,0.000209270362767658,7.56560952930551,"PRIO_HUMAN",8,12.8603832274653,1.01119011891042e-06,0.000315569100955353,0.0344024896621704,"Non-significant",3.50090552745736,"PRNP","Major prion protein","PRIO_HUMAN"
0.307634592056251,11.581172823906,9.73658359176737,1.41201163006629e-05,0.00182566176145137,3.78546157206194,"MDR1_HUMAN",52,12.6801625669352,1.12958581183489e-06,0.000337596715619402,0.254008769989001,"Non-significant",3.47160178715097,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.354873657226605,17.2429151535034,-9.9425786008501,1.21582381882202e-05,0.00164419907765364,3.93843539805059,"AL1L1_HUMAN",79,-12.6303465102581,1.16498743373715e-06,0.000337596715619402,0.00922656059264604,"Non-significant",3.47160178715097,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.354689598083503,17.2899312973022,-10.3939465611194,8.84159309127168e-06,0.00133240267571155,4.26253809048484,"SBP1_HUMAN",39,-12.5264325688194,1.24289101606431e-06,0.000347752334632613,0.0334339141845739,"Non-significant",3.45872994569348,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.322491645812949,12.5417728424072,-9.46423348222092,1.72816844912501e-05,0.00195874484322315,3.57811637108593,"CING_HUMAN",80,-12.34079843251,1.39696396065699e-06,0.000376866841348112,-0.00836777687072576,"Non-significant",3.4238120722958,"CGN","Cingulin","CING_HUMAN"
-0.444540023803725,11.8990676403046,-11.6169907199807,3.95203803852061e-06,0.000943142254251653,5.07074788078726,"VTDB_HUMAN",21,-12.271054494748,1.46026793369221e-06,0.000376866841348112,-0.144546270370487,"Non-significant",3.4238120722958,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.467352628707902,10.5821202993393,-12.1616316197674,2.82914813377085e-06,0.000791576136462644,5.40098540151752,"T23O_HUMAN",17,-12.2317030673768,1.49739462310395e-06,0.000376866841348112,0.099987268447876,"Non-significant",3.4238120722958,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.322543621063224,10.8072745800018,-10.0871535756736,1.09640463942142e-05,0.00156074162180095,4.04387588716917,"IFIT1_HUMAN",34,-12.1500843949993,1.5778051830075e-06,0.000376866841348112,0.4173135757446,"Non-significant",3.4238120722958,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.710167169570923,9.527960896492,11.4091872145473,4.50648164113122e-06,0.00101571088989274,4.94015333592283,"PERM_HUMAN",27,12.1038718438294,1.62546330514833e-06,0.000376866841348112,-0.0215127468109007,"Non-significant",3.4238120722958,"MPO","Myeloperoxidase","PERM_HUMAN"
0.647700786590597,12.3442697525025,11.4909261961833,4.27857715737474e-06,0.000991896430141103,4.99183443381264,"RIR2B_HUMAN",23,12.1037154995396,1.62562724268966e-06,0.000376866841348112,-0.0472307205200266,"Non-significant",3.4238120722958,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.452407598495475,11.449135184288,-11.7724593194029,3.58726855512736e-06,0.000882033244130407,5.16676370666306,"APOL3_HUMAN",18,-12.0144647692083,1.72229659355129e-06,0.000384214291878029,0.22499406337738,"Non-significant",3.41542648442924,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-0.772452592849703,12.3829509019852,-11.3276275946505,4.7475751576595e-06,0.00104113040079052,4.88817693413305,"ATTY_HUMAN",28,-11.9881376945623,1.75202474728705e-06,0.000384214291878029,0.205756664276123,"Non-significant",3.41542648442924,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.374116182327249,11.6247891187668,-10.5917787475957,7.71893395684353e-06,0.00122806725736918,4.39998674659054,"ACO12_HUMAN",27,-11.8752252009058,1.88618433490604e-06,0.000389511111973605,0.159491539001476,"Non-significant",3.40948014826104,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.445009469985923,13.9376760721207,-12.3207027901119,2.57261240783585e-06,0.000745506324185004,5.49427843942973,"GNMT_HUMAN",15,-11.8645453732647,1.89945588607596e-06,0.000389511111973605,-0.0737719535827743,"Non-significant",3.40948014826104,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
0.312928676605223,11.3541979789734,9.66801272241802,1.48500956686949e-05,0.00182566176145137,3.73381127528235,"S12A4_HUMAN",38,11.8355762532444,1.93598265907237e-06,0.000389511111973605,-0.0154783725738739,"Non-significant",3.40948014826104,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
-0.329843521118175,17.1141519546509,-10.6183599745586,7.58067653556456e-06,0.00122806725736918,4.41824773537555,"GSTM1_HUMAN",24,-11.8105283598184,1.96819763260017e-06,0.000389511111973605,-0.19323801994325,"Non-significant",3.40948014826104,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.333204030990597,14.6624647378922,9.67938684714973,1.4726136667233e-05,0.00182566176145137,3.74240423360038,"THRB_HUMAN",42,11.7510934985005,2.04705912279779e-06,0.000395472326723364,-0.246578216552724,"Non-significant",3.4028839009699,"F2","Prothrombin","THRB_HUMAN"
0.567996740341171,10.0474859476089,10.8032356455191,6.69255958805084e-06,0.00122806725736918,4.54392501615601,"CDHR2_HUMAN",30,11.671751061002,2.1578844046797e-06,0.000407187768827235,0.0140597820282249,"Non-significant",3.39020527588401,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.5057508945465,10.5695468187332,10.7591885781443,6.89303247973539e-06,0.00122806725736918,4.51419149168047,"EPHA2_HUMAN",25,11.5357513822118,2.36376313355487e-06,0.000435073639898147,-0.300314188003536,"Non-significant",3.36143722880468,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.675627470016474,10.796967625618,-11.2465984800771,5.00154876477779e-06,0.00106796228098439,4.83612977271041,"RCN2_HUMAN",17,-11.5052395345218,2.41290532356626e-06,0.000435073639898147,-0.0537698268890736,"Non-significant",3.36143722880468,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.46818923950195,11.9750423431397,-11.08401483863,5.55855111232262e-06,0.00110989282547881,4.73045025073874,"KNG1_HUMAN",19,-11.4612227793264,2.48581829835855e-06,0.000438476732019158,0.0585927963256747,"Non-significant",3.3580534477342,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.508599996566797,13.4205774068833,-12.0248219406846,3.07295169341914e-06,0.000804320323883966,5.31962704509925,"S22A1_HUMAN",13,-11.3219512997716,2.73320508149601e-06,0.000471855873005503,-0.186789274215698,"Non-significant",3.32619063508824,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
-0.574168443679799,10.6329838037491,-10.6098019678946,7.6248835866751e-06,0.00122806725736918,4.41237378225927,"PLIN2_HUMAN",25,-11.2761351531798,2.82049695524101e-06,0.00047216306855431,0.0665712356567507,"Non-significant",3.32590798538589,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.518366336822503,13.2272651195526,11.8999574386993,3.31625014925559e-06,0.00084087667847062,5.24445015183543,"SDCB1_HUMAN",13,11.2603100036805,2.85136681774232e-06,0.00047216306855431,0.250938653945949,"Non-significant",3.32590798538589,"SDCBP","Syntenin-1","SDCB1_HUMAN"
1.11647057533264,8.67348897457123,10.6426546037892,7.45674094705003e-06,0.00122806725736918,4.43489548323332,"LAMA5_HUMAN",58,11.2185812604831,2.93458827462375e-06,0.000472862761854883,0.213611125946045,"Non-significant",3.32526488551452,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.311407566070521,16.6826860904694,-9.53929398795199,1.63375621279994e-05,0.00194945557509687,3.63585220058767,"ALDOC_HUMAN",31,-11.2001786633029,2.97214701190523e-06,0.000472862761854883,-0.0604939460754252,"Non-significant",3.32526488551452,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.415060758590705,13.7199321985245,-12.9337933007588,1.80179869059968e-06,0.000657723983762091,5.84124052690957,"NDRG2_HUMAN",12,-10.999196662575,3.41917366095391e-06,0.000533522597788077,0.0390322208404505,"Non-significant",3.27284718095025,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
0.376658201217678,10.0629335641861,9.91795979929016,1.23757941682292e-05,0.00164618350624609,3.92032400367603,"GLSK_HUMAN",24,10.7609224447042,4.04903988114359e-06,0.000619885086709417,0.186568021774299,"Non-significant",3.20768881184607,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
