"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HDV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.15944695472717,10.2311941385269,32.6676220458329,1.84650043652806e-09,1.50065090476635e-05,10.8692890103879,"TSP1_HUMAN",50,42.2773783551619,6.87106435633499e-11,5.58411400239345e-07,0.0598535537719975,"Non-significant",6.25304572396208,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.804270505905125,11.6952999830246,20.9660745149525,5.21720909439635e-08,0.000141334194367197,8.79612392995555,"FLNC_HUMAN",102,28.0293332103374,1.95595830624055e-09,7.94803657740848e-06,-0.000698089599627139,"Non-significant",5.09974014290468,"FLNC","Filamin-C","FLNC_HUMAN"
0.65101265907283,12.5337454080582,17.2893292229098,2.20295242867841e-07,0.000304741010798187,7.66549055833609,"LIMC1_HUMAN",62,22.3257529229224,1.23606527376761e-08,3.34850082663645e-05,0.0984449386596999,"Non-significant",4.47514958951454,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-2.03494548797607,8.52180361747742,-21.4200327586149,4.44309482717055e-08,0.000141334194367197,8.91396355924065,"HBB_HUMAN",8,-20.2875195970855,2.6760636822293e-08,5.43709238636939e-05,0.0469305515289005,"Non-significant",4.26463328746002,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.687919855117798,12.666815161705,15.8832103787935,4.13644578103577e-07,0.000348864202900122,7.1324755397815,"K2C7_HUMAN",37,18.2843648016626,6.17279814834762e-08,5.98885718181353e-05,0.194438219070426,"Non-significant",4.22265604355127,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.972441196441652,12.125212430954,-17.2490407548259,2.24153270699846e-07,0.000304741010798187,7.65109797084295,"APOA5_HUMAN",23,-18.196109050454,6.41710483456792e-08,5.98885718181353e-05,0.14210748672485,"Non-significant",4.22265604355127,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.382181644439701,14.0269417762756,11.6139132279305,4.11329824630391e-06,0.00125783691509883,5.02774282073652,"FINC_HUMAN",120,18.1125442046545,6.65843942208934e-08,5.98885718181353e-05,0.176313877105699,"Non-significant",4.22265604355127,"FN1","Fibronectin","FINC_HUMAN"
0.726075410842903,10.5548127889633,17.2404666255973,2.2498413495621e-07,0.000304741010798187,7.64802859615076,"ANXA3_HUMAN",21,18.0926406817406,6.71740768346942e-08,5.98885718181353e-05,0.166010737419127,"Non-significant",4.22265604355127,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.733440876007085,10.3219451904297,15.8039602523939,4.29265661252765e-07,0.000348864202900122,7.10044902502422,"TRFM_HUMAN",39,18.0281698101638,6.91246606471864e-08,5.98885718181353e-05,-0.100816726684574,"Non-significant",4.22265604355127,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.353138446807877,15.1445429325104,-11.0861008275452,5.75761192626792e-06,0.00146225350389936,4.70203261379636,"CO3_HUMAN",111,-17.8848869478497,7.36908721768614e-08,5.98885718181353e-05,0.394330620765685,"Non-significant",4.22265604355127,"C3","Complement C3","CO3_HUMAN"
