"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.874503135681199,16.7700834274292,37.7316852494112,8.18736686714339e-10,5.67219194854187e-07,13.4180300159636,"AL1L1_HUMAN",79,60.0250869584709,5.07734595598928e-12,3.88791363954421e-08,0.00711059570314987,"Non-significant",7.41028339042425,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.819598674774173,14.8217740058899,36.4082777585823,1.06816504423631e-09,5.77806077928895e-07,13.1768871730956,"ACOHC_HUMAN",48,53.2085713599616,1.34497002775035e-11,3.88791363954421e-08,0.200432300567602,"Non-significant",7.41028339042425,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.82867026329043,12.752317070961,-48.8208900996181,1.1986310367567e-10,5.67219194854187e-07,15.0478499836129,"ANXA1_HUMAN",23,-51.8118191959955,1.66741191603008e-11,3.88791363954421e-08,0.0362985134125005,"Non-significant",7.41028339042425,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.1296010017395,13.4611828327179,-41.0449287189278,4.37255841600153e-10,5.67219194854187e-07,13.9727403138788,"K2C7_HUMAN",37,-49.9115131894748,2.25486549502968e-11,3.88791363954421e-08,0.0340373516082995,"Non-significant",7.41028339042425,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-1.38043355941772,11.3545908927918,-47.2474944294287,1.53059482416865e-10,5.67219194854187e-07,14.8524574220605,"ANXA3_HUMAN",21,-49.538221110385,2.39580579217662e-11,3.88791363954421e-08,-0.572133302688576,"Up in BDM",7.41028339042425,"ANXA3","Annexin A3","ANXA3_HUMAN"
1.0173237323761,15.5818818807602,37.9097014229762,7.90525263508652e-10,5.67219194854187e-07,13.4495692604693,"TKFC_HUMAN",40,47.2638986493479,3.5015944993133e-11,3.96992568060706e-08,-0.14511847496035,"Non-significant",7.40121762341431,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.844737529754624,16.8423058986664,35.3420981297441,1.33274893976051e-09,6.36113229248045e-07,12.9736678084158,"SBP1_HUMAN",39,46.4798460243597,4.00789595704896e-11,3.96992568060706e-08,-0.0494213104248011,"Non-significant",7.40121762341431,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.2778353691101,15.9912502765655,40.5232750424572,4.81000755603341e-10,5.67219194854187e-07,13.8897415103086,"ALDOC_HUMAN",31,46.0327093693259,4.33317113460622e-11,3.96992568060706e-08,0.204818606376648,"Non-significant",7.40121762341431,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.953539133071951,14.8131941556931,-35.7976795841579,1.21152926214632e-09,6.14396777065951e-07,13.0615142085366,"VIME_HUMAN",46,-45.941094251643,4.40341768862011e-11,3.96992568060706e-08,0.165796756744401,"Non-significant",7.40121762341431,"VIM","Vimentin","VIME_HUMAN"
-1.09821581840515,11.1369041204452,-37.3461403202543,8.83835383190447e-10,5.67219194854187e-07,13.3490046713967,"TRFM_HUMAN",39,-44.780249048972,5.41379529843757e-11,4.32385115012777e-08,-0.106932163238525,"Non-significant",7.36412926517914,"MELTF","Melanotransferrin","TRFM_HUMAN"
