"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.407080888748171,11.8789247274399,-9.92559558258274,9.40384035621627e-06,0.0175132591056234,4.01402374813842,"TENS1_HUMAN",76,-14.3005299966234,3.06193526538213e-07,0.00248445427433106,0.110998153686523,"Non-significant",2.60476899191038,"TNS1","Tensin-1","TENS1_HUMAN"
-0.646610021591201,11.0103937387467,-10.8639933016851,4.79514847965687e-06,0.0175132591056234,4.5769279173355,"MX1_HUMAN",43,-12.3205540997059,1.03070464718436e-06,0.00418156875362697,0.143179893493674,"Non-significant",2.37866075812221,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.706392049789429,12.8220735788345,-10.9134067469579,4.63473564386989e-06,0.0175132591056234,4.6047406250659,"EDF1_HUMAN",12,-10.3758116143234,4.08649104063231e-06,0.00828599233154179,0.0849421024322243,"Non-significant",2.08165547296515,"EDF1","Endothelial differentiation-related factor 1","EDF1_HUMAN"
-0.601779460906974,9.62934517860412,-9.04495232629753,1.86408931090501e-05,0.0175132591056234,3.4196239174327,"FIL1L_HUMAN",39,-9.99222004421814,5.50635763879001e-06,0.00828599233154179,0.14271783828735,"Non-significant",2.08165547296515,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.511382818222076,10.7268708944321,-8.44480794872428,3.07112394763729e-05,0.0186497463768894,2.97295523836977,"KANK1_HUMAN",51,-9.66584449688631,7.15267364285897e-06,0.00828599233154179,-0.109976053237876,"Non-significant",2.08165547296515,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.470925569534302,9.67632305622101,-9.61392563657527,1.19068340901459e-05,0.0175132591056234,3.81146095404602,"T2FB_HUMAN",16,-9.56014975418216,7.79756823241927e-06,0.00828599233154179,0.0848135948181241,"Non-significant",2.08165547296515,"GTF2F2","General transcription factor IIF subunit 2","T2FB_HUMAN"
0.684986591339149,11.8013434410095,9.19619288730118,1.65092889996529e-05,0.0175132591056234,3.52666623136816,"ASM3A_HUMAN",18,9.48192095463061,8.316380708448e-06,0.00828599233154179,0.102720022201552,"Non-significant",2.08165547296515,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
0.586409568786625,12.2250552177429,9.07140042851863,1.82469687144658e-05,0.0175132591056234,3.43849800912608,"H2AY_HUMAN",17,9.26338891352461,9.9799261640619e-06,0.00828599233154179,0.244262337684632,"Non-significant",2.08165547296515,"MACROH2A1","Core histone macro-H2A.1","H2AY_HUMAN"
-0.450143337249742,10.1407520771027,-8.50371803553857,2.92050484884459e-05,0.0186497463768894,3.01840638020189,"TRIP4_HUMAN",25,-9.24153633945953,1.01655864182273e-05,0.00828599233154179,-0.0291106700897235,"Non-significant",2.08165547296515,"TRIP4","Activating signal cointegrator 1","TRIP4_HUMAN"
-0.540375709533677,13.6561117172241,-8.3436450926669,3.35038122337653e-05,0.0186497463768894,2.89405853103302,"PLOD2_HUMAN",38,-9.23614588356708,1.02119698441481e-05,0.00828599233154179,-0.170336008071898,"Non-significant",2.08165547296515,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.953280448913585,9.81729578971863,8.86421445199733,2.16009561324647e-05,0.0175132591056234,3.28885345902192,"REEP3_HUMAN",11,8.79279074531309,1.49660829267087e-05,0.0110395269879377,-0.102630138397199,"Non-significant",1.95704953448086,"REEP3","Receptor expression-enhancing protein 3","REEP3_HUMAN"
-0.909069299697897,9.7781561613083,-8.31058062258301,3.44769775269091e-05,0.0186497463768894,2.86803736832953,"PLIN2_HUMAN",25,-8.6912949157802,1.63711621870987e-05,0.0110696341655099,-0.119083404541025,"Non-significant",1.95586673165296,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.2988712787628,10.8577340841293,-6.94519416420461,0.000122793009523491,0.0203662106988596,1.68443702997898,"RHG17_HUMAN",36,-8.41791634100401,2.09376360415709e-05,0.0127052814582281,-0.0984499454498291,"Non-significant",1.89601570964538,"ARHGAP17","Rho GTPase-activating protein 17","RHG17_HUMAN"
-0.35276055336,14.4091953039169,-7.299823173982,8.67556187203358e-05,0.0201219742809789,2.01344477950613,"HNRPR_HUMAN",32,-8.36765467120423,2.19218561024394e-05,0.0127052814582281,-0.00314903259280008,"Non-significant",1.89601570964538,"HNRNPR","Heterogeneous nuclear ribonucleoprotein R","HNRPR_HUMAN"
0.613680839538574,14.6572585105896,8.01022683400135,4.49124531158131e-05,0.0189290602549447,2.62625686355967,"RL7_HUMAN",17,8.20939029493804,2.53706092377671e-05,0.0132791354827586,-0.192634582519529,"Non-significant",1.87683019810723,"RPL7","Large ribosomal subunit protein uL30","RL7_HUMAN"
2.05600488185882,8.29226404428482,7.86423029014488,5.12205726403283e-05,0.0197906536382678,2.50512399010908,"FILA2_HUMAN",30,8.1566085940116,2.66508219183068e-05,0.0132791354827586,-0.00280690193177691,"Non-significant",1.87683019810723,"FLG2","Filaggrin-2","FILA2_HUMAN"
0.554732680320745,8.30515223741531,7.61913819708352,6.41486184453859e-05,0.0201219742809789,2.29627169636704,"NOC3L_HUMAN",19,7.89936509121651,3.40023603655453e-05,0.0132791354827586,0.212073802947998,"Non-significant",1.87683019810723,"NOC3L","Nucleolar complex protein 3 homolog","NOC3L_HUMAN"
