"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.837557315826402,13.8047025203705,24.4893964381281,1.83008554883406e-08,6.71884564942978e-05,9.82393328633592,"PLOD2_HUMAN",38,28.86539320141,1.54041053086304e-09,9.5938838927052e-06,-0.0834627151489258,"Non-significant",5.01800554176574,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-4.37643766403198,10.790515422821,-31.1776592958212,3.00873046334803e-09,2.44128389796059e-05,11.0318814645601,"Q6VBP1_HBV",1,-27.3818980643001,2.36477295851743e-09,9.5938838927052e-06,-0.0801301002502726,"Non-significant",5.01800554176574,"S","Large envelope protein","Q6VBP1_HBV"
0.514191389083829,12.5002869367599,18.0739683345439,1.74795261695912e-07,0.000141828875340063,8.00870487653906,"LIMC1_HUMAN",62,25.2054900999247,4.63023210632191e-09,1.23218353539725e-05,-0.0693056583404754,"Non-significant",4.90932459860534,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.808919906616188,9.73291540145873,21.0928751851181,5.56290107473548e-08,9.02747586408075e-05,8.96834408813364,"FIL1L_HUMAN",39,24.2527629571289,6.32676915465636e-09,1.23218353539725e-05,-0.0629692077636754,"Non-significant",4.90932459860534,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-5.05821824073789,10.4664367437363,-23.50606893601,2.48416772840638e-08,6.71884564942978e-05,9.59680164852225,"Q15194_HBV",5,-23.7123771941339,7.59294759303211e-09,1.23218353539725e-05,-0.0109186172485742,"Non-significant",4.90932459860534,"PreC-C","Capsid protein","Q15194_HBV"
0.637037992477405,11.9939032793045,18.303381822173,1.59232316198253e-07,0.000141828875340063,8.08958980697806,"TENS1_HUMAN",76,23.1150872151209,9.33371427007753e-09,1.26222929312348e-05,-0.0624380111693981,"Non-significant",4.89886174517672,"TNS1","Tensin-1","TENS1_HUMAN"
0.951342582702647,9.79929280281068,21.1775752524712,5.39966715174472e-08,9.02747586408075e-05,8.99228799746277,"PLIN2_HUMAN",25,22.665875257197,1.09388519923118e-08,1.26796921522311e-05,-0.0755405426025249,"Non-significant",4.89689129047718,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.769679546356201,10.1908206939697,19.0347685279239,1.19151916594643e-07,0.000138114093035561,8.33812340851395,"VLDLR_HUMAN",32,21.2024271940256,1.87527151622148e-08,1.90199413532763e-05,0.090955972671507,"Non-significant",4.72079082651468,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
0.531452655792249,10.4791450500488,16.0927520722079,4.11416256418234e-07,0.00022340361283517,7.24576172996177,"TRFM_HUMAN",39,19.2430665543783,4.09476881414927e-08,3.37354043970672e-05,-0.0934088230133003,"Non-significant",4.47191407945082,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.611655473709074,9.92291629314421,18.1346911862981,1.70514930679797e-07,0.000141828875340063,8.03025430493785,"LX15B_HUMAN",22,19.2066069193122,4.15767862916776e-08,3.37354043970672e-05,0.115442991256709,"Non-significant",4.47191407945082,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
