"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.24755382537841,11.7164757251739,-81.1267181288825,2.56333573952416e-12,2.07989061904991e-08,18.1275827125917,"TSP1_HUMAN",50,-89.2168749786591,2.05806242374817e-13,1.66991185062927e-09,0.0489659309387243,"Non-significant",8.77730645328097,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.10823488235475,13.452855348587,-73.0151229015395,5.64456089274458e-12,2.28999835418648e-08,17.622109024876,"FGL1_HUMAN",17,-71.3875765405698,1.24977243855384e-12,4.95193562975594e-09,0.280992984771725,"Non-significant",8.30522500934809,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.49034285545355,14.5447922945023,-52.8236689576615,6.37376596226978e-11,1.14348320860682e-07,15.7961907746265,"VIME_HUMAN",46,-68.0955950969632,1.83088573937242e-12,4.95193562975594e-09,0.00406718254090066,"Non-significant",8.30522500934809,"VIM","Vimentin","VIME_HUMAN"
-2.04462361335755,14.5407696962357,-56.4572188189313,3.87391643876619e-11,1.0477652661383e-07,16.2026422308581,"FIBB_HUMAN",38,-64.8687802712076,2.71115360482348e-12,5.49957508738443e-09,0.0302000045776758,"Non-significant",8.25967086402084,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
1.48605728149412,16.0953612327576,48.5894286593977,1.19096829928385e-10,1.38050239719845e-07,15.2653030507244,"ALDOC_HUMAN",31,56.3854155797596,8.41797796012801e-12,1.20526020171372e-08,-0.551435470581049,"Up in BDM",7.91891918381988,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.91888093948365,14.8714151382446,38.0369418763214,7.42497509906971e-10,3.18178280526172e-07,13.5964067706598,"ACOHC_HUMAN",48,55.410043210226,9.69279350019863e-12,1.20526020171372e-08,-0.234565258026125,"Non-significant",7.91891918381988,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.59742283821105,11.2460962533951,-52.1202648784273,7.04635943188821e-11,1.14348320860682e-07,15.7125023815572,"ANXA3_HUMAN",21,-54.9306403950074,1.03978572984916e-11,1.20526020171372e-08,-0.106556892395023,"Non-significant",7.91891918381988,"ANXA3","Annexin A3","ANXA3_HUMAN"
-1.71094536781313,11.8031286001205,-48.640342210422,1.18167443554044e-10,1.38050239719845e-07,15.2720908725423,"K1C19_HUMAN",26,-53.2890749340565,1.32864187310172e-11,1.34757501979342e-08,0.0753959417343149,"Non-significant",7.87044704820029,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-1.47823905944823,10.9468924999237,-41.9879200802523,3.54876852505204e-10,2.87947078122722e-07,14.2884412531744,"TRFM_HUMAN",39,-48.7034654447497,2.74823435068987e-11,2.47768594683306e-08,0.116463422775274,"Non-significant",7.60595374243173,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.09673333168027,13.6994611024857,-34.6941486990739,1.47525686252144e-09,3.81394354760811e-07,12.9331005037147,"APOB_HUMAN",239,-47.7052974547055,3.24841187760822e-11,2.5729814184813e-08,-0.13485765457153,"Non-significant",7.58956335015972,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-1.30252480506895,12.4998406171799,-44.1902170807889,2.4217294399338e-10,2.45623908445286e-07,14.6370411836735,"PAI1_HUMAN",22,-47.2864353669483,3.48814340686398e-11,2.5729814184813e-08,-0.15188121795655,"Non-significant",7.58956335015972,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.10975265502928,14.1263539791107,40.7177739267678,4.46439306494404e-10,2.91587211761225e-07,14.0758041814346,"AL8A1_HUMAN",26,46.3653516565247,4.08849300772545e-11,2.60705074344596e-08,-0.162534475326526,"Non-significant",7.58385051567321,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.04733896255492,16.9436066150665,36.4903187058088,1.01224479873138e-09,3.22247353989266e-07,13.2992036592341,"SBP1_HUMAN",39,45.2277557029574,4.99628574830933e-11,2.60705074344596e-08,-0.26647114753723,"Non-significant",7.58385051567321,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-1.89929199218747,14.7467095851898,-39.5808146947595,5.51627952283546e-10,2.91587211761225e-07,13.8777526399215,"FINC_HUMAN",120,-45.1706476013847,5.04749724309779e-11,2.60705074344596e-08,-0.0476205348968755,"Non-significant",7.58385051567321,"FN1","Fibronectin","FINC_HUMAN"
1.19553828239442,11.5235685110092,42.6748708419286,3.14342860285795e-10,2.83397552039882e-07,14.3998327913778,"VTDB_HUMAN",21,45.1035981246796,5.10837748345229e-11,2.60705074344596e-08,0.0583801269531286,"Non-significant",7.58385051567321,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-1.04663205146793,10.5513881444931,-37.5454835215869,8.18212334200307e-10,3.18178280526172e-07,13.5036893056132,"ITA2_HUMAN",32,-45.0682070332765,5.14084445343053e-11,2.60705074344596e-08,-0.163342475891126,"Non-significant",7.58385051567321,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.980692625045775,14.432021021843,36.8992111063594,9.3145383534531e-10,3.18178280526172e-07,13.3793395740876,"SERA_HUMAN",27,42.775334107631,7.83473487233032e-11,3.55807957215547e-08,-0.138322591781614,"Non-significant",7.44878434367154,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
1.08752012252813,16.8765919208527,33.1788819008214,2.05834060531639e-09,4.38663091433009e-07,12.6051911920296,"AL1L1_HUMAN",79,42.1858293198427,8.76284176025839e-11,3.55807957215547e-08,0.706252813339223,"Up in C",7.44878434367154,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.109810590744,15.6281253099441,35.1240388141769,1.34575588844296e-09,3.76533216511247e-07,13.0228766330897,"TKFC_HUMAN",40,42.1666980535473,8.79496526832589e-11,3.55807957215547e-08,0.182511687278748,"Non-significant",7.44878434367154,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
1.17528128623965,12.2527648210525,36.8481945514874,9.41123827043151e-10,3.18178280526172e-07,13.3694037429326,"PURA1_HUMAN",29,41.8106921208647,9.41753709186231e-11,3.55807957215547e-08,-0.151216506958004,"Non-significant",7.44878434367154,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-1.80345630645753,12.7649240493774,-39.3617136514083,5.7498094505541e-10,2.91587211761225e-07,13.838714385092,"ANXA1_HUMAN",23,-41.6078719234846,9.79426641074536e-11,3.55807957215547e-08,0.729090452194201,"Up in C",7.44878434367154,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.97765827178955,8.63610315322876,-37.1683750840226,8.82261518472948e-10,3.18178280526172e-07,13.4314693114165,"PGBM_HUMAN",106,-41.5441418513617,9.91611406862124e-11,3.55807957215547e-08,0.0943760871887278,"Non-significant",7.44878434367154,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.743950128555326,16.2325090169907,26.9951442867316,9.56018808143571e-09,1.0206758696417e-06,11.0496117244128,"FAS_HUMAN",149,41.1999252105578,1.06043865727923e-10,3.55807957215547e-08,0.00997328758239746,"Non-significant",7.44878434367154,"FASN","Fatty acid synthase","FAS_HUMAN"
