"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.03330254554747,12.1817754507065,-36.3092067466821,7.316912218119e-10,1.75391190445199e-06,13.2739951280337,"PURA1_HUMAN",29,-42.8787222527617,4.88188709344667e-11,2.13649275617668e-07,0.0208964347839249,"Non-significant",6.6702985753288,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.732646465301521,16.6991550922394,-26.6864035762266,7.63341004148747e-09,3.36996481296467e-06,11.222013414376,"AL1L1_HUMAN",79,-39.784832502472,9.06479712584668e-11,2.13649275617668e-07,-0.163259983062702,"Non-significant",6.6702985753288,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-1.1746497154236,15.9396574497223,-34.4991531977484,1.08079363104017e-09,1.75391190445199e-06,12.9527739128981,"ALDOC_HUMAN",31,-39.5427381876457,9.53356688152566e-11,2.13649275617668e-07,0.0280282497405757,"Non-significant",6.6702985753288,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.285523891449,11.1548366546631,-33.0959389523437,1.48333523573013e-09,2.00596368378572e-06,12.68571672565,"DPYD_HUMAN",55,-39.0686214172024,1.05323774028922e-10,2.13649275617668e-07,0.0273640155792005,"Non-significant",6.6702985753288,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.29114770889283,10.8524696826935,35.4000904706338,8.8786519658447e-10,1.75391190445199e-06,13.1157931508438,"ANGL3_HUMAN",22,37.6709946823312,1.42290399749742e-10,2.30908860713881e-07,0.43442797660825,"Non-significant",6.63655940149031,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.899431228637674,10.3835783004761,-26.8301164568928,7.32820421208864e-09,3.36996481296467e-06,11.2599810617506,"SYNE2_HUMAN",160,-35.8267219246422,2.15335997171895e-10,2.60686171880482e-07,0.139080762863175,"Non-significant",6.58388200540735,"SYNE2","Nesprin-2","SYNE2_HUMAN"
2.01965272426605,8.29278761148453,36.5476544638198,6.96041946837541e-10,1.75391190445199e-06,13.3144814639258,"KCRB_HUMAN",12,35.2318660908186,2.47236982791314e-10,2.60686171880482e-07,0.0586681365966975,"Non-significant",6.58388200540735,"CKB","Creatine kinase B-type","KCRB_HUMAN"
-0.849453687667824,15.4979468584061,-27.9129950816039,5.42488216137932e-09,3.36996481296467e-06,11.5375936132806,"TKFC_HUMAN",40,-34.6106133949592,2.86319299444588e-10,2.60686171880482e-07,-0.119336724281307,"Non-significant",6.58388200540735,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
1.99648261070254,10.2518790960312,39.0359540687913,4.20994633094814e-10,1.75391190445199e-06,13.7135845264991,"SYUG_HUMAN",9,34.3467302247806,3.04976399915533e-10,2.60686171880482e-07,-0.0873181819916002,"Non-significant",6.58388200540735,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.78574562072755,14.8048474788666,-26.3911589104395,8.30654378349685e-09,3.36996481296467e-06,11.1431561944414,"ACOHC_HUMAN",48,-34.1305336134664,3.21279482228841e-10,2.60686171880482e-07,-0.214670300483705,"Non-significant",6.58388200540735,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.2150940895081,11.4372606277466,31.1807607222914,2.33611424054888e-09,2.19653725140111e-06,12.2931372438,"ANXA3_HUMAN",21,32.8045173738251,4.45422171647515e-10,3.28559590977085e-07,0.0306961536407737,"Non-significant",6.48338585080605,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.902443647384679,14.8387418985367,25.4461199705613,1.09563005783535e-08,4.23330585203619e-06,10.882743498642,"VIME_HUMAN",46,30.406494661523,8.32452297459621e-10,5.62876495132281e-07,0.0448858737946018,"Non-significant",6.24958688643925,"VIM","Vimentin","VIME_HUMAN"
-0.723654270172077,15.0249533653259,-27.1370773658329,6.72135004475288e-09,3.36996481296467e-06,11.3401790611502,"PBLD_HUMAN",23,-30.007789967272,9.28005382247703e-10,5.79218128581374e-07,0.134021043777466,"Non-significant",6.23715785389025,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.48540830612182,9.61294245719909,28.1383459566607,5.10313310393746e-09,3.36996481296467e-06,11.5935459886426,"ITA3_HUMAN",23,29.709880210847,1.00743198103295e-09,5.83878792435812e-07,0.0446033477783239,"Non-significant",6.23367729884593,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.08911108970642,12.0789328813553,27.2823484833748,6.4540903843185e-09,3.36996481296467e-06,11.3777124702197,"PEG10_HUMAN",23,29.1378537591527,1.18220944378214e-09,6.09323490141295e-07,-0.0561807155609095,"Non-significant",6.21515207898681,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
1.02206397056578,12.1475692987442,26.6098858780566,7.80175139276619e-09,3.36996481296467e-06,11.2016873609145,"K1C19_HUMAN",26,29.0805124984372,1.20152524553373e-09,6.09323490141295e-07,0.092426538467425,"Non-significant",6.21515207898681,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
1.30380558967589,10.5100158452988,31.0091763442616,2.4363859086283e-09,2.19653725140111e-06,12.2562693906445,"AMY1B_HUMAN",12,28.4665673087282,1.4320529552966e-09,6.83510451722152e-07,0.0657291412353498,"Non-significant",6.16525484014436,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-2.75194668769836,9.38644301891327,-31.0841263935743,2.39200000360786e-09,2.19653725140111e-06,12.2724094225115,"NUA4L_HUMAN",5,-27.7277576095005,1.77769452336282e-09,7.74610063192097e-07,-0.623593807220498,"Up in B2",6.11091686526317,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.06560420989992,13.1823692321777,-28.6398269868459,4.4615841658847e-09,3.36996481296467e-06,11.7158986366416,"GNMT_HUMAN",15,-27.6599185584974,1.81385151597854e-09,7.74610063192097e-07,-0.155901670455933,"Non-significant",6.11091686526317,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
0.678825139999375,12.4553626775742,21.4647892350168,3.9754808966231e-08,8.26957650870826e-06,9.63294930019018,"HKDC1_HUMAN",55,27.4244225762036,1.94590544639146e-09,7.88132591233625e-07,0.236633300781246,"Non-significant",6.10340071297103,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-0.692649364471425,16.7662618160248,-22.2795525474958,2.999456432493e-08,7.88964473644183e-06,9.91100317192917,"SBP1_HUMAN",39,-27.2676383711654,2.03978117031133e-09,7.88132591233625e-07,-0.531384706497199,"Up in B2",6.10340071297103,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.684077978134152,14.9392515420914,-21.5891441085458,3.80563742260547e-08,8.26957650870826e-06,9.67620824154538,"KPYR_HUMAN",45,-26.8216189322908,2.33577053650076e-09,8.6147464241669e-07,0.0260438919067241,"Non-significant",6.06475750152481,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
