"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.30379843711852,11.3033698797226,-102.194544687502,2.74603873928496e-13,2.22813583305582e-09,14.9392775397371,"TSP1_HUMAN",50,-133.000282685452,5.78263988987561e-15,4.69203400664507e-11,-0.0100827217102228,"Non-significant",10.3286388488914,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.84658813476565,14.7591450214386,-43.5110789839875,1.88101722096147e-10,7.6312868654407e-07,13.0493343195384,"FINC_HUMAN",120,-53.1017840793187,1.0663581132926e-11,4.3262148656281e-08,0.059103012085,"Non-significant",7.36389191470754,"FN1","Fibronectin","FINC_HUMAN"
-1.6811294555664,15.2568635940552,-35.0873806521933,9.70512708841406e-10,2.34594843143987e-06,12.1492249404814,"FIBG_HUMAN",29,-38.2252130582788,1.56388200960785e-10,3.47805315385896e-07,-0.0773143768310494,"Non-significant",6.45866378511328,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.8582255840302,14.8681639432907,-34.2889554584573,1.15649417374408e-09,2.34594843143987e-06,12.0413623510739,"FIBA_HUMAN",43,-37.7965490707737,1.71459361787477e-10,3.47805315385896e-07,0.0355737209320246,"Non-significant",6.45866378511328,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.84562277793882,13.5105959177017,-32.7040418964329,1.65815098823882e-09,2.69084742371395e-06,11.8126775774131,"FGL1_HUMAN",17,-33.4273865681738,4.66743218393526e-10,7.57430894809014e-07,-0.0977964401245011,"Non-significant",6.12065698443908,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.05181932449339,10.7000012397766,-25.9393969237233,9.6453557612333e-09,1.30437361077745e-05,10.5640784535863,"K1C19_HUMAN",26,-27.2289117516296,2.47483592289416e-09,3.34680311306053e-06,-0.080418348312401,"Non-significant",5.47536983572302,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-1.82178640365601,8.52127242088318,-23.1153922443293,2.30903455908627e-08,2.67650091606085e-05,9.86995387857275,"PGBM_HUMAN",106,-24.9311313887079,5.05971129489398e-09,5.8649282066814e-06,-0.0668215751647985,"Non-significant",5.2317372997689,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-1.7340130805969,14.5698852539062,-22.6977700380576,2.65034095860673e-08,2.68810831726688e-05,9.75617498628305,"FIBB_HUMAN",38,-24.1469295594668,6.55484285642708e-09,6.64824936713117e-06,-0.140888571739194,"Non-significant",5.17729269910091,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.608911514282251,11.0660817623138,-18.6863529185583,1.14793533825342e-07,8.46758848598933e-05,8.48315723098515,"MX1_HUMAN",43,-23.6042594134549,7.87903576823624e-09,7.10338846927432e-06,0.111702680587774,"Non-significant",5.14853443403287,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.430713891983022,13.2458444833755,-13.8534234929672,1.07022867296846e-06,0.000299442601809175,6.36185861638954,"FAT1_HUMAN",153,-21.1859566774954,1.88706517143798e-08,1.32927914339721e-05,-0.122112154960632,"Non-significant",4.87638380934529,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.549143552780102,12.4828108549118,-16.2070254957098,3.33402913899731e-07,0.000169076952711401,7.49364445027322,"LIMC1_HUMAN",62,-21.1416742999461,1.9191874299275e-08,1.32927914339721e-05,0.1277482509613,"Non-significant",4.87638380934529,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.83805656433104,10.3472602367401,-19.5439976493592,8.19181911766384e-08,6.64684203207244e-05,8.78581887686122,"CCN1_HUMAN",22,-20.751874196552,2.22993962022013e-08,1.32927914339721e-05,-0.0603611469268746,"Non-significant",4.87638380934529,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.547735929489123,11.5670326948166,-15.5642473133316,4.50857105284705e-07,0.00021519144425177,7.20529524888139,"FLNC_HUMAN",102,-20.7388835737477,2.24122519124352e-08,1.32927914339721e-05,0.0329790115356445,"Non-significant",4.87638380934529,"FLNC","Filamin-C","FLNC_HUMAN"
-0.833270788192724,12.7394906282425,-18.4202618134067,1.27849568675966e-07,8.64476166863992e-05,8.38541417492061,"K2C7_HUMAN",37,-20.6795897908217,2.29355533738735e-08,1.32927914339721e-05,-0.0247554779052752,"Non-significant",4.87638380934529,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-3.16148793697357,7.48641401529312,-19.5713138464495,8.10616887302486e-08,6.64684203207244e-05,8.79515953326249,"MIME_HUMAN",7,-19.5697258138717,3.57631959489709e-08,1.934550479533e-05,-0.00949764251708984,"Non-significant",4.71341993345548,"OGN","Mimecan","MIME_HUMAN"
-0.789646625518806,10.3500480651855,-17.2406536694018,2.09998052734546e-07,0.000131071092299085,7.92849195200402,"TRFM_HUMAN",39,-19.3958813259382,3.84243778350517e-08,1.94859626096006e-05,-0.030685663223224,"Non-significant",4.71027813512602,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.339332580566399,16.4528307914734,11.4784486962786,4.25778706128713e-06,0.000746169495414511,4.96956356898393,"FAS_HUMAN",149,18.7282883958934,5.09161538727455e-08,2.43019807366739e-05,-0.183993339538572,"Non-significant",4.6143583277206,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.24236488342285,8.64068412780762,-16.3256404365325,3.15734800082786e-07,0.000169076952711401,7.54530282940798,"LAMA5_HUMAN",58,-17.5293512058879,8.65517596462081e-08,3.83763239703737e-05,0.0969462394714249,"Non-significant",4.41593662824156,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.654406785964973,10.5189784765244,-16.4984110462966,2.91856600159179e-07,0.000169076952711401,7.61971028730091,"ANXA3_HUMAN",21,-17.4473435970784,8.9863218565085e-08,3.83763239703737e-05,0.113276004791257,"Non-significant",4.41593662824156,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.60010290145874,9.0611035823822,-15.193419925204,5.39514243038022e-07,0.000230400977263711,7.0322094620965,"FLRT3_HUMAN",27,-16.8076339173574,1.21155298536234e-07,4.91527046161499e-05,-0.123497247695919,"Non-significant",4.30845258022141,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.469162940978997,16.7639102935791,14.1076693973765,9.3545367918206e-07,0.000287033377112635,6.49476594252576,"ALDOC_HUMAN",31,16.5946158935162,1.34151220669182e-07,5.1833476405226e-05,0.111865758895876,"Non-significant",4.28538966260605,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.740810632705688,9.52313578128815,-15.3951607827572,4.89066927231645e-07,0.000220460502642087,7.12700267926473,"DREB_HUMAN",21,-16.1651874513665,1.65372843372891e-07,6.09925114148927e-05,0.158904075622576,"Non-significant",4.21472348385538,"DBN1","Drebrin","DREB_HUMAN"
-0.910974264144876,10.4603246450424,-14.5538257795722,7.42650272665177e-07,0.000261994100539359,6.72136141626151,"LAMC1_HUMAN",52,-15.8747630280625,1.91083275356419e-07,6.74108563583473e-05,0.0583704710006705,"Non-significant",4.17127015573701,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.940228462219251,9.59199047088624,-14.3606464759809,8.2002658199984e-07,0.000266147827453868,6.62426553471711,"PTPRF_HUMAN",57,-15.6256617887842,2.16730744025854e-07,7.32730523760741e-05,0.0322020053863241,"Non-significant",4.13505571643869,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.574562788009626,10.1309965848923,-13.1925320721708,1.53540740211327e-06,0.000389321739398346,6.00281657879394,"AGRIN_HUMAN",63,-15.5141086833817,2.29446886788174e-07,7.44692815759698e-05,0.530174136161802,"Up in CM",4.12802283588534,"AGRN","Agrin","AGRIN_HUMAN"
-0.825525522232073,12.5913587808609,-14.6542210290616,7.05708964559585e-07,0.000261994100539359,6.77122194015578,"LG3BP_HUMAN",20,-15.2557396941411,2.62229733286048e-07,8.18358483031922e-05,-0.0312545299530074,"Non-significant",4.08705641136762,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.665984869003324,11.03242790699,-14.9481529863072,6.08920442669787e-07,0.000247039023591132,6.91489372181528,"FSTL1_HUMAN",17,-15.1689199778456,2.7439666007772e-07,8.24612777729859e-05,-0.418891668319699,"Non-significant",4.08374993990263,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
0.748304605484,10.649116396904,13.7080632777917,1.15703734286531e-06,0.000311500564265454,6.28459626403188,"PLIN2_HUMAN",25,14.5789457529163,3.75918092839795e-07,0.000108935693046503,-0.132110834121709,"Non-significant",3.96282979927689,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-2.74954223632813,8.48237037658692,-14.068072558285,9.5512708676869e-07,0.000287033377112635,6.47425055572718,"AMY1B_HUMAN",12,-14.4590944428304,4.01325729520984e-07,0.000112288171356319,-0.0734596252441513,"Non-significant",3.94966599071313,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.73414325714111,10.503787279129,-12.9816470680818,1.72891317381226e-06,0.000425103075524625,5.88393296579642,"ITA7_HUMAN",33,-14.0419321923326,5.059416293217e-07,0.000133110357962698,-0.00144672393795098,"Non-significant",3.87578814864991,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
0.364638328552276,11.4364874362946,10.5411586662319,7.89611748020018e-06,0.00115332074369118,4.33250463961038,"CGNL1_HUMAN",84,13.9973553188921,5.18817206794816e-07,0.000133110357962698,0.085131883621214,"Non-significant",3.87578814864991,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.428842306137076,14.2200208902359,-11.5705771243699,4.01689550767988e-06,0.000740752048848057,5.02922931951882,"VIME_HUMAN",46,-13.9765192379887,5.24960741287448e-07,0.000133110357962698,-0.0555915832519744,"Non-significant",3.87578814864991,"VIM","Vimentin","VIME_HUMAN"
-0.66202187538148,10.0193349123001,-12.4901747937745,2.29598957190572e-06,0.000517645408333141,5.59829337328266,"CDHR2_HUMAN",30,-13.508118225514,6.87004344862311e-07,0.000168919795582206,-0.495736360549975,"Non-significant",3.772319452807,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-1.49632167816162,9.53847312927246,-12.2011837048166,2.72585726197438e-06,0.000552940145591503,5.4244861784956,"CO6A1_HUMAN",22,-12.6629317547433,1.14169313634158e-06,0.000272461709066929,0.111794710159302,"Non-significant",3.56469452351364,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
-0.699587106704724,10.4225379228592,-12.4896655189909,2.29667669460107e-06,0.000517645408333141,5.59799097163852,"TAGL_HUMAN",15,-12.5290684363561,1.24084445982923e-06,0.000285825753796565,0.00271916389467464,"Non-significant",3.54389864248756,"TAGLN","Transgelin","TAGL_HUMAN"
3.02576422691344,9.45020973682403,12.3552420148874,2.48640411869761e-06,0.000542517096480655,5.5176947433242,"Q15194_HBV",5,12.472734922832,1.28541454802238e-06,0.000285825753796565,-0.120606660842893,"Non-significant",3.54389864248756,"PreC-C","Capsid protein","Q15194_HBV"
0.422654628753673,12.8441410064697,11.0663863945779,5.55390902069706e-06,0.000851101688251119,4.696387823408,"PURA1_HUMAN",29,12.4506524246758,1.30337107351157e-06,0.000285825753796565,-0.177397727966307,"Non-significant",3.54389864248756,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.497580289840673,14.3048034906387,-11.99766562654,3.08294284827906e-06,0.000595595196927054,5.29937288490604,"VNN1_HUMAN",18,-12.2990195718541,1.43450836995146e-06,0.000306305287204899,-0.0572717189788747,"Non-significant",3.51384550667337,"VNN1","Pantetheinase","VNN1_HUMAN"
