"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
3.36257028579711,11.2739839553833,68.6187303013516,8.31997316738248e-12,6.75082622801414e-08,14.0081639093638,"TSP1_HUMAN",50,76.2680835709906,7.31996424651714e-13,5.93941898962401e-09,0.00758838653564808,"Non-significant",8.22625603682716,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.88537549972533,14.7397513389588,47.699828468509,1.27859126266035e-10,3.45816316840871e-07,13.0725452512636,"FINC_HUMAN",120,57.4333614946299,7.2539419376285e-12,2.94292424409588e-08,-0.081532478332548,"Non-significant",7.53122091723936,"FN1","Fibronectin","FINC_HUMAN"
2.0346693992615,13.4160726070404,51.0848050675508,7.64116191924974e-11,3.10001939063962e-07,13.2858236182774,"FGL1_HUMAN",17,51.5461803129318,1.73810373600593e-11,4.70099123798403e-08,0.0575282573699738,"Non-significant",7.32781055827755,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.80486178398135,15.1949974298477,40.0150317415144,4.77700619856033e-10,9.69015707377964e-07,12.4396649951662,"FIBG_HUMAN",29,43.5031425953142,6.83763007918403e-11,1.38701326156248e-07,-0.0627877712250005,"Non-significant",6.85791938651441,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
2.05735421180727,14.7685996294022,34.0447184010182,1.60294011037749e-09,2.60125121112059e-06,11.7445555280756,"FIBA_HUMAN",43,36.7629802794696,2.65701806330257e-10,3.64656458580384e-07,0.0514721870422505,"Non-significant",6.43811609006483,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.7848916053772,8.53971982002258,32.9181602703772,2.06204283072279e-09,2.78856925474745e-06,11.5861878961843,"PGBM_HUMAN",106,36.6957369752241,2.69649833803587e-10,3.64656458580384e-07,0.104855537414576,"Non-significant",6.43811609006483,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.9184339046478,14.4776748418808,29.5249820894235,4.65140368179585e-09,5.39164135344164e-06,11.0429671984728,"FIBB_HUMAN",38,31.5980011096505,8.98758048895045e-10,1.04178897267634e-06,0.0854725837707733,"Non-significant",5.98222024388082,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.634821176528979,14.11703145504,22.3442931183541,3.71114862249753e-08,3.345806658105e-05,9.45060241805929,"VIME_HUMAN",46,29.1123600772536,1.73615766812194e-09,1.76089791489268e-06,0.21516418457031,"Non-significant",5.75426582079814,"VIM","Vimentin","VIME_HUMAN"
0.937072992324802,12.5355850458145,26.9484416738637,9.19740826485566e-09,9.32847133262985e-06,10.5515284878793,"LG3BP_HUMAN",20,28.1755283947834,2.25755521456987e-09,2.03531144566888e-06,-0.0733468532562238,"Non-significant",5.6913691251188,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.778384923934917,10.0290855169296,20.0467009328489,8.29976468210492e-08,6.73442906305993e-05,8.76284858209713,"AGRIN_HUMAN",63,23.6697420925807,9.11954753327711e-09,7.39960086850105e-06,0.0329875946044895,"Non-significant",5.13079170530719,"AGRN","Agrin","AGRIN_HUMAN"
0.483962059020971,11.5319366455078,16.5244817058722,3.45349556609605e-07,0.000164833311901784,7.46479770938096,"CO5_HUMAN",67,22.3191632949586,1.45826189111007e-08,1.07566699858792e-05,-0.0592339038849232,"Non-significant",4.9683221553044,"C5","Complement C5","CO5_HUMAN"
1.04514455795289,9.53953242301942,19.2342280968908,1.12729230860155e-07,7.03603830153306e-05,8.4921972401356,"PTPRF_HUMAN",57,21.1700366907699,2.22308394542474e-08,1.40087032146551e-05,0.0575547218322239,"Non-significant",4.85360206548409,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
1.14661288261414,8.68856012821198,19.2651110468578,1.11399659467635e-07,7.03603830153306e-05,8.50277282198696,"LAMA5_HUMAN",58,20.9930206041612,2.37693573794887e-08,1.40087032146551e-05,0.0506937503814697,"Non-significant",4.85360206548409,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.778254985809326,11.3367834091186,19.2882513932442,1.10415036223872e-07,7.03603830153306e-05,8.51068175362459,"K1C19_HUMAN",26,20.9489416428655,2.41707967716505e-08,1.40087032146551e-05,0.0388653278351256,"Non-significant",4.85360206548409,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.586858272552496,10.0569167137146,17.9338610411534,1.89042519668583e-07,0.000102259400306059,8.02480394284803,"CDHR2_HUMAN",30,20.5519260239074,2.81499831818202e-08,1.52272642358193e-05,-0.107351779937748,"Non-significant",4.81737811596874,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.564688682556175,11.0881931781769,16.8960980435939,2.93254542213817e-07,0.000148716709720182,7.61829061701772,"MX1_HUMAN",43,20.278546996294,3.13166869437666e-08,1.58814748663576e-05,0.0524425506591744,"Non-significant",4.79910916837128,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.321319580078146,16.4438242912292,-12.2032660647681,3.1414909589762e-06,0.000740753865806233,5.29880093761412,"FAS_HUMAN",149,-19.9547447765194,3.55957843070547e-08,1.67051755783597e-05,0.138484954833983,"Non-significant",4.7771489553858,"FASN","Fatty acid synthase","FAS_HUMAN"
0.364344358444225,13.2790292501449,13.0639195765005,1.91995507599457e-06,0.000556375553093569,5.79505355251192,"FAT1_HUMAN",153,19.8539631712408,3.70585605632824e-08,1.67051755783597e-05,-0.0156011581420739,"Non-significant",4.7771489553858,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.569860696792579,14.2686632871628,18.2708762859418,1.64779652228853e-07,9.55015784417798e-05,8.15021755052605,"VNN1_HUMAN",18,18.5100866075222,6.46616053570745e-08,2.7613908729858e-05,-0.21239113807678,"Non-significant",4.55887211492321,"VNN1","Pantetheinase","VNN1_HUMAN"
0.520514965057352,12.1088356971741,16.2308980365519,3.93953478896336e-07,0.000177585473764715,7.34040121207916,"PAI1_HUMAN",22,17.4281789417412,1.04191791892913e-07,4.22706099709549e-05,0.0792930126190168,"Non-significant",4.3739614851942,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.413734912872298,14.2207264900208,-16.1094898312933,4.16276114300153e-07,0.000177771810075339,7.2881268853161,"GLNA_HUMAN",20,-16.9575256432095,1.2936675141967e-07,4.99848486199621e-05,-0.124975681304953,"Non-significant",4.30116161882259,"GLUL","Glutamine synthetase","GLNA_HUMAN"
0.749763488769499,10.5409300327301,14.5798253555722,8.64056665392981e-07,0.00033385503728565,6.58470829539681,"LAMC1_HUMAN",52,16.1178655391709,1.93121647890746e-07,6.91590038260337e-05,-0.134463787078875,"Non-significant",4.16015127097898,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.518129110336305,13.4101589918137,13.1829737157884,1.79778900613212e-06,0.000540268888731704,5.860807693228,"APOB_HUMAN",239,16.0872268199403,1.96038586147249e-07,6.91590038260337e-05,-0.0541466474533081,"Non-significant",4.16015127097898,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.357760429382353,11.4330484867096,-11.8143971287103,3.96574945511797e-06,0.000831941363249857,5.061793687207,"CGNL1_HUMAN",84,-15.9530922674518,2.09403185159977e-07,7.07957268495023e-05,0.0970911979675506,"Non-significant",4.14999295504593,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-3.00081300735477,9.43773412704469,-15.5071895462997,5.50452164568876e-07,0.000223318443165593,7.02133155322316,"Q15194_HBV",5,-15.4829413471603,2.64972750396001e-07,8.5999555868526e-05,-0.082606434822079,"Non-significant",4.06550379159767,"PreC-C","Capsid protein","Q15194_HBV"
0.537098407745347,10.4763221740723,13.533569638883,1.48601558764006e-06,0.000482301219124458,6.05058430247832,"TRFM_HUMAN",39,15.3757621183384,2.7984178565893e-07,8.73321634167908e-05,0.0348417758941677,"Non-significant",4.05882578124383,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.531794548034675,13.4172396659851,12.5188682658201,2.61309226724631e-06,0.000683955827626985,5.48516524908581,"ITIH2_HUMAN",47,14.2181080573751,5.16884428042573e-07,0.000155333342560646,0.236388444900525,"Non-significant",3.80873531223114,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
