HBV_1,HBV_2,HBV_3,HBV_4,HBV.myr_1,HBV.myr_2,HBV.myr_3,HBV.myr_4,CTRL_1,CTRL_2,CTRL_3,CTRL_4,CTRL.myr_1,CTRL.myr_2,CTRL.myr_3,CTRL.myr_4,Protein_Names,Peptides,Genes,Protein.Ids,First.Protein.Description
20.0248582993256,20.0762675944783,19.8024090778537,20.0925145657724,19.5523069825627,20.506503232418,19.9634013073288,20.0306078704,19.8283751529098,19.6982180033508,19.5668511929969,19.377002890749502,19.4564827630502,20.2350395613655,20.274453230989,19.731203000793,A0A494C071_HUMAN,1,A0A494C071,A0A494C071,Uncharacterized protein
25.2032743604339,24.8974959622362,24.8662549007486,24.868606874249,25.3258906318282,25.2021610486884,25.5835874749734,25.4403870011172,23.825794585089,23.8923953248942,23.8888703101808,23.9025694299339,24.5130282857265,24.6193347511915,24.8438447795522,24.9220469894891,A1BG_HUMAN,13,A1BG,P04217,Alpha-1B-glycoprotein
27.1743425422867,27.0216809889884,27.0849685970592,27.1179997954389,27.134485779702,27.1195441083896,27.0768588086371,27.2840534562738,26.6959359578354,26.6867232125014,26.5436276037331,26.5251972270057,26.8087238439472,26.8273922313585,27.0306007145578,27.1302198707267,A2MG_HUMAN,33,A2M,P01023,Alpha-2-macroglobulin
16.7153989977673,15.4667520087324,15.5678758838626,15.7156000917346,15.50708538028,14.8228944251703,16.6473178827639,16.2374751376771,16.6731019990659,16.388987615487,16.1162261688269,16.5664911342423,16.6513881013567,16.3461206643416,14.9176051745027,15.9786791813104,SYAC_HUMAN,2,AARS1,P49588,"Alanine--tR ligase, cytoplasmic"
16.9582128445964,15.6510965504019,16.1487883644571,17.2485576650625,16.2501762633703,16.3177517655215,17.7557221536422,16.733187489691,18.2390483894281,18.1204960859524,18.1004775557784,18.040268313355,18.1061897461415,18.1921194032029,17.5669979403959,17.393491013538,GABT_HUMAN,12,ABAT,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
18.8473754949723,18.0267017367826,18.1087847701602,18.8431113685944,18.2727163426243,18.0664834132356,18.9284142776131,18.822278289097,18.9183275298404,18.9305381171497,19.0506139274854,19.017855049785,19.0248339566842,19.060954467367,18.8383575956265,18.5636506186138,ABHEB_HUMAN,4,ABHD14B,Q96IU4,Protein ABHD14B
16.9888621727834,17.1574061515994,17.1536806683919,17.62476690319,17.3533363873635,17.2919710550063,17.0806718187083,17.2825545526409,16.8836814274779,17.1042711289368,16.7408875167477,16.7930952286117,17.0247609262956,17.1405202577644,17.3052245752275,17.2420389919909,TARSH_HUMAN,2,ABI3BP,Q7Z7G0,Target of Nesh-SH3
20.2608759001495,19.5899583067474,19.6419353100062,20.6003140272446,19.5231043797391,19.3323119590252,20.552042374793,19.993441519262,21.1420135444129,21.1050990054371,20.9991935199598,21.1252961640003,20.8782395498284,20.9471589089635,20.668485111025,20.0385064439846,THIM_HUMAN,18,ACAA2,P42765,"3-ketoacyl-CoA thiolase, mitochondrial"
14.7726135577772,13.4358134816743,14.4386294363036,14.1819907893163,14.6998977387061,13.890767764215,14.9985463584758,14.5446786880493,15.2534560373471,15.3926159406708,15.5055448688238,15.269499288276,15.12495327166,15.3930384559102,14.1994729790685,13.233099841444,ACDSB_HUMAN,1,ACADSB,P45954,"Short/branched chain specific acyl-CoA dehydrogese, mitochondrial"
18.0190531357009,17.6688711376948,17.9393783414078,17.792173876084,17.6441449816528,17.8085683143346,17.5009196625187,17.7127486430172,17.3925354475463,17.4269117123426,17.137331405754,17.050773330147,17.3939099218381,17.4247567909237,17.5480693053133,17.6367520514671,PGCA_HUMAN,3,ACAN,P16112,Aggrecan core protein
19.063897977625,18.3900471699142,18.5950024576657,19.1545585548335,18.4075125859764,18.1284324053878,19.3274232623566,18.6762876861478,19.9907853858779,19.8861282069532,19.9000280142006,20.0383858727555,19.5022296751481,19.5778824019392,19.2820545011087,18.8682890398994,THIL_HUMAN,18,ACAT1,P24752,"Acetyl-CoA acetyltransferase, mitochondrial"
18.5355639596768,17.3517933194998,17.4102691480737,18.2651022184843,17.7179508110187,16.7950249839613,18.5697629157561,17.8794935091226,18.9132079071218,18.9008019625877,18.9788444991232,18.9167396195274,19.1550800878587,18.8272000255967,18.5925592323337,17.9472488190459,THIC_HUMAN,7,ACAT2,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic"
17.1093307652446,16.4466148685388,16.446553486265,17.2604785448039,16.5146940234163,16.2984957981866,17.6289865632416,17.1587970339195,17.7443411373366,18.1321432290571,17.6699438532182,17.8360318575844,18.2831064444916,18.0692399605485,17.6616459003295,17.125130909654,ACOC_HUMAN,9,ACO1,P21399,Cytoplasmic aconitate hydratase
17.4451927138203,16.9949831524818,17.2509460343111,17.794904449845,17.9653897437932,17.2721650182822,17.8334398676448,17.2498911958908,18.1866317445192,17.9565406474167,18.1380767687357,18.2094152872379,17.9409845420908,18.0302360563617,17.9317243719754,17.6763290124706,ACON_HUMAN,9,ACO2,Q99798,"Aconitate hydratase, mitochondrial"
17.7318824737351,16.6890697894397,16.6685664794973,17.6753023916353,17.5107487174513,17.1017192547376,18.4068859254045,17.8355508400064,18.6394714328346,18.165108181477,18.2740960080123,18.3341030308211,18.4967133698706,18.4739395535442,18.3820835901419,18.2255934448269,ACOT1_HUMAN;ACOT2_HUMAN,6,ACOT1;ACOT2,P49753,"Acyl-coenzyme A thioesterase 2, mitochondrial"
17.0260154532058,16.0152582291851,16.8924123724505,17.2319617670878,16.6376437529095,16.8779071726668,17.6760465923349,17.1637479381882,16.7300189590848,17.0314750640194,17.2903338979337,16.6048601281824,17.1882507710302,16.9535144322334,17.4218840236487,16.783266846967,PPAC_HUMAN,1,ACP1,P24666,Low molecular weight phosphotyrosine protein phosphatase
15.6573351990394,15.94818241095,15.3731676298589,16.0323621860284,15.6272431731087,15.8876490185719,15.8602674008991,15.5807473142606,16.0891814818031,15.7671990636599,16.1047666323541,15.9345294016894,16.3289413413532,16.192957364635,16.2714429660164,15.9588766510941,ACSL1_HUMAN,1,ACSL1,P33121,Long-chain-fatty-acid--CoA ligase 1
15.6533013435365,14.3203986476304,15.9560448511628,15.668189722216,14.9098321578619,15.6248839655467,15.6375673429494,14.9296190373204,15.9893989350784,16.0979374688124,15.7245138531199,16.0532768281516,15.9384930195724,16.1771800811981,15.1199826610708,15.6889878623525,ACS2A_HUMAN;ACS2B_HUMAN,2,ACSM2A;ACSM2B,Q08AH3,"Acyl-coenzyme A synthetase ACSM2A, mitochondrial"
21.6754367896083,21.0143733289062,21.2135634871272,21.7389894416476,20.6456777802198,20.5692251813491,21.4086189524268,21.0530216871994,21.9908892329207,22.1338514972331,21.7729379238395,21.9057160493897,21.5507655703526,21.5692112717657,21.647040268745,21.2398362366316,ACTA_HUMAN,3,ACTA2,P62736,"Actin, aortic smooth muscle"
22.7813857295747,22.2365322076056,22.3511964467596,22.7973587427809,22.0335480209433,21.8505348185008,22.5222951291502,22.3641191550862,23.1021650691599,23.1556906721687,23.0628551283241,23.1724446006987,23.0087072938752,22.8524087321598,22.6915275709934,22.4794896775446,ACTB_HUMAN;ACTG_HUMAN,29,ACTB;ACTG1,P60709,"Actin, cytoplasmic 1"
18.6957040718102,17.7663994991784,17.8926791775187,18.6793048377001,17.7740856648176,17.6517804807777,18.5020431584448,18.2174891774438,19.2825613394785,19.1363878944583,19.0750377454781,19.0477523123307,19.0273336934972,18.9000766746156,18.5164425820358,18.3355342890056,ACTN1_HUMAN,11,ACTN1,P12814,Alpha-actinin-1
19.5888427100677,18.5423290967816,18.7108131586568,19.5462331886574,18.7103255179721,18.4259821315285,19.5323502174509,19.0938275971315,19.9348397756509,19.860391386991,19.9413313613548,19.9168314454342,19.8766218594857,19.7762547022807,19.520444118259,19.1054814339796,ACTN4_HUMAN,62,ACTN4,O43707,Alpha-actinin-4
19.8665997824925,18.6636692817336,18.8954421535415,19.6652248680344,18.9750558666437,18.5349753409274,19.8387053638779,19.3740906703538,20.0887287254909,20.0682324625886,20.1439013303684,20.1027882092523,20.1024550470039,19.8906294414897,19.6091264227576,19.3366242342396,ACY1_HUMAN,16,ACY1,Q03154,Aminoacylase-1
22.4507103687032,22.628557231755,22.3314205092226,22.1486503544988,22.4511129899364,22.7227804370329,22.3904833482618,22.5321451959658,22.1803037658604,22.1072209075406,21.7521110961448,19.2644219822957,22.0771482113707,20.0185832568684,22.175840677999,22.3149742707776,E9PRA7_HUMAN,1,ACY3,E9PRA7,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)
16.8458942821506,17.0176457581156,16.5475121261165,16.8135808029896,16.5788900793218,16.7261383149385,17.3042889261779,16.9453295209462,16.4067148952425,16.6090777136253,16.137629597159,16.2409217351692,16.8082980613938,16.6926563629467,17.2332264468365,17.1235455247803,ATS13_HUMAN,3,ADAMTS13,Q76LX8,A disintegrin and metalloproteise with thrombospondin motifs 13
18.3143619659193,18.3226851702177,18.6608280943097,18.3933527471016,18.2450466269775,17.6677629811822,18.1968710316187,18.1429197407379,18.1509025351509,18.6686703474744,17.4122803922927,18.201410834776,18.7709445129573,18.2554527861098,17.8785119821025,18.7343226218942,AGRL2_HUMAN,1,ADGRL2,O95490,Adhesion G protein-coupled receptor L2
18.8141756242183,17.885797642478,17.9453695323777,18.962472431577,18.7725336629858,17.8399480271345,19.8880639128019,18.9224972976497,19.4993943515191,19.1387767590654,19.3386406407059,19.6303489000798,20.2378424765749,19.996272107323,19.6862902054566,19.2358319369617,ADH1A_HUMAN,1,ADH1A,P07327,Alcohol dehydrogese 1A
21.1311247087372,19.9447663852477,20.0707236889328,21.0780543593129,20.4107370332813,20.2368971013641,22.3715932122065,21.1687406633197,21.6599941509185,21.5905157817563,21.4281945326705,21.7103364496555,22.5389130880011,21.9398080318698,21.7480003441647,21.3559156141969,ADH1B_HUMAN,22,ADH1B,P00325,All-trans-retinol dehydrogese [D(+)] ADH1B
18.1016371919237,17.0505289055305,17.0354112731685,17.9899598822135,17.5613849132594,17.2071954848134,19.1176836806744,18.0292710483296,18.6587205433101,18.7149296694759,18.5241016712436,18.8167086932801,19.3196566871036,19.0385198401658,18.9001061649774,18.5216234416934,ADH1G_HUMAN,4,ADH1C,P00326,Alcohol dehydrogese 1C
18.3567012702637,17.616570380666,17.7308747504556,18.7287675286622,17.8966516954221,17.9111930043033,19.3307265352431,18.6338218355303,19.0733780075217,19.4647810433343,18.7417401782803,18.9784060303104,19.4582664191737,19.3916547606845,19.311322594732,18.908169762724,ADH4_HUMAN,10,ADH4,P08319,All-trans-retinol dehydrogese [D(+)] ADH4
17.075217979997,16.6387752784898,16.5396737942775,17.3777019663703,16.4668587290214,16.8663733923951,17.5785422263731,16.8239269520713,17.16824118808,17.2278039387547,17.0926126329775,16.8655762165209,17.4079067031761,17.4340661941895,17.1361300108052,16.4878698594263,ADHX_HUMAN,3,ADH5,P11766,Alcohol dehydrogese class-3
17.9059980277033,17.1392015875525,16.959005752031,17.8410237271907,16.9432130499721,16.8147451704625,17.9755513308018,17.4817127286373,18.0744603209993,18.089315987729,17.9690604390125,18.0587105227826,18.1321181200624,18.0733936990242,17.815233174063,17.5335730813898,MTND_HUMAN,6,ADI1,Q9BV57,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygese"
17.2019802973151,17.1668593853491,16.996285901467,17.0366136532997,16.8796311089251,16.8475467768525,17.1680550648488,17.0111289579902,17.3180661162583,17.3031475040753,17.2088439907346,17.1283770227507,17.5719303627278,17.3364891257451,17.3423004187718,17.0491891483927,ADK_HUMAN,4,ADK,P55263,Adenosine kise
22.0727462828248,21.8586420161446,21.7875981195363,21.6671297378516,21.8489277584795,22.0931434995491,22.223348917385,22.0089517285017,21.2865171527517,21.0725173287793,20.7376698631774,21.1445798311973,20.8563677739514,21.341399375521,21.5701243831245,21.6104157146941,AFAM_HUMAN,11,AFM,P43652,Afamin
