"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-4.40712833404543,16.2506065368652,-51.7873098328999,3.50615308154329e-11,1.82144652586174e-07,13.4393816324067,"LUM_HUMAN",4,-49.8091676552815,1.65848578242572e-12,8.6158336397016e-09,4.40712833404542,"Up in HBV",8.06470269527845,"LUM","Lumican"
-7.48451794478592,18.249096578823,-25.1318470146637,9.55113428819424e-09,2.48090713135845e-05,10.4186616667544,"CAPSD_HBVD3",6,-27.1654656601604,4.2285385053297e-10,1.09836287675939e-06,7.48451794478592,"Up in HBV",5.95925415411344,"C","Capsid protein"
-6.35519691371467,17.253146867273,-20.7322903923168,4.20091451662779e-08,5.45593772847035e-05,9.2627659280548,"HBSAG_HBVD3",4,-22.2800380613551,2.5553483927866e-09,3.50862239628733e-06,6.35519691371467,"Up in HBV",5.45486336875608,"S","Large envelope protein"
-1.88107469796733,17.599687080772,-21.105946117984,3.66252038252053e-08,5.45593772847035e-05,9.37529421232211,"PEDF_HUMAN",7,-22.1434456500834,2.70153793746859e-09,3.50862239628733e-06,1.88107469796732,"Up in HBV",5.45486336875608,"SERPINF1","Pigment epithelium-derived factor"
-1.3185013686436,18.9844803193568,-19.1351694000838,7.76646066015416e-08,8.06935262590017e-05,8.74586844936297,"FIBA_HUMAN",22,-21.4177567657299,3.65121997116207e-09,3.7936175500374e-06,1.3185013686436,"Up in HBV",5.42094645422766,"FGA","Fibrinogen alpha chain"
-0.499935770000754,19.7659765292125,-15.7208634151112,3.47429967053997e-07,0.000162981370509632,7.4071391561512,"ACSL5_HUMAN",26,-20.6396302594741,5.09981311458715e-09,3.87349136632523e-06,0.49993577000075,"Up in HBV",5.41189740770074,"ACSL5","Long-chain-fatty-acid--CoA ligase 5"
-0.619636746975672,21.8872130133801,-16.3645272694547,2.56162535978328e-07,0.000162981370509632,7.68768516643031,"TKFC_HUMAN",34,-20.5867038523092,5.21933389110233e-09,3.87349136632523e-06,0.619636746975676,"Up in HBV",5.41189740770074,"TKFC","Triokise/FMN cyclase"
-0.696353282204974,22.2908880851513,-16.6673023990637,2.22821705808528e-07,0.000162981370509632,7.81472883440859,"GATM_HUMAN",24,-19.8972911409059,7.09554086143508e-09,4.6076668468944e-06,0.696353282204974,"Up in HBV",5.33651892971201,"GATM","Glycine amidinotransferase, mitochondrial"
-1.47655083908905,18.2860723863928,-17.504014577272,1.53425485322124e-07,0.000132840899374739,8.15044006428394,"TSP1_HUMAN",18,-19.2999400953517,9.33638543963412e-09,5.3891691509888e-06,1.47655083908905,"Up in HBV",5.26847818489754,"THBS1","Thrombospondin-1"
-0.568998914439277,19.0095213300082,-14.1552511655908,7.6813029988003e-07,0.000258178095141453,6.659464205466,"ACACB_HUMAN",61,-17.7235779920058,2.00672691905515e-08,1.04249463444915e-05,0.568998914439277,"Up in HBV",4.98192617159173,"ACACB","Acetyl-CoA carboxylase 2"
-1.04591172094498,20.6595690696432,-15.5553283273344,3.76472848145445e-07,0.000162981370509632,7.33259292710229,"APOE_HUMAN",20,-17.3799177661646,2.39141504554807e-08,1.12940010560202e-05,1.04591172094498,"Up in HBV",4.94715217599141,"APOE","Apolipoprotein E"
-0.934014631161549,18.3939411929721,-15.7229992535901,3.47072079259169e-07,0.000162981370509632,7.40809443992356,"APOA5_HUMAN",10,-16.7373611389586,3.3494116965066e-08,1.45001614694598e-05,0.934014631161553,"Up in HBV",4.83862716156468,"APOA5","Apolipoprotein A-V"
0.863464125583498,21.0531501379172,14.7298208332947,5.68859726872464e-07,0.000211087591507318,6.94528183747742,"VNN1_HUMAN",14,16.2244424301496,4.42194534085479e-08,1.76707738813389e-05,-0.863464125583498,"Up in CTRL",4.75274443040067,"VNN1","Pantetheise"
-0.515530852827599,23.5810565279411,-13.1498287287402,1.33664238887548e-06,0.000387591112195181,6.12406104782652,"ARGI1_HUMAN",23,-15.8563934696436,5.42513210279732e-08,1.86360017993459e-05,0.515530852827599,"Up in HBV",4.72964725629175,"ARG1","Argise-1"
-0.814756303070425,18.6473134689185,-14.0904514402774,7.95158714583878e-07,0.000258178095141453,6.62634470848982,"CP2C8_HUMAN",17,-15.7563242441876,5.73967331644918e-08,1.86360017993459e-05,0.814756303070428,"Up in HBV",4.72964725629175,"CYP2C8","Cytochrome P450 2C8"
-0.688896586905123,18.9107893560846,-16.0273811327474,3.00063131917193e-07,0.000162981370509632,7.5425542737979,"PAHX_HUMAN",8,-15.8416812643079,5.47015754885263e-08,1.86360017993459e-05,0.688896586905127,"Up in HBV",4.72964725629175,"PHYH","Phytanoyl-CoA dioxygese, peroxisomal"
-0.451025674549797,19.2688835199258,-12.7384586890805,1.6958457571012e-06,0.000419519938482893,5.89097496553894,"LYAG_HUMAN",15,-14.6282314621421,1.10998676177075e-07,3.25302411211974e-05,0.4510256745498,"Up in HBV",4.48771271762139,"GAA","Lysosomal alpha-glucosidase"
-0.385736743332821,19.9719083666461,-11.6236573410323,3.35495924029573e-06,0.000645519009382827,5.21374785457794,"NHRF3_HUMAN",22,-14.6029302551333,1.12713058745246e-07,3.25302411211974e-05,0.385736743332821,"Up in HBV",4.48771271762139,"PDZK1","(+)/H(+) exchange regulatory cofactor NHE-RF3"
-0.610370985403748,18.8144429699525,-14.762850970345,5.59310293364792e-07,0.000211087591507318,6.96129497701259,"CBPQ_HUMAN",8,-14.4917069721107,1.20604292129835e-07,3.29757525060259e-05,0.610370985403751,"Up in HBV",4.48180528507695,"CPQ","Carboxypeptidase Q"
-0.662914707266829,23.2331465251867,-11.9922986762667,2.6604128480914e-06,0.00057586853107645,5.44543626807836,"BHMT1_HUMAN",28,-13.8001160643751,1.85741241720548e-07,4.58929381871245e-05,0.662914707266822,"Up in HBV",4.33825413673536,"BHMT","Betaine--homocysteine S-methyltransferase 1"
-0.743594478920656,19.6616111396347,-12.2685961329696,2.24528534683662e-06,0.000507141625078966,5.61396777102164,"FIBB_HUMAN",20,-13.8011208908497,1.85622084995359e-07,4.58929381871245e-05,0.743594478920652,"Up in HBV",4.33825413673536,"FGB","Fibrinogen beta chain"
-0.585839258788496,23.5484692171415,-11.8948419852292,2.82686614002281e-06,0.000587422783896739,5.3849573384114,"ST2A1_HUMAN",22,-13.729349600236,1.9434930512353e-07,4.58929381871245e-05,0.5858392587885,"Up in HBV",4.33825413673536,"SULT2A1","Sulfotransferase 2A1"
-0.503651592064546,18.5861564472093,-13.0471225273439,1.41756133430384e-06,0.000387591112195181,6.06666501861001,"OXDA_HUMAN",10,-13.531303103617,2.20872500068716e-07,4.78096932440408e-05,0.503651592064553,"Up in HBV",4.32048404281013,"DAO","D-amino-acid oxidase"
0.410551992174955,21.6309580385929,10.7468796138923,5.98878851416169e-06,0.00087572667832732,4.62908861894877,"SQOR_HUMAN",39,13.5760788248383,2.14543736544835e-07,4.78096932440408e-05,-0.410551992174952,"Up in CTRL",4.32048404281013,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial"
-0.364022269424183,18.7877280848185,-10.3349872902815,7.97859331576792e-06,0.00102319400457696,4.33679140874148,"XDH_HUMAN",31,-13.2611420075099,2.63718136673962e-07,5.48006288008494e-05,0.364022269424176,"Non-significant",4.26121445824606,"XDH","Xanthine dehydrogese/oxidase"
-0.597537146231769,20.5920186907271,-11.2036737010745,4.40584493796758e-06,0.000767594948225419,4.93981060235499,"PH4H_HUMAN",38,-13.0668132086953,3.0020175180483e-07,5.99826192548498e-05,0.597537146231776,"Up in HBV",4.22197457387007,"PAH","Phenylalanine-4-hydroxylase"
0.776808427722919,18.6160765897128,13.0520341044311,1.41356870923683e-06,0.000387591112195181,6.06942172545461,"SDC4_HUMAN",6,12.7547022472323,3.71023629910617e-07,7.13876947179872e-05,-0.776808427722926,"Up in CTRL",4.14637664223839,"SDC4","Syndecan-4"
-0.5256587403201,19.6195921447863,-10.8461712557525,5.59678394261585e-06,0.000855155664173216,4.69780255730835,"PURA1_HUMAN",21,-12.5051859142982,4.40976506345345e-07,8.18168910880024e-05,0.525658740320097,"Up in HBV",4.0871570270251,"ADSS1","Adenylosuccite synthetase isozyme 1"
-0.359429579093124,17.6677408020583,-10.3180052795661,8.07525585902896e-06,0.00102319400457696,4.32448304648689,"AS3MT_HUMAN",18,-12.3399821464444,4.95251990764638e-07,8.87184169662861e-05,0.359429579093124,"Non-significant",4.05198621605795,"AS3MT","Arsenite methyltransferase"
-0.437900641641175,19.7072280368749,-10.9010244228858,5.39260756580003e-06,0.000848927160737308,4.73547976006875,"DPP2_HUMAN",14,-12.2068519520512,5.44367623712501e-07,9.4266326839548e-05,0.437900641641171,"Up in HBV",4.02564341520981,"DPP7","Dipeptidyl peptidase 2"
0.4602599085263,18.3948046144819,11.1944668803749,4.43269459995429e-06,0.000767594948225419,4.93368194804595,"A16A1_HUMAN",12,12.1595485114516,5.63093243265483e-07,9.43635289923931e-05,-0.4602599085263,"Up in CTRL",4.02519582580611,"ALDH16A1","Aldehyde dehydrogese family 16 member A1"
-2.33117857167545,15.769691530362,-12.5007540966414,1.9522009698427e-06,0.000460985638106037,5.75231307567007,"CABIN_HUMAN",1,-11.9537862149316,6.53236490074405e-07,0.000106048861435517,2.33117857167545,"Up in HBV",3.97449398980585,"CABIN1","Calcineurin-binding protein cabin-1"
-0.740503235954328,20.9813783254115,-10.405226634622,7.59232096878671e-06,0.00102319400457696,4.38748020363731,"FINC_HUMAN",86,-11.7552550564303,7.55505919551367e-07,0.000118934947032405,0.740503235954321,"Up in HBV",3.92469051650565,"FN1","Fibronectin"
-1.06833126314615,18.8624637005012,-10.7275667761733,6.06855830987171e-06,0.00087572667832732,4.61564591356211,"FGL1_HUMAN",11,-11.6129990315821,8.396236515189e-07,0.000128289554989432,1.06833126314615,"Up in HBV",3.89180870134223,"FGL1","Fibrinogen-like protein 1"
-0.291134119530842,19.7710158010097,-8.87699375895617,2.40278070834012e-05,0.00183080649022676,3.19872188784321,"ADRO_HUMAN",25,-11.4314727272234,9.62307788533715e-07,0.000131557604248228,0.291134119530849,"Non-significant",3.88088404390973,"FDXR","DPH:adrenodoxin oxidoreductase, mitochondrial"
-0.38169222192117,19.9205092406864,-9.65535078581299,1.31022717496368e-05,0.00144821918594389,3.82743552503021,"BGAL_HUMAN",20,-11.4400053605155,9.56117822995882e-07,0.000131557604248228,0.381692221921174,"Up in HBV",3.88088404390973,"GLB1","Beta-galactosidase"
0.317418080795377,20.6486251357829,8.8108533445774,2.53503630985777e-05,0.00183080649022676,3.14288934684695,"CKAP4_HUMAN",43,11.4344495254663,9.60143280896781e-07,0.000131557604248228,-0.317418080795374,"Non-significant",3.88088404390973,"CKAP4","Cytoskeleton-associated protein 4"
-0.898259427843797,19.1586189579265,-10.3759160624073,7.75090513557353e-06,0.00102319400457696,4.36637092297867,"FIBG_HUMAN",28,-11.528056778843,8.94741497196994e-07,0.000131557604248228,0.898259427843801,"Up in HBV",3.88088404390973,"FGG","Fibrinogen gamma chain"
-0.340362411113027,22.2635474443046,-8.9475545207194,2.27011977893918e-05,0.00183080649022676,3.25785510203535,"PCKGM_HUMAN",43,-11.3638356712466,1.01296660090704e-06,0.000134932345941336,0.340362411113023,"Non-significant",3.8698839289052,"PCK2","Phosphoenolpyruvate carboxykise [GTP], mitochondrial"
0.510397560454255,21.2359063578874,9.65884231105844,1.30679279463651e-05,0.00144821918594389,3.83014300171277,"AMPN_HUMAN",41,11.2977723452888,1.06529699229891e-06,0.00013835544687482,-0.510397560454248,"Up in CTRL",3.85900373857498,"ANPEP","Aminopeptidase N"
-0.270533175175579,22.1933585344749,-8.28835066741902,3.91839059023832e-05,0.00229936397278357,2.68761101162885,"MMSA_HUMAN",32,-11.0370256829625,1.30293145227488e-06,0.000165090948648,0.270533175175576,"Non-significant",3.78227673691277,"ALDH6A1","Methylmalote-semialdehyde dehydrogese [acylating], mitochondrial"
-3.37627009586243,16.1401566467471,-10.5725960349303,6.75354602972105e-06,0.00094823436822705,4.50685376193897,"GPC3_HUMAN",1,-10.9532308247492,1.39126127664282e-06,0.00017208576981332,3.37627009586242,"Up in HBV",3.76425504104413,"GPC3","Glypican-3"
-0.433675837919981,21.2317505941337,-9.24661541903207,1.79182996563785e-05,0.00173494579605632,3.50365280638024,"ALDOC_HUMAN",24,-10.8084366716778,1.5598522927418e-06,0.000188451922344038,0.433675837919974,"Up in HBV",3.72479942807827,"ALDOC","Fructose-bisphosphate aldolase C"
-0.277121091823972,20.9627783880088,-8.04305131471262,4.84500384038599e-05,0.00264945210008476,2.46479251688143,"M2GD_HUMAN",45,-10.6731416417081,1.73789688818257e-06,0.000191223829541734,0.277121091823975,"Non-significant",3.71845798866229,"DMGDH","Dimethylglycine dehydrogese, mitochondrial"
