"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.3677806875,15.67410135125,108.992905301235,1.02301803149736e-12,2.43227235308781e-09,19.9273143290724,"FLNA_HUMAN",152,146.849470360832,3.01581794847517e-14,2.54203294876972e-10,2.3677806875,"Up in D8CM",9.59481882460178,"FLNA","FLNA_HUMAN"
2.45343971,13.43264103,103.5890233225,1.46791493021899e-12,2.43227235308781e-09,19.6318650743874,"EPIPL_HUMAN",173,132.460980583291,6.53389614996758e-14,2.75371053240384e-10,2.45343971,"Up in D8CM",9.56008171432853,"EPPK1","EPIPL_HUMAN"
2.317781925,14.285178185,99.3087080442167,1.98073318391268e-12,2.43227235308781e-09,19.3803916945046,"VILI_HUMAN",48,120.435927682635,1.33361653901059e-13,3.74701793577341e-10,2.317781925,"Up in D8CM",9.42631422807279,"VIL1","VILI_HUMAN"
2.227530005,17.138725995,98.7347723925049,2.06394739513177e-12,2.43227235308781e-09,19.345418107946,"CLUS_HUMAN",30,113.423967059279,2.0908323267936e-13,4.01626070384741e-10,2.227530005,"Up in D8CM",9.39617810398865,"CLU","CLUS_HUMAN"
-3.07875966749999,16.61032843625,-97.189932870676,2.30848010733212e-12,2.43227235308781e-09,19.2497432600548,"FINC_HUMAN",161,-111.46570531267,2.38240639687235e-13,4.01626070384741e-10,-3.07875966749999,"Up in D1B",9.39617810398865,"FN1","FINC_HUMAN"
1.5161438,12.45245719,78.8984534555468,1.01426146717585e-11,4.47792777202614e-09,17.9191027581076,"PCSK6_HUMAN",46,105.278695653023,3.65523485096026e-13,4.8299148021655e-10,1.5161438,"Up in D8CM",9.3160605299681,"PCSK6","PCSK6_HUMAN"
-2.0096678725,12.93413114625,-103.307913831271,1.49651343565321e-12,2.43227235308781e-09,19.615840526841,"HMOX1_HUMAN",18,-102.593962295078,4.43611947588336e-13,4.8299148021655e-10,-2.0096678725,"Up in D1B",9.3160605299681,"HMOX1","HMOX1_HUMAN"
1.25807023,13.9080127475,75.1360574964515,1.43467418413382e-11,5.73019370233879e-09,17.5914156469918,"CHDH_HUMAN",33,100.655536157926,5.11792491947787e-13,4.8299148021655e-10,1.25807023,"Up in D8CM",9.3160605299681,"CHDH","CHDH_HUMAN"
-2.4385709775,13.25994849375,-91.8523331747519,3.44739237356817e-12,2.90580703168061e-09,18.9010023500585,"PLIN2_HUMAN",27,-100.55317120004,5.15710442751091e-13,4.8299148021655e-10,-2.4385709775,"Up in D1B",9.3160605299681,"PLIN2","PLIN2_HUMAN"
2.2775349575,13.43541884375,85.9642563927965,5.51756898894643e-12,4.10024841456147e-09,18.4804903116363,"PFKAP_HUMAN",36,97.5260388292476,6.48487689051678e-13,5.08066505687697e-10,2.2775349575,"Up in D8CM",9.29407943503358,"PFKP","PFKAP_HUMAN"
1.7547247375,15.61323487625,81.2294857864882,8.24891873350671e-12,4.13364066970612e-09,18.1117214711196,"DPYL2_HUMAN",35,97.2377604900343,6.63036132704314e-13,5.08066505687697e-10,1.7547247375,"Up in D8CM",9.29407943503358,"DPYSL2","DPYL2_HUMAN"
4.338746546,10.889858722,136.247622943306,2.09656068877573e-13,1.76719100456907e-09,21.1171970495437,"SPP24_HUMAN",7,93.3522621256372,9.00046232391541e-13,6.32207474402359e-10,4.338746546,"Up in D8CM",9.19914037393062,"SPP2","SPP24_HUMAN"
2.7493703375,12.74486029125,99.8484799378787,1.90594818527822e-12,2.43227235308781e-09,19.4130060578191,"IL18_HUMAN",13,90.0183545415977,1.18201669569045e-12,7.46864312552161e-10,2.7493703375,"Up in D8CM",9.1267582919764,"IL18","IL18_HUMAN"
3.5267481825,12.15118241125,85.2846987887561,5.83734499640973e-12,4.10024841456147e-09,18.4293240505659,"MUC18_HUMAN",25,89.4401933475584,1.24049120604226e-12,7.46864312552161e-10,3.5267481825,"Up in D8CM",9.1267582919764,"MCAM","MUC18_HUMAN"
1.811579705,12.2359061225,78.3835791289757,1.0625051066618e-11,4.47792777202614e-09,17.8755126792709,"CAP2_HUMAN",27,87.7255579606368,1.434132376097e-12,7.61581583591975e-10,1.811579705,"Up in D8CM",9.11828356651576,"CAP2","CAP2_HUMAN"
2.7573616525,12.96635472625,81.8544867497979,7.81212535777487e-12,4.13364066970612e-09,18.1620854997538,"HTRA1_HUMAN",27,87.396701050202,1.47506714254742e-12,7.61581583591975e-10,2.7573616525,"Up in D8CM",9.11828356651576,"HTRA1","HTRA1_HUMAN"
1.9121682625,14.59140241375,92.3708670901241,3.31233067339638e-12,2.90580703168061e-09,18.9361735405997,"FBX2_HUMAN",16,86.9259211198763,1.53599322826712e-12,7.61581583591975e-10,1.9121682625,"Up in D8CM",9.11828356651576,"FBXO2","FBX2_HUMAN"
2.007464645,11.7901703125,80.4576071443573,8.8273261424499e-12,4.13364066970612e-09,18.0487832239322,"MFGM_HUMAN",22,85.4212023840708,1.75071360343089e-12,8.19820275739941e-10,2.007464645,"Up in D8CM",9.08628134494477,"MFGE8","MFGM_HUMAN"
1.59125638,10.9528223275,68.2052015400589,2.85105156832273e-11,7.28227686951281e-09,16.9271413022547,"MILK2_HUMAN",50,83.056390270695,2.16059517866165e-12,8.77118024660812e-10,1.59125638,"Up in D8CM",9.05694196420503,"MICALL2","MILK2_HUMAN"
-2.403903245,14.6880279775,-81.0166899107047,8.40394271565486e-12,4.13364066970612e-09,18.0944523220353,"FGL1_HUMAN",19,-82.9795136252819,2.1756384407884e-12,8.77118024660812e-10,-2.403903245,"Up in D1B",9.05694196420503,"FGL1","FGL1_HUMAN"
2.08576393,11.2904806125,84.0482184589051,6.47498070573694e-12,4.13364066970612e-09,18.3347437173237,"ASM3A_HUMAN",17,82.9307059397842,2.18525074360862e-12,8.77118024660812e-10,2.08576393,"Up in D8CM",9.05694196420503,"SMPDL3A","ASM3A_HUMAN"
1.63058853,11.743988275,71.6262181875526,2.01461294151398e-11,6.71104108410302e-09,17.2654721766435,"PALLD_HUMAN",30,82.098911925281,2.35669649528791e-12,8.77200861879789e-10,1.63058853,"Up in D8CM",9.05690095028515,"PALLD","PALLD_HUMAN"
-1.657002925,12.285740615,-67.2147627391272,3.16284814270838e-11,7.76996755387572e-09,16.8251077419874,"AGRIN_HUMAN",69,-81.9288540694436,2.39359589788055e-12,8.77200861879789e-10,-1.657002925,"Up in D1B",9.05690095028515,"AGRN","AGRIN_HUMAN"
